,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
14032,132867785,16451,0,0,0,0,0,0,0,64629,64629,81080,71550,13035,5000,0,3505,13035,0,0,13035,0,0,0,0,0,0,0,0,0,0,0,0,64629,0,0,,A68Z,,81080,1.0,1.0,1.0,1.0,HIGHLIGHTS IN JAZZ,,7 PETER COOPER ROAD,NEW YORK,NY,10010-6601,0.0,3.0,3.0,1200.0,197611.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1992,A,A68Z,0.9010809999999999,10010.0,10010.0,5602.0,5600.0,36061.0,,AR,1993,A68,199306,NY,10010.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
14037,132869113,478771,0,0,0,1313,60011,0,0,229265,229265,708036,661464,-56098,0,0,69170,94957,164262,151055,0,0,0,0,0,0,0,0,0,0,0,0,7578,205169,15205,0,,A99Z,,700458,1.0,3.0,3.0,3.0,HOUSE FOUNDATION FOR THE ARTS,,131 VARICK ST,NEW YORK,NY,10013-1410,0.0,3.0,3.0,1200.0,197205.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.127113,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A02,199206,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A02,A
14040,132871091,294230,0,0,0,0,7550,0,0,17974,17974,312204,350425,-12618,45000,0,66777,109272,43687,121890,0,0,0,0,0,0,0,0,0,0,0,0,0,17974,0,0,,A60Z,,312204,2.0,2.0,2.0,2.0,ASSOCIATION OF HISPANIC ARTS INC,ELSA ROBLES,173 E 116TH ST 2ND FLR,NEW YORK,NY,10029-1352,0.0,3.0,3.0,1200.0,197911.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.561887,10029.0,10029.0,5602.0,5600.0,36061.0,,AR,1991,A23,199106,NY,10029.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
14041,132871700,291848,10385,0,0,168,0,0,0,53291,53291,355524,386128,1279,90500,0,75602,66639,43719,65360,0,0,0,0,0,0,0,0,0,0,0,0,0,51210,0,0,,A61Z,,355524,1.0,2.0,2.0,2.0,ALTERNATIVE CENTER FOR INTERNATIONAL ARTS INC,,594 BROADWAY 402,NEW YORK,NY,10012-3234,0.0,3.0,3.0,2000.0,197702.0,1.0,15.0,1.0,13.0,0.0,10.0,4,,90.0,91.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A61Z,A61,,PC,O,AR,A,IN,,1991,A,A61Z,0.043055,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A50,199204,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
14046,132873402,35082,0,0,0,0,0,0,0,5895,5895,40977,41684,-8893,0,0,-3016,-4060,5170,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,5895,0,0,,A65Z,,40977,0.0,1.0,1.0,1.0,LATIN-AMERICAN THEATRE ENSEMBLE,,PO BOX 18 RADIO CITY STA,NEW YORK,NY,10101-0018,0.0,3.0,3.0,1000.0,197612.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,119.0,B9710,,0.0,0,1,6.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.341366,10101.0,10101.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10101.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14051,132874841,36260,0,0,0,493,0,0,0,50831,50831,87091,93039,22333,0,0,28281,22333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50338,0,0,,A23Z,A68Z,87091,1.0,1.0,1.0,1.0,UKRAINIAN CHORUS DUMKA OF AMERICA INC,,144 SECOND AVE,NEW YORK,NY,10003-8305,0.0,3.0,3.0,2100.0,197611.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,89.0,90.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1992,A,A23Z,0.0526575,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1993,A6B,199306,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
14053,132874863,96967,0,0,0,1320,8355,0,0,119968,119968,216935,248952,3073,64205,0,72141,89824,38245,86751,0,0,0,0,0,0,0,0,0,0,0,0,0,118648,0,0,,A6FZ,A6FP,216935,1.0,2.0,2.0,2.0,FIJI THEATER COMPANY INC,% PING CHONG,47 GREAT JONES STREET,NEW YORK,NY,10012-1114,0.0,3.0,1.0,1200.0,197611.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,300.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6FZ,A6F,,PC,O,AR,A,IN,,1991,A,A6FZ,0.310552,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14067,132879678,27689,11938,0,0,62,0,0,0,9937,9937,49564,42081,7510,0,0,6196,7772,6170,262,0,0,0,0,0,0,0,0,0,0,0,0,0,9875,0,0,,A51Z,,49564,1.0,1.0,1.0,1.0,ORGANIZATION OF INDEPENDENT ARTISTS INC,,19 HUDSON ST,NEW YORK,NY,10013-3822,0.0,3.0,3.0,1200.0,197705.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1990,A,A51Z,0.8439770000000001,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A40,199108,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
14068,132879766,323938,13214,0,0,615,7890,0,0,57735,57735,394887,391131,-94304,0,0,98996,263234,191896,357538,0,0,0,0,0,0,0,0,0,0,0,0,5160,8359,30045,13556,,P82Z,,389727,2.0,2.0,2.0,2.0,FRANKLIN FURNANCE ARCHIVE INC,HECHT AND CO PC,112 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,2000.0,197701.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,62.0,90.0,0.0,B9710,,0.0,0,1,6.0,0,36061.0,,P82Z,P82,,PC,O,HS,P,IN,,1991,P,P82Z,0.19405899999999998,10013.0,10013.0,5602.0,5600.0,36061.0,,HU,1992,P82,199207,NY,10013.0,NEW YORK,,,P,HU,HU,PC,O,HS,P,IN,,A50,A
14072,132879843,5000,0,0,0,0,0,0,0,33205,33205,38205,36532,175291,0,0,173618,195291,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,33205,0,0,,A33Z,,38205,2.0,1.0,1.0,1.0,SHEEP MEADOW PRESS INC,% STANLEY MOSS,5247 INDEPENDENCE AVE,RIVERDALE-ON-HUDSON,NY,10471-2825,0.0,3.0,3.0,2000.0,198108.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36005.0,,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.83695,10471.0,10471.0,5602.0,5600.0,36005.0,,AR,1992,A33,199212,NY,10471.0,RIVERDALE-ON-HUDSON,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
14076,132881858,13317,0,0,0,0,0,0,0,26420,26420,39737,42749,17,0,0,4129,1117,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,26420,0,0,,A65Z,,39737,1.0,1.0,1.0,1.0,CIRCUIT PRODUCTIONS INC,,635 CARROLL ST,BROOKLYN,NY,11215-2001,0.0,3.0,3.0,2000.0,197706.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.354962,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1992,A60,199212,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14091,132885288,137061,0,0,0,29,16264,0,0,46426,46426,183487,182828,5165,39138,0,68728,45468,64222,40303,0,0,0,0,0,0,0,0,0,0,0,0,0,46180,0,217,,A65Z,,183487,1.0,2.0,2.0,2.0,SOHO REPERTORY THEATRE INC SOHO REP,,46 WALKER ST,NEW YORK,NY,10013-3514,0.0,3.0,3.0,2000.0,199104.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.453496,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14099,132887818,289230,35015,0,0,43777,0,6525,15942,109238,102713,433483,244879,2224302,0,0,2139621,2274316,56113,50014,0,0,0,0,0,0,0,0,0,0,0,0,7878,6345,28698,73,,A53Z,,419080,4.0,2.0,2.0,2.0,UKRAINIAN MUSEUM,,203 SECOND AVE,NEW YORK,NY,10003-5739,0.0,3.0,3.0,1200.0,197809.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A53Z,A53,,PC,O,AR,A,IN,,1992,A,A53Z,0.833406,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1992,A53,199212,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A53,A
14100,132887872,554127,0,0,0,2694,72587,0,0,199331,199331,753458,646970,1858129,0,0,1817871,1858129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66230,36487,93920,0,,A51Z,,687228,4.0,3.0,3.0,3.0,DRAWING CENTER INC,,35 WOOSTER ST,NEW YORK,NY,10013-5300,0.0,3.0,3.0,2000.0,197705.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1991,A,A51Z,0.201509,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A40,199206,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
14105,132890709,33240,0,0,0,252,0,0,0,24452,24452,57692,53557,17681,3715,0,19006,21118,5460,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,23300,0,0,,A6CZ,A6EZ,57692,1.0,1.0,1.0,1.0,CHINESE MUSIC ENSEMBLE OF NEW YORK INC,,224 CANAL ST 6TH FLR,NEW YORK,NY,10013-4101,0.0,3.0,3.0,2000.0,197704.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,149.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1992,A,A6CZ,0.0668196,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1993,A6C,199306,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
14109,132890779,1089210,0,0,0,386,121748,0,0,201539,201539,1290749,1266292,-64813,80000,0,244946,267947,299216,332760,0,0,0,0,0,0,0,0,0,0,0,0,35000,155737,0,10416,,A62Z,,1255749,2.0,4.0,4.0,4.0,NATIONAL DANCE INSTITUTE INC,,594 BROADWAY RM 805,NEW YORK,NY,10012-3257,0.0,3.0,3.0,1200.0,197704.0,1.0,15.0,1.0,13.0,198109.0,10.0,9,,994.0,149.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.8255969999999999,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A6E,199209,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
14111,132891539,115299,0,0,0,0,11239,0,0,88793,88793,204092,194849,47010,0,0,54219,68633,16452,21623,0,0,0,0,0,0,0,0,0,0,0,0,0,88793,0,0,,A20Z,,204092,1.0,2.0,2.0,2.0,HARVESTWORKS INC,,596 BROADWAY 602,NEW YORK,NY,10012-3233,0.0,3.0,3.0,2000.0,197706.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9702,1997.0,1.0,1,1,6.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1991,A,A20Z,0.484087,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A20,199206,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
14118,132894350,0,0,0,0,63,0,0,0,29138,29138,29138,27487,-5038,0,0,2860,4312,9550,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,29075,0,0,,A31Z,A30Z,29138,1.0,1.0,1.0,1.0,CINE INFORMATION INC,,215 W 90TH ST 9C,NEW YORK,NY,10024-1224,0.0,3.0,3.0,2100.0,197808.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,122.0,124.0,123.0,B9710,,0.0,1,1,6.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1992,A,A31Z,0.34659,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1992,A31,199212,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
14120,132894709,308794,0,0,0,304,21081,0,0,86824,86824,395618,392520,-69876,36330,0,111157,442207,184131,512083,0,0,0,0,0,0,0,0,0,0,0,0,0,83139,0,3381,,A65Z,,395618,2.0,2.0,2.0,2.0,PAN ASIAN REPERTORY THEATRE INC,,47 GREAT JONES ST,NEW YORK,NY,10012-1114,0.0,3.0,3.0,2000.0,197711.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,88.0,149.0,B9710,,0.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.03782340000000001,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A65,199208,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14123,132896207,327248,0,0,0,906,12624,0,0,4750,4750,331998,337274,26738,0,0,147243,135468,115229,108730,0,0,0,0,0,0,0,0,0,0,0,0,0,3647,0,197,,A31Z,A65Z,331998,2.0,2.0,2.0,2.0,SIDEWALKS OF NEW YORK PRODUCTIONS INC,,40 W 27TH ST 3RD FLOOR,NEW YORK,NY,10001-6908,0.0,3.0,3.0,1200.0,197711.0,1.0,15.0,1.0,13.0,198212.0,10.0,12,,994.0,90.0,119.0,B9702,1997.0,1.0,1,1,6.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1992,A,A31Z,0.7690140000000001,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A31,199212,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
14127,132898796,500,0,0,0,1042,0,0,0,97327,97327,97827,35338,4246,0,0,24293,12891,19282,8645,0,0,0,0,0,0,0,0,0,0,0,56667,6587,5533,13332,0,,A60Z,,34573,1.0,1.0,1.0,1.0,MIDTOWN ARTS COMMON AT SAINT PETERS CHURCH,,619 LEXINGTON AVE,NEW YORK,NY,10022-4610,0.0,3.0,3.0,2000.0,197708.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.714801,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1991,A60,199108,NY,10022.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14129,132898806,19446,0,0,0,0,0,0,0,31245,31245,50691,51646,-2953,0,0,11410,11246,13408,14199,0,0,0,0,0,0,0,0,0,0,0,0,0,31245,0,0,,A68Z,,50691,1.0,1.0,1.0,1.0,POMERIUM MUSICES INCORPORATED,,375 RIVERSIDE DR STE 10E,NEW YORK,NY,10025-2148,0.0,3.0,3.0,1000.0,197707.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.227368,10025.0,10025.0,5602.0,5600.0,36061.0,,AR,1992,A68,199208,NY,10025.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
14144,132903944,71100,0,0,0,0,0,0,0,186272,186272,257372,285373,-17384,6000,0,43965,46090,33348,63474,-17384,0,0,0,0,0,0,0,0,0,0,0,0,186272,0,0,,A63Z,,257372,1.0,2.0,2.0,2.0,DANCE RING,,30 E 31ST ST,NEW YORK,NY,10016-6825,0.0,3.0,3.0,0.0,197902.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,995.0,90.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A63Z,A63,,PC,O,AR,A,IN,,1991,A,A63Z,0.0370209,10016.0,10016.0,5602.0,5600.0,36061.0,,AR,1992,A63,199207,NY,10016.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A63,A
14148,132904738,9025,0,0,0,1183,0,0,0,160150,160150,169175,166438,6038,0,0,9846,198834,6545,192796,6038,0,0,0,0,0,0,0,0,0,0,0,0,158967,0,0,,A65Z,,169175,2.0,2.0,2.0,2.0,WESTBETH THEATRE CENTER INC,,151 BANK ST,NEW YORK,NY,10014-2049,0.0,3.0,3.0,2000.0,197709.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.961849,10014.0,10014.0,5602.0,5600.0,36061.0,,AR,1992,A65,199205,NY,10014.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14151,132905420,109200,0,0,0,3541,0,0,0,350790,350790,459990,464156,-50535,31100,0,205368,235232,251737,285767,-53035,0,0,0,0,0,0,0,0,0,0,0,0,347249,0,0,,A65Z,,459990,2.0,2.0,2.0,2.0,AMERICAN JEWISH THEATRE INC,,307 W 26TH ST,NEW YORK,NY,10001-5812,0.0,3.0,3.0,2000.0,198704.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.853835,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1993,A65,199306,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
14152,132906037,1672557,0,9176,7147,50259,425596,0,0,7564278,7557131,9236835,9056774,1387479,288841,0,2429334,2561673,1154574,1174194,0,0,0,0,0,0,0,0,0,0,0,0,60195,6782297,0,662351,,A6GZ,,9169493,4.0,5.0,5.0,5.0,BIG APPLE CIRCUS LTD,,35 W 35TH ST,NEW YORK,NY,10001-2205,0.0,3.0,3.0,1200.0,197905.0,1.0,11.0,1.0,13.0,0.0,10.0,1,,46.0,30.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6GZ,A6G,,PC,O,AR,A,IN,,1991,A,A6GZ,0.915652,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A60,199201,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
14153,132906649,162400,0,2628,2628,27302,0,0,0,108861,106233,271261,235356,472660,0,0,518314,488950,0,16290,0,0,0,0,0,0,0,0,0,0,0,0,78931,0,0,0,,A60J,,189702,2.0,2.0,2.0,2.0,FRIARS NATIONAL ASSOCIATION FOUNDATION INC,,57 E 55TH ST,NEW YORK,NY,10022-3205,0.0,3.0,3.0,1000.0,197803.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A60J,A60,6.0,PC,O,AR,A,IN,,1991,A,A60J,0.0167582,10022.0,10022.0,5602.0,5600.0,36061.0,,AR,1992,A60,199207,NY,10022.0,NEW YORK,,,A,AR,AR,PC,S,ZB,,IN,,A12,A
14161,132909809,46136,0,0,0,195,0,0,0,8067,8067,54203,63624,79391,0,0,130744,128272,41932,48881,0,0,0,0,0,0,0,0,0,0,0,0,0,7872,0,0,,A62Z,,54203,2.0,1.0,1.0,1.0,HAVA KOHAV THEATRE DANCE FOUNDATION,,118 RIVERSIDE DR,NEW YORK,NY,10024-3708,0.0,3.0,3.0,1000.0,197801.0,1.0,16.0,5.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.00625926,10024.0,10024.0,5602.0,5600.0,36061.0,,AR,1992,A62,199212,NY,10024.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
14168,132911089,290767,0,0,0,5147,0,0,0,30980,30980,321747,241253,397900,0,0,381112,461606,63706,63706,0,0,0,0,0,0,0,0,0,0,0,0,0,25833,0,0,,P84Z,,321747,2.0,2.0,2.0,2.0,VIETNAMESE AMERICAN CULTURAL ORGANIZATION INC,,113 BAXTER ST,NEW YORK,NY,10013-3603,0.0,3.0,3.0,1000.0,198208.0,1.0,15.0,1.0,13.0,198409.0,10.0,6,,994.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,P84Z,P84,,PC,O,HS,P,IN,,1991,P,P84Z,0.253894,10013.0,10013.0,5602.0,5600.0,36061.0,,HU,1992,P84,199206,NY,10013.0,NEW YORK,,,P,HU,HU,PC,O,HS,P,IN,,A23,A
14180,132913176,391220,181500,0,0,2815,0,0,0,102760,102760,675480,456108,192935,0,0,33014,198297,7656,5362,0,0,0,0,0,0,0,0,0,0,0,0,51795,0,48150,0,,A65Z,,623685,2.0,3.0,3.0,2.0,NATIONAL CORPORATE THEATRE FUND,,745 FIFTH AVE,NEW YORK,NY,10151-0099,0.0,3.0,3.0,1000.0,197712.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.759092,10151.0,10151.0,5602.0,5600.0,36061.0,,AR,1992,A12,199206,NY,10151.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A1265,A
14194,132917939,26300,3970,0,0,4554,0,0,0,22776,22776,53046,30660,61335,0,0,38193,61335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6969,0,10380,872,,A80Z,,46077,1.0,1.0,1.0,1.0,METROPOLITAN HISTORIC STRUCTURES ASSOCIATION INC,NEIGHBORHOOD PRESERVATION CENTER,ONE WORLD TRADE CENTER RM 2611,NEW YORK,NY,10048-0000,0.0,3.0,3.0,2.0,197712.0,1.0,15.0,1.0,1.0,0.0,10.0,1,,994.0,123.0,603.0,ALM97,1992.0,1.0,1,0,0.0,0,36061.0,,A80Z,A80,,PC,O,AR,A,IN,,1992,A,A80Z,0.6734,10048.0,10048.0,5602.0,5600.0,36061.0,,AR,1993,A80,199301,NY,10048.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
14197,132918236,98429,0,0,0,969,0,0,0,32253,32253,130682,127307,55496,0,0,74156,66895,22035,11399,0,0,0,0,0,0,0,0,0,0,0,0,0,31284,0,0,,A33Z,,130682,1.0,2.0,2.0,2.0,SEGUE FOUNDATION INC,% STROOCK & STROOCK & LAVAN,303 E 8TH ST,NEW YORK,NY,10009-5248,0.0,3.0,3.0,1000.0,197803.0,1.0,15.0,1.0,13.0,198212.0,10.0,12,,120.0,92.0,994.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1992,A,A33Z,0.664988,10009.0,10009.0,5602.0,5600.0,36061.0,,AR,1992,A33,199212,NY,10009.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
14207,132923296,367527,0,0,0,2545,30782,0,0,14670,14670,382197,351907,47666,0,0,60683,242355,43306,194689,0,0,0,0,0,0,0,0,0,0,0,0,0,12125,0,0,,A20L,,382197,2.0,2.0,2.0,2.0,ALLIANCE FOR THE ARTS INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3.0,3.0,1000.0,197801.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A20L,A20,2.0,PC,O,AR,A,IN,,1992,A,A20L,0.36130100000000004,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A02,199212,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A01,A
14209,132923721,69100,35,0,0,1839,0,0,0,106269,106269,175404,220035,371230,0,0,438412,399307,22551,28077,-446792,0,0,0,0,0,0,0,0,0,0,0,0,104430,0,0,,A71Z,,175404,2.0,2.0,2.0,2.0,ARCHITECTURAL HISTORY FOUNDATION INC,PAUL SCHERER & CO,330 MADISON AVE 15TH FL,NEW YORK,NY,10017-5001,0.0,3.0,3.0,2300.0,197803.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,120.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A71Z,A71,,PC,O,AR,A,IN,,1992,A,A71Z,0.0964029,10017.0,10017.0,5602.0,5600.0,36061.0,,AR,1992,A71,199212,NY,10017.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
