,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
10898,133690790,200910,201013.0,29491065072020,,N,Y,0.0,1.0,2008,3.0,6.0,4.0,3,29.0,0,138,116718,-205841,0,6881,45000,204300,-82104,288694,-370798,285288,39343,0,4044614,780513,2665578,10662,3456753,0,4457051,0,189671,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,123737,0,84394,84394,80988,84394,0,35076,0,0,4457051,0,4044614,373,0,0,2000,0,0,0,0,1627,373,3851197,196084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133690790200910,1336907902009,rtf09pf,-1627,0,10075.0,PRESERVATION FUND,JULIUS PAIGE,501 E 79TH ST APT 10G,NEW YORK,NY,10075-0715,0.0,3.0,1.0,199308.0,1.0,4.0,29.0,560.0,602.0,1.0,1.0,0.0,1.0,10,,,0,N,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.74959,B,A82,A,36061.0,5602.0,5600.0
10909,133693565,200906,201010.0,29491051044160,,N,Y,0.0,1.0,2008,3.0,4.0,6.0,3,994.0,589808,1976,0,-6819,-50804,0,117000,0,534161,783763,-249602,763072,341015,0,196351,0,0,0,0,2709,196351,0,15825,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,51718,348189,-48828,783763,7174,763072,7174,976,120329,0,0,196351,0,193642,3410,0,0,6800,0,0,0,0,3390,3410,321323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133693565200906,1336935652009,rtf09pf,-3390,0,10013.0,CROWING ROOSTER ARTS INC,,100 LAFAYETTE ST STE 602,NEW YORK,NY,10013-4400,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.73583,B,A20,A,36061.0,5602.0,5600.0
10930,133699100,200912,201023.0,93491134017070,,N,Y,0.0,1.0,2009,3.0,8.0,8.0,3,602.0,5000500,2642,148733,-1205139,0,0,0,805775,3946736,871426,3075310,826023,106170,0,15252933,1730853,2250520,3754425,7735798,1,15086954,0,696706,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,150346,0,65651,44176,20248,44176,0,40808,0,1899883,15086954,0,15252933,2123,0,0,2400,0,0,0,0,277,2123,14146324,694583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133699100200912,1336991002009,rtf09pf,-277,0,10028.0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,ELAINE M REICH,ADELSON GALLERIES 19 EAST 82ND ST,NEW YORK,NY,10028-0000,0.0,3.0,1.0,199305.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.24481,B,A12,A,36061.0,5602.0,5600.0
10936,133702827,200912,201018.0,29491107067170,,N,Y,0.0,1.0,2009,3.0,1.0,4.0,3,994.0,163200,0,0,0,0,0,0,0,172316,139077,33239,139077,0,0,2601,0,0,0,0,604,2601,0,134,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9116,0,0,0,139077,0,139077,0,0,280,0,0,2601,0,1997,0,0,0,0,0,0,0,0,0,0,2721,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133702827200912,1337028272009,rtf09pf,0,0,10019.0,MILLENIAL ARTS INCORPORATED,GMH CONSULTING INC,130 W 56TH ST 705,NEW YORK,NY,10019-3866,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,1.0,0.0,1.0,12,,,0,N,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.79798,B,A99,A,36061.0,5602.0,5600.0
10964,133719303,201003,201037.0,29491233093160,A75Z,N,Y,0.0,1.0,2009,2.0,1.0,1.0,3,914.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,305,0,0,0,0,0,305,0,1,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,305,0,0,305,0,305,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10,10,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133719303201003,1337193032010,rtf09pf,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,KISO & TANAKA,675 3RD AVE RM 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,1.0,0.0,1.0,3,,,0,N,,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.51408,B,A1220,A,36061.0,5602.0,5600.0
10968,133721844,200912,201031.0,29491198006160,,N,Y,0.0,1.0,2009,3.0,4.0,2.0,3,40.0,0,2100,3849,-21928,0,0,0,7655,-15979,11943,-27922,7655,5949,0,261531,0,130283,0,130283,0,355298,9654,15352,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5949,0,4288,0,0,0,0,1303,0,90100,355298,0,261531,119,0,0,0,0,200,0,0,81,119,311710,15233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133721844200912,1337218442009,rtf09pf,-81,0,10003.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,MICHAEL HAUSMAN,736 BROADWAY,NEW YORK,NY,10003-9519,0.0,3.0,1.0,199311.0,1.0,4.0,40.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50249,A,A31,A,36061.0,5602.0,5600.0
11018,133741817,200912,201024.0,29491149168230,A53Z,N,Y,0.0,1.0,2009,3.0,3.0,1.0,3,994.0,0,147,0,0,0,0,0,0,147,300,-153,0,146,0,52319,0,0,0,0,0,52319,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,147,147,300,1,0,1,300,0,0,0,52319,0,52319,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133741817200912,1337418172009,rtf09pf,3,0,10025.0,ORGANIZATION OF THE MOROCCAN COMMUNITY IN THE UNITED STATES INC,RYAN & RYAN,817 W END AVE APT 2B,NEW YORK,NY,10025-5317,0.0,3.0,1.0,199507.0,1.0,4.0,994.0,119.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A53,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.11066,B,A53,A,36061.0,5602.0,5600.0
11035,133745510,200812,,29491178029069,,,,,,2008,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133745510200812,1337455102008,CORE08pf,0,0,10023.0,HISTORIC MUSIC BROADCASTS INC,,,NEW YORK,NY,10023-2206,0.0,3.0,1.0,199912.0,1.0,4.0,0.0,0.0,0.0,1.0,25.0,201212.0,1.0,12,,,0,N,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.10802,A,A30,A,36061.0,5602.0,5600.0
11053,133747036,200912,201043.0,29491275005200,,N,Y,0.0,1.0,2009,2.0,8.0,6.0,3,62.0,1399990,135758,197723,52000,0,44142,141666,7850,1829613,1582579,247034,623630,423536,0,26813443,1612552,5496799,0,7109351,0,26801177,0,398373,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,423536,385086,1574729,0,615780,0,955949,148548,0,0,26801177,0,26813443,4235,0,0,9715,0,3000,0,0,8480,4235,8088796,0,1,0,0,0,1,623630,51821,442364,336958,1454773,26801177,25905611,19297509,20774153,92778450,20039675,19840787,13340787,13311006,66532255,265582,243512,298015,279123,1086232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133747036200912,1337470362009,rtf09pf,-8480,0,10128.0,CLASSICAL AMERICAN HOMES PRESERVATION TRUST,CSAM,69 E 93RD STREET,NEW YORK,NY,10128-0000,0.0,3.0,1.0,199409.0,1.0,3.0,62.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.94125,B,A82,A,36061.0,5602.0,5600.0
11058,133747492,200906,201013.0,29491065007000,A20J,N,Y,0.0,1.0,2008,3.0,2.0,1.0,3,994.0,0,2,0,0,0,0,0,0,2,875,-873,875,2,2,11350,0,0,0,0,72456,11350,0,137,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2,2,875,0,875,0,0,1350,0,0,11350,0,-61106,0,0,0,0,0,0,0,0,0,0,2772,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133747492200906,1337474922009,rtf09pf,0,0,10022.0,TO THE STRUGGLE AGAINST WORLD TERRORISM CORP,WOLF POPPER LLP,845 3RD AVE FL 12,NEW YORK,NY,10022-6623,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,1.0,0.0,1.0,6,,,0,N,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.73787,B,A20,A,36061.0,5602.0,5600.0
11059,133747516,200912,201031.0,29491198000190,,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5000,0,0,0,0,0,5000,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133747516200912,1337475162009,rtf09pf,0,0,10031.0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR APT 10J,NEW YORK,NY,10031-7214,0.0,3.0,1.0,199410.0,1.0,4.0,994.0,88.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.95094,C,A60,A,36061.0,5602.0,5600.0
11060,133747781,200911,201038.0,29491247044040,,N,Y,0.0,1.0,2008,2.0,6.0,4.0,3,994.0,1600,75,14177,-120629,0,1831,7000,0,-102946,178332,-281278,148769,0,14252,1082711,0,713025,0,713025,35592,976200,0,32931,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,14252,14252,178332,24009,148769,24009,0,0,0,0,976200,0,1047119,0,0,0,80,0,0,0,0,80,0,668654,0,14252,21925,61991,19722,117890,148769,128154,145062,127291,549276,0,0,0,0,0,0,0,0,0,0,21954,33477,41327,30284,127042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133747781200911,1337477812009,rtf09pf,-80,0,10017.0,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,CITRIN COOPERMAN,529 5TH AVE,NEW YORK,NY,10017-4608,0.0,3.0,1.0,199405.0,1.0,3.0,994.0,199.0,0.0,1.0,1.0,0.0,1.0,11,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.54106,B,A25,A,36061.0,5602.0,5600.0
11097,133753037,200712,,29491145314198,,,,,,2007,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,865,0,0,0,0,1950,865,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133753037200712,1337530372007,CORE08pf,0,0,10168.0,PUBLIC OPINION INC,,,NEW YORK,NY,10168-0299,0.0,3.0,1.0,199408.0,1.0,4.0,124.0,125.0,0.0,1.0,13.0,0.0,1.0,12,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.17125,C,A70,A,36061.0,5602.0,5600.0
11134,133772926,200912,201023.0,29491142079220,A51Z,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,994.0,0,1,36,0,0,0,0,0,37,11665,-11628,10447,0,0,9800,0,0,0,0,0,9800,0,756,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,37,0,11665,0,0,0,0,6930,0,0,0,0,9800,0,0,0,217,0,0,0,0,217,0,15355,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133772926200912,1337729262009,rtf09pf,-217,0,10010.0,V I A ART INC,FRANK E BUNTS,15 W 24TH ST APT 7,NEW YORK,NY,10010-3214,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,91.0,0.0,1.0,1.0,199712.0,1.0,12,,,0,N,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.49012,B,A51,A,36061.0,5602.0,5600.0
11154,133781874,200912,201023.0,29491135306010,A51Z,N,Y,0.0,1.0,2009,3.0,7.0,5.0,3,60.0,0,35576,60234,-230072,0,0,59221,432800,-134262,550901,-685163,470377,15286,0,6662681,0,3484159,771126,4255285,0,8797077,342850,397480,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,95810,0,118101,80524,37577,80524,0,13807,0,489966,8797077,0,6662681,153,0,0,1000,0,0,0,0,847,153,8070651,397327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133781874200912,1337818742009,rtf09pf,-847,0,10011.0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,511 AVENUE OF THE AMERICAS STE 387,NEW YORK,NY,10011-8436,0.0,3.0,1.0,199503.0,1.0,4.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.1274,B,A51,A,36061.0,5602.0,5600.0
11161,133783618,200812,,29491143326219,A65Z,,,,,2008,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133783618200812,1337836182008,CORE08pf,0,0,10036.0,WORLD CITY PICTURES INC,,,NEW YORK,NY,10036-4345,0.0,3.0,1.0,199601.0,1.0,4.0,994.0,92.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.43011000000000005,B,A65,A,36061.0,5602.0,5600.0
11166,133785670,200912,201025.0,29491150070180,A62Z,N,Y,0.0,1.0,2009,3.0,1.0,2.0,3,994.0,21000,63,0,0,0,0,0,0,21063,34470,-13407,0,63,0,7556,0,0,0,0,0,7556,0,1594,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,63,0,34470,0,0,0,0,7556,0,0,7556,0,7556,1,0,0,0,0,0,0,0,0,1,32369,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133785670200912,1337856702009,rtf09pf,1,0,10025.0,NEW MOVES INC,DENISE DARCELLE MCCLELLAN,448 CENTRAL PARK W APT 2C,NEW YORK,NY,10025-4371,0.0,3.0,1.0,199503.0,1.0,4.0,994.0,349.0,0.0,1.0,1.0,199812.0,3.0,12,,,0,N,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.87284,B,A62,A,36061.0,5602.0,5600.0
11189,133794021,200912,201024.0,29491149369130,A60Z,N,Y,0.0,1.0,2009,3.0,4.0,3.0,3,602.0,40000,0,3494,-16888,0,0,0,44500,26606,45019,-18413,44500,2975,0,260398,0,0,15000,15000,0,217614,0,8357,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3494,0,519,519,0,519,0,0,0,177817,217614,0,260398,60,0,0,0,0,0,0,0,0,60,169678,8297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133794021200912,1337940212009,rtf09pf,60,0,10314.0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1.0,199505.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6685300000000001,B,A60,A,36085.0,5602.0,5600.0
11191,133794783,201006,201045.0,93491306001030,A50Z,N,Y,0.0,25.0,2009,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,561,-560,0,0,0,3385,0,0,0,0,1,3383,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,561,0,0,0,0,1785,0,0,3383,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133794783201006,1337947832010,rtf09pf,0,0,10011.0,CONTEMPORARY ART FOR AMERICA,DELEY GAZINELLI,330 W 15TH ST,NEW YORK,NY,10011-5912,0.0,3.0,2.0,199507.0,1.0,4.0,994.0,60.0,0.0,1.0,25.0,201306.0,1.0,6,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9884200000000001,B,A50,A,36061.0,5602.0,5600.0
11196,133795843,200909,201020.0,29491121071190,A51Z,N,Y,0.0,1.0,2008,2.0,5.0,3.0,3,559.0,7401,1,23862,11439,0,0,0,53790,42703,66145,-23442,58040,35222,0,602936,0,0,0,0,72517,589880,0,17073,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,35302,0,12355,80,4250,80,0,60,0,0,589880,0,530419,352,0,0,0,0,0,0,0,0,352,346669,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133795843200909,1337958432009,rtf09pf,352,0,10017.0,DEANE & SUSAN PENN ART FOUNDATION INC,L WOLLIN,866 UN PLZ STE 508,NEW YORK,NY,10017-1849,0.0,3.0,1.0,199507.0,1.0,3.0,559.0,0.0,0.0,1.0,1.0,0.0,1.0,9,,,3,N,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.89176,B,A12,A,36061.0,5602.0,5600.0
11266,133801734,200906,,93491317007019,A99Z,,,,,2008,,,,3,,0,584,0,0,0,0,0,25000,584,31820,-31236,29000,0,584,351013,0,0,0,0,1,358252,0,18704,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,584,584,6820,2820,4000,2820,0,7239,0,0,0,0,351013,0,0,0,600,0,0,0,0,600,0,379773,18704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133801734200906,1338017342009,CORE08pf,0,0,10024.0,HARRY M STEVENS FAMILY FOUNDATION INC,,,NEW YORK,NY,10024-1007,0.0,3.0,1.0,199601.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.19947,B,A99,A,36061.0,5602.0,5600.0
11281,133808182,200912,201047.0,93491315004100,B82J,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,561.0,0,0,0,0,0,0,0,1800,1,1800,-1799,1800,0,0,183,0,0,0,0,1,183,0,17,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,183,0,0,183,0,183,0,0,0,0,0,0,0,0,0,0,350,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133808182200912,1338081822009,rtf09pf,0,0,10016.0,SUSAN W ROSE FUND FOR MUSIC INC,MORRIS MANSFIELD,200 MADISON AVE,NEW YORK,NY,10016-3903,0.0,3.0,1.0,199509.0,1.0,4.0,561.0,90.0,602.0,1.0,1.0,0.0,1.0,12,,,0,N,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.36103,A,A68,A,36061.0,5602.0,5600.0
11296,133830526,200912,201025.0,29491156068150,T20Z,N,Y,0.0,1.0,2009,3.0,6.0,3.0,3,602.0,1200,42,0,2350,0,0,0,78000,3592,107747,-104155,106932,0,0,1065083,0,0,0,0,0,1065083,0,55020,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,42,0,29747,815,28932,815,0,2569,0,0,1065084,0,1065083,0,0,0,0,0,0,0,0,0,0,1117161,55020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133830526200912,1338305262009,rtf09pf,0,0,10019.0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,WINDELS MARX,156 W 56TH ST,NEW YORK,NY,10019-3800,0.0,3.0,1.0,199506.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9514100000000001,A,A40,A,36061.0,5602.0,5600.0
11301,133832587,200906,201023.0,29491135352130,A56I,N,Y,0.0,1.0,2008,2.0,5.0,5.0,3,60.0,823821,1104,1176,0,0,4512,0,0,830613,1111463,-280850,1045642,2280,0,670297,0,0,0,0,0,670297,0,38296,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2280,6792,1111463,0,1045642,0,24395,120361,0,0,670297,0,670297,46,0,0,154,0,0,0,0,108,46,777577,0,1,0,0,0,1,27590,22883,18030,8053,76556,1,0,0,0,1,0,0,0,0,0,25531,19471,17151,7498,69651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133832587200906,1338325872009,rtf09pf,-108,0,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,1.0,0.0,1.0,6,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.00049,A,A70,A,36061.0,5602.0,5600.0
11305,133834448,200908,201008.0,29491030074140,A60Z,N,Y,0.0,1.0,2008,3.0,1.0,1.0,3,995.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133834448200908,1338344482009,rtf09pf,0,0,10023.0,CHOREOTECTONICS INC,RUKA KITO,155 W 70TH ST PH 2G,NEW YORK,NY,10023-4429,0.0,3.0,2.0,199605.0,1.0,4.0,995.0,90.0,0.0,1.0,1.0,0.0,1.0,8,,,0,N,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.80793,B,A60,A,36061.0,5602.0,5600.0
