,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
21998,133187927,199912,1999,7400,796993,0,0,71550,0,0,0,120406,120406,924799,813309,2108540,72000,0,2266820,2160353,38581,51813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48856,,924799,3,7,0,47301,24249,0,0,0,0,0,0,0,0,0,924799,111490,-231189,344332,31847,0,0,0,0,0,2228239,2610000,1742702,0,95634,0,0,4448336,4448336,0,0,0,119.0,N,6.0,1.0,200103.0,29490006218211.0,1.0,1999,5.0,Y,1.0,N,1.0,0.0,1999.0,10305-1920,10305.0,133187927199912.0,1331879271999.0,12,119.0,0.0,0.0,1186 HYLAN BLVD 1ST FLR,3.0,198512.0,STATEN ISLAND,1.0,,1.0,13.0,16.0,10.0,0.0,STATEN ISLAND COMMUNITY TELEVISION INC,1.0,198402.0,,NY,RTF00PC,4.0,3.0,3.0,3.0,A,A32,IN,,AR,A,PC,O,AR,A,,,A32Z,AR,AR,5602.0,5600.0,36085.0,0.741113,5602.0,1,N,A32,NY,10305.0,STATEN ISLAND,A32,,0.0,3a,1999.0,0.0,3a,1999.0,771815.0,3a,1999.0,0.0,3a,1999.0,1336625.0,3a,1999.0,0.0,3a,1999.0,147604.0,3a,1999.0,0.0,3a,1999.0,7400.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,932623.0,3a,1999.0,290507.0,3a,1999.0,8100.0,3a,1999.0,A32,A
22014,133191816,200006,1999,10268,0,0,0,0,0,0,0,29243,29243,39511,40195,1947,0,0,-164,166,-2795,-3524,0,0,0,0,0,0,0,0,0,0,0,0,0,29243,0,0,,39511,3,9,0,0,0,0,0,0,0,0,0,0,0,0,39511,-684,0,0,0,0,0,0,0,0,2631,36732,0,83361,0,0,0,120993,37632,0,0,0,90.0,N,1.0,1.0,200112.0,29409006156011.0,20.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10013-3308,10013.0,133191816200006.0,1331918162000.0,6,90.0,995.0,0.0,182 DUANE ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,20.0,0.0,NEW DANCE ALLIANCE INC,1.0,198710.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.203691,5602.0,1,N,A62,NY,10013.0,NEW YORK,A62,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A62,A
22015,133192052,199912,1999,2524,105,0,0,123,0,0,0,22831,22831,25460,14682,76631,0,0,71385,76631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5532,0,10978,6198,,19928,3,0,0,0,0,0,0,123,0,0,0,0,16510,0,19928,5246,0,0,0,0,0,0,0,0,71385,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1999,,,,,,,,10305-1750,10305.0,,,12,63.0,64.0,29.0,36 AMITY ST,3.0,0.0,STATEN ISLAND,1.0,,1.0,13.0,16.0,10.0,0.0,SOCIETY OF OUR LADY OF MT CARMEL OF ROSEBANK STN ISLAND FOR MUTUAL AID,1.0,198506.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36085.0,0.302143,5602.0,1,N,A80,NY,10305.0,STATEN ISLAND,A80,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,17971.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,15786.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A82,A
22022,133192653,200012,2000,284798,0,0,0,0,0,0,0,136763,136763,421561,400415,58010,104750,4275,36864,58010,0,0,58010,0,0,0,0,0,0,0,0,0,0,0,0,134593,0,2170,,421561,3,9,0,0,0,0,0,0,0,0,0,0,0,0,421561,21146,0,31713,11020,0,0,0,0,36864,36864,711164,0,412124,0,0,0,1136452,724328,0,0,0,92.0,N,3.0,1.0,200121.0,29490125029101.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10128-1225,10128.0,133192653200012.0,1331926532000.0,12,92.0,65.0,0.0,50 E 89TH ST STE 20E,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK IS BOOK COUNTRY INC,1.0,198604.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A70,IN,,AR,A,PC,O,AR,A,,,A76Z,AR,AR,5602.0,5600.0,36061.0,0.675672,5602.0,1,N,A70,NY,10128.0,NEW YORK,A70,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,284798.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,58010.0,3a,2000.0,A70,A
22024,133193101,200012,2000,24050,0,0,0,0,0,0,0,23265,23265,47315,41382,-13319,0,0,5904,3150,25155,16469,0,0,0,0,0,0,0,0,0,0,0,0,0,23265,0,0,,47315,3,9,0,0,0,0,0,0,0,0,0,0,0,0,47315,5933,0,0,0,0,0,0,0,0,-19252,98120,0,112381,0,0,0,210501,98120,0,0,0,90.0,N,1.0,1.0,200138.0,29409244083371.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10011-3517,10011.0,133193101200012.0,1331931012000.0,12,90.0,994.0,119.0,238 W 20TH 1D,3.0,198512.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,CODA CHOREOGRAPHERS ORGANIZATION INC,1.0,198403.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A62,IN,,AR,A,PC,O,AR,A,,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.25145500000000004,5602.0,1,N,A62,NY,10011.0,NEW YORK,A62,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,102.0,3a,2000.0,0.0,3a,2000.0,3048.0,3a,2000.0,A62,A
22027,133193347,200006,1999,10000,0,0,0,0,0,0,0,20386,20386,30386,24341,14149,0,0,8104,14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20386,0,0,,30386,3,7,0,0,0,0,0,0,0,0,0,0,0,0,30386,6045,0,0,0,0,0,0,0,0,8104,17250,0,54569,0,0,0,71819,17250,0,0,0,90.0,N,2.0,1.0,200115.0,29409083074001.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10013-2456,10013.0,133193347200006.0,1331933472000.0,6,90.0,91.0,119.0,228 W BROADWAY,3.0,0.0,NEW YORK,1.0,DANA REITZ,1.0,13.0,15.0,20.0,0.0,FIELD PAPERS INC,1.0,198405.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36061.0,0.812403,5602.0,1,N,A62,NY,10013.0,NEW YORK,A62,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,14149.0,3a,2000.0,A62,A
22028,133193351,199812,1998,83924,0,0,0,1478,0,0,0,35083,35083,119007,119261,29773,0,0,43649,29773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13622,-90,19582,491,,105385,3,7,0,1478,0,0,0,0,0,0,0,0,33204,0,105385,-13876,0,35000,2858,0,0,0,0,0,43649,200877,0,0,437,0,0,216978,216978,0,0,0,,,,,,,,1998,,,,,,,,10021-4922,10021.0,,,12,402.0,119.0,149.0,20 E 69TH ST,3.0,0.0,NEW YORK,2000.0,,1.0,13.0,15.0,10.0,0.0,FRIENDS OF THE UPPER EAST SIDE HISTORIC DISTRICT INC,1.0,198402.0,,NY,CORE99PC,1.0,2.0,2.0,2.0,A,A11,IN,,AR,A,PC,S,ZA,A,8,,,AR,AR,5602.0,5600.0,36061.0,0.9722280000000001,5602.0,1,N,A11,NY,10021.0,NEW YORK,A11,80,10003.0,3a,1998.0,0.0,3a,1998.0,29773.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,73921.0,3a,1998.0,0.0,3a,1998.0,PC,S,ZA,A,IN,,0.0,3a,1998.0,1203.0,3a,1998.0,0.0,3a,1998.0,1002.0,3a,1998.0,A1180,A
22030,133193376,200107,2000,158841,0,0,0,0,11789,0,0,20895,20895,179736,178125,52447,46800,0,51986,61397,1150,8950,0,0,0,0,0,0,0,0,0,0,0,0,0,20895,0,0,,179736,3,7,0,0,0,0,0,0,0,0,0,0,0,0,179736,1611,0,36420,6054,0,0,0,0,0,50836,476978,0,33510,0,0,0,510488,476978,0,0,0,90.0,N,3.0,1.0,200148.0,29490307266121.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10011-4430,10011.0,133193376200107.0,1331933762001.0,7,90.0,0.0,0.0,306 W 18TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,THEATRE BY THE BLIND CORP,1.0,198408.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,G41Z,A65Z,AR,AR,5602.0,5600.0,36061.0,0.202975,5602.0,1,N,A65,NY,10011.0,NEW YORK,A65,,37510.0,3a,2001.0,0.0,3a,2001.0,52447.0,3a,2001.0,601.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,121331.0,3a,2001.0,1302.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,3205.0,3a,2001.0,0.0,3a,2001.0,38060.0,3a,2001.0,A65,A
22046,133200666,200009,1999,890955,0,0,0,985,67632,0,0,985,985,891940,1077668,-134287,55962,0,51441,280609,0,414896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,891940,3,9,0,985,0,0,0,0,0,0,0,0,0,0,891940,-185728,0,72045,7181,0,0,0,0,0,51441,60000,0,0,27,0,0,60027,60027,0,0,0,90.0,N,4.0,1.0,200138.0,29490244048021.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,10010-2023,10010.0,133200666200009.0,1332006662000.0,9,90.0,0.0,0.0,22 W 26TH ST APT 9H,3.0,0.0,NEW YORK,1.0,% MERLINO,1.0,13.0,15.0,20.0,0.0,BROAD CONFIDENCE IN WOMEN INC,1.0,198905.0,,NY,RTF00PC,2.0,3.0,3.0,4.0,A,A69,IN,,AR,A,PC,O,AR,A,,,A69Z,AR,AR,5602.0,5600.0,36061.0,0.577959,5602.0,1,N,P51,NY,10010.0,NEW YORK,P51,,0.0,3a,2000.0,0.0,3a,2000.0,-134287.0,3a,2000.0,67402.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,890955.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,153805.0,3a,2000.0,P51,P
22049,133201190,199912,1999,0,0,0,0,0,0,0,0,30091,30091,30091,27809,4431,0,0,2149,3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30091,0,0,,30091,3,7,0,0,0,0,0,0,0,0,0,0,0,0,30091,2282,0,0,0,0,0,0,0,0,2149,0,125031,0,0,0,0,125031,125031,0,0,0,,,,,,,,1999,,,,,,,,10038-1059,10038.0,,,12,281.0,0.0,0.0,22 CHATHAM SQ 4 FL,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,RENAISSANCE CHINESE OPERA SOCIETY,1.0,198501.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.6859810000000001,5602.0,1,N,A99,NY,10038.0,NEW YORK,A6A,,,,,,,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,,,,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,3569.0,3a,1999.0,A6A,A
22050,133201285,200012,2000,177108,0,0,0,9640,0,0,0,9640,9640,186748,51678,309454,0,0,174384,309454,0,0,309454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,186748,3,7,0,9640,0,0,0,0,0,0,0,0,0,0,186748,135070,0,0,0,0,0,0,0,174384,174384,300600,0,0,6314,0,0,306914,306914,0,0,0,603.0,N,4.0,1.0,200129.0,29490174308101.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,10165-3199,10165.0,133201285200012.0,1332012852000.0,12,603.0,600.0,0.0,60 E 42ND ST STE 3112,3.0,0.0,NEW YORK,1.0,% BRAUNSTEIN & STERN,1.0,13.0,17.0,20.0,0.0,MARILYN SNOW HOUSE FOUNDATION INC,1.0,198406.0,,NY,RTF00PC,2.0,2.0,2.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36061.0,0.25287600000000005,5602.0,1,C,A80,NY,10165.0,NEW YORK,A80,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,177108.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,25805.0,3a,2000.0,0.0,3a,2000.0,3801.0,3a,2000.0,A80,A
22056,133202053,200006,1999,94885,0,0,0,6145,0,0,0,6145,6145,101030,74826,103505,0,0,135240,141233,57939,37728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101030,3,10,0,5348,797,0,0,0,0,0,0,0,0,0,101030,26204,0,0,0,0,0,0,0,0,77301,0,0,0,0,0,0,0,0,0,0,0,123.0,N,4.0,1.0,200106.0,29490020050051.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10017-5704,10017.0,133202053200006.0,1332020532000.0,6,123.0,0.0,0.0,675 THIRD AVENUE,3.0,0.0,NEW YORK,1.0,% A B P,1.0,13.0,9.0,20.0,0.0,THE BUSINESS PRESS EDUCATIONAL FOUNDATION INC,2.0,198404.0,,NY,RTF00PC,2.0,2.0,2.0,1.0,A,A33,IN,,AR,A,PC,O,AR,A,,S41Z,A33Z,AR,AR,5602.0,5600.0,36061.0,0.05404169999999999,5602.0,1,N,A33,NY,10017.0,NEW YORK,A33,,0.0,3a,2000.0,85276.0,3a,2000.0,4900.0,3a,2000.0,900.0,3a,2000.0,13801.0,3a,2000.0,94605.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,9609.0,3a,2000.0,1600.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,3501.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A33,A
22059,133202346,200008,1999,56084,0,0,0,0,325,0,0,0,0,56084,46353,10728,0,325,997,10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56084,3,8,0,0,0,0,0,0,0,0,0,0,0,0,56084,9731,0,0,0,0,0,0,0,0,997,107572,0,55192,0,0,0,162764,107572,0,0,0,90.0,N,2.0,1.0,200113.0,29490069178191.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10024-6449,10024.0,133202346200008.0,1332023462000.0,8,90.0,0.0,0.0,171 W 79TH ST 101,3.0,0.0,NEW YORK,1.0,KAMINISKY,1.0,13.0,15.0,10.0,0.0,MUSICIANS ACCORD INC,1.0,198405.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A68,IN,,AR,A,PC,O,AR,A,,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.11326199999999999,5602.0,1,N,A68,NY,10024.0,NEW YORK,A68,,4507.0,3a,2000.0,3806.0,3a,2000.0,10728.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,47671.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,10728.0,3a,2000.0,A68,A
22072,133204608,200007,1999,44900,0,0,0,0,4633,0,0,53954,53954,98854,100622,4988,0,0,9018,6250,2262,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,53954,0,0,,98854,3,7,0,0,0,0,0,0,0,0,0,0,0,0,98854,-1768,0,0,0,0,0,0,0,0,6756,104974,0,84925,0,0,0,194290,109365,0,0,0,88.0,N,1.0,1.0,200134.0,29490216090251.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10014-2980,10014.0,133204608200007.0,1332046082000.0,7,88.0,0.0,0.0,332 BLEECKER ST-BOX G-36,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,THEATRETWEED INC,1.0,198405.0,,NY,RTF00PC,1.0,1.0,1.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.47685299999999997,5602.0,1,N,A65,NY,10014.0,NEW YORK,A65,,4800.0,3a,2000.0,0.0,3a,2000.0,4988.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,40000.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,6250.0,3a,2000.0,A65,A
22078,133205023,200006,1999,58874,0,0,0,0,0,0,0,0,0,58874,71190,64491,0,0,127137,72296,50330,7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58874,3,7,0,0,0,0,0,0,0,0,0,0,0,0,58874,-12316,0,0,0,0,0,0,0,0,76807,1032649,0,0,0,0,0,1032649,1032649,0,0,0,92.0,N,3.0,1.0,200106.0,29409020097061.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10029-4495,10029.0,133205023200006.0,1332050232000.0,6,92.0,0.0,0.0,1 E 104TH ST STE 458,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,LA CASA DE LA HERENCIA CULTURAL PUERTORRIQUENA INC,1.0,198406.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A23,IN,,AR,A,PC,O,AR,A,,,A23Z,AR,AR,5602.0,5600.0,36061.0,0.581896,5602.0,1,N,A23,NY,10029.0,NEW YORK,A23,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,37650.0,3a,2000.0,0.0,3a,2000.0,34646.0,3a,2000.0,A23,A
22079,133206226,200010,1999,54848,0,0,0,1157,0,0,0,1157,1157,56005,51656,33387,0,0,29136,35237,98,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56005,3,7,0,0,0,0,0,1157,0,0,0,0,0,0,56005,4349,0,0,0,0,0,0,0,0,29038,238406,0,0,6951,0,0,245357,245357,0,0,0,0.0,N,3.0,1.0,200118.0,29409069059341.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10003-8364,10003.0,133206226200010.0,1332062262000.0,10,0.0,0.0,0.0,142 2ND AVE,3.0,0.0,NEW YORK,2.0,,1.0,75.0,15.0,10.0,0.0,UKRAINIAN AMERICAN COORDINATING COUNCIL INC,1.0,200103.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A23,IN,,AR,A,PC,O,AR,A,,,A23Z,AR,AR,5602.0,5600.0,36061.0,0.9074270000000001,5602.0,1,N,A23,NY,10003.0,NEW YORK,A23,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,701.0,3a,2000.0,0.0,3a,2000.0,34536.0,3a,2000.0,A23,A
22089,133206848,200006,1999,27340,9610,0,0,20,790,0,0,175982,175982,212932,188635,-2930,0,0,1643,5742,28870,8672,0,0,0,0,0,0,0,0,0,0,0,0,0,156444,0,19518,,212932,3,9,0,15,5,0,0,0,0,0,0,0,0,0,212932,24297,0,94725,9760,0,0,0,0,0,-27227,30893,16110,252398,164,0,0,299565,47167,0,0,0,90.0,N,1.0,1.0,200131.0,29490188313261.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10001-7607,10001.0,133206848200006.0,1332068482000.0,6,90.0,0.0,0.0,234 FIFTH AVE RM 203,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,20.0,0.0,LABAN BARTENIEFF INSTITUTE OF MOVEMENT STUDIES INC,1.0,198508.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A6E,IN,,AR,A,PC,O,AR,A,,,A6EZ,AR,AR,5602.0,5600.0,36061.0,0.414134,5602.0,1,N,A6E,NY,10001.0,NEW YORK,A6E,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,27340.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,5742.0,3a,2000.0,A6E,A
22100,133209637,200008,1999,61305,0,0,0,150,0,0,0,150,150,61455,12349,54836,2275,0,5730,54836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61455,3,9,0,150,0,0,0,0,0,0,0,0,0,0,61455,49106,0,0,0,0,0,0,0,0,5730,145771,0,4310,950,0,0,151031,146721,0,0,0,119.0,N,3.0,1.0,200136.0,29490230120171.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10012-3838,10012.0,133209637200008.0,1332096372000.0,8,119.0,0.0,0.0,110 GREENE ST STE 8R,3.0,0.0,NEW YORK,1.0,% RUTH N BARRATT,1.0,13.0,16.0,10.0,0.0,TRIANGLE ARTS ASSOCIATION LIMITED,1.0,198408.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A20,IN,,AR,A,PC,O,AR,A,,,A20Z,AR,AR,5602.0,5600.0,36061.0,0.235332,5602.0,1,N,A90,NY,10012.0,NEW YORK,A20,,0.0,3a,2000.0,0.0,3a,2000.0,54836.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,61305.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,A20,A
