,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TFLD,P6TXRFD,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,FIPS,MSA_NECH,PMSA,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
24402,300136129,200406,2004,200432.0,29491206006214,A65,N,Y,0.0,20.0,2003,2.0,1.0,3.0,3,0,39401,19,0,-3127,0,8053,2355,89,44626,37589,7037,17360,299,2248,1,0,0,0,0,0,1,0,1,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,280,0,299,8053,37500,0,17271,0,5805,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,0,1,0,0,0,1,17360,39257,0,0,56617,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10009.0,BOTTLE FACTORY THEATER COMPANY,AMANDA GRUSS,195 E 3RD ST,NEW YORK,NY,10009-7424,0.0,3.0,2.0,200301.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,0.0,0.0,0.0,3,0,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.268912,C,36061.0,5602.0,5600.0,NY,10009.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A65,A
25620,311584853,200312,2003,200440.0,29491262014234,A82Z,N,Y,0.0,1.0,2003,2.0,4.0,1.0,3,62,215,196,0,0,0,0,0,0,411,33836,-33425,0,0,0,401723,0,0,0,0,507325,401723,0,0,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,33836,33836,0,33836,33836,0,0,0,401723,400000,-105602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021.0,PRESERVATION AMERICA,MARILYN MEYERS,907 FIFTH AVE STE 2A,NEW YORK,NY,10021-4156,0.0,3.0,2.0,199802.0,1.0,3.0,2.0,13.0,0.0,1.0,12,,62.0,0.0,0.0,0,0,M,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.904808,C,36061.0,5602.0,5600.0,NY,10021.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A82,A
25675,311595881,200312,2003,200445.0,29491290070234,A31Z,N,Y,0.0,1.0,2003,3.0,2.0,4.0,3,994,287846,0,0,0,0,38675,35922,3500,326521,316739,9782,3500,0,38675,19782,0,0,0,0,0,19782,0,80,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,38675,313239,0,0,0,0,1020,0,0,19782,0,19782,0,0,0,0,0,0,0,0,0,0,1620,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10170.0,URBANWORLD FOUNDATION INC,FEINSTEIN MGT,420 LEXINGTON AVE STE 215,NEW YORK,NY,10170-0014,0.0,3.0,1.0,199807.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,994.0,62.0,0.0,0,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50656,C,36061.0,5602.0,5600.0,NY,10170.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A31,A
25697,311599286,200310,2003,200428.0,29491178091234,A51,N,Y,0.0,1.0,2002,2.0,5.0,3.0,3,998,65183,0,0,0,0,0,0,63738,65183,65701,-518,65701,0,0,825219,0,0,0,0,25,825219,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1963,0,1963,0,0,219,0,0,825219,0,825194,0,0,0,0,0,0,0,0,0,0,915,0,1,0,8,0,9,65701,104786,8690,0,179177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013.0,SASSON SOFFER FOUNDATION INC,SASSON SOFFER,78 GRAND ST,NEW YORK,NY,10013-2255,0.0,3.0,1.0,199903.0,1.0,3.0,1.0,13.0,0.0,1.0,10,,998.0,0.0,0.0,0,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.176011,C,36061.0,5602.0,5600.0,NY,10013.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A51,A
25900,311631167,200312,2003,200437.0,29491241071164,A25,N,Y,0.0,1.0,2003,3.0,5.0,2.0,3,0,0,385,0,15119,0,0,0,17500,15504,24393,-8889,17500,15504,0,627384,0,0,0,0,0,627384,0,2326,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,15504,0,6893,0,0,0,0,16827,0,0,627384,0,627384,310,0,0,0,0,358,0,0,0,310,47232,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,REUBEN KADISH ART FOUNDATION,,PO BOX 618 PRINCE ST STAT,NEW YORK,NY,10012-0012,0.0,3.0,2.0,199902.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,-48,48,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6594899999999999,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A12,A
26010,311666637,200312,2003,200426.0,29491164214154,A51,N,Y,0.0,1.0,2003,3.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,JADE ART FOUNDATION,MORRIS N& MCVEIGH LLP,767 THRID AVE,NEW YORK,NY,10017-0000,0.0,3.0,1.0,199911.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0665034,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A12,A
26134,311693404,200308,2003,200415.0,29491073069184,A20,N,Y,0.0,1.0,2002,2.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018.0,PIECE BY PIECE PRODUCTIONS INC,REMINICK AARONS & CO LLP,1430 BROADWAY 17TH FLR,NEW YORK,NY,10018-3355,0.0,3.0,1.0,200006.0,1.0,3.0,1.0,13.0,0.0,1.0,8,,0.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9237219999999999,C,36061.0,5602.0,5600.0,NY,10018.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A20,A
26281,311735171,200306,2003,200423.0,29491052055204,A60,N,Y,0.0,1.0,2002,3.0,4.0,3.0,3,0,35000,938,0,0,0,0,0,7000,35938,7505,28433,7505,938,0,160480,0,0,0,0,0,160480,0,7211,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,938,0,505,0,505,0,0,0,0,0,160480,0,160480,9,0,0,0,0,0,0,0,0,9,146418,7202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001.0,INSTITUTE FOR ACOUSTICS FOR THE PERFORMING ARTS,HERMAN KRAWITZ,114 W 26TH ST,NEW YORK,NY,10001-6812,0.0,3.0,2.0,200102.0,1.0,15.0,1.0,13.0,200506.0,10.0,6,,0.0,0.0,0.0,9,0,,A99,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.250906,C,36061.0,5602.0,5600.0,NY,10001.0,NEW YORK,core2003pf_ver1,PC,O,AR,A,IN,,A60,A
44086,510243710,200312,2003,200434.0,29491220038074,A31,N,Y,0.0,1.0,2003,3.0,1.0,2.0,3,88,11500,0,0,0,0,0,0,0,11500,26749,-15249,26749,0,0,751,0,0,0,0,16000,751,0,14,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,26749,0,26749,0,0,751,0,0,751,5000,-15249,0,0,0,0,0,0,0,0,0,0,275,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014.0,REALIZATIONS PRODUCTIONS INC,PORTZ,338 W 11TH ST APT 5D,NEW YORK,NY,10014-2377,0.0,3.0,2.0,197504.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,88.0,90.0,0.0,0,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5800810000000001,C,36061.0,5602.0,5600.0,NY,10014.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A31,A
53391,611446755,200312,2003,200436.0,29491234058174,A31,N,Y,0.0,1.0,2003,2.0,3.0,4.0,3,0,158223,0,0,0,0,0,0,0,158223,136712,21511,28181,0,0,41792,0,0,0,0,20281,41792,0,868,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,136712,0,28181,0,107500,37774,0,0,41792,0,21511,0,0,0,0,0,0,0,0,0,0,20896,0,1,0,0,0,1,28181,0,0,0,28181,1,0,0,0,1,0,0,0,0,0,579,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10119.0,FONDAZIONE PRADA NEW YORK INC,GEORGE R FUNARO & CO PC,1 PENN PLZ,NEW YORK,NY,10119-0002,0.0,3.0,1.0,200307.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0768594,C,36061.0,5602.0,5600.0,NY,10119.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A31,A
58962,742798673,200306,2003,200427.0,29491171068164,A20Z,N,Y,0.0,1.0,2002,2.0,9.0,5.0,3,60,411670,1153,0,500000,0,63448,0,0,976271,577907,398364,371570,153,0,61800221,0,0,0,0,158702,61800221,0,16744,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,1153,64601,577907,1000,371570,1000,89508,319164,0,0,61800221,0,61641519,2,0,0,0,0,0,0,0,0,2,339983,0,1,0,0,0,1,391995,129710,27071,0,548776,61775387,61696350,61513756,895879,185881372,61402527,61449634,61496742,890787,185239690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,JUDD FOUNDATION,LUTZ AND CARR CPAS LLP,300 E 42ND ST 8TH FLR,NEW YORK,NY,10017-5947,0.0,3.0,2.0,199702.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,60.0,91.0,0.0,2,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.514605,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A20,A
62708,770415802,200312,2003,200437.0,29491241068014,A99Z,N,Y,0.0,1.0,2003,2.0,6.0,6.0,3,124,1744259,41137,0,2500,0,27781,68582,1700000,1815677,2423890,-608213,2268466,43637,68918,3556509,0,0,0,0,1125036,3556509,0,91097,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,43637,68918,723890,0,723890,0,0,463928,0,80792,3556509,0,2431473,436,0,0,760,0,0,0,0,324,436,1849677,0,68918,81826,97193,96934,344871,2268466,2267295,2376165,1897410,8809336,1,0,0,0,1,0,0,0,0,0,60731,63980,64795,64623,254129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,NATIONAL ACADEMY OF EDUCATION,NEW YORK UNIVERSITY SCHOOL OF ED,726 BROADWAY 5TH FLOOR,NEW YORK,NY,10003-9502,0.0,3.0,1.0,199606.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,124.0,0.0,0.0,-324,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.344075,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A99,A
72367,954750014,200312,2003,200414.0,29491073083154,A40,N,Y,0.0,1.0,2003,3.0,2.0,1.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15118,0,0,0,0,0,15118,745,745,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,15118,0,15118,0,0,0,0,0,0,0,0,0,0,15118,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10150.0,UNIVERSAL STUDIOS ARCHIVES FOUNDATION,ROSENFELD MEYER & SUSMAN LLP,PO BOX 5023,NEW YORK,NY,10150-5023,0.0,3.0,2.0,199908.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.917467,C,36061.0,5602.0,5600.0,NY,10150.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,B1170,B
73268,986000319,200308,2003,200434.0,29491213019004,T20,N,Y,0.0,1.0,2002,3.0,8.0,7.0,3,349,0,59,403213,386981,0,989,0,557972,791242,774282,16960,702141,718952,0,17174319,853616,12142348,1902323,14898287,80387,17174319,51226,767746,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,0,0,790253,0,216310,71301,144501,71301,0,40083,0,1680110,17174319,0,17093932,14379,0,0,0,0,0,0,0,0,14379,15588756,753367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,AMERICAN CENTER FOUNDATION,FREDERICK B HENRY,120 WOOSTER ST,NEW YORK,NY,10012-5200,0.0,3.0,1.0,196402.0,1.0,4.0,1.0,13.0,0.0,1.0,8,,349.0,59.0,119.0,14379,0,,A25,A,PF,O,AR,A,A,OUT,I,1,AR,AR,AR,0.115869,B,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,OUT,I,A25,A
76262,113371174,200212,2002,,2,A65Z,-,,,,2002,,,,3,995,23687,0,0,0,0,9661,0,0,33348,33348,0,33348,0,0,1,0,0,0,0,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,33348,0,33348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11377.0,FOURTH UNITY INC,D SMITH,40 11 67TH ST STE 1A,WOODSIDE,NY,11377-8513,0.0,3.0,1.0,199705.0,1.0,4.0,1.0,11.0,0.0,1.0,12,,995.0,88.0,0.0,0,0,,A65,A,PF,O,AR,A,A,IN,,,AR,AR,AR,0.233341,N,36081.0,5602.0,5600.0,,,,core2004pf,PF,S,AR,A,IN,,A65,A
76306,133442712,200212,2002,,2,,-,,,,2002,,,,3,122,169909,68,0,0,0,6946,0,0,176923,193583,-16660,191217,0,0,16965,0,0,0,0,2716,16965,0,1478,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,68,0,193583,68,191217,68,0,16952,0,0,0,0,14249,0,0,0,0,0,0,0,0,0,0,30000,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,OUTSIDE IN JULY INC,J L ROSENHOUSE CPA INC,250 W 57TH ST STE 2203,NEW YORK,NY,10019-3741,0.0,3.0,1.0,198810.0,1.0,4.0,1.0,13.0,0.0,1.0,12,GARRISON,122.0,0.0,0.0,0,0,,A31,A,PF,O,AR,A,A,IN,,,AR,AR,AR,0.705558,N,36061.0,5602.0,5600.0,,,,core2004pf,PF,S,AR,A,IN,,A31,A
76313,133553683,200212,2002,,2,A99Z,-,,,,2002,,,,3,90,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019.0,OPERA DE PARIS FOUNDATION INC,% WILLKIE FARR & GALLAGHER,787 SEVENTH AVE,NEW YORK,NY,10019-6018,0.0,3.0,1.0,199004.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,90.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,,AR,AR,AR,0.767387,N,36061.0,5602.0,5600.0,,,,core2004pf,PF,S,AR,A,IN,,A6A,A
76318,133646023,200212,2002,,2,O50,-,,,,2002,,,,3,200,738409,1196,0,0,0,0,0,571667,739605,631881,107724,631881,0,0,117259,0,0,0,0,0,117259,0,8897,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1196,1196,60214,1196,60214,1196,1196,117259,0,0,0,0,117259,0,0,0,0,0,0,0,0,0,0,180656,8897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001.0,FRIENDS OF OHEL MOSHE INSTITUTE INC,ELI MENDLOWITZ,120 W 31ST ST,NEW YORK,NY,10001-3407,0.0,3.0,1.0,199411.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,200.0,0.0,0.0,0,0,,A19,A,PC,O,AR,A,A,IN,,,AR,AR,AR,0.254215,N,36061.0,5602.0,5600.0,,,,core2004pf,PF,O,AR,A,IN,,A19,A
76329,133927380,200212,2002,,2,A83I,-,,,,2002,,,,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10471.0,JEWISH REGISTRY INC,% MARVIN WEITZ,621 WEST 254TH STREET,RIVERDALE,NY,10471-1225,0.0,3.0,1.0,199705.0,1.0,15.0,1.0,13.0,200012.0,10.0,12,,994.0,94.0,0.0,0,0,,A11,A,PC,S,ZA,A,A,IN,,,AR,AR,AR,0.529734,N,36005.0,5602.0,5600.0,,,,core2004pf,PF,S,ZA,A,IN,,X30,X
76334,134010816,200212,2002,,2,A90,-,,,,2002,,,,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,FRANZ SCHUBERT SOCIETY INC,WILLIAM LIVINGSTONE,9 E 9TH ST APT 5,NEW YORK,NY,10003-5947,0.0,3.0,1.0,199907.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A90,A,PF,O,AR,A,A,IN,,,AR,AR,AR,0.651126,N,36061.0,5602.0,5600.0,,,,core2004pf,PF,S,AR,A,IN,,A90,A
77736,16186903,200212,2002,,2,T23,-,,,,2002,,,,3,0,20000,0,0,0,0,0,0,0,20000,0,20000,0,0,0,20000,0,0,0,0,0,20000,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,20000,0,0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014.0,MERCE CUNNINGHAM TRUST,CUNNINGHAM MERCE TTEE,55 BETHUNE ST,NEW YORK,NY,10014-2010,0.0,3.0,1.0,200212.0,1.0,3.0,2.0,13.0,0.0,1.0,12,CUNNINGHAM MERCE TTEE,0.0,0.0,0.0,0,0,M,A6E,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7566609999999999,C,36061.0,5602.0,5600.0,NY,10014.0,NEW YORK,core2002pf,PF,O,AR,A,IN,,T23,T
78146,133797072,200212,2002,,2,A70Z,-,,,,2002,,,,3,124,903,0,0,0,0,0,0,0,903,1161,-258,0,0,0,21145,0,20954,0,20954,0,201,0,16,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1161,0,0,0,1161,0,0,0,201,0,21145,0,0,0,0,0,0,0,0,0,0,329,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003.0,KAUFMANN-MARX FOUNDATION FOR TRANSATLANTIC CHRISTIAN-JEWISH DIA,GEORGE KAUFMANN,77 E 12TH ST 20E,NEW YORK,NY,10003-5009,0.0,3.0,1.0,199503.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,124.0,123.0,0.0,0,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.479415,N,36061,5602.0,5600.0,NY,10003.0,NEW YORK,core2002pf,PF,S,AR,A,IN,,X20,X
78147,133798585,200212,2002,,2,A99Z,-,,,,2002,,,,3,602,0,0,15118,21291,0,0,0,34000,36409,34524,1885,34000,33851,14594,617909,11250,569211,20755,601216,153,617909,0,35227,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,34375,15118,524,524,0,524,524,15142,0,0,617909,0,617756,339,0,0,840,0,0,0,0,501,339,715265,34888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128.0,POMEGRANATE FOUNDATION TR,KATHLEEN PERATIS,1155 PARK AVE STE 11N W,NEW YORK,NY,10128-1209,0.0,3.0,1.0,199505.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,-501,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.645243,N,36061,5602.0,5600.0,NY,10128.0,NEW YORK,core2002pf,PF,S,AR,A,IN,,T22,T
78173,133968595,200212,2002,,2,A31,-,,,,2002,,,,3,0,93750,0,0,0,0,0,0,0,93750,508,93242,0,0,0,637403,0,0,0,0,0,637403,0,1762,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,508,0,0,0,0,52029,0,0,637403,0,637403,0,0,0,0,0,0,0,0,0,0,35779,0,1,1,736,1616,2354,58091,84400,90515,126430,359436,1,0,0,0,1,0,0,0,0,0,1175,418,1217,2949,5759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,FOUNDATION FOR FILM PRESERVATION INC,STARR & COMPANY LLC,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,2.0,199906.0,1.0,3.0,1.0,13.0,0.0,1.0,12,SCORSESE MARTIN TTEE,0.0,0.0,0.0,0,0,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.681928,N,36061,5602.0,5600.0,NY,10022.0,NEW YORK,core2002pf,PF,O,AR,A,IN,,A31,A
