,EIN,DocCD,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FUNDBALx,ASS_EOYx,LIAB_EOYx,RETEARNx,BOND_EOYx,MRTG_EOYx,FISYRx,BOND_BOY_OLD,MRTG_BOY_OLD,RETE_BOY_OLD,fincheckv,DuesFlg,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
32130,237055265,93,8.0,200812,2008,,0,0,1737099,1759650,8144,0,0,0,0,0,1776494,566278,1,3000,0,1999638,1,71260,0,0,0,0,0,0,0,0,0,0,31251,0,0,,16844,16844,0,-22551,0,0,0,0,0,-549434,0,0,0,0,0,0,0,1928378,0,0,0,0,0,8144,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,211.0,N,1.0,1.0,201026.0,29493023004150,1.0,2008,6.0,Y,1.0,N,1.0,0.0,2008,10003-9502,10003.0,237055265200812,2370552652008,12.0,211.0,279.0,265.0,730 BROADWAY,3.0,0.0,NEW YORK,1.0,AMALGAMATED LIFE,2.0,0.0,10.0,0.0,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,2.0,197001.0,,NY,CORE09co,1.0,1.0,4.0,3.0,1,1,0,0,0,0,2008.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.06366000000000001,A,A40,A,36061.0,5602.0,5600.0
35787,237164969,93,10.0,201006,2009,,10000,0,0,0,6016,0,0,0,0,0,1141944,1004119,490357,154425,0,466028,540917,161644,50560,490357,0,0,0,0,0,0,0,0,1124538,0,1390,,1141944,1141944,0,0,0,0,0,0,0,137825,0,304337,33660,0,0,0,0,304384,0,0,0,0,0,6016,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,304384,920.0,N,5.0,1.0,201103.0,29493345036060,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2009,10022-3673,10022.0,237164969201006,2371649692010,6.0,920.0,59.0,119.0,120 E 56TH ST RM 520,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM DIRECTORS,1.0,197203.0,,NY,rtf10co,3.0,4.0,4.0,4.0,304384,466028,161644,304384,0,0,2009.0,0,0,0,,0,A035,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.65838,A,A0351,A,36061,5602.0,5600.0
35837,237166317,93,11.0,201102,2010,,7822,0,0,0,32,0,0,0,0,0,27006,25486,29512,0,0,27992,29612,0,100,0,0,0,0,0,0,0,0,0,19152,0,0,,27006,27006,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,27992,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,3.0,1.0,201132.0,29493197169071,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,11217-3401,11217.0,237166317201102,2371663172011,2.0,205.0,229.0,0.0,121 SAINT JOHNS PL,3.0,0.0,BROOKLYN,1.0,PAUL BERNSTEIN,2.0,0.0,20.0,0.0,PROFESSIONAL PHOTOGRAPHERS OF GREATER NY INC,1.0,198004.0,,NY,rtf10co,1.0,1.0,1.0,1.0,27992,27992,0,0,0,0,2010.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.50429,A,A40,A,36047,5602.0,5600.0
37263,237240585,92,10.0,201006,2009,,0,0,0,0,0,0,0,0,0,0,63976,59863,4611,0,0,2849,4611,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,,63976,63976,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263.0,N,1.0,1.0,201049.0,29492310062090,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2009,10024-0000,10024.0,237240585201006,2372405852010,6.0,263.0,264.0,279.0,79TH ST AND CENTRAL PARK W,9.0,0.0,NEW YORK,3.0,PETER J VREELAND,2.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708.0,1559 NY LOC AMER MUSEUM NTL HISTRY,NY,CORE09co,1.0,1.0,1.0,1.0,4611,4611,0,0,0,0,2010.0,0,0,0,,0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.72727,A,A50,A,36061.0,5602.0,5600.0
40372,237411166,93,10.0,201012,2010,,0,0,0,0,1964,0,0,0,0,0,359317,301881,377174,0,0,333883,384491,14145,7317,-57404,0,0,0,0,0,0,0,0,357353,0,0,,359317,359317,0,0,0,0,0,0,0,57436,0,125150,10021,0,0,0,0,319738,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-114840,200.0,N,4.0,1.0,201134.0,93493226002131,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10016-1613,10016.0,237411166201012,2374111662010,12.0,200.0,914.0,480.0,99 PARK AVE RM 1830,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,LIBERIAN SHIPOWNERS COUNCIL LTD,1.0,197612.0,,NY,rtf10co,2.0,2.0,2.0,2.0,319738,333883,14145,-114840,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16818,A,A23,A,36061.0,5602.0,5600.0
40989,237444871,92,10.0,201009,2009,,0,83580,0,0,0,0,0,0,0,0,91631,96477,68213,0,0,73059,68213,0,0,0,0,0,0,0,0,0,0,0,7481,0,570,,91631,91631,0,0,0,0,0,0,0,-4846,0,0,0,0,0,0,0,73059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263.0,N,3.0,1.0,201127.0,29492057082071,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2009,11226-3236,11226.0,237444871201009,2374448712010,9.0,263.0,0.0,0.0,61 MARTENSE ST APT 5A,9.0,0.0,BROOKLYN,3.0,MARY J HARMON,2.0,0.0,20.0,1002.0,CIVIL SERVICE EMPLOYEES ASSOCIATION,5.0,197007.0,646 SUNY HLTH SCIENCE BRKLYN,NY,rtf10co,1.0,1.0,1.0,1.0,73059,73059,0,0,0,0,2009.0,0,0,0,,1,A57,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.61848,A,A57,A,36047.0,5602.0,5600.0
44728,251580195,93,11.0,201103,2010,,165000,0,0,0,1625,0,0,0,0,0,166625,158388,129144,0,0,120907,129144,0,0,129144,0,0,0,0,0,0,0,0,0,0,0,,166625,166625,0,0,0,0,0,0,0,8237,0,0,0,0,0,0,0,120907,0,0,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,120907,559.0,N,4.0,1.0,201147.0,29493239091211,1.0,2011,4.0,Y,1.0,N,1.0,0.0,2010,10011-0000,10011.0,251580195201103,2515801952011,3.0,559.0,0.0,0.0,511 AVE OF AMERICAS STE 601,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,2.0,198811.0,,NY,rtf10co,2.0,2.0,2.0,2.0,120907,120907,0,120907,0,0,2010.0,0,0,0,,0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18638,A,A30,A,36061.0,5602.0,5600.0
46316,260509362,93,9.0,200912,2009,S47,0,0,0,0,-3111348,0,0,0,0,0,9502586,32736,1,0,0,34197391,1,0,0,-34097035,0,0,0,0,0,0,0,0,0,0,0,,9502586,9502586,0,0,12613934,0,12613934,0,0,9469850,0,0,0,0,0,0,0,34197391,0,0,0,0,0,-3111348,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,133091,0.0,N,1.0,1.0,201052.0,29493338044120,1.0,2009,7.0,Y,1.0,N,1.0,0.0,2009,10163-0000,10163.0,260509362200912,2605093622009,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESEMENT MANAGEMENT I,2.0,0.0,10.0,0.0,FOURTH & HARRISON FUNDING COMPANY INC,1.0,200905.0,,NY,CORE09co,1.0,5.0,5.0,1.0,1,1,0,-34097035,0,0,2009.0,0,0,133091,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.09792999999999999,C,A60,A,36061.0,5602.0,5600.0
46343,260542856,93,10.0,201012,2010,S47,0,0,0,0,584190,0,0,0,0,0,584190,3200,5059923,0,0,5144200,5059923,0,0,2299356,0,0,0,0,0,0,0,0,0,0,0,,584190,584190,0,0,0,0,0,0,0,580990,0,0,0,0,0,0,0,5144200,0,0,0,0,0,584190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1718365,0.0,N,7.0,1.0,201151.0,29493330009081,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10163-0000,10163.0,260542856201012,2605428562010,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT I,2.0,0.0,10.0,0.0,URBAN W FUNDING COMPANY,1.0,201002.0,,NY,rtf10co,5.0,3.0,3.0,1.0,5144200,5144200,0,1718365,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8396299999999999,C,A60,A,36061.0,5602.0,5600.0
46383,260590596,93,10.0,201012,2010,,0,0,0,0,444,0,0,0,0,0,3958141,2678056,31209803,0,0,51031128,51110094,20197068,19900291,1697305,0,0,0,0,0,0,0,0,3957697,0,0,,3958141,3958141,0,0,0,0,0,0,0,1280085,0,0,0,0,0,0,19000000,30834060,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,9.0,1.0,201138.0,29493239015101,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10163-5005,10163.0,260590596201012,2605905962010,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,COMMINGLED PENSION TRUST FUND SP,0.0,0.0,10.0,0.0,ROBERTSON HILL FUNDING COMPANY,1.0,201002.0,,NY,rtf10co,,4.0,4.0,4.0,0,0,0,0,0,0,,0,0,0,,0,A196,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.19489,C,A1960,A,36061.0,5602.0,5600.0
46516,260744293,93,,200812,2008,,0,0,0,0,0,0,0,0,0,0,64359,300,1967796,0,0,1384231,1967796,0,0,69326,0,0,0,0,0,0,0,0,64359,0,0,,64359,64359,0,0,0,0,0,0,0,64059,0,0,0,0,0,0,0,1384231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.0,N,6.0,1.0,200938.0,29493241017029,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2008,10163-0000,10163.0,260744293200812,2607442932008,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANGAGMT INC,2.0,0.0,20.0,0.0,MIRAMAR FUNDING COMPANY,1.0,201002.0,,NY,CORE09co,4.0,1.0,1.0,1.0,1967796,1967796,0,69326,0,0,2008.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9762200000000001,C,A60,A,36061.0,5602.0,5600.0
46765,261232350,93,10.0,201012,2010,S470,0,0,0,0,0,0,0,0,0,0,1508878,0,8379033,0,0,6870155,8379033,0,0,1505678,0,0,0,0,0,0,0,0,1508878,0,0,,1508878,1508878,0,0,0,0,0,0,0,1508878,0,0,0,0,0,0,0,6870155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,7.0,1.0,201137.0,29493239006161,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10163-5005,10163.0,261232350201012,2612323502010,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,MARINER FUNDING COMPANY,1.0,201007.0,,NY,rtf10co,5.0,4.0,4.0,0.0,7960613,7960613,0,1090458,0,0,2008.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9103399999999999,C,A60,A,36061.0,5602.0,5600.0
48192,262752840,93,10.0,201012,2010,A20,51320,0,0,0,0,0,0,0,0,0,51320,51502,70144,0,0,70326,70144,0,0,70144,0,0,0,0,0,0,0,0,0,0,0,,51320,51320,0,0,0,0,0,0,0,-182,0,0,0,0,0,0,0,70326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,70326,0.0,N,3.0,1.0,201136.0,29493155179141,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10013-4125,10013.0,262752840201012,2627528402010,12.0,0.0,0.0,0.0,207 CANAL ST FL 3,3.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,0.0,CHAO CHIU ASSOCIATION INC,1.0,200806.0,,NY,rtf10co,1.0,1.0,1.0,1.0,70326,70326,0,70326,0,0,2009.0,0,0,0,,0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.38086,B,A20,A,36061.0,5602.0,5600.0
49149,263634787,92,9.0,200912,2009,S46,0,0,0,0,0,0,0,0,0,0,29562,29071,491,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29562,29562,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,1.0,1.0,201103.0,29492352159180,1.0,2009,3.0,N,1.0,N,1.0,0.0,2009,11215-2910,11215.0,263634787200912,2636347872009,12.0,0.0,0.0,0.0,433 3RD ST APT 3,3.0,0.0,BROOKLYN,1.0,KIMBERLY MAIER,2.0,0.0,20.0,0.0,INTERNATIONAL ASSOCIATION OF PROFESSINAL ART ADVISORS UNITED ST,1.0,200812.0,IAPAA,NY,rtf10co,1.0,1.0,1.0,1.0,0,0,0,0,0,0,,0,0,0,,0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6318199999999999,A,A03,A,36047.0,5602.0,5600.0
51116,271068257,92,11.0,201106,2010,A19,0,53599,0,0,0,0,0,0,0,0,53780,45109,32386,0,0,23716,32386,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,53779,53780,0,0,0,0,0,0,0,8670,0,0,0,0,0,0,0,23716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,N,3.0,1.0,201151.0,29492337031341,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,11201-4501,11201.0,271068257201106,2710682572011,6.0,0.0,0.0,0.0,15 GARDEN PL,3.0,0.0,BROOKLYN,3.0,THOMAS CHITTENDEN,2.0,0.0,10.0,0.0,REMBRANDT CLUB,5.0,201002.0,,NY,rtf10co,1.0,1.0,1.0,1.0,23716,23716,0,0,0,0,2010.0,0,0,0,,1,A19,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.86166,B,A19,A,36047.0,5602.0,5600.0
52134,272949435,92,10.0,201006,2009,A70,0,40399,0,0,0,0,0,0,0,0,42100,31369,24213,0,0,13482,24213,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,,42099,42100,0,0,0,0,0,0,0,10730,0,0,0,0,0,0,0,13482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,N,2.0,1.0,201111.0,29492338160490,1.0,2010,3.0,N,1.0,N,1.0,0.0,2009,11201-1618,11201.0,272949435201006,2729494352010,6.0,0.0,0.0,0.0,73 WILLOW ST,3.0,0.0,BROOKLYN,1.0,CAROL HIMES,2.0,0.0,20.0,0.0,MRS FIELDS LITERARY CLUB,1.0,201008.0,,NY,rtf10co,1.0,1.0,1.0,1.0,0,0,0,0,0,0,,0,0,0,,1,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.04963,A,A70,A,36047.0,5602.0,5600.0
52971,300379922,92,10.0,201012,2010,Y22,0,27725,0,0,357,0,0,0,0,0,38722,27501,90949,0,0,79725,90945,20,20,0,0,0,0,0,0,0,0,0,10500,0,140,,38722,38722,0,0,0,0,0,0,0,11221,0,0,0,0,0,0,0,79725,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.0,N,3.0,1.0,201129.0,29492176181211,1.0,2010,3.0,Y,1.0,Y,1.0,0.0,2010,10025-1509,10025.0,300379922201012,3003799222010,12.0,0.0,0.0,0.0,PO BOX 250807,3.0,0.0,NEW YORK,1.0,WOLDE G MARIAM,2.0,0.0,20.0,0.0,ETHIOPIAN EDIR MUTUAL ASSISTANCE ASSOCIATION IN NEW YORK INC,1.0,200711.0,,NY,rtf10co,1.0,1.0,1.0,1.0,79705,79915,210,0,0,0,2009.0,0,0,0,,1,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.76359,A,A23,A,36061.0,5602.0,5600.0
53050,300459786,92,,200812,2008,Y43,135120,0,0,0,769,0,0,0,0,0,135889,20468,115421,0,0,0,115721,0,300,0,0,0,0,0,0,0,0,0,0,0,0,,135889,135889,0,0,0,0,0,0,0,115421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.0,N,4.0,1.0,200936.0,29492234022059,1.0,2008,4.0,Y,1.0,N,1.0,0.0,2008,10003-1211,10003.0,300459786200812,3004597862008,12.0,0.0,0.0,0.0,890 BROADWAY,3.0,0.0,NEW YORK,1.0,KARIN ELLIS-WENTZ,2.0,0.0,20.0,0.0,ABT DANCERS BENEFIT TR FUND,2.0,200808.0,KARIN ELLIS-WENTZ TTEE,NY,CORE09co,2.0,2.0,2.0,1.0,115421,115721,300,0,0,0,2008.0,0,0,0,,0,A62,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.37579,A,A62,A,36061.0,5602.0,5600.0
57346,320275994,92,10.0,201012,2010,S41,131311,0,0,0,0,0,0,0,0,0,131312,108352,11605,0,0,8487,11605,0,0,0,0,0,0,0,0,0,0,19841,0,-19841,0,,111471,111471,0,0,0,0,0,0,0,3119,0,0,0,0,0,0,0,8487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,2.0,1.0,201147.0,29492239030091,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10001-2350,10001.0,320275994201012,3202759942010,12.0,0.0,0.0,0.0,460 W 34TH ST FL 14,3.0,0.0,NEW YORK,2.0,CHRISTINE BAPTISTE,2.0,0.0,10.0,0.0,SOCIAL MEDIA ADVERTISING CONSORTIUM INC,1.0,200904.0,,NY,rtf10co,1.0,2.0,2.0,2.0,8487,8487,0,0,0,0,2009.0,0,0,0,,0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.30133000000000004,B,A30,A,36061.0,5602.0,5600.0
57682,330274349,93,10.0,201012,2010,,0,0,0,0,4131,0,0,0,0,0,1242358,1362142,391126,97156,0,510910,398144,0,7018,391126,0,0,0,0,0,0,0,0,1118790,0,6500,,1242358,1242358,0,0,0,0,0,0,0,-119784,0,323694,0,0,0,0,0,510910,0,0,0,0,0,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,510910,200.0,N,4.0,1.0,201133.0,93493222003381,1.0,2010,6.0,Y,1.0,Y,1.0,0.0,2010,10036-0000,10036.0,330274349201012,3302743492010,12.0,200.0,0.0,0.0,630 NINTH AVE NO 609,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,PLASA NORTH AMERICA,1.0,198809.0,,NY,rtf10co,2.0,4.0,4.0,4.0,510910,510910,0,510910,0,0,2009.0,0,0,0,,0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.26771999999999996,B,A65,A,36061.0,5602.0,5600.0
60372,341564274,92,11.0,201102,2010,A76Z,205,34735,0,0,277,0,0,0,0,0,90471,67893,94475,0,0,71897,94475,0,0,0,0,0,0,0,0,0,0,0,0,0,55254,,90471,90471,0,0,0,0,0,0,0,22578,0,0,0,0,0,0,0,71897,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,92.0,N,3.0,1.0,201143.0,93492286007121,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10001-7604,10001.0,341564274201102,3415642742011,2.0,92.0,0.0,0.0,244 5TH AVENUE STE 2767,3.0,0.0,NEW YORK,1.0,JOHN PASSARELLA,2.0,0.0,10.0,0.0,HORROR WRITERS OF AMERICA INC,1.0,198904.0,,NY,rtf10co,1.0,1.0,1.0,1.0,71897,71897,0,0,0,0,2010.0,0,0,0,,1,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.32855999999999996,A,A70,A,36061.0,5602.0,5600.0
64868,352226380,93,11.0,201103,2010,,0,0,0,0,952,0,0,0,0,0,248284,129670,551072,22862,0,432458,551072,0,0,0,0,0,0,0,0,0,0,0,247332,0,0,,248284,248284,0,0,0,0,0,0,0,118614,0,9563,920,0,0,0,0,432458,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263.0,N,5.0,1.0,201144.0,93493299010301,1.0,2011,4.0,Y,1.0,N,1.0,0.0,2010,10036-3409,10036.0,352226380201103,3522263802011,3.0,263.0,264.0,279.0,545 W 45TH ST BSMT 2,9.0,0.0,NEW YORK,3.0,RICHARD RAHNER,2.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURES,5.0,194104.0,100 LOCAL TV BROADCASTING STUDIO,NY,rtf10co,3.0,2.0,2.0,2.0,432458,432458,0,0,0,0,2010.0,0,0,0,,0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.01969,A,A32,A,36061.0,5602.0,5600.0
64879,352237120,92,10.0,201012,2010,A68,60000,0,0,0,0,0,0,0,0,0,60000,66545,142816,0,0,149361,142816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60000,60000,0,0,0,0,0,0,0,-6545,0,0,0,0,0,0,0,149361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,N,4.0,1.0,201136.0,29492148216381,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10023-2740,10023.0,352237120201012,3522371202010,12.0,0.0,0.0,0.0,253 W 73RD ST APT 70,3.0,0.0,NEW YORK,3.0,VIRINDER SETH,2.0,0.0,10.0,0.0,MUSIC ACCORD INC,1.0,200601.0,,NY,rtf10co,2.0,1.0,1.0,1.0,149361,149361,0,0,0,0,2009.0,0,0,0,,0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5564399999999999,A,A68,A,36061.0,5602.0,5600.0
84033,412244534,93,10.0,201012,2010,S47,0,0,0,0,0,0,0,0,0,0,869440,869440,14301000,0,0,14301000,14301000,0,0,0,0,0,0,0,0,0,0,0,869440,0,0,,869440,869440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14301000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,8.0,1.0,201128.0,29493169083251,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,412244534201012,4122445342010,12.0,0.0,0.0,0.0,270 PARK AVE,3.0,0.0,NEW YORK,1.0,CHARLES KILBY,2.0,0.0,10.0,0.0,HAWTHORNE GATES FUNDING COMPANY INC,1.0,201002.0,,NY,rtf10co,,3.0,3.0,3.0,14301000,14301000,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.70323,C,A60,A,36061.0,5602.0,5600.0
84349,416037066,92,9.0,200904,2008,,75,29795,0,0,7,0,0,0,0,0,58654,59549,76968,0,0,100289,96833,22426,19865,0,0,0,0,0,0,0,0,0,0,0,28777,,58654,58654,0,0,0,0,0,0,0,-895,0,0,0,0,0,0,0,77863,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,922.0,N,3.0,1.0,201011.0,29492058045070,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2008,10023-6924,10023.0,416037066200904,4160370662009,4.0,922.0,602.0,382.0,2 COLUMBUS AVENUE,6.0,0.0,NEW YORK,1.0,MOYA KEYS,2.0,0.0,20.0,640.0,DAUGHTERS OF THE BRITISH EMPIRE,1.0,194310.0,,NY,CORE09co,1.0,1.0,1.0,1.0,76968,96833,19865,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.94819,A,A23,A,36061.0,5602.0,5600.0
88621,431293169,92,10.0,201006,2009,,5040,73928,0,0,544,0,0,0,0,0,140295,160619,399748,0,0,411687,399748,0,0,0,0,0,0,0,0,0,0,0,58099,2283,400,,140294,140295,0,0,0,0,0,2283,0,-20325,0,0,0,0,0,0,0,411687,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205.0,N,4.0,1.0,201120.0,29492036111341,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2009,10028-0113,10028.0,431293169201006,4312931692010,6.0,205.0,0.0,0.0,1000 5TH AVE,3.0,0.0,NEW YORK,2.0,ANN THOMAS,2.0,0.0,10.0,0.0,VISUAL RESOURCES ASSOCIATION,1.0,198308.0,,NY,rtf10co,2.0,2.0,2.0,2.0,411687,411687,0,0,0,0,2009.0,0,0,0,,1,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.37187,C,A40,A,36061.0,5602.0,5600.0
