,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,nteeFinal1
10031,133591637,200712,200850.0,29491327120178,91,,N,Y,0.0,1.0,2007,3.0,4.0,6.0,3,90.0,311220,3512,7413,11731,0,0,0,0,333876,385483,-51607,376116,297188,2972,440985,0,0,0,0,0,440985,0,13176,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,305141,10925,385483,7953,376116,7953,7953,21968,0,0,440985,0,440985,2972,0,0,2100,0,888,0,16,0,2972,267523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133591637200712,1335916372007,rtf07pf,0,0,10022.0,ROBERT CRAFT MUSIC FOUNDATION INC,KELLEY DRYE & WARREN,505 PARK AVE FL 20,NEW YORK,NY,10022-9306,0.0,3.0,2.0,199012.0,1.0,4.0,90.0,119.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.43067,A,A40,A
10037,133593706,200712,200838.0,29491243018108,91,,N,Y,0.0,1.0,2007,3.0,4.0,1.0,3,602.0,1743,0,5860,0,0,0,0,0,7603,2950,4653,0,2910,2910,152447,0,0,0,0,0,152447,0,7393,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5860,5860,2950,2950,0,2950,2950,152447,0,0,152447,0,152447,58,0,0,0,0,58,0,0,0,58,150120,7335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133593706200712,1335937062007,rtf07pf,8,0,10011.0,BARBARA AND HOWARD WISE ENDOWMENT FOR THE ARTS INC,,110 W 13TH ST,NEW YORK,NY,10011-7802,0.0,3.0,2.0,199202.0,1.0,4.0,602.0,561.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.50573,B,A12,A
10061,133599581,200612,200803.0,29491356032227,91,,N,Y,0.0,1.0,2006,3.0,3.0,4.0,3,200.0,407693,409,0,0,0,791,0,226520,408893,467985,-59092,434127,409,0,86851,0,0,0,0,64948,86851,0,5720,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,409,0,241465,0,207607,0,0,523,0,0,86851,0,21903,4,0,0,0,0,0,0,0,0,4,116133,5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133599581200612,1335995812006,rtf07pf,4,0,10018.0,FRIENDS OF FAI THE ITALIAN ENVIRONMENT FOUNDATION INC,FMA,70 W 36TH ST FL 15,NEW YORK,NY,10018-1229,0.0,3.0,1.0,199105.0,1.0,4.0,200.0,0.0,0.0,1.0,13.0,200712.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A112,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.35069,A,A1123,A
10084,133614414,200612,200751.0,29491335139167,91,,N,Y,0.0,1.0,2006,3.0,6.0,4.0,3,92.0,0,53412,20602,857,0,0,0,19075,104871,63611,41260,27714,59478,59478,2124687,0,291600,0,291600,8521,1683957,0,109256,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30000,0,104014,104014,44536,44536,8639,44536,44536,82473,0,0,1683957,0,2116166,595,0,0,0,0,900,0,36,269,595,2218394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133614414200612,1336144142006,CORE06pf,-269,0,11103.0,ATHANASIADES CULTURAL FOUNDATION INC,,30 96 42 ST,ASTORIA,NY,11103-0000,0.0,3.0,1.0,199302.0,1.0,4.0,92.0,0.0,0.0,1.0,11.0,0.0,1.0,12.0,,,0,N,,36081.0,5602.0,5600.0,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.5616,B,A1220,A
10085,133614971,200711,200848.0,29491306036068,91,,N,Y,0.0,1.0,2006,2.0,9.0,7.0,3,123.0,7000000,270637,0,0,0,0,50000,1936500,7270637,1994884,5275753,386359,270637,270637,152539862,0,0,0,0,0,195899386,0,299032,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,270637,270637,58384,0,53359,0,0,3207742,0,0,195899386,0,152539862,5413,0,0,3484,0,4000,0,0,2071,5413,6071721,0,270637,163177,65130,252554,751498,4390070,151592,14479186,107992,19128840,195899386,142090109,128350161,107004918,573344574,144958120,133154409,128154409,95978813,502245751,199355,149908,223205,219521,791989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133614971200711,1336149712007,rtf07pf,-2071,0,10019.0,SOLOW ART AND ARCHITECTURE FOUNDATION,SHELDON H SOLOW,9 W 57TH ST,NEW YORK,NY,10019-2701,0.0,3.0,2.0,199108.0,1.0,3.0,123.0,124.0,0.0,1.0,13.0,0.0,1.0,11.0,,,0,N,,36061.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.54677,A,A40,A
10103,133620909,200706,200823.0,29491145035018,91,,N,Y,0.0,1.0,2006,3.0,8.0,6.0,3,602.0,0,0,638515,720176,0,1985723,38600,1885167,3344414,2396246,948168,2193107,3255603,0,20363489,2238065,11468550,3379015,17085630,0,20363489,0,948160,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,3344414,0,511079,88811,307940,88811,0,0,0,148843,20363489,0,20363489,65112,0,0,50662,0,35000,0,0,20272,65112,19251973,883048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133620909200706,1336209092007,rtf07pf,-20272,0,10022.0,AARON COPLAND FUND FOR MUSIC INC,THELEN REID BROWN ET AL LLP,875 3R,NEW YORK,NY,10022-0000,0.0,3.0,2.0,199108.0,1.0,4.0,602.0,119.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.30224,A,A68,A
10111,133626727,200712,200838.0,29491243047098,91,,N,Y,0.0,1.0,2007,2.0,6.0,4.0,3,123.0,0,75,120910,88632,0,0,13750,249750,209617,316895,-107278,271581,166203,0,3802242,59580,2762732,651518,3473830,0,4637000,227511,229173,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,209617,0,67145,43414,21831,43414,0,328412,0,0,4637000,0,3802242,1662,0,0,1835,0,0,0,0,173,1662,4653257,227511,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133626727200712,1336267272007,rtf07pf,-173,0,10017.0,JOHN CONLEY FOUNDATION FOR ETHICS AND PHILOSOPHY IN MEDICINE INC,JAMES MCGARRY,317 MADISON AVE RM 1511,NEW YORK,NY,10017-5219,0.0,3.0,1.0,199112.0,1.0,3.0,123.0,162.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8402,A,A70,A
10112,133626986,200806,200852.0,29491348071238,91,,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,998.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133626986200806,1336269862008,rtf07pf,0,0,10018.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,ROSE & BOXER,1065 AVE OF THE AME,NEW YORK,NY,10018-0000,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A115,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.46073000000000003,A,A1151,A
10179,133641609,200712,200836.0,29491222040038,91,,N,Y,0.0,1.0,2007,3.0,3.0,1.0,3,321.0,0,530,0,0,0,0,0,0,530,370,160,0,530,160,67684,0,0,0,0,0,67684,0,597,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,530,530,370,0,0,0,370,12092,0,0,67684,0,67684,11,0,0,0,0,0,0,0,0,11,12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133641609200712,1336416092007,rtf07pf,11,0,10003.0,ALEXANDER JEROME WILLOWS GREENBURGER MEMORIAL FIELDS INC,TEI,55 FIFTH AVE,NEW YORK,NY,10003-4301,0.0,3.0,1.0,199302.0,1.0,4.0,321.0,349.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26319000000000004,C,A80,A
10216,133667916,200712,200852.0,29491348087198,91,,N,Y,0.0,1.0,2007,3.0,6.0,5.0,3,88.0,826275,0,0,0,0,38283,76045,67,864558,877384,-12826,798253,0,0,1344105,0,0,0,0,5609,1344106,0,1869,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,38283,877317,0,798186,0,38823,28907,0,0,1344106,0,1338496,0,0,0,0,0,0,0,0,0,0,3794100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133667916200712,1336679162007,rtf07pf,0,0,10022.0,AXIS THEATER CO INC,J ABLAMSKY,545 MADISON AVENUE,NEW YORK,NY,10022-4219,0.0,3.0,1.0,199311.0,1.0,4.0,88.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.030119999999999997,B,A65,A
10233,133674360,200712,200847.0,29491306040048,91,A20,N,Y,0.0,1.0,2007,3.0,5.0,1.0,3,90.0,0,36,0,5338,0,0,3472,0,5374,32050,-26676,3125,5027,0,679539,0,0,0,0,0,679539,0,707,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,0,0,5374,0,32050,347,3125,347,0,0,0,0,679539,0,679539,101,0,0,0,0,200,0,0,99,101,14351,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133674360200712,1336743602007,rtf07pf,-99,0,10013.0,CIVITELLA RANIERI FOUNDATION,JD MILLER & CO LLP,28 HUBERT ST,NEW YORK,NY,10013-2041,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.90179,B,A20,A
10247,133680271,200707,200821.0,29491110023028,91,,N,Y,0.0,1.0,2006,3.0,3.0,3.0,3,60.0,60000,846,0,0,0,150,0,0,60996,74257,-13261,74226,815,0,36873,0,0,0,0,18,36873,0,3289,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,846,0,74257,31,74226,31,0,0,0,0,36873,0,36855,8,0,0,0,0,0,0,0,0,8,66788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133680271200707,1336802712007,rtf07pf,8,0,10010.0,MUSEUM VIEWS LTD,LILA A SHERMAN,2 PETER COOPER RD APT 9G,NEW YORK,NY,10010-6731,0.0,3.0,1.0,199301.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,7.0,MUSEUM VIEWS,,0,N,,36061.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.14574,A,A50,A
10268,133685701,200712,200846.0,29491292116158,91,A60Z,N,Y,0.0,1.0,2007,3.0,1.0,3.0,3,90.0,0,0,0,0,0,0,0,200,0,118031,-118031,118098,0,0,2914,0,0,0,0,474468,2914,0,438,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,53944,0,0,117831,0,117898,0,0,2914,0,0,2914,0,-471554,0,0,0,0,0,0,0,0,0,0,8883,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133685701200712,1336857012007,rtf07pf,0,0,11104.0,LIVING ARTS INC,PETER KLEIN,5223 39TH AVE,SUNNYSIDE,NY,11104-1008,0.0,3.0,1.0,199305.0,1.0,4.0,90.0,0.0,0.0,1.0,11.0,0.0,1.0,12.0,,,0,N,,36081.0,5602.0,5600.0,A26,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.98844,B,A26,A
10278,133690790,200710,200825.0,29491153155008,91,,N,Y,0.0,1.0,2006,3.0,6.0,4.0,3,29.0,0,57,163851,1061071,0,62,45000,218000,1225041,392694,832347,389288,1050347,0,4986730,732983,2704306,1192281,4629570,0,5390949,0,244052,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1225041,0,174694,174694,171288,174694,0,9009,0,0,5391949,0,4986730,10503,0,0,11818,0,0,0,0,1315,10503,4955355,233549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133690790200710,1336907902007,rtf07pf,-1315,0,10017.0,PRESERVATION FUND,JULIUS PAIGE,529 5TH AVE 10TH FL,NEW YORK,NY,10017-4608,0.0,3.0,1.0,199308.0,1.0,4.0,29.0,560.0,602.0,1.0,13.0,0.0,1.0,10.0,,,0,N,,36061.0,5602.0,5600.0,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.39303,B,A82,A
10289,133693565,200706,200824.0,29491145237228,91,,N,Y,0.0,1.0,2006,3.0,5.0,6.0,3,994.0,1045180,6864,3829,3442,-82666,0,90100,0,976649,808690,167959,747259,1029274,0,502592,0,0,0,0,80307,502592,0,20920,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,86107,1035270,-71973,808690,5996,747259,5996,5996,425845,0,0,502592,0,422285,10293,0,0,9600,0,5000,0,96,4211,10293,424778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133693565200706,1336935652007,rtf07pf,-4211,0,10013.0,CROWING ROOSTER ARTS INC,,100 LAFAYETTE ST STE 602,NEW YORK,NY,10013-4400,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.2872,B,A20,A
10310,133699100,200712,200848.0,93491318004038,91,,N,Y,0.0,1.0,2007,3.0,8.0,8.0,3,602.0,25909300,56659,84905,215378,0,0,0,13674800,26266242,13703044,12563198,13689621,343540,0,12618155,0,4384794,1440013,5824807,0,12342934,0,334581,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,356942,0,28244,13402,14821,13402,0,22942,0,0,12342934,0,12618155,3435,0,0,0,0,7000,0,0,3565,3435,6793522,331146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133699100200712,1336991002007,rtf07pf,-3565,0,10174.0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,ELAINE M REICH,405 LEXINGTON AVE STE 19TH FL,NEW YORK,NY,10174-0002,0.0,3.0,1.0,199305.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,YF.,0,Y,M,36061.0,5602.0,5600.0,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.80233,B,A12,A
10317,133702827,200712,200826.0,29491159083158,91,,N,Y,0.0,1.0,2007,3.0,1.0,4.0,3,994.0,128400,0,0,0,0,6700,0,2150,146206,167702,-21496,167702,0,0,2960,0,0,0,0,19071,2961,0,146,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11106,0,0,0,165552,0,165552,0,0,639,0,0,2961,0,-16111,0,0,0,0,0,0,0,0,0,0,2961,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133702827200712,1337028272007,rtf07pf,0,0,10019.0,MILLENIAL ARTS INCORPORATED,GMH CONSULTING INC,130 W 56TH ST 705,NEW YORK,NY,10019-3866,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.22576999999999997,B,A99,A
10346,133719303,200803,200836.0,29491229136018,91,A75Z,N,Y,0.0,1.0,2007,2.0,1.0,0.0,3,914.0,0,0,0,0,0,0,0,0,0,590,-590,0,0,0,305,0,0,0,0,34824,305,0,15,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,590,0,0,0,0,305,0,0,305,0,-34519,0,0,0,0,0,0,0,0,0,0,305,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133719303200803,1337193032008,rtf07pf,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,KISO & TANAKA,675 3RD AVE RM 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,13.0,0.0,1.0,3.0,,,0,N,,36061.0,5602.0,5600.0,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.12149000000000001,B,A1220,A
10350,133721844,200712,200827.0,29491159203238,91,,N,Y,0.0,1.0,2007,3.0,4.0,3.0,3,40.0,0,0,8747,-1429,0,0,0,21200,7318,24302,-16984,21200,8747,0,195006,0,155090,0,155090,0,269449,0,13161,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,8747,0,3102,0,0,0,0,0,0,0,269449,0,195006,87,0,0,35,0,0,0,0,0,87,267219,13074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133721844200712,1337218442007,rtf07pf,52,0,10003.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,MICHAEL HAUSMAN,736 BROADWAY,NEW YORK,NY,10003-9519,0.0,3.0,1.0,199311.0,1.0,4.0,40.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.024069999999999998,A,A31,A
10401,133741817,200712,200826.0,29491159145028,91,A53Z,N,Y,0.0,1.0,2007,3.0,3.0,1.0,3,994.0,0,1468,0,0,0,0,0,0,1468,459,1009,0,1468,1009,51914,0,0,0,0,0,51914,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1468,1468,459,0,0,0,459,0,0,0,51914,0,51914,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133741817200712,1337418172007,rtf07pf,29,0,10025.0,ORGANIZATION OF THE MOROCCAN COMMUNITY IN THE UNITED STATES INC,RYAN & RYAN,817 W END AVE APT 2B,NEW YORK,NY,10025-5317,0.0,3.0,1.0,199507.0,1.0,4.0,994.0,119.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A53,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.86555,B,A53,A
10418,133745510,200612,200732.0,29491209001047,91,,N,Y,0.0,1.0,2006,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,133745510200612,1337455102006,CORE06pf,0,0,10010.0,HISTORIC MUSIC BROADCASTS INC,CLEMENTE DALESSIO,110 E 23RD ST STE 900,NEW YORK,NY,10010-4546,0.0,3.0,1.0,199912.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.01671,A,A30,A
10437,133747036,200711,200846.0,29491299062018,91,,N,Y,0.0,1.0,2006,2.0,8.0,6.0,3,62.0,1880804,135763,175953,102965,0,46233,83846,5000,2341718,883497,1458221,336958,612145,0,19589450,2996251,4209713,0,7205964,0,20774153,0,418685,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,624472,373042,878497,12327,331958,12327,514712,85244,0,0,20774153,0,19589450,12243,0,0,18921,0,0,0,0,6678,12243,8501218,0,1,0,0,0,1,336958,333123,314152,276617,1260850,20774153,18986509,17264059,16313342,73338063,13311006,13008069,12907919,12588074,51815068,279123,0,0,0,279123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133747036200711,1337470362007,rtf07pf,-6678,0,10128.0,CLASSICAL AMERICAN HOMES PRESERVATION TRUST,CSAM,69 E 93RD ST,NEW YORK,NY,10128-1331,0.0,3.0,1.0,199409.0,1.0,3.0,62.0,0.0,0.0,1.0,13.0,0.0,1.0,11.0,,,0,N,,36061.0,5602.0,5600.0,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26369000000000004,B,A82,A
10442,133747492,200706,200830.0,29491187021118,91,A20J,N,Y,0.0,1.0,2006,3.0,2.0,1.0,3,994.0,0,6,0,0,0,0,0,0,6,875,-869,875,6,6,12216,0,0,0,0,71581,10216,0,218,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6,6,875,0,875,0,0,2216,0,0,10216,0,-59365,0,0,0,0,0,0,0,0,0,0,4427,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133747492200706,1337474922007,rtf07pf,0,0,10022.0,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,WOLF POPPER LLP,845 3RD AVE FL 12,NEW YORK,NY,10022-6623,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,13.0,0.0,1.0,6.0,,,0,N,,36061.0,5602.0,5600.0,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.4883,B,A20,A
10443,133747516,200712,200824.0,29491124078248,91,,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5000,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133747516200712,1337475162007,rtf07pf,0,0,10031.0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR APT 10J,NEW YORK,NY,10031-7214,0.0,3.0,1.0,199410.0,1.0,4.0,994.0,88.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.66342,C,A60,A
