,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NAICS,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NumEmpEstimate,NumEmpCode,NumEmpYr
21200,204021694,9.0,200912,2009,S47,0,0,0,0,39,0,0,0,0,0,1834108,531821,17666659,0,0,17695678,18017062,449607,350403,702657,0,0,0,0,0,0,0,0,1834069,0,0,,1834108,1834108,0,0,0,0,0,0,0,1302287,0,0,0,0,0,0,0,17246071,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,N,8,1,201051,29493331080210,93,1,2009,6,Y,1,N,1,0,2009,10163-5005,10163.0,IN,,204021694200912,2040216942009,12,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,MATTHEW C CARBONE,2.0,0.0,10.0,0.0,DEERFIELD CINEMA HOLDING COMPANY,1.0,200707.0,,NY,rtf09co,,4.0,4.0,3.0,A31,A,512110.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,1,AR,AR,AR,0.1429,A,0.0,Z,2009.0
21525,204452347,,200812,2008,,83500,0,0,0,0,0,0,0,0,0,95344,3575,106930,0,0,15160,106930,0,0,0,0,0,0,0,0,0,0,0,11844,0,0,,95344,95344,0,0,0,0,0,0,0,91769,0,0,0,0,0,0,0,15160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,4,1,200950,29493136021089,93,99,2008,3,Y,1,N,1,0,2008,10022,10022.0,IN,,204452347200812,2044523472008,12,,,,,,,,,,,,,,RUDER FINN PRESS FOUNDATION INC,,0.0,,NY,CORE08co,2.0,1.0,1.0,1.0,A33,A,511100.0,36061.0,5602.0,5600.0,A33,A,U,O,AR,A,A,1,AR,AR,AR,0.32198000000000004,A,0.0,Z,2008.0
22267,205360895,9.0,200912,2009,S41,0,0,0,0,728,0,0,0,0,0,1014197,834622,270243,356300,0,596589,581891,505921,311648,0,0,0,0,0,0,0,0,0,1013469,0,0,,1014197,1014197,0,0,0,0,0,0,0,179575,0,0,19411,0,0,0,0,90668,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,5,1,201039,29493254074030,93,1,2009,6,Y,1,N,1,0,2009,10022-4212,10022.0,IN,,205360895200912,2053608952009,12,0.0,0.0,0.0,535 MADISON AVE 20TH FL,3.0,0.0,NEW YORK,2.0,DAVIS & GILBERT LLP,2.0,0.0,10.0,0.0,OUT OF HOME VIDEO ADVERTISING BUREAU INC,1.0,200704.0,,NY,rtf09co,3.0,4.0,4.0,3.0,A31,A,512110.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,1,AR,AR,AR,0.23851999999999998,A,1.0,G,0.0
22690,205782277,,200712,2007,,22655,0,0,0,0,0,0,0,3700,3700,26355,24337,2018,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,,26355,26355,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,N,1,1,200907,29409299020048,9,36,2007,3,Y,1,N,1,0,2007,11231,11231.0,IN,,205782277200712,2057822772007,12,,,,,,,,,,,,,,THEATRE OF THE EXPENDABLE,,0.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A65,A,711110.0,36047.0,5602.0,5600.0,A65,A,O,O,AR,A,A,1,AR,AR,AR,0.75536,B,0.0,Z,2007.0
22889,205965679,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,33390,21044,-5062,0,0,1592,908,19000,5970,0,0,0,0,0,0,0,0,0,0,0,33390,,33390,33390,0,0,0,0,0,0,0,12346,0,0,0,0,0,0,0,-17408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,1,1,201023,29492128046320,92,40,2009,3,Y,1,N,1,0,2009,11372,11372.0,IN,,205965679200912,2059656792009,12,,,,,,,,,,,,,,ENGLISH SUCCESS INC,,0.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A23,A,710000.0,36081.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.37275,C,0.0,Z,2009.0
22895,205971682,8.0,200812,2008,,6273,0,0,0,0,0,0,0,0,0,28111,26527,1827,0,0,242,1827,0,0,0,0,0,0,0,0,0,0,0,21838,0,0,,28111,28111,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1,1,201007,29493213061059,93,99,2008,3,Y,1,N,1,0,2008,11214,11214.0,IN,,205971682200812,2059716822008,12,,,,,,,,,,,,,,DOMANI VISION FILM SOCIETY INC,,0.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A31,A,512110.0,36047.0,5602.0,5600.0,A31,A,U,O,AR,A,A,1,AR,AR,AR,0.94025,A,0.0,Z,2008.0
23548,208574404,9.0,200912,2009,S47,0,0,0,0,12669,0,0,0,0,0,9645437,10486096,-97712763,0,0,15102724,25874358,0,123587121,-105414259,0,0,0,0,0,0,0,0,9632768,0,0,,9645437,9645437,0,0,0,0,0,0,0,-840659,0,0,0,0,0,0,118250000,15102724,0,0,0,0,0,12669,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,8,1,201052,29493338044190,93,1,2009,7,Y,1,N,1,0,2009,10163-5005,10163.0,IN,,208574404200912,2085744042009,12,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,COMMINGLED PENSION TR FUND SS OF,2.0,0.0,10.0,0.0,SSPF ALISO CREEK INC,1.0,200905.0,,NY,rtf09co,,5.0,5.0,,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.8291700000000001,C,0.0,Z,2009.0
23671,208728956,,200712,2007,A65,22560,0,0,0,0,126,0,0,25545,25545,48105,39102,9003,0,0,0,9003,0,0,0,0,0,0,0,0,0,0,0,24193,0,1352,,48105,48105,0,0,0,0,0,0,0,9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,N,1,1,200846,29490229111008,90,40,2007,3,Y,1,N,1,0,2007,10032-2612,10032.0,IN,,208728956200712,2087289562007,12,0.0,0.0,0.0,70 HAVEN AVE APT 4D,3.0,0.0,NEW YORK,1.0,MARK LONERGAN,1.0,16.0,10.0,0.0,PARALLEL EXIT INC,1.0,200905.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A65,A,711110.0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.17975,B,0.0,Z,2007.0
23727,208794205,,200902,2008,,68471,0,0,0,0,0,0,0,0,0,68471,87814,17991,0,0,37334,17991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,68471,68471,0,0,0,0,0,0,0,-19343,0,0,0,0,0,0,0,37334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,2,1,200950,29492220094329,92,36,2009,3,Y,1,N,1,0,2008,11237,11237.0,IN,,208794205200902,2087942052009,2,,,,,,,,,,,0.0,,,ASIAN AMERICAN RESTAURANT ASSOCIATION CORP,,0.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A23,A,710000.0,36047.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.12402,A,0.0,Z,2009.0
23868,208970506,,200712,2007,,56495,0,0,0,0,0,0,0,0,0,56495,38497,27998,0,0,10000,27998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56495,56495,0,0,0,0,0,0,0,17998,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,3,1,200839,29409152102358,9,31,2007,3,Y,1,N,1,0,2007,10016,10016.0,IN,,208970506200712,2089705062007,12,,,,,,,,,,,,,,REGIONAL TIBETAN WOMENS ASSOCIATION OF NEW YORK AND,,0.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,U,O,AR,A,A,1,AR,AR,AR,0.23947,A,0.0,Z,2007.0
26243,222701258,9.0,200912,2009,,21000,0,0,0,626,0,0,0,0,0,187123,226323,124542,0,0,163743,124542,0,0,0,0,0,0,0,0,0,0,0,165497,0,0,,187123,187123,0,0,0,0,0,0,0,-39200,0,0,0,0,0,0,0,163743,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,4,1,201020,93493132008310,93,1,2009,4,Y,1,N,1,0,2009,10019-0000,10019.0,IN,,222701258200912,2227012582009,12,200.0,229.0,0.0,156 WEST 56 TH STREET NO 1804,3.0,0.0,NEW YORK,1.0,FRUCHTER ROSEN & COMPANY P C,2.0,0.0,10.0,0.0,BOOKBINDERS GUILD OF NEW YORK INC,5.0,198610.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A20,A,710000.0,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.27704,C,0.0,Z,2009.0
26543,222924636,10.0,201004,2009,,3059,0,0,0,3170,0,0,0,0,0,90859,94737,2115,0,0,6629,28505,636,26390,0,0,0,0,0,0,0,0,0,59140,0,0,,90859,90859,0,0,0,0,0,0,0,-3878,0,0,0,0,0,0,0,5993,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119,N,3,1,201044,29492289068230,92,1,2010,3,Y,1,N,1,0,2009,10023-0025,10023.0,IN,,222924636201004,2229246362010,4,119.0,40.0,279.0,PO BOX 231450,9.0,0.0,NEW YORK,3.0,ANNA MARIA BISHOP-HARRIS,2.0,0.0,10.0,1520.0,LINKS INC,1.0,196112.0,METRO MANHATTAN LINKS INC,NY,rtf09co,1.0,1.0,1.0,1.0,A99,A,710000.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,1,AR,AR,AR,0.87392,C,0.0,Z,2010.0
26848,223075802,9.0,200912,2009,,0,0,0,0,1055,0,0,0,0,0,2188217,1917630,1337934,0,0,1145205,1412563,77858,74629,0,0,0,0,0,0,0,0,0,2132767,0,54395,,2188217,2188217,0,0,0,0,0,0,0,270587,0,0,0,0,0,0,0,1067347,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,N,6,1,201038,29493240132120,93,1,2009,6,Y,1,Y,1,0,2009,10001-0000,10001.0,IN,,223075802200912,2230758022009,12,123.0,200.0,0.0,322 EIGTH AVE STE 501,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,7 X 24 EXCHANGE INC,1.0,199201.0,,NY,rtf09co,4.0,4.0,4.0,4.0,A70,A,710000.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,1,AR,AR,AR,0.8382,C,0.0,Z,2009.0
27078,223199519,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,123140,0,136084,0,0,96345,136084,0,0,0,0,0,0,0,0,0,0,83401,0,39739,0,,39739,39739,0,0,0,0,0,123140,0,39739,0,0,0,0,0,0,0,96345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,4,1,201026,29492163308220,92,99,2009,4,Y,1,N,1,0,2009,10016,10016.0,IN,,223199519200912,2231995192009,12,0.0,,,419 PARK AVENUE SOUTH #12,,,NEW YORK,,,,,,,ASSOC OF INDIAN IN CONSTRUCTION IND INC,,0.0,,NY,rtf09co,2.0,1.0,2.0,0.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.8586,A,0.0,Z,2009.0
28190,226067322,,200808,2007,A62Z,0,2382,0,0,0,0,0,0,23888,23888,26270,19696,-3134,0,0,5652,7226,15360,10360,0,0,0,0,0,0,0,0,0,23888,0,0,,26270,26270,0,0,0,0,0,0,0,6574,0,0,0,0,0,0,0,-9708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,N,1,1,200910,29409292100248,9,1,2008,3,Y,1,N,1,0,2007,11361-0533,11361.0,IN,,226067322200808,2260673222008,8,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,BAYSIDE,2.0,ROBERT MANN,2.0,0.0,10.0,0.0,DANCE MASTERS OF AMERICA NEW YORK CITY CHAPTER INC,1.0,196406.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A62,A,711120.0,36081.0,5602.0,5600.0,A62,A,O,O,AR,A,A,1,AR,AR,AR,0.86741,A,0.0,Z,2008.0
33564,237055265,8.0,200812,2008,,0,0,1737099,1759650,8144,0,0,0,0,0,1776494,566278,1,3000,0,1999638,1,71260,0,0,0,0,0,0,0,0,0,0,31251,0,0,,16844,16844,0,-22551,0,0,0,0,0,-549434,0,0,0,0,0,0,0,1928378,0,0,0,0,0,8144,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,211,N,1,1,201026,29493023004150,93,1,2008,6,Y,1,N,1,0,2008,10003-9502,10003.0,IN,,237055265200812,2370552652008,12,211.0,279.0,265.0,730 BROADWAY,3.0,0.0,NEW YORK,1.0,AMALGAMATED LIFE,2.0,0.0,10.0,0.0,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,2.0,197001.0,,NY,rtf09co,1.0,1.0,4.0,3.0,A40,A,710000.0,36061,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.0031899999999999997,A,1.0,G,0.0
37336,237164969,9.0,200906,2008,,135000,0,0,0,10917,0,0,0,0,0,1241403,1340380,304384,356436,0,594762,466028,62753,161644,304384,0,0,0,0,0,0,0,0,1091405,0,4081,,1241403,1241403,0,0,0,0,0,0,0,-98977,0,304740,44397,0,0,0,0,532009,0,0,0,0,0,10917,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,N,4,1,201003,29493002521170,93,1,2009,6,Y,1,N,1,0,2008,10022-3673,10022.0,IN,,237164969200906,2371649692009,6,920.0,59.0,119.0,120 E 56TH ST RM 520,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM DIRECTORS,1.0,197203.0,,NY,rtf09co,2.0,4.0,4.0,4.0,A0351,A,813920.0,36061.0,5602.0,5600.0,A035,A,O,O,AR,A,A,1,AR,AR,AR,0.6694,A,11.0,G,0.0
37385,237166317,10.0,201002,2009,,11085,0,0,0,331,0,0,0,0,0,38452,48320,27992,0,0,27860,27992,0,0,0,0,0,0,0,0,0,0,0,26967,0,69,,38452,38452,0,0,0,0,0,0,0,-9868,0,0,0,0,0,0,0,27860,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,N,3,1,201034,29493212147240,93,1,2010,3,Y,1,N,1,0,2009,11217-3401,11217.0,IN,,237166317201002,2371663172010,2,205.0,229.0,0.0,121 SAINT JOHNS PL,3.0,0.0,BROOKLYN,1.0,PAUL BERNSTEIN,2.0,0.0,10.0,0.0,PROFESSIONAL PHOTOGRAPHERS OF GREATER NY INC,1.0,198004.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A40,A,710000.0,36047.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.37776,A,0.0,Z,2010.0
37773,237179226,8.0,200812,2008,,0,0,4452893,4447308,374434,0,0,0,0,0,7526343,1389734,8309561,393195,0,7034425,8480499,2890,170938,0,0,0,0,0,0,0,0,0,2699016,0,0,,3079035,3079035,0,5585,0,0,0,0,0,1689301,0,0,23479,0,0,0,0,7031535,0,0,0,0,0,374434,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,N,7,1,201008,29493030054020,93,20,2008,7,Y,1,N,1,0,2008,10022-4221,10022.0,IN,,237179226200812,2371792262008,12,920.0,0.0,0.0,9 E 53RD ST FL 5,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,RADIO MUSIC LICENSE,5.0,197209.0,,NY,rtf09co,5.0,4.0,5.0,4.0,A34,A,513110.0,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,1,AR,AR,AR,0.649,A,1.0,G,0.0
38830,237240585,10.0,201006,2009,,0,0,0,0,0,0,0,0,0,0,63976,59863,4611,0,0,2849,4611,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,,63976,63976,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,N,1,1,201049,29492310062090,92,1,2010,3,Y,1,N,1,0,2009,10024-0000,10024.0,IN,,237240585201006,2372405852010,6,263.0,264.0,279.0,79TH ST CENTRAL PARK WEST,9.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708.0,1559 NY LOC AMER MUSEUM NTL HISTRY,NY,rtf09co,1.0,1.0,1.0,1.0,A50,A,712110.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.28851,A,0.0,Z,2010.0
42016,237411166,9.0,200912,2009,,0,0,0,0,3731,0,0,0,0,0,348393,261582,319738,0,0,272379,333883,474030,14145,-114840,0,0,0,0,0,0,0,0,344662,0,0,,348393,348393,0,0,0,0,0,0,0,86811,0,113000,8811,0,0,0,0,-201651,0,0,0,0,0,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,N,4,1,201036,29493233170170,93,1,2009,4,Y,1,N,1,0,2009,10016-1609,10016.0,IN,,237411166200912,2374111662009,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,LIBERIAN SHIPOWNERS COUNCIL LTD,1.0,197612.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.75849,A,3.0,G,0.0
42654,237444871,9.0,200909,2008,,0,0,0,0,0,0,0,0,0,0,75766,64130,73059,0,0,61422,73059,0,0,0,0,0,0,0,0,0,0,0,2528,0,3124,,75766,75766,0,0,0,0,0,0,0,11636,0,0,0,0,0,0,0,61422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,N,3,1,201012,29492065060210,92,1,2009,3,Y,1,N,1,0,2008,11226-3236,11226.0,IN,,237444871200909,2374448712009,9,263.0,0.0,0.0,61 MARTENSE ST APT 5A,9.0,0.0,BROOKLYN,3.0,MARY J HARMON,2.0,0.0,10.0,1002.0,CIVIL SERVICE EMPLOYEES ASSOCIATION,5.0,197007.0,0646 SUNY HLTH SCIENCE CTR BROOKLN,NY,rtf09co,1.0,1.0,1.0,1.0,A57,A,712110.0,36047.0,5602.0,5600.0,A57,A,O,O,AR,A,A,1,AR,AR,AR,0.42555,A,0.0,Z,2009.0
43112,237532275,,200712,2007,,1002,4542,0,0,0,0,0,0,26826,26826,32370,9512,3413,0,0,1579,3413,0,0,0,0,0,0,0,0,0,0,21024,0,5802,0,,11346,11346,0,0,0,0,0,26827,0,1834,0,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,N,1,1,200828,29409166033138,9,1,2007,3,Y,1,N,1,0,2007,11369-2005,11369.0,IN,,237532275200712,2375322752007,12,279.0,265.0,0.0,10805 ASTORIA BLVD APT 5D,9.0,0.0,EAST ELMHURST,1.0,ALICE LOVE,1.0,0.0,20.0,1075.0,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA,5.0,197209.0,74 ABU-BEKR COURT,NY,CORE08co,1.0,1.0,1.0,1.0,A80,A,712120.0,36081.0,5602.0,5600.0,A80,A,O,O,AR,A,A,1,AR,AR,AR,0.30165,C,0.0,Z,2007.0
46488,251580195,10.0,201003,2009,,168100,0,0,0,883,0,0,0,0,0,168983,163631,120907,0,0,115555,120907,0,0,120907,0,0,0,0,0,0,0,0,0,0,0,,168983,168983,0,0,0,0,0,0,0,5352,0,0,0,0,0,0,0,115555,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,559,N,4,1,201038,29493240148200,93,1,2010,4,Y,1,N,1,0,2009,10011-0000,10011.0,IN,,251580195201003,2515801952010,3,559.0,0.0,0.0,511 AVE OF AMERICAS STE 601,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,2.0,198811.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.7216100000000001,A,0.0,Z,2010.0
48140,260460046,9.0,200912,2009,,0,0,0,0,3097,0,0,0,0,0,8933125,3203259,98917160,0,0,99129380,99474183,401797,557023,214168,0,0,0,0,0,0,0,0,8930028,0,0,,8933125,8933125,0,0,0,0,0,0,0,5729866,0,0,0,0,0,0,0,98727583,0,0,0,0,0,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,N,9,1,201041,29493261210050,93,36,2009,7,Y,1,N,1,0,2009,10163,10163.0,IN,,260460046200912,2604600462009,12,,,,,,,,,,,0.0,,,CONCAR ACQUISITION COMPANY INC,,0.0,,NY,rtf09co,,5.0,5.0,4.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.2827,C,0.0,Z,2009.0
48184,260509362,9.0,200912,2009,S47,0,0,0,0,-3111348,0,0,0,0,0,9502586,32736,1,0,0,34197391,1,0,0,-34097035,0,0,0,0,0,0,0,0,0,0,0,,9502586,9502586,0,0,12613934,0,12613934,0,0,9469850,0,0,0,0,0,0,0,34197391,0,0,0,0,0,-3111348,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,1,1,201052,29493338044120,93,1,2009,7,Y,1,N,1,0,2009,10163-0000,10163.0,IN,,260509362200912,2605093622009,12,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESEMENT MANAGEMENT I,2.0,0.0,10.0,0.0,FOURTH & HARRISON FUNDING COMPANY INC,1.0,200905.0,,NY,rtf09co,1.0,5.0,5.0,1.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.68291,C,0.0,Z,2009.0
48219,260542856,9.0,200912,2009,S47,0,0,0,0,508300,0,0,0,0,0,508300,300,5144200,0,0,5152700,5144200,0,0,1718365,0,0,0,0,0,0,0,0,0,0,0,,508300,508300,0,0,0,0,0,0,0,508000,0,0,0,0,0,0,0,5152700,0,0,0,0,0,508300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,7,1,201051,29493331080200,93,1,2009,5,Y,1,N,1,0,2009,10163-0000,10163.0,IN,,260542856200912,2605428562009,12,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT I,2.0,0.0,10.0,0.0,URBAN W FUNDING COMPANY,1.0,201002.0,,NY,rtf09co,5.0,3.0,3.0,1.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.36839,C,0.0,Z,2009.0
48426,260744293,,200812,2008,S47,0,0,0,0,0,0,0,0,0,0,64359,300,1967796,0,0,1384231,1967796,0,0,69326,0,0,0,0,0,0,0,0,64359,0,0,,64359,64359,0,0,0,0,0,0,0,64059,0,0,0,0,0,0,0,1384231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,N,6,1,200938,29493241017029,93,36,2008,3,Y,1,N,1,0,2008,10163-0000,10163.0,IN,,260744293200812,2607442932008,12,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANGAGMT INC,2.0,0.0,10.0,0.0,MIRAMAR FUNDING COMPANY,1.0,201002.0,,NY,CORE08co,4.0,1.0,1.0,1.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.99682,C,0.0,Z,2008.0
48509,260837381,,200801,2007,,0,0,0,0,0,0,0,0,66565,66565,66565,66947,-382,0,0,0,686,0,1068,0,0,0,0,0,0,0,0,0,66565,0,0,,66565,66565,0,0,0,0,0,0,0,-382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,N,1,1,200845,29409194177128,9,40,2008,3,Y,1,N,1,0,2007,10021,10021.0,IN,,260837381200801,2608373812008,1,,,,,,,,,,,,,,PUSHKIN RUSSIAN SOCIETY,,0.0,,NY,CORE08co,1.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,U,O,AR,A,A,1,AR,AR,AR,0.7672800000000001,C,0.0,Z,2008.0
48708,261232350,8.0,200812,2008,S470,0,0,0,0,0,0,0,0,0,0,1090458,0,7960613,0,0,0,7960613,0,0,1090458,0,0,0,0,0,0,0,0,1090458,0,0,,1090458,1090458,0,0,0,0,0,0,0,1090458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,7,1,201017,29493346000169,93,1,2008,6,N,1,N,1,0,2008,10163-5005,10163.0,IN,,261232350200812,2612323502008,12,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,MARINER FUNDING COMPANY,1.0,201007.0,,NY,rtf09co,5.0,4.0,4.0,0.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.60877,C,0.0,Z,2008.0
