,EIN,CYCLE,DLN,NTEEIRS,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,NteeFinal,nteeFinal1,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,IndSupEstimate,IndSupCode,IndSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LONGITUDE,LATITUDE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr
30246,132975192,200703.0,29409350079016.0,,200512,2005,6623,0,0,0,0,0,0,0,38722,38722,45345,38851,21595,0,0,15101,21595,0,0,0,0,0,0,0,0,0,0,0,38722,0,0,,45345,45345,0,0,0,0,0,0,0,6494,0,0,0,0,0,0,0,15101,0,0,0,0,0,0,0,0,0,0,0,164366,0,64970,48,0,0,229384,164414,3,7,0,0,123.0,1.0,2005,N,10036-3510,10036.0,132975192200512,1329751922005,12,123.0,0.0,0.0,413 W 46TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,0.0,0.0,CENTRO DE EDUCATION DE TRABAJADORES,1.0,197904.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A70,,C,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.14996800000000002,36061.0,5602.0,5600.0,J99,J,0,,,,,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,0.0,6,2003.0,-73.9902,40.7593,PC,O,AR,A,IN,,0.0,6,2003.0,7564.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
30247,132975193,200750.0,29490300079277.0,,200705,2006,58170,77990,0,0,0,0,0,0,6170,6170,142330,138865,26818,0,0,25486,28951,2133,2133,0,0,0,0,0,0,0,0,0,6170,0,0,,142330,142330,0,0,0,0,0,0,0,3465,0,16050,0,0,0,0,0,23353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,46.0,1.0,2007,N,10001-5511,10001.0,132975193200705,1329751932007,5,46.0,30.0,0.0,547 W 27TH ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,11.0,10.0,0.0,NEW YORK FEMINIST ART INSTITUTE INC,1.0,197905.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A25,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.0773361,36061.0,5602.0,5600.0,B99,B,58170,4,2007.0,0.0,4,2007.0,26818.0,4,2007.0,7566.0,8,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,0,2007.0,0.0,4,2007.0,0.0,4,2007.0,6614.0,2,2007.0,-73.9967,40.75,PC,O,AR,A,IN,,0.0,6,2003.0,1246.0,6,2003.0,0.0,6,2003.0,19748.0,6,2003.0
30248,132975196,200740.0,29490265012087.0,,200609,2005,103362,0,0,0,0,7771,7950,146383,243822,235872,347184,430600,-106473,65413,0,111971,50654,127078,157127,0,0,0,0,0,0,0,0,0,82654,0,6835,,339234,339234,0,0,0,0,0,0,154333,-91366,0,0,4104,0,0,25425,22621,-15107,0,0,0,0,0,0,0,0,0,0,0,528157,0,737534,99,0,0,1286065,548531,3,7,0,0,121.0,1.0,2006,N,10024-2073,10024.0,132975196200609,1329751962006,9,121.0,0.0,0.0,1 W 89TH ST APT 5E,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,RADIO FOUNDATION INC,1.0,197708.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A34,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.9367780000000001,36061.0,5602.0,5600.0,A34,A,88353,4,2006.0,15009.0,4,2006.0,-106473.0,6,2003.0,23601.0,8,2006.0,-25017.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,52224.0,2,2006.0,-73.9758,40.786,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,485.0,6,2003.0
30251,132975453,200703.0,29490351227206.0,A68Z,200606,2005,68334,0,0,0,912,10593,0,0,64451,64451,132785,131324,31799,0,0,30527,56311,335,24512,0,0,0,0,0,0,0,0,0,57218,0,6321,,132785,132785,0,0,0,0,0,0,0,1461,146,34361,2946,0,0,0,0,30192,0,0,0,0,912,0,0,0,0,0,0,291139,0,217769,1231,0,0,534481,316712,3,9,0,0,995.0,1.0,2006,N,10027-5904,10027.0,132975453200606,1329754532006,6,995.0,90.0,0.0,529 W 121ST ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,MUSIC BEFORE 1800 INC,1.0,197905.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A68,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.8896809999999999,36061.0,5602.0,5600.0,A68,A,68334,4,2006.0,0.0,4,2006.0,31799.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9538,40.8113,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,1251.0,6,2003.0
30257,132977495,,29490308083076.0,,200606,2005,41264,18879,0,0,304,0,0,0,280890,280890,341033,345108,108724,0,18964,197283,130771,84484,22047,0,0,0,0,0,0,0,0,0,242884,37702,0,,341033,341033,0,0,0,0,0,37702,0,-4075,0,58608,5439,0,0,0,0,112799,0,0,0,0,249,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,998.0,,2006,N,10301-1114,10301.0,132977495200606,1329774952006,6,998.0,0.0,0.0,1000 RICHMOND TER,3.0,0.0,STATEN ISLAND,2.0,,1.0,13.0,15.0,10.0,0.0,ART LAB INC,1.0,198303.0,,NY,core05pc,,,,,,A25,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.49488699999999997,36085.0,5602.0,5600.0,A25,A,13421,4,2006.0,27843.0,4,2006.0,108724.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,8703.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-74.0923,40.6308,PC,O,AR,A,IN,,0.0,6,2003.0,235.0,6,2003.0,0.0,6,2003.0,97460.0,6,2003.0
30259,132977840,200706.0,29490020079037.0,,200608,2005,62628,0,0,0,0,11816,0,0,132051,132051,194679,194674,23,53350,0,18,5,0,0,0,0,0,0,0,0,0,0,0,132051,0,0,,194679,194679,0,0,0,0,0,0,0,5,0,0,10408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205489,0,451335,0,0,0,657848,206513,3,9,0,0,995.0,1.0,2006,N,10019-5102,10019.0,132977840200608,1329778402006,8,995.0,90.0,88.0,314 W 54TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,AMERICAN THEATER OF ACTORS INC,1.0,197905.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.336932,36061.0,5602.0,5600.0,A65,A,62628,4,2006.0,0.0,4,2006.0,,,,0.0,8,2006.0,,,,,,,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,,,,-73.9853,40.7652,PC,O,AR,A,IN,,,,,,,,,,,,,
30260,132977843,200726.0,29490153038037.0,,200612,2006,115000,0,0,0,0,0,0,0,445144,445144,560144,456166,107639,62500,0,22601,82191,18940,18940,0,0,0,0,0,0,0,0,0,437286,0,7858,,560144,560144,0,0,0,0,0,0,0,103978,0,299637,0,0,0,0,0,3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,995.0,1.0,2006,N,10023-3901,10023.0,132977843200612,1329778432006,12,995.0,90.0,0.0,160 W 71ST ST 18 FL,3.0,198312.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,JAPAN UNITED STATES CONCERT SOCIETY INC,1.0,197905.0,,NY,rtf06pc,1.0,3.0,3.0,2.0,,A68,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.791705,36061.0,5602.0,5600.0,A68,A,115000,4,2006.0,0.0,4,2006.0,47439.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9841,40.7761,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,82191.0,6,2003.0
30263,132980636,,29490329206106.0,,200512,2005,32655,0,0,0,3,0,0,0,76248,76248,108903,99010,76085,8800,0,118152,76085,0,0,76085,0,0,0,0,0,0,0,51960,0,24285,0,,56943,56943,0,0,0,0,0,76245,0,-42067,0,0,0,0,0,0,0,118152,0,0,0,0,3,0,0,0,0,0,0,237800,0,180566,0,0,0,418366,237800,3,9,0,118152,90.0,,2005,N,10021-4328,10021.0,132980636200512,1329806362005,12,90.0,149.0,0.0,149 E 72 ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,THE MANHATTAN BALLET CO INC,1.0,199308.0,,NY,core05pc,,,,,,A63,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.974482,36061.0,5602.0,5600.0,A63,A,32655,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,17185.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,0,2005.0,0.0,4,2005.0,0.0,4,2005.0,26584.0,2,2005.0,-73.9597,40.768,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,62453.0,6,2003.0
30268,132981292,200726.0,29490167033047.0,A650,200606,2005,752868,153138,0,0,420,186756,0,0,988412,988412,1894418,2179835,1838590,196228,0,2241973,1977722,117966,139132,0,0,0,0,0,0,0,0,0,984824,0,3168,,1894418,1894418,0,0,0,0,0,0,0,-285417,0,0,0,0,0,0,0,2124007,0,0,0,0,420,0,0,0,0,0,0,3836419,515472,2001097,856760,0,0,7249027,5247930,3,7,0,0,90.0,1.0,2006,N,10003-2102,10003.0,132981292200606,1329812922006,6,90.0,0.0,0.0,108 E 15TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,VINEYARD THEATRE AND WORKSHOP CENTER INC,1.0,198101.0,,NY,rtf06pc,4.0,4.0,4.0,4.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.0318103,36061.0,5602.0,5600.0,A65,A,672480,2,2007.0,80306.0,2,2007.0,610410.0,2,2007.0,1413447.0,8,2006.0,726780.0,2,2007.0,501400.0,2,2007.0,0.0,0,2006.0,0.0,2,2007.0,0.0,2,2007.0,1602268.0,2,2006.0,-73.9891,40.7316,PC,O,AR,A,IN,,0.0,6,2003.0,24399.0,6,2003.0,0.0,6,2003.0,33246.0,6,2003.0
30271,132983403,200727.0,29490174072007.0,A400,200612,2006,50022,21400,0,0,1838,0,0,0,90522,90522,161944,52483,388796,0,0,324868,401608,7740,12812,0,0,0,0,0,0,0,0,37793,0,50742,149,,124151,124151,0,0,0,0,0,88535,0,71668,0,0,0,0,0,0,0,317128,0,0,0,0,0,1838,0,0,0,0,0,185286,94840,132885,19957,0,0,432968,300083,3,9,0,0,30.0,1.0,2006,N,10128-5301,10128.0,132983403200612,1329834032006,12,30.0,123.0,59.0,315 E 91ST ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,11.0,10.0,0.0,ISABEL ONEIL FOUNDATION FOR THE ART OF THE PAINTED FINISH INC,1.0,197910.0,,NY,rtf06pc,2.0,2.0,2.0,1.0,,A40,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.933882,36061.0,5602.0,5600.0,A40,A,27910,8,2006.0,0.0,8,2006.0,205271.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,183525.0,8,2006.0,0.0,0,2006.0,0.0,8,2006.0,22112.0,8,2006.0,0.0,2,2006.0,-73.9507,40.7819,PC,O,AR,A,IN,,0.0,6,2003.0,288600.0,6,2003.0,0.0,6,2003.0,138.0,6,2003.0
30274,132983615,,29490203306116.0,,200506,2004,130444,12075,0,0,2577,0,0,0,44794,44794,187313,91234,185435,0,0,89856,185935,500,500,185435,0,0,0,0,0,0,0,0,42217,0,0,,187313,187313,0,0,0,0,0,0,0,96079,0,32566,0,0,0,0,0,89356,0,0,0,0,90,92,0,2395,0,0,0,106208,43370,190181,5205,0,0,344964,154783,3,7,0,89356,93.0,,2005,N,10025-0007,10025.0,132983615200506,1329836152005,6,93.0,0.0,0.0,PO BOX 373,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,NEW AMSTERDAM SINGERS INC,1.0,197908.0,,NY,core05pc,,,,,,A6B,,A,A,A,AR,AR,AR,OUT,I,PC,O,AR,A,0.851648,36061.0,5602.0,5600.0,A6B,A,130444,1,2007.0,0.0,1,2007.0,0.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,0,2005.0,0.0,1,2007.0,0.0,1,2007.0,0.0,2,2005.0,-73.9672,40.7894,PC,O,AR,A,OUT,I,154761.0,1,2007.0,0.0,1,2007.0,0.0,1,2007.0,,1,2007.0
30275,132983705,200726.0,29490167190247.0,,200606,2005,392343,269107,50000,50005,7121,117297,0,0,290275,240270,951725,722800,188654,90097,0,389371,418063,215081,229409,0,0,0,0,0,0,0,17520,154369,19982,34246,7037,,729831,729831,0,-5,0,0,0,188615,0,7031,7313,159708,24490,0,0,0,0,174310,0,0,0,0,974,6147,17520,0,0,0,0,1198640,939827,263711,24649,0,0,2444601,2180890,3,7,0,0,119.0,1.0,2006,N,10016-0112,10016.0,132983705200606,1329837052006,6,119.0,0.0,0.0,6 E 39TH ST STE 1200,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,NEW YORK WOMEN IN FILM & TELEVISION INC,1.0,198512.0,,NY,rtf06pc,2.0,3.0,3.0,3.0,,A0332,32,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.895078,36061.0,5602.0,5600.0,A0332,A,379886,2,2007.0,12457.0,2,2007.0,161251.0,2,2007.0,6739.0,8,2006.0,27403.0,2,2007.0,0.0,2,2007.0,0.0,0,2006.0,0.0,2,2007.0,0.0,2,2007.0,6241.0,2,2006.0,-73.9782,40.7445,PC,O,AR,A,IN,,0.0,6,2003.0,26080.0,6,2003.0,284956.0,6,2003.0,43353.0,6,2003.0
30288,132986881,200731.0,29490195364067.0,A510,200606,2005,12645424,226435,179212,0,529028,814289,225478,766770,2193432,1967954,15065291,5548743,46801120,430000,51426,39444314,51474039,1806479,3684043,0,0,0,0,0,0,0,0,127785,194124,0,114056,,14712028,14712028,56979,179212,0,0,0,127785,992248,9163285,0,1538116,142188,0,0,0,0,37637835,0,0,0,0,11124,517904,56979,0,0,0,0,27495601,1020234,2087794,837187,0,0,48272054,46184260,3,9,0,0,60.0,1.0,2006,N,10001-1210,10001.0,132986881200606,1329868812006,6,60.0,90.0,0.0,210 11TH AVENUE 2ND FLOOR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,NEW MUSEUM OF CONTEMPORARY ART,1.0,197911.0,,NY,rtf06pc,,,,5.0,,A51,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.980139,36061.0,5602.0,5600.0,A51,A,11651983,1,2006.0,51433.0,1,2006.0,35507887.0,3,2005.0,16270359.0,8,2006.0,9419237.0,2,2007.0,2652014.0,2,2007.0,0.0,0,2006.0,0.0,1,2006.0,941915.0,1,2006.0,0.0,8,2005.0,-73.9967,40.75,PC,O,AR,A,IN,,0.0,1,2006.0,122900.0,1,2006.0,21367116.0,1,2006.0,2057602.0,1,2006.0
30289,132986916,200714.0,29490076148127.0,A76Z,200606,2005,1108955,0,0,0,177425,36969,2040353,4409826,6638833,4598480,7747788,5219873,10559957,722133,0,11062924,11904015,1135011,1344058,0,0,0,0,0,0,0,0,0,0,0,11229,,5707435,5707435,0,0,0,0,0,0,6450179,487562,144482,755468,8377,0,0,0,0,9927913,0,0,0,0,40232,137193,0,0,0,0,0,4191997,0,24711150,600866,0,0,29582651,4871501,3,9,0,0,120.0,1.0,2006,Y,10022-1006,10022.0,132986916200606,1329869162006,6,120.0,119.0,0.0,14 E 60TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,LITERARY CLASSICS OF THE UNITED STATES INC,1.0,197907.0,,NY,rtf06pc,,5.0,5.0,5.0,,A33,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.8870819999999999,36061.0,5602.0,5600.0,A33,A,1108955,2,2007.0,0.0,2,2007.0,5908306.0,2,2007.0,101332.0,8,2006.0,517028.0,2,2007.0,4134534.0,2,2007.0,0.0,0,2006.0,0.0,2,2007.0,0.0,2,2007.0,94143.0,2,2006.0,-73.9679,40.7582,PC,O,AR,A,IN,,0.0,6,2003.0,75418.0,6,2003.0,4373857.0,6,2003.0,396211.0,6,2003.0
30294,132988037,200744.0,29490286130217.0,A31Z,200611,2005,56121,0,0,0,6901,82354,0,0,450984,450984,507105,204182,1770958,49992,0,1515851,1790144,10450,19186,0,0,0,0,0,0,0,0,37366,326668,80049,0,,469739,469739,0,0,0,0,0,117415,0,265557,0,54441,15393,0,0,0,0,1505401,0,0,0,0,5413,0,0,1488,0,0,0,803108,0,536038,1765,0,0,1340911,804873,3,7,0,0,122.0,1.0,2006,N,10022-4239,10022.0,132988037200611,1329880372006,11,122.0,0.0,0.0,1 E 53RD ST FL 5,3.0,0.0,NEW YORK,1.0,EDGAR B HOWARD,1.0,13.0,15.0,10.0,0.0,CHECKERBOARD FOUNDATION INC,1.0,197910.0,,NY,rtf06pc,4.0,2.0,3.0,2.0,,A31,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.63336,36061.0,5602.0,5600.0,A31,A,56121,4,2006.0,0.0,4,2006.0,1636654.0,4,2006.0,827.0,8,2006.0,134304.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,677.0,2,2006.0,-73.9679,40.7582,PC,O,AR,A,IN,,5742.0,6,2003.0,1628000.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
30296,132988157,200732.0,29490203000057.0,A250,200606,2005,456944,0,0,0,0,4401,0,0,182436,182436,639380,519837,722026,38605,0,641013,742678,38530,20652,0,0,0,0,0,0,0,0,0,174138,8298,0,,639380,639380,0,0,0,0,0,8298,0,119543,0,255060,39138,0,0,0,0,602483,0,0,0,0,0,0,0,0,0,0,0,1241706,235347,484766,0,0,0,1967227,1482461,3,7,0,0,119.0,1.0,2006,N,10467-5612,10467.0,132988157200606,1329881572006,6,119.0,349.0,0.0,3415 OLINVILLE AVE,3.0,0.0,BRONX,2.0,MADAHA KINSEY-LAMB,1.0,13.0,16.0,10.0,0.0,MIND BUILDERS CREATIVE ARTS CO,1.0,197907.0,,NY,rtf06pc,3.0,3.0,3.0,3.0,,A25,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.78149,36005.0,5602.0,5600.0,A25,A,87008,4,2006.0,369836.0,4,2006.0,722026.0,4,2006.0,697720.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,602255.0,2,2006.0,-73.8721,40.8778,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,54692.0,6,2003.0
30300,132989461,200703.0,29490350116146.0,A65C,200606,2005,25170,19849,0,0,0,5708,0,0,58946,58946,103965,86147,7214,0,0,6007,8746,386,1532,0,0,2,0,0,0,0,0,16225,23360,19013,348,,87740,87740,0,0,0,0,0,35238,0,1593,0,47682,4056,0,0,0,0,5621,0,0,0,0,0,0,0,0,0,0,0,126685,88662,107225,0,0,0,322572,215347,3,7,0,0,90.0,1.0,2006,N,10002-3387,10002.0,132989461200606,1329894612006,6,90.0,0.0,0.0,107 SUFFOLK ST APT 302,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,HISPANIC ORGANIZATION OF LATIN ACTORS,1.0,198111.0,,NY,rtf06pc,1.0,1.0,2.0,1.0,,A0365,65,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.779859,36061.0,5602.0,5600.0,A0365,A,903,4,2006.0,24167.0,4,2006.0,0.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9866,40.7153,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,8746.0,6,2003.0
30308,132990477,200721.0,93490135000367.0,A116,200606,2005,1188040,0,0,0,8031,247295,0,0,757964,757964,1946004,2450335,1031971,329000,0,1125882,1268573,210101,236602,0,0,0,0,0,0,0,0,22034,721054,0,6845,,1923970,1923970,0,0,0,0,0,22034,0,-526365,642555,670541,66589,0,0,0,0,915781,0,0,0,0,0,8031,0,0,0,0,0,5458260,0,3808430,21422,0,0,9361667,5553237,3,7,0,0,90.0,1.0,2006,N,10027-6436,10027.0,132990477200606,1329904772006,6,90.0,0.0,0.0,27 W 120TH ST APT 1,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,FOUNDATION FOR DANCE PROMOTION INC,1.0,197908.0,,NY,rtf06pc,4.0,4.0,4.0,4.0,,A116,6,A,A,A,AR,AR,AR,IN,,PC,S,ZA,A,0.313713,36061.0,5602.0,5600.0,A1160,A,1021141,2,2007.0,166810.0,2,2007.0,320704.0,2,2007.0,125763.0,8,2006.0,858159.0,5,2006.0,0.0,2,2007.0,0.0,0,2006.0,0.0,2,2007.0,0.0,2,2007.0,111567.0,2,2006.0,-73.9538,40.8113,PC,S,ZA,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,211174.0,6,2003.0
30309,132990480,200708.0,29409027082407.0,,200608,2005,20400,0,0,0,8,0,0,0,31358,31358,51758,52807,-18943,0,0,425,13,819,18956,0,0,0,0,0,0,0,0,0,13850,0,17500,,51758,51758,0,0,0,0,0,0,0,-1049,-17500,0,0,0,0,0,0,-393,0,0,0,0,0,0,0,8,0,0,0,112302,0,63037,102,0,0,175441,112404,3,7,0,0,994.0,1.0,2006,N,10014-4442,10014.0,132990480200608,1329904802006,8,994.0,123.0,40.0,11 CARMINE ST,3.0,0.0,NEW YORK,1.0,JOHN RAO,1.0,13.0,15.0,10.0,0.0,R F LECTURE SERIES INC,1.0,197909.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A20,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.903632,36061.0,5602.0,5600.0,A20,A,20400,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,2,2007.0,0.0,4,2007.0,-74.0071,40.733000000000004,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,13.0,6,2003.0
30314,132991719,,29490343149166.0,,200512,2005,578073,0,137026,137293,1780,71992,34645,3539,347530,175592,925603,759692,120027,0,0,182338,184781,56284,64754,0,0,0,0,0,0,0,0,0,170501,0,39,,753665,753665,0,-267,0,0,0,0,38184,-6027,0,273448,0,0,0,0,5467,126054,0,0,0,0,1780,0,0,0,0,0,0,748133,0,278607,712,0,0,1030038,751431,3,9,0,0,119.0,,2005,N,10012-5245,10012.0,132991719200512,1329917192005,12,119.0,0.0,0.0,584 BROADWAY RM 408,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,ANNE FRANK CENTER USA,1.0,198408.0,,NY,core05pc,,,,,,A1933,33,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.46602899999999997,36061.0,5602.0,5600.0,A1933,A,567844,2,2006.0,0.0,2,2006.0,67870.0,2,2006.0,96188.0,8,2005.0,52157.0,2,2006.0,0.0,2,2006.0,0.0,0,2005.0,0.0,2,2006.0,10229.0,2,2006.0,94871.0,2,2005.0,-73.9979,40.7253,PC,O,AR,A,IN,,0.0,6,2003.0,20215.0,6,2003.0,0.0,6,2003.0,31882.0,6,2003.0
30320,132994577,200704.0,29490006351157.0,A690,200608,2005,187948,0,0,0,20376,3457,0,0,114203,114203,302151,275699,517981,0,0,504168,530856,13500,12875,0,0,0,0,0,0,0,0,0,93827,0,0,,302151,302151,0,0,0,0,0,0,0,26452,861,0,0,0,0,0,0,490668,0,0,0,0,0,20376,0,0,0,0,0,655364,0,329253,35044,0,0,1019661,690408,3,9,0,0,90.0,1.0,2006,N,10023-5808,10023.0,132994577200608,1329945772006,8,90.0,0.0,0.0,155 W 68TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,JUPITER SYMPHONY OF NEW YORK INC,1.0,197909.0,,NY,rtf06pc,3.0,2.0,2.0,2.0,,A69,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.722772,36061.0,5602.0,5600.0,A69,A,177445,4,2006.0,10503.0,4,2006.0,517981.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9841,40.7761,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,322087.0,6,2003.0,0.0,6,2003.0
