,EIN,styear,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
64529,133038262,1994,1720630,0,87910,85758,104566,107383,0,50408,1872270,1786510,3592900,3348890,4170300,141146,17637,5825590,5294790,1813540,1124490,0,0,0,0,0,0,0,0,0,0,0,0,0,1622750,0,6636,,3507140,A65Z,,JOYCE THEATER FOUNDATION INC,,175 EIGHTH AVE,NEW YORK,NY,10011-1601,0.0,3.0,3.0,1000.0,198009.0,1.0,,1.0,13.0,0.0,10.0,8.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.9797290000000001,10011.0,10011.0,5600.0,36061.0,,AR,1995,A62,199508,NY,10011.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
64541,133530544,1994,162659,249,0,0,0,415,0,0,101681,101681,264589,262421,20128,0,0,24476,37149,6516,17021,0,0,0,0,0,0,0,0,0,0,0,0,0,88152,0,13529,,264589,A61Z,,LOTUS FINE ARTS PRODUCTIONS INC,,109 W 27TH ST,NEW YORK,NY,10001-6208,0.0,3.0,3.0,1000.0,198908.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A61,A,A61Z,A61,0.0666111,10001.0,10001.0,5600.0,36061.0,,AR,1995,A60,199506,NY,10001.0,NEW YORK,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
64542,132879766,1994,173810,18745,164,0,5919,26257,0,0,24513,24513,217068,292076,245158,35000,0,519479,491442,291016,246284,0,0,0,0,0,0,0,0,0,0,0,0,0,6209,3835,4127,,217068,P82Z,,FRANKLIN FURNANCE ARCHIVE INC,HECHT AND CO PC,112 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3.0,3.0,2000.0,197701.0,1.0,,1.0,13.0,0.0,10.0,7.0,,62.0,90.0,0.0,B9710,,,IN,O,HS,P,PC,2.0,2.0,2.0,2.0,1,1.0,0,0.0,0,36061,5602.0,15.0,P,P82,P,P82Z,P82,0.535922,10013.0,10013.0,5600.0,36061.0,,HU,1995,P82,199507,NY,10013.0,NEW YORK,A50,,,,P,HU,HU,PC,O,HS,P,IN,,A50,A
64554,131374605,1994,679520,0,0,0,10446,94130,0,0,10446,10446,689966,745468,387302,0,0,445213,390013,2409,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,689966,A65J,,THEATRE AUTHORITY INC,,16 E 42ND ST,NEW YORK,NY,10017-6907,0.0,3.0,3.0,1000.0,194209.0,1.0,,1.0,13.0,0.0,10.0,8.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A65,A,A65J,A65,0.776564,10017.0,10017.0,5600.0,36061.0,,AR,1995,A65,199508,NY,10017.0,NEW YORK,A12,65,,,A,AR,AR,PC,S,ZB,,IN,,A1265,A
64558,237179839,1995,57868,0,0,0,0,0,0,0,37133,37133,95001,95504,-404,0,0,26052,6046,25953,6444,0,0,0,0,0,0,0,0,0,0,0,0,0,35428,0,1705,,95001,A62Z,,ROD RODGERS DANCE COMPANY INC,% JERALD ORDOVER,62 E 4TH ST,NEW YORK,NY,10003-8903,0.0,3.0,3.0,2000.0,197210.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,602.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,0.0,1,6.0,0,36061,5602.0,15.0,A,A62,A,A62Z,A62,0.6078819999999999,10003.0,10003.0,5600.0,36061.0,,AR,1996,A62,199606,NY,10003.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
64559,237171145,1994,59231,2950,0,0,0,0,0,0,0,0,62181,55940,-5468,0,0,10021,11037,21730,16505,-5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62181,Z99Z,,CLASSICAL AMERICA INC,,227 E 50TH ST,NEW YORK,NY,10022-7722,0.0,3.0,3.0,1200.0,197207.0,1.0,,1.0,13.0,0.0,10.0,12.0,,994.0,119.0,59.0,B9710,,,IN,O,UN,Z,PC,1.0,1.0,1.0,1.0,1,0.0,1,6.0,1,36061,5602.0,15.0,Z,Z99,Z,Z99Z,Z99,0.165496,10022.0,10022.0,5600.0,36061.0,,UN,1994,A70,199412,NY,10022.0,NEW YORK,A70,,,,Z,UN,OT,PC,O,UN,Z,IN,,A70,A
64560,116314859,1994,56000,0,0,0,0,0,0,0,15750,15750,71750,80524,296577,0,0,306934,296577,0,0,296577,0,0,0,0,0,0,0,0,0,0,1583,0,0,0,0,,70167,A99Z,,NATIONAL HERITAGE SOCIETY,% MAX WASSER,132 NASSAU ST,NEW YORK,NY,10038-2400,0.0,3.0,3.0,1000.0,198908.0,1.0,,1.0,13.0,0.0,10.0,6.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,4.0,1,36061,5602.0,15.0,A,A99,A,A99Z,A99,0.003834,10038.0,10038.0,5600.0,36061.0,,AR,1995,A99,199506,NY,10038.0,NEW YORK,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
64563,112829403,1995,56000,0,0,0,0,0,0,0,163738,163738,219738,24478,96071,0,0,69423,96071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168612,0,-4874,0,,51126,T70Z,,MOTION PICTURE BOOKERS CLUB FOUNDATION,,1325 AVE OF AMERICAS 29 F,NEW YORK,NY,10019-6026,0.0,3.0,3.0,1000.0,198702.0,1.0,,1.0,13.0,0.0,10.0,12.0,,0.0,0.0,0.0,B9710,,,IN,S,ZE,T,PC,1.0,2.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,T,T70,T,T70Z,T70,0.441493,10019.0,10019.0,5600.0,36061.0,,PU,1995,T70,199512,NY,10019.0,NEW YORK,A31,,,,T,PU,OT,PC,S,ZE,,IN,,A31,A
64564,131628185,1995,57172,89250,371770,315011,62843,0,0,0,498618,183607,645040,236617,1776960,0,0,1694300,1782930,7433,5973,1776960,0,0,0,0,0,0,0,0,0,0,0,3322,16866,-427,44244,,326707,A82Z,,NATIONAL SOCIETY OF COLONIAL DAMES IN THE STATE OF NEW YORK,,215 E 71ST ST,NEW YORK,NY,10021-4501,0.0,3.0,3.0,1000.0,194104.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,62.0,61.0,B9710,,,IN,O,AR,A,PC,4.0,3.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A82,A,A82Z,A82,0.40174099999999996,10021.0,10021.0,5600.0,36061.0,,AR,1995,A80,199512,NY,10021.0,NEW YORK,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
64569,237296167,1994,542554,0,0,0,18482,77163,0,0,777014,777014,1319570,1292530,1354610,0,0,1838000,1858130,510430,503527,0,0,0,0,0,0,0,0,0,0,0,0,0,758532,0,0,,1319570,Z99Z,,TOWN HALL FOUNDATION INC,,123 W 43RD ST,NEW YORK,NY,10036-6514,0.0,3.0,3.0,2300.0,197306.0,1.0,,1.0,13.0,0.0,10.0,8.0,,602.0,0.0,0.0,B9710,,,IN,O,UN,Z,PC,4.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,17.0,Z,Z99,Z,Z99Z,Z99,0.351931,10036.0,10036.0,5600.0,36061.0,,UN,1995,Z99,199508,NY,10036.0,NEW YORK,T20,,,,Z,UN,OT,PC,O,UN,Z,IN,,A12,A
64574,132735153,1995,374229,0,0,0,85,0,0,0,10692,10692,384921,394194,16257,1998,0,183990,162225,242918,145968,0,0,0,0,0,0,0,0,0,0,0,0,0,6154,2662,1791,,384921,A25Z,,CHILDRENS ART CARNIVAL,,62 HAMILTON TERRACE,NEW YORK,NY,10031-6403,0.0,3.0,3.0,2000.0,197309.0,1.0,,1.0,13.0,0.0,10.0,6.0,,30.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,0,1.0,0,36061,5602.0,15.0,A,A25,A,A25Z,A25,0.47490600000000005,10031.0,10031.0,5600.0,36061.0,,AR,1996,A25,199606,NY,10031.0,NEW YORK,A25,,,,A,AR,AR,PC,O,AR,A,IN,,A25,A
64575,132894709,1994,384832,0,0,0,1638,16954,0,0,90732,90732,475564,473859,-71107,36576,0,377853,454845,450665,525952,0,0,0,0,0,0,0,0,0,0,0,0,0,86012,0,3082,,475564,A65Z,,PAN ASIAN REPERTORY THEATRE INC,,47 GREAT JONES ST,NEW YORK,NY,10012-1114,0.0,3.0,3.0,2000.0,197711.0,1.0,,1.0,13.0,0.0,10.0,8.0,,90.0,88.0,149.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.504438,10012.0,10012.0,5600.0,36061.0,,AR,1995,A65,199508,NY,10012.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64576,43153122,1994,375420,0,0,0,0,0,0,0,0,0,375420,375420,-7382,63600,0,62283,301142,69665,308524,-7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375420,A30Z,,SOCIAL MEDIA PRODUCTIONS INC,% CASON & COMPANY,325 RIVERSIDE DRIVE 52,NEW YORK,NY,10025-4156,0.0,3.0,3.0,1000.0,199402.0,1.0,,1.0,4.0,0.0,10.0,3.0,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A30,A,A30Z,A30,0.0974732,10025.0,10025.0,5600.0,36061.0,,AR,1995,A30,199503,NY,10025.0,NEW YORK,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
64580,237412428,1994,2718380,471808,0,0,80621,799612,617361,342360,3146480,2529120,6336670,5553390,2302070,283405,0,5282240,4482340,3000290,2180270,0,0,0,0,0,0,0,0,0,0,0,0,145809,1953170,0,7158,,5573500,A51Z,A42Z,INTERNATIONAL CENTER OF PHOTOGRAPHY,,1130 FIFTH AVE,NEW YORK,NY,10128-0121,0.0,3.0,3.0,2000.0,197411.0,1.0,,1.0,13.0,0.0,10.0,6.0,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,5.0,5.0,5.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A51,A,A51Z,A51,0.101668,10128.0,10128.0,5600.0,36061.0,,AR,1995,A51,199506,NY,10128.0,NEW YORK,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
64581,132665475,1994,1894240,0,0,0,41628,215876,0,0,1270060,1270060,3164300,3051340,1755040,160408,0,2324240,2161750,630136,406717,0,0,0,0,0,0,0,0,0,0,0,0,52025,1150780,0,21185,,3112280,A62Z,,PAUL TAYLOR DANCE FOUNDATION INC,,552 BROADWAY 2ND FLR,NEW YORK,NY,10012-3947,0.0,3.0,3.0,1000.0,198309.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A62,A,A62Z,A62,0.60723,10012.0,10012.0,5600.0,36061.0,,AR,1995,A62,199506,NY,10012.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
64584,237086643,1994,2708070,0,0,0,207223,882512,0,0,9075180,9075180,11783200,11118200,2452100,0,0,5972740,6745080,3687470,4292980,0,0,0,0,0,0,0,0,0,0,0,0,498269,7765260,484896,119530,,11285000,A65Z,,MANHATTAN THEATER CLUB INC,,453 W 16TH ST,NEW YORK,NY,10011-5835,0.0,3.0,3.0,2100.0,197012.0,1.0,,1.0,13.0,0.0,10.0,6.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,6.0,6.0,6.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A65,A,A65Z,A65,0.9767399999999999,10011.0,10011.0,5600.0,36061.0,,AR,1995,A65,199506,NY,10011.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64599,237348782,1994,693040,0,0,0,7413,0,0,0,145918,145918,838958,760772,179414,120703,0,360327,389196,195498,209782,0,0,0,0,0,0,0,0,0,0,0,0,63601,681,74223,0,,775357,A26Z,,LOWER MANHATTAN CULTURAL COUNCIL INC,,5 WORLD TRADE CENTER STE,NEW YORK,NY,10048-0205,0.0,3.0,3.0,2000.0,197402.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A26,A,A26Z,A26,0.235632,10048.0,10048.0,5600.0,36061.0,,AR,1995,A26,199506,NY,10048.0,NEW YORK,A26,,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
64604,237212492,1994,766014,0,0,0,0,23257,0,0,182075,182075,948089,765492,-123735,88000,0,654850,444165,961182,567900,0,0,0,0,0,0,0,0,0,0,0,0,0,179251,0,2824,,948089,A65Z,A23Z,INTERNATIONAL ARTS RELATIONS INC,,PO BOX 788 TIMES SQ STA,NEW YORK,NY,10108-0788,0.0,3.0,3.0,2000.0,197208.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A65,A,A65Z,A65,0.670293,10108.0,10108.0,5600.0,36061.0,,AR,1994,A23,199412,NY,10108.0,NEW YORK,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
64609,237037147,1994,348653,565248,24006,0,104330,216291,0,0,1043900,1043900,1957800,1956040,2395970,45000,0,2586640,2622350,197742,226385,0,0,0,0,0,0,0,0,0,0,0,0,0,613834,203843,97554,,1957800,A74Z,,ENGLISH SPEAKING UNION OF THE UNITED STATES GROUP RETURN,JAMES LLOYD,16 E 69TH ST,NEW YORK,NY,10021-4906,1899.0,3.0,9.0,2000.0,196710.0,1.0,,1.0,13.0,0.0,30.0,6.0,GROUP RETURN,59.0,40.0,349.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A74,A,A74Z,A74,0.423523,10021.0,10021.0,5600.0,36061.0,,AR,1995,A74,199506,NY,10021.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
64632,132871700,1995,168357,51133,0,0,0,0,0,0,19011,19011,238501,209147,-9297,0,0,28754,12238,67405,21536,0,0,0,0,0,0,0,0,0,0,0,0,0,13098,0,5913,,238501,A61Z,,ALTERNATIVE CENTER FOR INTERNATIONAL ARTS INC,,594 BROADWAY 402,NEW YORK,NY,10012-3234,0.0,3.0,3.0,2000.0,197702.0,1.0,,1.0,13.0,0.0,10.0,4.0,,90.0,91.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A61,A,A61Z,A61,0.7063520000000001,10012.0,10012.0,5600.0,36061.0,,AR,1996,A50,199604,NY,10012.0,NEW YORK,A50,,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
64640,133191398,1995,349395,0,0,0,1239,0,0,0,1239,1239,350634,194365,274004,19000,0,117735,274004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,350634,P84Z,B00K,ITALIAN AMERICAN COMMITTEE ON EDUCATION INC,,22 E 38TH ST 3RD FLR,NEW YORK,NY,10016-2502,0.0,3.0,3.0,1000.0,198509.0,1.0,,1.0,13.0,0.0,10.0,12.0,,59.0,37.0,30.0,B9710,,,IN,O,HS,P,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,11.0,P,P84,P,P84Z,P84,0.622,10016.0,10016.0,5600.0,36061.0,,HU,1995,A70,199512,NY,10016.0,NEW YORK,A70,,,,P,HU,HU,PC,O,HS,P,IN,,A70,A
64645,132869113,1994,365903,0,0,0,36,44704,0,0,225639,225639,591542,542388,-44006,0,0,29758,32087,116461,76093,0,0,0,0,0,0,0,0,0,0,0,0,6457,214630,4516,0,,585085,A99Z,,HOUSE FOUNDATION FOR THE ARTS,,131 VARICK ST,NEW YORK,NY,10013-1410,0.0,3.0,3.0,1200.0,197205.0,1.0,,1.0,13.0,0.0,10.0,6.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,3.0,3.0,1,0.0,1,6.0,1,36061,5602.0,16.0,A,A99,A,A99Z,A99,0.89986,10013.0,10013.0,5600.0,36061.0,,AR,1995,A02,199506,NY,10013.0,NEW YORK,A02,,,,A,AR,AR,PC,O,AR,A,IN,,A02,A
64648,132794121,1995,162076,0,0,0,20,22919,0,0,105998,105998,268074,267756,-91098,48100,0,14593,4243,106009,95341,0,0,0,0,0,0,0,0,0,0,0,0,0,105978,0,0,,268074,A33Z,,LILITH PUBLICATIONS INC,,250 W 57TH ST SUITE 2432,NEW YORK,NY,10107-0172,0.0,3.0,3.0,7200.0,197504.0,1.0,,1.0,13.0,0.0,10.0,12.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,16.0,A,A33,A,A33Z,A33,0.498116,10107.0,10107.0,5600.0,36061.0,,AR,1995,A33,199512,NY,10107.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
64649,133261663,1995,177468,0,0,0,2836,0,0,0,84354,84354,261822,233127,135056,0,0,200109,145252,91355,10196,0,0,0,0,0,0,0,0,0,0,0,0,2393,62802,16323,0,,259429,A72Z,A30Z,AMERICAN SOCIAL HISTORY PRODUCTIONS INCORPORATED,,99 HUDSON ST 3RD FLR,NEW YORK,NY,10013-2815,0.0,3.0,3.0,1200.0,198609.0,1.0,,1.0,13.0,0.0,10.0,12.0,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A72,A,A72Z,A72,0.728399,10013.0,10013.0,5600.0,36061.0,,AR,1995,A72,199512,NY,10013.0,NEW YORK,A70,,,,A,AR,AR,PC,O,AR,A,IN,,A70,A
64650,132947412,1994,171891,0,0,0,17,12812,0,0,60353,60353,232244,253590,-47572,38333,0,151389,148082,177619,195654,0,0,0,0,0,0,0,0,0,0,0,0,0,60336,0,0,,232244,A51Z,,PRINTED MATTER INC,,77 WOOSTER ST,NEW YORK,NY,10012-4304,0.0,3.0,3.0,2100.0,197906.0,1.0,,1.0,13.0,0.0,10.0,6.0,,91.0,92.0,93.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36061,5602.0,15.0,A,A51,A,A51Z,A51,0.147649,10012.0,10012.0,5600.0,36061.0,,AR,1995,A33,199506,NY,10012.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
64653,237396618,1995,162047,0,0,0,0,51102,0,0,0,0,162047,301663,-142077,26322,0,106932,57326,212082,199403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,162047,A34Z,G41Z,IN TOUCH NETWORKS INC,,15 W 65TH ST,NEW YORK,NY,10023-6601,0.0,3.0,3.0,1200.0,197409.0,1.0,,1.0,13.0,0.0,10.0,12.0,,121.0,160.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,0.0,0,1.0,0,36061,5602.0,15.0,A,A34,A,A34Z,A34,0.952319,10023.0,10023.0,5600.0,36061.0,,AR,1995,A34,199512,NY,10023.0,NEW YORK,A34,,,,A,AR,AR,PC,O,AR,A,IN,,A34,A
64657,132988037,1994,164319,0,0,0,1656,603,0,0,41092,41092,205411,72329,754168,0,0,684987,754349,13464,181,754168,0,0,0,0,0,0,0,0,0,0,0,50437,14436,-25437,0,,154974,A31Z,,CHECKERBOARD FOUNDATION INC,% EDGAR B HOWARD,131 VARICK ST 907,NEW YORK,NY,10013-1410,0.0,3.0,3.0,1000.0,197910.0,1.0,,1.0,13.0,0.0,10.0,11.0,,122.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,1.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A31,A,A31Z,A31,0.645054,10013.0,10013.0,5600.0,36061.0,,AR,1995,A31,199511,NY,10013.0,NEW YORK,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
64659,132800646,1995,172190,0,63750,57875,104910,0,0,0,188668,130793,360858,169098,795552,55262,0,771150,903554,116807,108002,719763,0,0,0,0,0,0,0,0,0,0,0,1087,18186,735,0,,301896,A82Z,,MORRIS JUMEL MANSION INC,,65 JUMEL TER,NEW YORK,NY,10032-5360,0.0,3.0,3.0,2000.0,197309.0,1.0,,1.0,13.0,0.0,10.0,5.0,NEW YORK FOUNDED BY DAUGHTERS,64.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,2.0,2.0,1,1.0,0,1.0,0,36061,5602.0,16.0,A,A82,A,A82Z,A82,0.206387,10032.0,10032.0,5600.0,36061.0,,AR,1996,A82,199605,NY,10032.0,NEW YORK,A54,,,,A,AR,AR,PC,O,AR,A,IN,,A54,A
64663,133543235,1994,23880,0,0,0,2097,0,0,0,93675,93675,117555,133788,64605,0,0,80838,64605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91578,0,0,,117555,A33Z,,CENTER FOR THE ADVANCEMENT OF GROUP STUDIES INC,% J ROSENBAND CPA,370 LEXINGTON AVE 905,NEW YORK,NY,10017-6503,0.0,3.0,3.0,2000.0,199008.0,1.0,,1.0,13.0,0.0,10.0,6.0,,120.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,16.0,A,A33,A,A33Z,A33,0.34386500000000003,10017.0,10017.0,5600.0,36061.0,,AR,1995,A33,199506,NY,10017.0,NEW YORK,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
64666,133723545,1995,23857,0,0,0,0,0,0,0,1521,1521,25378,33194,-4821,0,0,2995,0,0,4821,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,0,0,,25378,A62Z,,DANCE AS EVER INC,% LEIGH A WITCHEL,36 WEST 44TH ST 1000,NEW YORK,NY,10036-8102,0.0,3.0,3.0,1000.0,199404.0,1.0,,1.0,13.0,199712.0,20.0,12.0,,994.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,0.0,1.0,1.0,1.0,0,0.0,1,6.0,0,36061,5602.0,15.0,A,A62,A,A62Z,A62,0.5401090000000001,10036.0,10036.0,5600.0,36061.0,,AR,1995,A62,199512,NY,10036.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
64667,133676455,1995,23912,0,0,0,0,0,0,0,42201,42201,66113,49872,21529,0,0,5288,21529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42201,0,0,,66113,A67Z,,ADOBE THEATRE COMPANY INC,% JEREMY DOBRISH,21 E 22ND ST 2F,NEW YORK,NY,10010-5333,0.0,3.0,3.0,2000.0,199401.0,1.0,,1.0,13.0,199706.0,10.0,6.0,,994.0,88.0,91.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A67,A,A67Z,A67,0.228454,10010.0,10010.0,5600.0,36061.0,,AR,1996,A65,199606,NY,10010.0,NEW YORK,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
64668,132917939,1995,22854,6740,0,0,5693,0,0,0,18981,18981,48575,37130,77221,0,0,69284,77221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6411,0,6800,0,,42164,A80Z,,METROPOLITAN HISTORIC STRUCTURES ASSOCIATION INC,NEIGHBORHOOD PRESERVATION CENTER,ONE WORLD TRADE CENTER RM 2611,NEW YORK,NY,10048-0000,0.0,3.0,3.0,2.0,197712.0,1.0,,1.0,1.0,0.0,10.0,1.0,,994.0,123.0,603.0,ALM97,1992.0,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,0,0.0,0,36061,5602.0,15.0,A,A80,A,A80Z,A80,0.521944,10048.0,10048.0,5600.0,36061.0,,AR,1996,A80,199601,NY,10048.0,NEW YORK,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
64669,133311277,1994,23855,0,0,0,0,2004,0,0,151977,151977,175832,110240,100990,16295,863,37278,101711,1880,721,100990,0,0,0,0,0,0,0,0,0,0,0,0,148531,0,3446,,175832,A6AZ,,LA GRAN SCENA OPERA CO DI NEW YORK INC,,211 E 11TH ST,NEW YORK,NY,10003-7321,0.0,3.0,3.0,1000.0,198602.0,1.0,,1.0,13.0,0.0,10.0,6.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A6A,A,A6AZ,A6A,0.924357,10003.0,10003.0,5600.0,36061.0,,AR,1995,A6A,199506,NY,10003.0,NEW YORK,A6A,,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
64670,136161363,1994,23910,12500,0,0,0,0,0,0,34000,34000,70410,70410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,0,,70410,A6AZ,,YEH YU CHINESE OPERA ASSOCIATION INC,,39 BOWERY BOX 1909,NEW YORK,NY,10002-6700,0.0,3.0,3.0,2000.0,199209.0,1.0,,5.0,13.0,0.0,10.0,6.0,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,0.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36061,5602.0,15.0,A,A6A,A,A6AZ,A6A,0.055951999999999995,10002.0,10002.0,5600.0,36061.0,,AR,1995,A24,199506,NY,10002.0,NEW YORK,A24,,,,A,AR,AR,PC,O,AR,A,IN,,A24,A
