,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,fipsold,v_errorCd,NTmaj12,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,GovGtEstimate,GovGtCode,GovGtYr
18119,132923721,1997,0,0,0,0,2540,0,0,0,30749,30749,30749,17859,300695,0,0,289025,301987,1220,1292,-552133,0,0,0,0,0,0,0,0,0,0,0,0,28209,0,0,,30749,A70,,ARCHITECTURAL HISTORY FOUNDATION INC,PAUL SCHERER & CO,330 MADISON AVE 15TH FL,NEW YORK,NY,10017-5001,0.0,3,3.0,2300.0,197803.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,120.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A70,,1997,0,0,34701,105,272876,0,0,49383,0,8975,0,0,0,0,287805,12890,0,A70,,0,322259,0,0,0,0,-565023,0,0,0,0,2540,0,0,0,30749,10017.0,0,0,1,1,1,1,,7.0,70,A,Z,1,1,1,,5600.0,A41Z,9,0.46898900000000004,10017.0,3606.0,,AR,A70,NY,10017.0,NEW YORK,A80,,A,AR,AR,PC,O,AR,A,IN,,A80,A,,,
18124,132925233,1996,143117,0,0,0,9813,0,0,0,1024550,1024550,1167670,1064360,564427,160000,0,661852,716901,200729,152474,0,0,0,0,0,0,0,0,0,0,0,0,0,1014740,0,0,,1167670,A99,,LEARNING THROUGH AN EXPANDED ARTS PROGRAM INC,,580 W END AVE,NEW YORK,NY,10024-1723,0.0,3,3.0,1000.0,197802.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1997,0,0,416392,0,3966720,0,0,430747,0,14355,0,0,0,0,461123,103304,0,A99,,0,4397460,0,21253,16549,0,0,0,0,0,0,9813,0,0,0,1167670,10024.0,0,0,1,1,1,1,,9.0,99,A,Z,1,1,1,,5600.0,,9,0.17475,10024.0,3606.0,,AR,B90,NY,10024.0,NEW YORK,B90,,A,AR,AR,PC,O,AR,A,IN,,B90,B,0.0,3b,1998.0
18126,132925815,1996,51842,0,0,0,83,0,0,0,3805,3805,55647,60497,5264,22077,0,30112,15118,19998,9854,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,0,2292,,55647,A60,A65Z,FRANK SILVERA WRITERS WORKSHOP FOUNDATION INC,,PO BOX 1791 MANHATTANVILL,NEW YORK,NY,10027-1791,0.0,3,3.0,3000.0,197601.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,92.0,123.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A60,,1997,0,0,207221,0,22636,0,0,216371,0,792,0,0,0,0,10114,-4850,0,A60,,0,239007,0,6960,1689,0,0,0,0,0,0,83,0,0,0,55647,10027.0,0,0,1,1,9,1,,6.0,60,A,Z,1,1,1,,5600.0,,7,0.152962,10027.0,3606.0,,AR,A03,NY,10027.0,NEW YORK,A03,65,A,AR,AR,PC,O,AR,A,IN,,A0365,A,43270.0,3b,1998.0
18130,132926488,1996,37390,0,0,0,1077,0,0,0,19523,14698,56913,46467,38036,0,0,35277,39746,2792,1710,0,0,0,0,0,0,0,0,0,0,0,0,70,11129,3051,0,,52018,A65,A65P,TALKING BAND INC,,PO BOX 293 PRINCE ST STA,NEW YORK,NY,10012-0005,0.0,3,3.0,2300.0,197801.0,1.0,,1.0,13.0,198206.0,199706,10.0,6,,995.0,90.0,123.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1997,0,0,138963,0,64183,0,0,140652,0,586,0,0,0,0,32485,5551,0,A65,,0,204835,1077,0,0,0,0,4825,4196,-629,0,0,0,3121,0,52018,10012.0,0,0,1,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,A6FZ,7,0.960491,10012.0,3606.0,,AR,A65,NY,10012.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,26506.0,4,2006.0
18137,132928469,1997,869941,0,35340,127401,2019,0,0,0,48394,-79007,918335,695060,225623,0,0,130417,226441,668,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,790934,A11,,AMERICAN FRIENDS OF BETH HATEFUTSOTH,% SHIBOLETH ROBERTS & ZELLERMAYER,110 E 59TH ST,NEW YORK,NY,10022-1304,0.0,3,3.0,1200.0,197806.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,602.0,0.0,0.0,B9710,,,IN,S,ZA,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A11,,1997,0,0,2095260,0,0,0,0,2102380,0,7117,0,0,0,0,129749,95874,10035,A11,,0,2102380,0,33020,2999,10035,0,0,0,0,-92061,2019,0,0,0,790934,10022.0,0,0,1,1,1,1,,1.0,11,A,I,1,9,1,5,5600.0,A53I,7,0.186118,10022.0,3606.0,,AR,A11,NY,10022.0,NEW YORK,A11,50,A,AR,AR,PC,S,ZA,,IN,,A1150,A,0.0,3b,1998.0
18138,132928554,1996,84070,0,0,0,4864,0,0,0,204433,204433,288503,310103,161059,48105,0,185449,161659,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,199569,0,0,,288503,A23,A24Z,NEW YORK CHINESE CULTURAL CENTER INC,,390 BROADWAY,NEW YORK,NY,10013-3512,0.0,3,3.0,1200.0,197812.0,1.0,,1.0,13.0,0.0,199612,10.0,12,,90.0,149.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A23,,1996,0,0,345419,0,394482,0,0,358544,0,10625,0,0,0,0,184849,-21600,0,A23,,-2190,753026,0,32795,6189,0,0,0,0,0,0,1078,3786,0,0,288503,10013.0,0,0,9,2,9,1,,2.0,23,A,Z,1,1,1,,5600.0,,9,0.277309,10013.0,3606.0,,AR,A23,NY,10013.0,NEW YORK,A23,,A,AR,AR,PC,O,AR,A,IN,,A23,A,36732.0,4,2006.0
18140,132928942,1996,2197680,0,-8378,0,200851,0,0,0,192928,192928,2390610,2468630,1574570,113755,0,3922690,3521440,2285410,1946870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,,2390610,A60,,MEET THE COMPOSER INC,,2112 BROADWAY,NEW YORK,NY,10023-2142,0.0,3,3.0,1000.0,197807.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,602.0,603.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A60,,1997,0,0,7220380,0,0,0,0,8366060,0,1135170,0,0,0,0,1637270,-78018,0,A60,,15313,8366060,0,337102,77989,0,0,0,0,0,-8378,200851,0,0,0,2390610,10023.0,0,0,1,1,9,1,,6.0,60,A,Z,1,1,1,,5600.0,A6DZ,7,0.30902399999999997,10023.0,3606.0,,AR,A68,NY,10023.0,NEW YORK,A68,,A,AR,AR,PC,O,AR,A,IN,,A68,A,366404.0,3b,1998.0
18144,132931112,1996,54762,0,0,0,1448,27228,0,0,164350,164350,219112,209967,58832,0,0,85479,109254,35792,50422,0,0,0,0,0,0,0,0,0,0,0,0,0,156227,6264,411,,219112,A70,,WRITERS ROOM INC,,10 ASTOR PL STE 6TH FL,NEW YORK,NY,10003-6935,0.0,3,3.0,1000.0,199110.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,92.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A70,,1997,0,0,212910,0,470288,0,0,224490,0,4111,0,0,0,0,49687,9145,0,A70,,0,694778,0,88994,6808,0,0,0,0,0,0,1448,0,6264,0,219112,10003.0,0,0,1,1,1,1,,7.0,70,A,Z,1,1,1,,5600.0,A90Z,9,0.35676399999999997,10003.0,3606.0,,AR,A70,NY,10003.0,NEW YORK,A70,,A,AR,AR,PC,O,AR,A,IN,,A70,A,13125.0,3b,1998.0
18148,132932524,1996,47650,5482,0,0,160,0,0,0,343580,343580,396712,366401,-10330,37320,0,57161,119359,73443,129689,0,0,0,0,0,0,0,0,0,0,0,0,24359,309890,9166,0,,372353,A65,,ALLIANCE FOR THE DEVELOPMENT OF THEATRE ARTISTS INC,,37 WASHINGTON SQ W 14C,NEW YORK,NY,10011-9122,0.0,3,3.0,2100.0,197906.0,1.0,,1.0,13.0,0.0,199709,20.0,9,,994.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1997,0,0,55995,3363,66611,0,0,60492,0,234,0,0,8500,8500,-16282,5952,0,A65,,0,127103,0,48484,5977,0,0,0,0,0,0,160,0,33525,0,372353,10011.0,0,0,.,9,1,9,,6.0,65,A,Z,1,1,1,A,5600.0,,9,0.33905599999999997,10011.0,3606.0,,AR,A65,NY,10011.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,0.0,3b,1998.0
18150,132933217,1996,2353810,7663,0,0,23495,4596,0,0,393750,393750,2755230,2492930,719199,39441,0,749494,867379,292594,148180,0,0,0,0,0,0,0,0,0,0,0,0,0,283011,0,87244,,2755230,A19,A31B,MEDIA NETWORK A M I C,,39 W 14TH ST STE 403,NEW YORK,NY,10011-7489,0.0,3,3.0,1000.0,197402.0,1.0,,5.0,13.0,0.0,199612,10.0,12,,0.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,16.0,A,A19,,1996,0,0,14843500,31465,841759,0,0,15055600,0,54066,0,0,0,0,456900,262299,0,A19,,0,15897300,0,122209,16252,0,0,0,0,0,0,23495,0,0,0,2755230,10011.0,0,0,9,1,1,1,,1.0,19,A,L,1,1,1,3,5600.0,,7,0.8657790000000001,10011.0,3606.0,,AR,A19,NY,10011.0,NEW YORK,A19,30,A,AR,AR,PC,O,AR,A,IN,,A1930,A,0.0,6,1998.0
18152,132933486,1997,164030,0,0,0,95,0,0,0,48526,48526,212556,226499,-96062,0,0,20226,17466,102345,113528,0,0,0,0,0,0,0,0,0,0,0,0,0,48431,0,0,,212556,A30,,ASIAN CINE-VISION INC,,32 E BROADWAY,NEW YORK,NY,10002-6820,0.0,3,3.0,2000.0,198704.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,121.0,122.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A30,,1997,0,0,564566,0,190306,0,0,567382,0,2816,0,0,0,0,-82119,-13943,0,A30,,0,757688,0,55750,5275,0,0,0,0,0,0,95,0,0,0,212556,10002.0,0,0,1,9,9,9,,3.0,30,A,Z,1,1,1,,5600.0,,7,0.398302,10002.0,3606.0,,AR,A31,NY,10002.0,NEW YORK,A31,,A,AR,AR,PC,O,AR,A,IN,,A31,A,104297.0,3b,1998.0
18155,132933767,1997,22151,0,0,0,152,0,0,0,4242,4242,26393,22051,14863,0,0,10521,14863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090,0,0,,26393,A65,,GOLDEN FLEECE THEATRE COMPANY LTD,,204 W 20TH ST,NEW YORK,NY,10011-3502,0.0,3,3.0,2100.0,197806.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1997,0,0,81638,0,19139,0,0,82121,0,483,0,0,0,0,10521,4342,0,A65,,0,101260,152,0,0,0,0,0,0,0,0,0,0,0,0,26393,10011.0,0,0,1,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,,9,0.496246,10011.0,3606.0,,AR,A65,NY,10011.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,0.0,4,2007.0
18163,132934876,1997,35943,0,0,0,1664,0,0,0,14716,14716,50659,16560,148220,0,0,123501,149720,6500,1500,148220,0,0,0,0,0,0,0,0,0,0,0,2880,0,10172,0,,47779,A31,,WRITERS GUILD OF AMERICA EAST FOUNDATION INC,,555 W 57TH ST,NEW YORK,NY,10019-2925,0.0,3,3.0,2000.0,197806.0,1.0,,1.0,13.0,0.0,199801,10.0,1,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A31,,1998,0,0,94929,0,44913,0,0,96654,0,1725,0,0,0,0,117001,31219,0,A31,,0,141567,0,0,0,0,117001,0,0,0,0,1664,0,13052,0,47779,10019.0,0,0,1,1,1,1,,3.0,31,A,Z,1,1,1,,5600.0,A31Z,7,0.655061,10019.0,3606.0,,AR,A31,NY,10019.0,NEW YORK,A31,,A,AR,AR,PC,O,AR,A,IN,,A31,A,0.0,3b,1999.0
18165,132935188,1997,170933,0,0,0,24702,0,99638,-17338,108586,8948,279519,252208,443065,88502,0,521413,454061,6021,10996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,,179881,A20,,BREAD & ROSES CULTURAL PROJECT INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3,3.0,1230.0,197808.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A20,,1997,0,0,918762,0,221031,0,0,1023070,82300,60878,0,0,0,0,515392,-72327,0,A20,,0,1244100,2987,46963,9507,0,0,0,0,0,0,21715,0,0,0,179881,10036.0,0,0,9,1,9,1,,2.0,20,A,Z,1,1,1,,5600.0,A20Z,9,0.266455,10036.0,3606.0,,AR,A20,NY,10036.0,NEW YORK,A20,,A,AR,AR,PC,O,AR,A,IN,,A20,A,32050.0,3b,1998.0
18170,132935914,1997,25608,0,0,0,0,0,4221,8797,13404,9183,39012,30461,15130,24750,0,25865,29732,15065,14602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,,34791,A30,,LEONARDA PRODUCTIONS INC,,PO BOX 1736,NEW YORK,NY,10025-1559,0.0,3,3.0,1200.0,197806.0,1.0,,1.0,13.0,198205.0,199805,10.0,5,,994.0,89.0,90.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A30,,1998,15065,14602,76818,0,53612,0,0,76818,13018,0,0,0,0,0,10800,4330,0,A30,,0,130430,0,0,0,0,0,0,0,0,0,0,0,0,0,34791,10025.0,0,0,1,1,1,1,,3.0,30,A,Z,1,1,1,,5600.0,A3XZ,7,0.5164489999999999,10025.0,3606.0,,AR,A30,NY,10025.0,NEW YORK,A30,,A,AR,AR,PC,O,AR,A,IN,,A30,A,5002.0,3a,1998.0
18173,132936291,1996,315854,3938,0,0,2483,46496,0,0,101605,101605,421397,380270,121419,8795,9225,143374,152977,34442,31558,0,0,0,0,0,0,0,0,0,0,0,0,28640,65791,0,4691,,392757,A02,I00N,VOLUNTEER LAWYERS FOR THE ARTS INC,,1 E 53RD ST 6TH FL,NEW YORK,NY,10022-4294,0.0,3,3.0,1200.0,197805.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,462.0,123.0,120.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A02,,1997,0,0,1181990,23475,295432,0,0,1234000,0,22772,0,0,0,0,108932,12487,0,A02,,0,1529430,0,196648,16301,0,0,0,0,0,0,2483,0,28640,0,392757,10022.0,0,0,1,1,1,1,,0.0,02,A,B,1,1,1,0,5600.0,A00B,7,0.804495,10022.0,3606.0,,AR,A90,NY,10022.0,NEW YORK,A90,,A,AR,AR,PC,O,AR,A,IN,,A90,A,39631.0,3b,1998.0
18180,132938496,1997,81060,0,0,0,3553,7529,0,0,5808,5808,86868,88447,100042,40000,0,103597,107014,1976,6972,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,525,,86868,A60,,ARTS RESOURCES IN COLLABORATION INC,,150 FIFTH AVE STE 324,NEW YORK,NY,10011-4311,0.0,3,3.0,2000.0,198105.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1997,0,0,406907,0,34848,0,0,413632,0,4665,0,0,0,0,101621,-1579,0,A60,,0,448480,0,0,6613,0,0,0,0,0,0,3553,0,0,0,86868,10011.0,0,0,1,1,9,1,,6.0,60,A,Z,1,1,1,,5600.0,,9,0.81252,10011.0,3606.0,,AR,A61,NY,10011.0,NEW YORK,A60,,A,AR,AR,PC,O,AR,A,IN,,A0261,A,16597.0,3b,1998.0
18190,132941455,1996,1318140,98315,0,0,23909,198219,0,0,689952,689952,2106410,2163400,299871,133975,0,1251350,1351980,867559,1052110,0,0,0,0,0,0,0,0,0,0,0,0,26926,557516,0,81601,,2079480,A61,,SYMPHONY SPACE INC,,2537 BROADWAY,NEW YORK,NY,10025-6947,0.0,3,3.0,1200.0,197808.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A61,,1997,0,0,3848230,315956,2478030,0,0,4559360,0,68780,0,0,13548,14340,383787,-83916,0,A61,,0,7037390,0,570202,65155,0,0,0,0,0,0,23909,0,26926,0,2079480,10025.0,0,0,1,1,9,1,,6.0,61,A,Z,1,1,1,,5600.0,,7,0.315225,10025.0,3606.0,,AR,A61,NY,10025.0,NEW YORK,A61,,A,AR,AR,PC,O,AR,A,IN,,A61,A,77045.0,3b,1998.0
18194,132943022,1996,239994,0,0,0,13789,46181,0,0,74912,74912,314906,307210,439552,40000,0,438231,447038,6375,7486,0,0,0,0,0,0,0,0,0,0,0,0,0,59938,0,1185,,314906,A99,,PICK UP PERFORMANCE COMPANY INC,,131 VARICK ST STE 901,NEW YORK,NY,10013-1410,0.0,3,3.0,2000.0,197807.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A99,,1997,0,0,1075810,0,697525,0,0,1107910,0,23567,0,0,0,0,431856,7696,0,A99,,0,1805430,0,90507,40519,0,0,0,0,0,0,13789,0,0,0,314906,10013.0,0,0,9,1,1,1,,9.0,99,A,Z,1,1,1,,5600.0,,7,0.905991,10013.0,3606.0,,AR,A99,NY,10013.0,NEW YORK,A60,,A,AR,AR,PC,O,AR,A,IN,,A99,A,130987.0,3b,1998.0
18198,132943335,1996,91383,0,0,0,42,1145,0,0,539280,539280,630663,454535,89516,44000,0,75800,197978,162412,108462,0,0,0,0,0,0,0,0,0,0,0,0,0,539238,0,0,,630663,A31,,CABIN CREEK CENTER FOR WORK AND ENVIRONMENTAL STUDIES INC,,155 SIXTH AVE 10TH FLR,NEW YORK,NY,10013-1507,0.0,3,3.0,1200.0,197908.0,1.0,,1.0,13.0,198106.0,199706,10.0,6,,994.0,119.0,122.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A31,,1997,0,0,110212,0,751247,0,0,110775,0,563,0,0,0,0,-86612,176128,0,A31,,0,862022,0,100800,6055,0,0,0,0,0,0,42,0,0,0,630663,10013.0,0,0,9,1,1,1,,3.0,31,A,Z,1,1,1,,5600.0,A31Z,9,0.221635,10013.0,3606.0,,AR,A31,NY,10013.0,NEW YORK,A31,,A,AR,AR,PC,O,AR,A,IN,,A31,A,91383.0,3b,1998.0
18200,132944501,1995,0,13085,0,0,3499,0,0,0,12149,12149,25234,18280,105968,0,0,99014,105968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8650,,25234,A40,D30Z,AUDUBON ARTISTS INC,% MARION ROLLER,30 W 60TH ST,NEW YORK,NY,10023-7902,0.0,3,3.0,1200.0,195103.0,1.0,,1.0,13.0,0.0,199606,10.0,6,,91.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A40,,1996,0,0,3786,47759,0,0,0,109267,0,21193,0,0,0,0,99014,6954,0,A40,,0,109267,0,0,0,0,0,0,0,0,0,3499,0,0,0,25234,10023.0,0,0,.,1,1,1,,4.0,40,A,Z,1,1,1,,5600.0,A40Z,7,0.9279120000000001,10023.0,3606.0,,AR,A40,NY,10023.0,NEW YORK,A40,,A,AR,AR,PC,O,AR,A,IN,,A40,A,0.0,6,2003.0
18214,132947386,1996,13950000,0,32639000,28225400,1269900,2063160,222510,300863,55597300,27149400,69547296,35370400,49923300,375000,287284,49698000,56975300,6928000,7052000,0,0,0,0,0,0,0,0,0,0,0,0,374803,20945900,-257228,101587,,40724600,A63,,NEW YORK CITY BALLET INC,,70 LINCOLN CTR PLZ ROSE B,NEW YORK,NY,10023-6548,0.0,3,3.0,1000.0,197808.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,,,,,0,,0,,0,36061.0,5602.0,15.0,A,A63,,1997,0,0,48401000,0,78561000,0,0,54380000,523373,5583000,0,0,565000,535000,42770000,5354190,0,A63,,1799100,132941000,0,18407400,0,0,0,0,0,0,4413590,0,1269900,117575,0,40724600,10023.0,0,0,2,2,9,1,,6.0,63,A,Z,1,1,1,,5600.0,,9,0.604841,10023.0,3606.0,,AR,A63,NY,10023.0,NEW YORK,A63,,A,AR,AR,PC,O,AR,A,IN,,A63,A,1268000.0,1b,2097.0
18218,132947412,1996,67999,0,0,0,7,9116,0,0,116837,116837,184836,221557,-151913,44998,0,135896,132580,251088,284493,0,0,0,0,0,0,0,0,0,0,0,0,0,116830,0,0,,184836,A51,,PRINTED MATTER INC,,77 WOOSTER ST,NEW YORK,NY,10012-4304,0.0,3,3.0,2100.0,197906.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,91.0,92.0,93.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A51,,1997,0,0,419168,0,277944,0,0,419168,0,0,0,0,0,0,-115192,-36721,0,A51,,0,697112,0,65891,9315,0,0,0,0,0,0,0,7,0,0,184836,10012.0,0,0,1,9,9,9,,5.0,51,A,Z,1,1,1,,5600.0,,7,0.0374173,10012.0,3606.0,,AR,A33,NY,10012.0,NEW YORK,A33,,A,AR,AR,PC,O,AR,A,IN,,A33,A,67999.0,3b,1998.0
18237,132952614,1997,339249,24156,824110,745048,118435,33220,0,0,1331870,586826,1695280,801910,2378520,0,0,2396320,2410850,17716,32333,2378520,0,0,0,0,0,0,0,0,0,0,0,148408,0,80976,159945,,801823,A12,,FRIENDS OF BEZALEL ACADEMY OF ARTS AND DESIGNS INC,,654 MADISON AVE 409,NEW YORK,NY,10021-8404,0.0,3,3.0,1200.0,197811.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,995.0,40.0,91.0,B9710,,,IN,S,ZB,A,PC,4.0,4.0,3.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A12,,1997,0,0,3248150,245155,0,0,0,4405090,0,639749,0,0,0,0,2378600,-87,0,A12,,0,4405090,0,99414,7877,0,2378600,0,0,0,79062,47212,71223,229384,0,801823,10021.0,0,0,1,1,9,1,,1.0,12,A,J,1,1,1,2,5600.0,A25J,9,0.6906680000000001,10021.0,3606.0,,AR,A11,NY,10021.0,NEW YORK,B11,40,A,AR,AR,PC,S,ZB,,IN,,B1140,B,0.0,3b,1998.0
18241,132953240,1996,1564950,0,0,0,3019,287182,0,0,609509,609509,2174460,2191070,773513,129218,0,861624,882201,71495,108688,0,0,0,0,0,0,0,0,0,0,0,0,0,604195,0,2295,,2174460,A25,,ARTS CONNECTION,,120 W 46TH ST,NEW YORK,NY,10036-8501,0.0,3,3.0,1200.0,198006.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,429.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A25,,1997,0,0,6481400,0,1522970,0,0,6490780,0,9379,0,0,0,0,790129,-16616,0,A25,,0,8013750,0,798948,85427,0,0,0,0,0,0,3019,0,0,0,2174460,10036.0,0,0,1,1,9,1,,2.0,25,A,Z,1,1,1,,5600.0,A25Z,7,0.604348,10036.0,3606.0,,AR,A25,NY,10036.0,NEW YORK,A25,,A,AR,AR,PC,O,AR,A,IN,,A99,A,212374.0,3b,1998.0
18244,132954111,1996,0,56245,0,0,0,0,0,0,2234,2234,58479,55795,16296,0,0,13612,16296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,,58479,A33,,INSTITUTE FOR URBAN DESIGN INCORPORATED,,47 BARROW ST,NEW YORK,NY,10014-3736,0.0,3,3.0,1000.0,197807.0,1.0,,1.0,13.0,0.0,199711,10.0,11,,120.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A33,,1997,0,0,62073,163904,18775,0,0,225977,0,0,0,0,0,0,13612,2684,0,A33,,0,244752,0,0,0,0,0,0,0,0,0,0,0,0,0,58479,10014.0,0,0,1,1,1,1,,3.0,33,A,Z,1,1,1,,5600.0,,9,0.178465,10014.0,3606.0,,AR,A33,NY,10014.0,NEW YORK,A33,,A,AR,AR,PC,O,AR,A,IN,,A33,A,0.0,4,2006.0
