,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,NTEECC4d,NTEEconf,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEE2,NTEE,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,RANDNUM,NTEESRC,MSA_NECH,Ntee2007a,Ntee42007a,NteeOldB,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
28365,132596500,200412,2004,5770015,173026,720530,725015,17393,435904,0,0,3339308,2601393,9282349,7376135,29526333,361573,0,35557391,38175499,6907406,8649166,0,0,0,0,0,0,0,136755,160315,1651893,-112190,89401,,8247364,8247364,564705,-4485,110506,12900,97606,48125,0,871229,5119,2421905,195186,0,0,4090935,6704530,28649985,0,0,0,0,16015,1378,701460,0,0,0,0,29945481,605028,6363391,2577154,0,0,39873035,33509644,3,7,0,0,60.0,1.0,29490007183266.0,2004,N,10038-2101,10038.0,132596500200412,1325965002004,12,60.0,0.0,0.0,12 FULTON ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,SOUTH STREET SEAPORT MUSEUM,1.0,198903.0,,NY,rtf05PC,,5.0,5.0,5.0,A,A50,,A,IN,,AR,A,PC,O,AR,A,,A50Z,AR,AR,5602.0,5600.0,36061.0,0.642063,1,5602.0,A50,,A50,4269214.0,2,2005.0,1500801.0,2,2005.0,0.0,2,2005.0,24467522.0,2,2005.0,33030345.0,8,2004.0,3775493.0,2,2005.0,1283113.0,2,2005.0,0.0,8,2004.0,0.0,2,2005.0,31497450.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,111765.0,6,2003.0,706665.0,6,2003.0,120784.0,6,2003.0,A50,A
28366,132596741,200512,2005,593500,0,675083,676429,19109,0,0,0,698902,22473,1292402,788555,277667,150000,0,947663,673053,497414,395386,0,0,0,0,0,0,0,0,0,4710,0,0,,615973,615973,0,-1346,0,0,0,0,0,-172582,0,174639,22023,0,0,0,0,450249,0,0,0,0,0,19109,0,0,0,0,0,3886509,0,39820,155229,0,0,4088622,4048802,3,7,0,0,119.0,1.0,29490259098076.0,2005,N,10019-1903,10019.0,132596741200512,1325967412005,12,119.0,59.0,120.0,1775 BROADWAY SUITE 510,3.0,0.0,NEW YORK,1.0,FINANCIAL DEPT,1.0,13.0,15.0,10.0,0.0,BUSINESS COMMITTEE FOR THE ARTS INC,1.0,196803.0,,NY,rtf05PC,3.0,3.0,4.0,3.0,A,A90,,A,IN,,AR,A,PC,O,AR,A,,A20A,AR,AR,,5600.0,36061.0,0.28338,1,5602.0,A90,,A90,593500.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,277667.0,4,2005.0,19511.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,27458.0,2,2005.0,PC,O,AR,A,IN,,0.0,6,2002.0,4786.0,6,2002.0,453531.0,6,2002.0,0.0,6,2002.0,A90,A
28369,132598476,200509,2004,41951,0,0,0,6888,6076,0,0,827394,827394,869345,876178,-68874,55181,0,265884,125030,327925,193904,0,0,0,0,0,0,0,0,0,820506,0,0,,869345,869345,0,0,0,0,0,0,0,-6833,0,343948,7129,0,0,0,0,-62041,0,0,0,0,1677,0,0,5211,0,0,0,487905,0,3202124,23656,0,0,3781144,579020,3,9,0,0,119.0,1.0,29490021189156.0,2005,N,10019-6833,10019.0,132598476200509,1325984762005,9,119.0,59.0,0.0,1650 BROADWAY STE 301,3.0,0.0,NEW YORK,2.0,MJ LEVENSON,1.0,13.0,16.0,10.0,0.0,NATIONAL CHORAL COUNCIL INC,1.0,196712.0,,NY,rtf05PC,2.0,3.0,3.0,3.0,A,A03,,A,IN,,AR,A,PC,O,AR,A,,A6BC,AR,AR,5602.0,5600.0,36061.0,0.544964,1,5602.0,A03,,A03,31263.0,2,2006.0,10688.0,2,2006.0,0.0,2,2006.0,-68874.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,7981.0,6,2003.0,A03,A
28374,132601303,200506,2004,1321517,7995,0,0,3094,79803,0,0,133355,133355,1462867,1950751,494338,0,0,1231037,864471,232753,370133,0,0,0,0,0,0,0,0,0,59767,70494,0,,1462867,1462867,0,0,0,0,0,70494,0,-487884,-16062,716845,0,0,0,0,0,998284,0,0,0,0,3094,0,0,0,0,0,0,6497539,45166,0,21909,0,0,6780889,6780889,3,7,0,0,119.0,1.0,29490203291186.0,2005,N,10461-1403,10461.0,132601303200506,1326013032005,6,119.0,59.0,0.0,1738 HONE AVENUE,3.0,0.0,BRONX,2.0,,1.0,13.0,15.0,10.0,0.0,BRONX COUNCIL ON THE ARTS INC,1.0,196803.0,,NY,rtf05PC,3.0,4.0,4.0,4.0,A,A26,,A,IN,,AR,A,PC,O,AR,A,,A26Z,AR,AR,5602.0,5600.0,36005.0,0.739911,1,5602.0,A26,,A26,1175134.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,494338.0,2,2006.0,109032.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,3655.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,11237.0,6,2003.0,0.0,6,2003.0,378151.0,6,2003.0,A26,A
28387,132608326,200512,2005,881124,0,0,0,599,163639,0,0,599,599,881723,879385,206574,0,0,211236,213574,7000,7000,0,0,0,2500,12500,0,0,0,0,0,0,0,,881723,881723,0,0,0,0,0,0,0,2338,0,432880,91304,0,0,0,0,204236,0,0,0,0,599,0,0,0,864385,156908,39227,4048306,0,8863,48362,0,0,4107556,4098693,3,7,15000,0,328.0,1.0,29490189058266.0,2005,N,10115-0002,10115.0,132608326200512,1326083262005,12,328.0,0.0,0.0,475 RIVERSIDE DR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,MORALITY IN MEDIA INC,5.0,196312.0,,NY,rtf05PC,2.0,3.0,3.0,3.0,A,A19,30,A,IN,,AR,A,PC,O,AR,A,,A30G,AR,AR,5602.0,5600.0,36061.0,0.385746,1,5602.0,A19,30,A19,767707.0,2,2006.0,113301.0,2,2006.0,0.0,2,2006.0,206574.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2006.0,0.0,8,2005.0,0.0,2,2006.0,0.0,2,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,134042.0,6,2003.0,A1930,A
28397,132614483,200506,2004,0,0,0,0,0,0,0,0,744316,744316,744316,640930,300264,0,0,1284151,1311673,1087273,1011410,0,0,0,0,0,0,0,0,0,551741,0,0,,744316,744316,192575,0,0,0,0,0,0,103386,0,196192,3101,0,0,765517,734438,196878,0,0,0,0,0,0,192575,0,0,0,0,2332987,0,0,0,0,0,2332987,2332987,3,7,0,0,119.0,1.0,29490176025006.0,2005,N,10027-3722,10027.0,132614483200506,1326144832005,6,119.0,59.0,0.0,154 W 127TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,JAZZMOBILE INC,1.0,196803.0,,NY,rtf05PC,4.0,3.0,3.0,3.0,A,A68,,A,IN,,AR,A,PC,O,AR,A,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.26005500000000004,1,5602.0,A68,,A68,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,300264.0,2,2006.0,1229768.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,3633.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,41846.0,6,2003.0,0.0,6,2003.0,15692.0,6,2003.0,A68,A
28399,132615433,200506,2004,114019,0,0,0,75,0,0,0,131245,131245,245264,159971,64769,0,0,170686,156725,98909,91956,0,0,0,0,0,0,0,92301,0,59769,0,12441,,152963,152963,-33341,0,0,0,0,0,0,-7008,0,58629,6145,0,0,0,1669,71777,0,0,0,0,75,0,58960,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119.0,1.0,29490077107126.0,2005,N,10029-4833,10029.0,132615433200506,1326154332005,6,119.0,59.0,0.0,338 E 106TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,MANNA HOUSE WORKSHOPS INC,1.0,196804.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A6E,,A,IN,,AR,A,PC,O,AR,A,A68P,A6EZ,AR,AR,5602.0,5600.0,36061.0,0.11658699999999998,1,5602.0,A6E,,A6E,114019.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,64769.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,133272.0,8,2005.0,0.0,4,2005.0,0.0,2,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,1877.0,6,2003.0,A6E,A
28407,132618942,200512,2005,46921,0,0,0,968,12973,0,0,968,968,47889,38410,78594,0,0,69115,78594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47889,47889,0,0,0,0,0,0,0,9479,0,0,0,0,0,0,0,69115,0,0,0,0,390,578,0,0,0,0,0,133226,0,1985,4000,0,0,139211,137226,3,9,0,0,119.0,1.0,29490336308026.0,2005,N,10023-2817,10023.0,132618942200512,1326189422005,12,119.0,59.0,0.0,260 W 72ND ST 6 D,3.0,0.0,NEW YORK,1.0,A DORENE MARSHALL,1.0,13.0,16.0,10.0,0.0,JOY IN SINGING INC,1.0,196810.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A6B,,C,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.856671,1,5602.0,A6B,,A6B,46921.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,78594.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,18696.0,6,2003.0,0.0,6,2003.0,A6B,A
28412,132620443,200506,2004,139550,25870,0,0,311,20028,0,0,181800,181800,347220,317013,-7865,0,0,456690,246588,494762,254453,0,0,0,0,0,0,0,0,0,180478,0,1011,,347220,347220,0,0,0,0,0,0,0,30207,0,126206,13522,0,0,54546,43546,-38072,0,0,0,0,311,0,0,0,0,0,0,4259964,164037,1372437,482,0,0,5818212,4445775,3,7,0,0,59.0,1.0,29490140113356.0,2005,N,10003-0000,10003.0,132620443200506,1326204432005,6,59.0,602.0,0.0,2ND FLOOR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,FILM VIDEO ARTS INC,1.0,196810.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A31,,A,IN,,AR,A,PC,O,AR,A,,A31Z,AR,AR,5602.0,5600.0,36061.0,0.39125,1,5602.0,A31,,A31,68525.0,4,2005.0,71025.0,4,2005.0,0.0,4,2005.0,-7865.0,4,2005.0,4902.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,9078.0,2,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,3516.0,6,2003.0,141.0,6,2003.0,193291.0,6,2003.0,A31,A
28413,132620861,200506,2004,820655,0,0,0,345,663,0,0,555448,555448,1376103,1267781,102574,100466,0,210143,316509,215874,213935,0,0,0,0,0,0,0,0,0,555103,0,0,,1376103,1376103,0,0,0,0,0,0,0,108322,-17,354719,83207,0,0,0,0,-5731,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,119.0,1.0,29490196111046.0,2005,N,10003-8903,10003.0,132620861200506,1326208612005,6,119.0,59.0,0.0,74 EAST 4TH STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,LA MAMA EXPERIMENTAL THEATRE CLUB INC,1.0,196708.0,,NY,rtf05PC,2.0,4.0,4.0,4.0,A,A61,,B,IN,,AR,A,PC,O,AR,A,,A6FZ,AR,AR,5602.0,5600.0,36061.0,0.803005,1,5602.0,A61,,A61,820655.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,102574.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,208419.0,2,2006.0,0.0,2,2006.0,0.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,22608.0,6,2003.0,0.0,6,2003.0,159680.0,6,2003.0,A61,A
28420,132622843,200512,2005,405764,0,0,0,2094,135006,0,0,2094,2094,407858,311799,122296,0,135006,26237,147296,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,,407858,407858,0,0,0,0,0,0,0,96059,0,0,0,0,0,0,0,26237,0,0,0,0,0,0,0,2094,0,0,0,858003,0,0,3005,0,0,861008,861008,3,9,0,0,59.0,1.0,29490336261146.0,2005,N,10122-1100,10122.0,132622843200512,1326228432005,12,59.0,602.0,0.0,225 W 34TH ST STE 1100,3.0,0.0,NEW YORK,1.0,BARRY WIND & ASSOCIATES INC,1.0,13.0,16.0,10.0,0.0,LIBRARY OF AMERICAN BROADCASTING FOUNDATION INC,1.0,196806.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A30,,B,IN,,AR,A,PC,O,AR,A,,A30Z,AR,AR,5602.0,5600.0,36061.0,0.11958900000000001,1,5602.0,A30,,A30,405764.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,20216.0,4,2005.0,0.0,8,2005.0,102080.0,4,2005.0,0.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,2,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,34315.0,6,2003.0,0.0,6,2003.0,112981.0,6,2003.0,A30,A
28422,132623376,200412,2004,610963,0,17436,0,10094,0,0,0,104872,104872,715835,376951,772677,104474,0,433793,778064,0,5387,0,0,0,0,0,0,0,0,0,77342,0,0,,715835,715835,0,17436,0,0,0,0,0,338884,0,47251,10949,0,0,0,0,433793,0,0,0,0,0,10094,0,0,0,0,0,842575,0,286524,51646,0,0,1180745,894221,3,7,0,0,119.0,1.0,29490351357175.0,2004,N,10110-0002,10110.0,132623376200412,1326233762004,12,119.0,59.0,0.0,500 FIFTH AVENUE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,INTERNATIONAL FOUNDATION FOR ART RESEARCH INC,1.0,196901.0,,NY,rtf05PC,3.0,3.0,3.0,2.0,A,A05,20,A,IN,,AR,A,PC,O,AR,A,A00D,A40E,AR,AR,5602.0,5600.0,36061.0,0.24167199999999997,1,5602.0,A05,20,A05,301419.0,2,2005.0,309406.0,2,2005.0,0.0,2,2005.0,660257.0,2,2005.0,25736.0,2,2005.0,112281.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,14348.0,4,2005.0,PC,O,AR,A,IN,,0.0,6,2003.0,30678.0,6,2003.0,0.0,6,2003.0,152850.0,6,2003.0,A0520,A
28427,132624257,200502,2004,585832,0,0,0,2279,7883,0,0,191501,191501,777333,725046,269808,36050,0,401922,455156,102882,185348,0,0,0,0,0,0,0,0,0,184676,0,4546,,777333,777333,0,0,0,0,0,0,0,52287,-81519,39171,7604,0,0,0,0,299040,0,0,0,0,2279,0,0,0,0,0,0,2136876,0,491433,21796,0,0,2654099,2162666,3,7,0,0,122.0,1.0,29490008199236.0,2005,N,10018-4307,10018.0,132624257200502,1326242572005,2,122.0,126.0,119.0,545 8TH AVE 10TH FLOOR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,CAMERA NEWS INC D B A THIRD WORLD NEWSREEL,1.0,198811.0,,NY,rtf05PC,2.0,3.0,3.0,3.0,A,A31,,A,IN,,AR,A,PC,O,AR,A,,A31Z,AR,AR,5602.0,5600.0,36061.0,0.19509300000000002,1,5602.0,A31,,A31,484798.0,2,2006.0,96927.0,2,2006.0,4107.0,2,2006.0,202082.0,2,2006.0,5951.0,2,2006.0,67726.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,5255.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,54863.0,6,2003.0,A31,A
28428,132624440,200512,2005,40000,0,0,0,0,0,0,0,52114,52114,92114,108130,-101211,0,0,42763,37787,127958,138998,0,0,0,0,0,0,0,0,0,52114,0,0,,92114,92114,0,0,0,0,0,0,0,-16016,0,0,0,0,0,0,0,-85195,0,0,0,0,0,0,0,0,0,0,0,434608,0,234342,230,0,0,676180,441838,3,7,0,0,91.0,1.0,29409273041096.0,2005,N,10011-3600,10011.0,132624440200512,1326244402005,12,91.0,0.0,0.0,121 W 20TH STREET APT 2C,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,NIKOLAIS LOUIS FOUNDATION FOR DANCE,1.0,198611.0,,NY,rtf05PC,1.0,1.0,1.0,2.0,A,A62,,B,IN,,AR,A,PC,O,AR,A,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.11891700000000001,1,5602.0,A62,,A61,17143.0,2,2006.0,22857.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,36326.0,6,2003.0,A62,A
28436,132628036,200506,2004,1963340,0,3783490,3712118,711405,512537,0,0,5802544,2090426,7765884,4601972,38392261,0,0,37477133,39305772,1041363,913511,0,0,0,0,0,0,0,0,128066,1072056,0,0,,3925700,3925700,107527,71372,0,0,0,128066,0,-676272,2632763,1417674,0,0,0,0,0,36435770,0,0,0,0,2067,709338,107527,0,0,0,0,7363908,0,5336002,3201384,0,0,15901294,10565292,3,7,0,0,119.0,1.0,29490112036186.0,2005,N,10023-6548,10023.0,132628036200506,1326280362005,6,119.0,59.0,40.0,70 LINCOLN CENTER PLZ,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,CHAMBER MUSIC SOCIETY OF LINCOLN CENTER INC,1.0,196903.0,,NY,rtf05PC,,4.0,5.0,4.0,A,A6C,,A,IN,,AR,A,PC,O,AR,A,,A6CZ,AR,AR,5602.0,5600.0,36061.0,0.586005,1,5602.0,A6C,,A6C,1910247.0,2,2006.0,53093.0,2,2006.0,0.0,2,2006.0,20590298.0,2,2006.0,0.0,2,2006.0,2872904.0,2,2006.0,14928969.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,2602930.0,1,2007.0,PC,O,AR,A,IN,,26141002.0,1,2007.0,2872865.0,1,2007.0,5023147.0,1,2007.0,546.0,1,2007.0,A6C,A
28452,132637811,200509,2004,20840,0,138397,130402,6325,0,0,0,425356,294954,446196,251756,272710,44998,0,336961,395353,124130,122643,0,0,0,0,0,0,0,0,6766,265809,8059,0,,309028,309028,0,7995,0,0,0,14825,0,57272,2607,14035,4877,0,0,0,0,212831,0,0,0,0,19,6306,0,0,0,0,0,45050,0,1030873,30875,0,0,1106798,75925,3,9,0,0,30.0,1.0,29490070321126.0,2005,N,10025-7425,10025.0,132637811200509,1326378112005,9,30.0,0.0,0.0,220 WEST 93RD STREET APT 9D,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,BRIANSKY SARATOGA BALLET CENTER INC,1.0,197012.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A11,63,A,IN,,AR,A,PC,S,ZA,A,,A62I,AR,AR,5602.0,5600.0,36061.0,0.28573000000000004,1,5602.0,A11,63,A11,20840.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,272710.0,2,2006.0,517.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,441.0,4,2006.0,PC,S,ZA,A,IN,,0.0,6,2003.0,128.0,6,2003.0,0.0,6,2003.0,133792.0,6,2003.0,A1163,A
28453,132638292,200506,2004,1419842,0,0,0,214,327284,0,0,628557,628557,2048399,2314728,-298111,327951,0,350728,340688,297839,638799,0,0,0,0,0,0,0,0,84671,537492,0,6180,,1963728,1963728,0,0,0,0,0,84671,0,-351000,0,414467,52393,0,0,0,0,52889,0,0,0,0,214,0,0,0,0,0,0,5789032,0,3561155,9576,0,0,9401225,5840070,3,9,0,0,59.0,1.0,29490070304086.0,2005,N,10036-0000,10036.0,132638292200506,1326382922005,6,59.0,0.0,0.0,12TH FLR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,ORPHEON INC,1.0,197112.0,,NY,rtf05PC,2.0,4.0,4.0,4.0,A,A69,,A,IN,,AR,A,PC,O,AR,A,,A69Z,AR,AR,5602.0,5600.0,36061.0,0.24545100000000003,1,5602.0,A69,,A69,1407367.0,2,2006.0,12085.0,2,2006.0,0.0,2,2006.0,-215326.0,2,2006.0,44323.0,2,2006.0,-207048.0,4,2007.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,36844.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,24526.0,6,2003.0,4588.0,6,2003.0,13180.0,6,2003.0,A69,A
28460,132642091,200506,2004,3701781,0,0,0,4026,230514,0,0,1151300,1151300,4853081,3178203,5357891,57690,0,5929720,6827647,2246707,1469756,0,0,0,0,0,0,0,0,0,589242,0,556232,,4853081,4853081,1800,0,0,0,0,0,0,1674878,0,1001720,80218,0,0,170000,50000,3683013,0,0,0,0,4026,0,1800,0,0,0,0,13948519,0,14468308,241055,0,0,29886479,15418171,3,7,0,0,119.0,1.0,29490161055296.0,2005,N,10031-1814,10031.0,132642091200506,1326420912005,6,119.0,59.0,0.0,466 WEST 152ND STREET,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,DANCE THEATRE OF HARLEM INC,1.0,196903.0,,NY,rtf05PC,5.0,4.0,4.0,4.0,A,A63,,A,IN,,AR,A,PC,O,AR,A,,A62Z,AR,AR,5602.0,5600.0,36061.0,0.502839,1,5602.0,A63,,A63,3075267.0,1,2005.0,626514.0,1,2005.0,0.0,1,2005.0,3670063.0,4,2007.0,5274536.0,1,2005.0,1659238.0,4,2007.0,28505.0,4,2007.0,0.0,1,2005.0,0.0,1,2005.0,5426918.0,1,2005.0,PC,O,AR,A,IN,,21500.0,1,2005.0,39700.0,1,2005.0,33500.0,1,2005.0,7300.0,1,2005.0,A63,A
28464,132643358,200507,2004,0,66586,0,0,35006,0,0,0,4099185,4099185,4165771,3200009,2559344,268196,0,1790308,2892103,194015,332759,0,0,0,0,0,0,0,0,0,3982814,0,81110,,4165771,4165771,0,0,255,0,255,0,0,965762,-2711,428021,0,0,0,0,0,1596293,0,0,0,0,35006,0,0,0,0,0,0,0,177005,10724683,46874,0,0,10994713,270030,3,9,0,0,123.0,1.0,29490217348016.0,2005,N,10010-7201,10010.0,132643358200507,1326433582005,7,123.0,0.0,0.0,32 E 21ST ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,THE ONE CLUB FOR ART & COPY,1.0,199207.0,,NY,rtf05PC,4.0,4.0,4.0,4.0,A,A20,,B,IN,,AR,A,PC,O,AR,A,,A99Z,AR,AR,5602.0,5600.0,36061.0,0.245077,1,5602.0,A20,,A40,,,,,,,,,,2559344.0,2,2006.0,345217.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,154076.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,106006.0,6,2003.0,0.0,6,2003.0,2006160.0,6,2003.0,A20,A
28475,132655731,200506,2004,32161785,0,88532649,88623856,847517,4356001,0,0,163616818,74992962,195778603,107354042,225811478,3248358,461424,406740562,435219702,217131303,209408224,0,0,148035,0,148035,0,0,0,129259,20299311,-24339,53832421,,107025488,107025488,0,-91207,0,0,0,104920,0,-328554,36530773,38087681,2443997,0,0,0,0,189609259,0,0,0,0,0,847517,0,0,102850006,1000000,250000,87878863,0,147638361,15407569,0,0,433795388,286157027,3,7,148035,0,30.0,1.0,29490197036186.0,2005,N,10023-7129,10023.0,132655731200506,1326557312005,6,30.0,59.0,0.0,1 LINCOLN PLZ,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,SESAME WORKSHOP,1.0,197004.0,,NY,rtf05PC,6.0,6.0,6.0,6.0,A,A32,,A,IN,,AR,A,PC,O,AR,A,,A32Z,AR,AR,5602.0,5600.0,36061.0,0.847716,1,5602.0,A32,,A32,21209056.0,1,2005.0,10952729.0,1,2005.0,0.0,1,2005.0,217309729.0,2,2006.0,9047900.0,1,2005.0,8501749.0,2,2006.0,0.0,2,2006.0,0.0,1,2005.0,0.0,1,2005.0,9297601.0,1,2005.0,PC,O,AR,A,IN,,0.0,1,2005.0,227566601.0,1,2005.0,139956801.0,1,2005.0,13078200.0,1,2005.0,A32,A
