,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,nteeOld,MAJGRPB,NTEESRC,ntmaj10,fipsold,v_errorCd,NTmaj12,NCCSKEY2,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
19626,133082072,1996,56050,28540,0,0,1400,1648,1901,1843,272936,271035,357526,317787,55729,0,0,62511,90487,34650,34758,0,0,0,0,0,0,0,0,0,0,0,0,9970,239193,4721,13908,,345655,A6B,,BIG APPLE PERFORMING ARTS INC,,55 CHRISTOPHER ST 2ND FL,NEW YORK,NY,10014-3508,0.0,3,3.0,1000.0,198311.0,1.0,,1.0,13.0,0.0,199708,10.0,8,,89.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A6B,,1997,0,0,232365,68484,1092490,0,0,329870,3744,9500,0,0,0,0,27861,27868,0,A6B,,0,1422360,0,0,0,0,0,0,0,0,0,0,1400,14691,0,345655,10014.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.796582,10014.0,A6B,A,1.0,AR,36061.0,,AR,1330820721997,A6B,NY,10014.0,NEW YORK,A6B,,0.0,3b,1998.0,0.0,3b,1998.0,17740.0,3b,1998.0,2132.0,3b,1998.0,9471.0,4,2006.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,56050.0,3b,1998.0,4495.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,6530.0,3b,1998.0,22122.0,3b,1998.0,33316.0,3b,1998.0,A6B,A
19629,133082845,1997,59533,0,0,0,15,0,0,0,38113,38113,97646,105965,1452,0,0,44528,21479,34757,20027,0,0,0,0,0,0,0,0,0,0,0,0,0,38098,0,0,,97646,A90,A62Z,FOUNDATION FOR INDEPENDENT ARTISTS INC,,104 FRANKLIN ST,NEW YORK,NY,10013-2910,0.0,3,3.0,1000.0,198111.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,119.0,149.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,2.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A90,,1998,0,0,1037290,0,2132030,0,0,1037670,0,385,0,0,0,0,9771,-8319,0,A90,,0,3169700,15,0,0,0,0,0,0,0,0,0,0,0,0,97646,10013.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,A91Z,9,0.669543,10013.0,A90,A,1.0,AR,36061.0,,AR,1330828451998,A90,NY,10013.0,NEW YORK,A90,,0.0,3a,1998.0,0.0,3a,1998.0,1452.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,17226.0,3b,1999.0,A90,A
19646,133085180,1997,22012000,0,1332830,0,363998,0,0,0,23799400,23799400,45811300,45726000,12784700,0,0,21007800,20900800,9293300,8116070,2053060,0,0,0,0,0,0,0,0,0,0,0,0,22090500,0,11980,,45811300,A65,,ROYAL SHAKESPEARE,% LUTZ & CARR,300 E 42ND ST,NEW YORK,NY,10017-5947,0.0,3,3.0,1200.0,198110.0,1.0,,1.0,13.0,0.0,199803,10.0,3,,123.0,90.0,94.0,B9710,,,IN,O,AR,A,PC,,,,,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1998,0,0,66494100,0,74339200,0,0,68810704,0,1454630,0,0,0,0,11714500,85344,0,A65,,984865,143150000,0,0,0,0,2622120,0,0,0,1332830,178132,185866,0,0,45811300,10017.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.57057,10017.0,A65,A,1.0,AR,36061.0,,AR,1330851801998,A65,NY,10017.0,NEW YORK,A65,,18735267.0,1b,2098.0,0.0,1b,2098.0,0.0,3b,1999.0,9764226.0,1b,2098.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,1b,2098.0,0.0,1b,2098.0,3276708.0,1b,2098.0,9903577.0,1c,2097.0,AR,PC,O,AR,A,IN,,0.0,1b,2098.0,0.0,1b,2098.0,4845672.0,1b,2098.0,365873.0,1b,2098.0,A65,A
19647,133085289,1997,35941,0,0,0,0,0,0,0,2146,2146,38087,36149,-213,0,0,2022,2458,4173,2671,0,0,0,0,0,0,0,0,0,0,0,0,0,2146,0,0,,38087,A60,,UNIQUE PROJECT INC,,104 FRANKLIN STREET,NEW YORK,NY,10013-2910,0.0,3,3.0,2000.0,198206.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,91.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1998,0,0,77059,0,69362,0,0,77059,0,0,0,0,0,0,-2151,1938,0,A60,,0,146421,0,0,0,0,0,0,0,0,0,0,0,0,0,38087,10013.0,0,0,.,9,1,9,,,,A,,1,1,1,,5600.0,A6FZ,9,0.8712049999999999,10013.0,A60,A,1.0,AR,36061.0,,AR,1330852891998,A60,NY,10013.0,NEW YORK,A60,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,2458.0,3a,1998.0,A60,A
19655,133087478,1997,45000,0,0,0,0,0,0,0,6333,6333,51333,50467,1096,0,0,480,1096,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6333,0,0,,51333,A60,,SAFARI EAST CULTURAL PRESENTATIONS INC,,31 E 28TH ST,NEW YORK,NY,10016-7923,0.0,3,3.0,1000.0,198111.0,1.0,,1.0,13.0,0.0,199808,10.0,8,,286.0,317.0,0.0,bm981,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A60,,1998,0,0,174525,0,75169,0,0,174525,0,0,0,0,0,0,230,866,0,A60,,0,249694,0,0,0,0,0,0,0,0,0,0,0,0,0,51333,10016.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A65Z,7,0.0804145,10016.0,A60,A,1.0,AR,36061.0,,AR,1330874781998,A68,NY,10016.0,NEW YORK,A68,,45000.0,3a,1998.0,0.0,3a,1998.0,1096.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,A68,A
19656,133087483,1997,24691,0,0,0,0,0,0,0,187712,187712,212403,203264,589,28600,0,12390,7582,20939,6993,0,0,0,0,0,0,0,0,0,0,0,0,0,187712,0,0,,212403,A65,,PUPPET WORKS INC,,PO BOX 150562,BROOKLYN,NY,11215-0562,0.0,3,3.0,2000.0,198110.0,1.0,,1.0,11.0,198206.0,199806,10.0,6,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36047.0,5602.0,16.0,A,A65,,1998,0,0,72660,0,637339,0,0,72660,0,0,0,0,0,0,-8549,9139,0,A65,,-1,709999,0,61445,10714,0,0,0,0,0,0,0,0,0,0,212403,11215.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A65Z,7,0.108965,11215.0,A65,A,1.0,AR,36047.0,,AR,1330874831998,A65,NY,11215.0,BROOKLYN,A65,,0.0,3a,1998.0,0.0,3a,1998.0,589.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,24691.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,1011.0,3a,1998.0,0.0,3a,1998.0,6571.0,3a,1998.0,A65,A
19657,133087485,1997,42314,0,0,0,85,7930,0,0,6891,6891,49205,38822,-2191,5750,0,8076,4313,14744,6504,0,0,0,0,0,0,0,0,0,0,0,0,5906,765,0,135,,43299,A65,,NEW YORK DEAF THEATRE LTD,,305 SEVENTH AVE 11TH FLR,NEW YORK,NY,10001-6008,0.0,3,3.0,1000.0,198110.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,119.0,603.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1998,0,0,200915,0,68756,0,0,211951,0,674,0,0,0,0,-6668,4477,0,A65,,0,280707,0,7638,1628,0,0,0,0,0,0,85,0,5906,0,43299,10001.0,0,0,1,9,1,9,,,,A,,1,1,1,,5600.0,,7,0.303581,10001.0,A65,A,1.0,AR,36061.0,,AR,1330874851998,A65,NY,10001.0,NEW YORK,A65,,13004.0,3a,1998.0,0.0,3a,1998.0,-2191.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,29310.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,802.0,3a,1998.0,A65,A
19667,133091475,1998,19000,0,0,0,0,0,0,0,45952,45952,64952,62292,22930,0,0,33243,33071,12973,10140,0,0,0,0,0,0,0,0,0,0,0,0,0,45952,0,0,,64952,A99,,SIMEON SERVICE FOUNDATION INC,,1020 CARROLL PL,BRONX,NY,10456-6219,0.0,3,3.0,1000.0,198111.0,1.0,,1.0,13.0,0.0,199812,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36005.0,5602.0,15.0,A,A99,,1998,0,0,40828,0,105359,0,0,40828,0,0,0,0,0,0,20270,2660,0,A99,,0,146187,0,46973,3593,0,0,0,0,0,0,0,0,0,0,64952,10456.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.783458,10456.0,A99,A,1.0,AR,36005.0,,AR,1330914751998,A99,NY,10456.0,BRONX,T20,,14000.0,3a,1998.0,0.0,3a,1998.0,22930.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,5000.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,12828.0,3a,1998.0,0.0,3a,1998.0,4911.0,3a,1998.0,A99,A
19684,133093349,1997,5700,31395,0,0,19,0,0,0,44356,44356,81451,88441,15154,0,0,22144,15417,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44337,,81451,A99,,SOHO 20 ARTISTS INC,,545 BROADWAY 3RD FLR,NEW YORK,NY,10012-3921,0.0,3,3.0,3000.0,198905.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A99,,1998,0,0,41265,77125,16827,0,0,140547,0,6,0,0,0,0,22144,-6990,0,A99,,0,157374,0,2734,596,0,0,0,0,0,0,19,0,0,0,81451,10012.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,7,0.12895399999999999,10012.0,A99,A,1.0,AR,36061.0,,AR,1330933491998,A99,NY,10012.0,NEW YORK,A40,,0.0,3a,1998.0,0.0,3a,1998.0,15154.0,3a,1998.0,2303.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,5700.0,3a,1998.0,2705.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,6808.0,3a,1998.0,0.0,3a,1998.0,6207.0,3a,1998.0,A99,A
19687,133094054,1998,76334,0,0,0,0,0,0,0,11014,11014,87348,93235,-3198,66000,0,20948,27893,18259,31091,0,0,0,0,0,0,0,0,0,0,0,0,0,10947,0,0,,87348,A34,A60Z,NEW RADIO & PERFORMING ARTS INC,,120 TYSEN ST,STATEN ISLAND,NY,10301-1120,0.0,3,3.0,1000.0,198201.0,1.0,,1.0,13.0,0.0,199812,10.0,12,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36085.0,5602.0,15.0,A,A34,,1998,0,0,633823,0,31500,0,0,635903,0,2080,0,0,0,0,2689,-5887,0,A34,,0,667403,0,0,5049,0,0,0,0,0,0,0,0,0,0,87348,10301.0,0,0,1,9,9,9,,,,A,,1,1,1,,5600.0,,7,0.44384799999999996,10301.0,A34,A,1.0,AR,36085.0,,AR,1330940541998,A34,NY,10301.0,STATEN ISLAND,A34,,76334.0,3a,1998.0,0.0,3a,1998.0,-3198.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,702.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,23779.0,3a,1998.0,A34,A
19693,133095824,1997,29028,0,0,0,355,0,0,866,4637,4637,33665,49980,6805,0,0,27048,6805,3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3416,0,0,,33665,A6C,,HARMONIE ENSEMBLE INC,,820 W END AVE STE 13 B,NEW YORK,NY,10025-5386,0.0,3,3.0,2000.0,198201.0,1.0,,1.0,13.0,198312.0,199809,10.0,9,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A6C,,1998,0,0,76970,0,0,0,0,116023,866,2927,0,0,0,0,23120,-16315,0,A6C,,0,116023,355,0,0,0,0,0,0,0,0,0,0,0,0,33665,10025.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,7,0.101988,10025.0,A6C,A,1.0,AR,36061.0,,AR,1330958241998,A6C,NY,10025.0,NEW YORK,A6C,,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,186.0,3b,1999.0,0.0,3b,1999.0,6619.0,3b,1999.0,A6C,A
19695,133096058,1996,53610,0,0,0,0,0,0,0,0,0,53610,12031,66811,0,0,15711,66811,0,0,53100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53610,A60,,BARBARA BARONDESS THEATRE LAB FOUNDATION INC,,630 PARK AVE,NEW YORK,NY,10021-6544,0.0,3,3.0,2000.0,198201.0,1.0,,1.0,13.0,198312.0,199612,10.0,12,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1996,0,0,68044,0,0,0,0,68044,0,0,0,0,0,0,15711,41579,0,A60,,9521,68044,0,0,0,0,0,0,0,0,0,0,0,0,0,53610,10021.0,0,0,9,2,1,1,,,,A,,1,1,1,,5600.0,,9,0.599684,10021.0,A60,A,1.0,AR,36061.0,,AR,1330960581996,A60,NY,10021.0,NEW YORK,A60,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,AR,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A60,A
19696,133096065,1997,2462,0,0,0,0,0,0,0,27886,27886,30348,30644,1510,0,0,1806,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27886,0,0,,30348,A6A,A6AP,MAGIC CIRCLE OPERA REPERTORY ENSEMBLE INC,,200 W 70TH ST APT 6C,NEW YORK,NY,10023-4324,0.0,3,3.0,2000.0,198112.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A6A,,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,-296,0,A6A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30348,10023.0,0,0,.,1,9,1,,,,A,,1,1,1,,5600.0,A6AZ,0,0.455031,10023.0,A6A,A,1.0,AR,36061.0,,AR,1330960651997,A6A,NY,10023.0,NEW YORK,A6A,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,AR,PC,O,AR,A,IN,,0.0,6,2003.0,531.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A6A,A
19701,133096579,1997,146935,0,0,0,0,21577,0,0,437125,437125,584060,607626,-19087,44925,0,85320,103944,80841,123031,0,0,0,0,0,0,0,0,0,0,0,0,0,376040,61085,0,,584060,A99,,E MONTE MOTION INC,,1170 BROADWAY STE 912,NEW YORK,NY,10001-7507,0.0,3,3.0,1200.0,198209.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A99,,1998,0,0,635259,0,941068,0,0,636545,0,149,0,0,0,0,4479,-23566,0,A99,,0,1577610,0,124985,41788,0,0,0,0,0,0,0,0,61085,0,584060,10001.0,0,0,1,9,9,9,,,,A,,1,1,1,,5600.0,,9,0.042414,10001.0,A99,A,1.0,AR,36061.0,,AR,1330965791998,A99,NY,10001.0,NEW YORK,A62,,11403.0,3a,1998.0,0.0,3a,1998.0,-19087.0,3a,1998.0,700.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,135432.0,3a,1998.0,1400.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,28912.0,3a,1998.0,A62,A
19709,133098404,1997,7639,10432,0,0,734,0,0,0,57657,57657,75728,37301,53221,0,0,69550,62481,19970,9260,0,0,0,0,0,0,0,0,0,0,0,0,34786,0,17297,4840,,40942,A12,,OPERA INDEX INC,,PO BOX 459,NEW YORK,NY,10023-0459,0.0,3,3.0,2000.0,198202.0,1.0,,1.0,13.0,198312.0,199807,10.0,7,,90.0,995.0,0.0,B9710,,,IN,S,ZB,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A12,,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49580,3641,0,A12,,0,0,0,0,0,0,0,0,0,0,0,734,0,52083,0,40942,10023.0,0,0,1,1,1,1,,,,A,,1,1,1,6,5600.0,A6AJ,10,0.956097,10023.0,A12,A,1.0,AR,36061.0,,AR,1330984041998,A12,NY,10023.0,NEW YORK,A12,60,0.0,3a,1998.0,0.0,3a,1998.0,53221.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,7639.0,3a,1998.0,0.0,3a,1998.0,AR,PC,S,ZB,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,57575.0,3a,1998.0,A1260,A
19710,133098471,1997,166655,17113,0,0,727,34297,0,0,1219770,1219770,1403540,1376540,630829,75000,0,1577950,1525050,876272,894216,0,0,0,0,0,0,0,0,0,0,0,0,67394,1065700,85950,0,,1336150,A51,,URBANGLASS NEW YORK CONTEMPORARY GLASS CENTER INC,,647 FULTON ST,BROOKLYN,NY,11217-1112,0.0,3,3.0,2000.0,198303.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36047.0,5602.0,16.0,A,A51,,1998,0,0,1253460,45939,2919320,0,0,1302550,0,3155,0,0,0,0,701678,-40392,0,A51,,-30457,4221870,0,281316,48439,0,0,0,0,0,0,727,0,153344,0,1336150,11217.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,7,0.8249290000000001,11217.0,A51,A,1.0,AR,36047.0,,AR,1330984711998,A40,NY,11217.0,BROOKLYN,A40,,37212.0,3a,1998.0,0.0,3a,1998.0,626129.0,3a,1998.0,1389246.0,3a,1998.0,4600.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,129343.0,3a,1998.0,1482447.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,3900.0,3a,1998.0,2900.0,3a,1998.0,72902.0,3a,1998.0,A40,A
19741,133104688,1998,739676,0,0,0,119347,0,0,0,219899,219899,959575,370910,5624080,19500,0,5082150,5771430,46738,147352,0,0,0,0,0,0,0,0,0,0,0,0,0,100552,0,0,,959575,A80,,NEW YORK CITY HISTORIC PROPERTIES FUND INC,,141 FIFTH AVE,NEW YORK,NY,10010-7105,0.0,3,3.0,1000.0,198304.0,1.0,,1.0,13.0,0.0,199812,10.0,12,,921.0,379.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,3.0,2.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A80,,1998,0,0,1914240,0,230000,0,0,2235330,0,321087,0,0,0,100000,5035420,588665,0,A80,,0,2465330,0,165330,0,0,0,0,0,0,0,119347,0,0,0,959575,10010.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.13681600000000002,10010.0,A80,A,1.0,AR,36061.0,,AR,1331046881998,A80,NY,10010.0,NEW YORK,A80,,632165.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,200.0,3a,1998.0,0.0,3a,1998.0,5624080.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,107511.0,3a,1998.0,1100.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,7900.0,3a,1998.0,0.0,3a,1998.0,175401.0,3a,1998.0,A80,A
19745,133106766,1997,541853,0,0,0,821,295238,0,0,821,821,542674,582557,23563,0,0,63446,23563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,542674,A50,,INTERNATIONAL SOCIETY FOR YAD VASHEM INC,,500 FIFTH AVE STE 1600,NEW YORK,NY,10110-1699,0.0,3,3.0,1000.0,198208.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,62.0,63.0,124.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A50,,1997,0,0,1424000,0,0,0,0,1425400,0,1403,0,0,0,0,63446,-39883,0,A50,,0,1425400,0,0,0,0,0,0,0,0,0,821,0,0,0,542674,10110.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,9,0.18368199999999998,10110.0,A50,A,1.0,AR,36061.0,,AR,1331067661997,A11,NY,10110.0,NEW YORK,A70,,0.0,3b,1998.0,0.0,3b,1998.0,23563.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,541853.0,3b,1998.0,0.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,A70,A
19746,133106768,1997,1765880,205109,2040120,1835760,9782,110839,0,0,2049900,214138,4020890,1740510,5581420,0,399838,5274720,5585410,65375,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2185130,A84,,AMERICAN SOCIETY FOR YAD VASHEM INC,,500 FIFTH AVE STE 1600,NEW YORK,NY,10110-1699,0.0,3,2.0,1000.0,198211.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,62.0,63.0,124.0,B9710,,,IN,O,AR,A,PC,5.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A84,,1997,0,0,7517590,0,0,0,0,7990160,0,472576,0,0,0,0,5209340,444622,0,A84,,-72540,7990160,0,136977,13391,0,0,0,0,0,204356,9782,0,0,0,2185130,10110.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.8530909999999999,10110.0,A84,A,1.0,AR,36061.0,,AR,1331067681997,A80,NY,10110.0,NEW YORK,A80,,0.0,1b,2097.0,0.0,1b,2097.0,1937446.0,3b,1998.0,22270.0,1b,2097.0,3643974.0,3b,1998.0,0.0,3b,1998.0,0.0,1b,2097.0,0.0,1b,2097.0,1765881.0,1b,2097.0,17966.0,1d,2098.0,AR,PC,O,AR,A,IN,,4868341.0,1b,2097.0,10150.0,1b,2097.0,0.0,1b,2097.0,0.0,1b,2097.0,A80,A
