,EIN,DocCD,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,ARED,FRCD,ACCPER,SEC_NAME,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,VERIFY
9741,133693565,91,201006,201108.0,93491046004041,,N,Y,0.0,1.0,2009,3.0,4.0,6.0,3,994.0,1150381,441,0,0,-13974,0,117000,0,1136848,851523,285325,830610,0,0,480312,0,0,0,0,1519,480312,0,17995,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,17403,441,-13533,851523,4705,830610,4705,441,401687,0,0,480312,0,478793,0,0,0,3440,0,1500,0,0,4940,0,365374,0,0,0,0,0,0,848516,769242,840087,747259,3205104,480312,196351,446295,502592,1625550,0,0,0,0,0,11997,10550,15577,13947,52071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133693565201006,1336935652010,rtf10pf,10,-4940,0,10013.0,CROWING ROOSTER ARTS INC,,100 LAFAYETTE ST STE 602,NEW YORK,NY,10013-4400,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,0.0,1.0,6,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.52645,B,A20,A,36061.0,5602.0,5600.0,
9762,133699100,91,201012,201121.0,93491136000211,,N,Y,0.0,1.0,2010,3.0,8.0,6.0,3,602.0,44464,103,309813,-20430,0,659,0,749500,334609,794020,-459411,759990,279086,0,14793522,1015680,2482030,3903358,7401068,1,15214132,0,744194,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,309964,0,44520,30878,10490,30878,0,67911,0,1920880,15214132,0,14793522,5582,0,0,2400,0,0,0,0,0,5582,15110529,738612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133699100201012,1336991002010,rtf10pf,10,3182,0,10028.0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,ELAINE M REICH,ADELSON GALLERIES 19 EAST 82ND ST,NEW YORK,NY,10028-0000,0.0,3.0,1.0,199305.0,1.0,4.0,602.0,0.0,0.0,1.0,0.0,1.0,12,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.86362,B,A12,A,36061.0,5602.0,5600.0,
9768,133702827,91,201012,201121.0,93491138004021,,N,Y,0.0,1.0,2010,3.0,1.0,3.0,3,994.0,91870,0,0,0,0,0,0,0,93611,97108,-3497,97108,0,0,2343,0,0,0,0,3842,2343,0,122,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1741,0,0,0,97108,0,97108,0,0,22,0,0,2343,0,-1499,0,0,0,0,0,0,0,0,0,0,2471,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133702827201012,1337028272010,rtf10pf,10,0,0,10019.0,MILLENIAL ARTS INCORPORATED,GMH CONSULTING INC,130 WEST 56TH STREET,NEW YORK,NY,10019-3962,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,0.0,1.0,12,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.27316,B,A99,A,36061.0,5602.0,5600.0,
9794,133719303,91,201103,201134.0,93491224006051,A75Z,N,Y,0.0,1.0,2010,2.0,1.0,1.0,3,914.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,305,0,0,0,0,1,305,0,15,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,305,0,0,305,0,305,0,0,0,0,0,0,0,0,0,0,305,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,1,10,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133719303201103,1337193032011,rtf10pf,11,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,KISO & TANAKA,C/O KISO TANAKA LLP 675 3RD AVE NO,NEW YORK,NY,10017-0000,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,0.0,1.0,3,,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.07889,B,A1220,A,36061.0,5602.0,5600.0,
9797,133721844,91,201012,201130.0,29491190009211,,N,Y,0.0,1.0,2010,3.0,4.0,2.0,3,40.0,0,2100,4324,6232,0,100,0,2990,12756,5144,7612,2990,12656,0,269143,0,136478,0,136478,0,407374,17851,18104,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,12656,0,2154,0,0,0,0,2720,0,91375,407374,0,269143,253,0,0,81,0,0,0,0,0,253,367593,17851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133721844201012,1337218442010,rtf10pf,10,172,0,10003.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,MICHAEL HAUSMAN,736 BROADWAY FL 8,NEW YORK,NY,10003-9544,0.0,3.0,1.0,199311.0,1.0,4.0,40.0,0.0,0.0,1.0,0.0,1.0,12,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8405600000000001,A,A31,A,36061.0,5602.0,5600.0,
9838,133741817,91,201012,201124.0,29491142006211,A53Z,N,Y,0.0,1.0,2010,3.0,3.0,1.0,3,994.0,0,77,0,0,0,0,0,0,77,288,-211,0,77,0,52108,0,0,0,0,0,52108,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,77,77,288,0,0,0,288,0,0,0,52108,0,52108,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133741817201012,1337418172010,rtf10pf,10,2,0,10025.0,ORGANIZATION OF THE MOROCCAN COMMUNITY IN THE UNITED STATES INC,RYAN & RYAN,817 W END AVE APT 2B,NEW YORK,NY,10025-5317,0.0,3.0,1.0,199507.0,1.0,4.0,994.0,119.0,0.0,1.0,0.0,1.0,12,,A53,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.70825,B,A53,A,36061.0,5602.0,5600.0,
9854,133745510,91,201012,201124.0,29491141240011,,N,Y,0.0,25.0,2010,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133745510201012,1337455102010,rtf10pf,10,0,0,10023.0,HISTORIC MUSIC BROADCASTS INC,CLEMENTE DALESSIO,151 W 74TH ST APT 9B,NEW YORK,NY,10023-2206,0.0,3.0,1.0,199912.0,1.0,4.0,0.0,0.0,0.0,1.0,201212.0,0.0,12,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.91038,A,A30,A,36061.0,5602.0,5600.0,
9872,133747036,91,201012,201147.0,93491313003111,,N,Y,0.0,1.0,2010,2.0,8.0,6.0,3,62.0,1597149,94422,208330,91982,0,70330,156000,7500,2062213,1675193,387020,674929,465588,0,27200463,2101678,5841721,0,7943399,1,27951434,0,459822,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,465588,441001,1667693,0,667429,0,992445,138228,0,0,27951434,0,27200463,4656,0,0,8480,0,0,0,0,3824,4656,9336491,0,1,0,0,0,1,674929,623630,51821,442364,1792744,27951434,26801177,25905611,19297509,99955731,20457241,20039675,19840787,13340787,73678490,306548,265582,243512,298015,1113657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133747036201012,1337470362010,rtf10pf,10,-3824,0,10128.0,CLASSICAL AMERICAN HOMES PRESERVATION TRUST,CSAM,69 E 93RD ST,NEW YORK,NY,10128-1331,0.0,3.0,1.0,199409.0,1.0,3.0,62.0,0.0,0.0,1.0,0.0,1.0,12,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24691999999999997,B,A82,A,36061.0,5602.0,5600.0,
9876,133747492,91,201006,201107.0,29491022085231,A20J,N,Y,0.0,1.0,2009,3.0,2.0,0.0,3,994.0,0,0,0,0,0,0,0,0,0,875,-875,875,0,0,10475,0,0,0,0,72456,10475,0,50,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,875,0,875,0,0,475,0,0,10475,0,-61981,0,0,0,0,0,0,0,0,0,0,1024,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133747492201006,1337474922010,rtf10pf,10,0,0,10022.0,TO THE STRUGGLE AGAINST WORLD TERRORISM CORP,WOLF POPPER LLP,845 3RD AVE FL 12,NEW YORK,NY,10022-6623,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,0.0,1.0,6,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6483800000000001,B,A20,A,36061.0,5602.0,5600.0,
9877,133747516,91,201012,201130.0,29491190052211,,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5000,0,0,0,0,0,5000,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133747516201012,1337475162010,rtf10pf,10,0,0,10031.0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR APT 10J,NEW YORK,NY,10031-7214,0.0,3.0,1.0,199410.0,1.0,4.0,994.0,88.0,0.0,1.0,0.0,1.0,12,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.21251,C,A60,A,36061.0,5602.0,5600.0,
9878,133747781,91,201011,201141.0,29491267016031,,N,Y,0.0,1.0,2009,2.0,5.0,4.0,3,994.0,0,2,17310,-31668,0,290,14664,0,-14066,139498,-153564,117823,0,17312,896390,0,563482,0,563482,2835,883762,0,32010,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,17312,17312,139498,19203,117823,19203,0,0,0,0,883762,0,893555,0,0,0,80,0,0,0,0,80,0,649941,0,17312,14252,21925,61991,115480,117823,148769,128154,145062,539808,1,0,0,0,1,0,0,0,0,0,21340,21954,33477,41327,118098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133747781201011,1337477812010,rtf10pf,10,-80,0,10017.0,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,CITRIN COOPERMAN,529 5TH AVE,NEW YORK,NY,10017-4608,0.0,3.0,1.0,199405.0,1.0,3.0,994.0,199.0,0.0,1.0,0.0,1.0,11,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.11742000000000001,B,A25,A,36061.0,5602.0,5600.0,
9938,133772926,91,201012,201125.0,29491148265021,A51Z,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,994.0,0,0,2,0,0,0,0,0,2,2055,-2053,2055,0,0,2566,0,0,0,0,0,2566,0,233,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,2566,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,0,4747,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133772926201012,1337729262010,rtf10pf,10,0,0,10010.0,V I A ART INC,FRANK E BUNTS,15 W 24TH ST APT 7,NEW YORK,NY,10010-3214,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,91.0,0.0,1.0,199712.0,1.0,12,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.30073,B,A51,A,36061.0,5602.0,5600.0,
9959,133781874,91,201012,201138.0,29491239076131,A51Z,N,Y,0.0,1.0,2010,3.0,7.0,6.0,3,60.0,0,32766,83487,377853,0,0,52985,354000,494106,504534,-10428,388792,378363,0,6652253,0,4036125,739348,4775473,0,9590159,344528,394254,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,494106,0,150534,115743,34792,115743,0,0,0,490354,9590159,0,6652253,3784,0,0,847,0,0,0,0,0,3784,8005161,390470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133781874201012,1337818742010,rtf10pf,10,2937,0,10011.0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,511 AVENUE OF THE AMERICAS STE 387,NEW YORK,NY,10011-8436,0.0,3.0,1.0,199503.0,1.0,4.0,60.0,0.0,0.0,1.0,0.0,1.0,12,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26987,B,A51,A,36061.0,5602.0,5600.0,
9965,133783618,91,201012,201125.0,29491148192051,A65Z,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133783618201012,1337836182010,rtf10pf,10,0,0,10036.0,WORLD CITY PICTURES INC,,520 W 43RD ST APT 5L,NEW YORK,NY,10036-4345,0.0,3.0,1.0,199601.0,1.0,4.0,994.0,92.0,0.0,1.0,0.0,1.0,12,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.82986,B,A65,A,36061.0,5602.0,5600.0,
9968,133785670,91,201012,201121.0,93491034002011,A62Z,N,Y,0.0,1.0,2010,3.0,2.0,3.0,3,994.0,50000,42,0,0,0,0,0,0,50042,39320,10722,0,42,0,18278,0,0,0,0,1,18278,0,1777,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,42,0,39320,0,0,0,0,18278,0,0,18278,0,18278,1,0,0,0,0,0,0,0,0,1,36074,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133785670201012,1337856702010,rtf10pf,10,1,0,10025.0,NEW MOVES INC,DENISE DARCELLE MCCLELLAN,446 CENTRAL PARK W APT 2C,NEW YORK,NY,10025-4367,0.0,3.0,1.0,199503.0,1.0,4.0,994.0,349.0,0.0,1.0,199812.0,3.0,12,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13738,B,A62,A,36061.0,5602.0,5600.0,
9970,133787024,91,201106,201147.0,93491315002021,T70J,N,Y,0.0,1.0,2010,3.0,6.0,2.0,3,561.0,305,22322,0,0,494,0,0,75,23121,102417,-79296,63451,22322,0,4145602,0,0,0,0,2267084,3631573,56410,64374,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,795,22322,0,102342,0,63376,0,0,11801,0,1100000,3631573,2240000,1878518,223,0,0,1668,0,0,0,0,1445,223,1307082,64151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133787024201106,1337870242011,rtf10pf,11,-1445,0,10024.0,PARMENIDES TRADITIONAL PHILOSOPHY FOUNDATION,ZEIDMAN LACKOWITZ & CO,39 WEST 88TH STREET,NEW YORK,NY,10024-2534,0.0,3.0,1.0,199503.0,1.0,4.0,561.0,91.0,0.0,1.0,0.0,1.0,6,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9162799999999999,A,A70,A,36061.0,5602.0,5600.0,
9985,133794783,91,201106,201146.0,93491311002021,A50Z,N,Y,0.0,25.0,2010,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,336,-335,0,0,0,3049,0,0,0,0,1,3049,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,336,0,0,0,0,1449,0,0,3049,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,133794783201106,1337947832011,rtf10pf,11,0,0,10011.0,CONTEMPORARY ART FOR AMERICA,DELEY GAZINELLI,330 W 15TH ST,NEW YORK,NY,10011-5912,0.0,3.0,2.0,199507.0,1.0,4.0,994.0,60.0,0.0,1.0,201306.0,1.0,6,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.72934,B,A50,A,36061.0,5602.0,5600.0,
9990,133795843,91,201009,201105.0,29491008016031,A51Z,N,Y,0.0,1.0,2009,2.0,5.0,3.0,3,559.0,18327,91,22292,10647,0,0,0,55065,51357,69204,-17847,55145,33030,0,579768,0,0,0,0,67195,528199,0,15883,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,33030,0,14139,0,80,0,0,123,0,0,528199,0,512573,330,0,0,0,0,0,0,0,0,330,322499,15553,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133795843201009,1337958432010,rtf10pf,10,330,0,10017.0,DEANE & SUSAN PENN ART FOUNDATION INC,L WOLLIN,866 UN PLZ STE 508,NEW YORK,NY,10017-1849,0.0,3.0,1.0,199507.0,1.0,3.0,559.0,0.0,0.0,1.0,0.0,1.0,9,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.75276,B,A12,A,36061.0,5602.0,5600.0,
10068,133808182,91,201012,201121.0,93491133014561,B82J,N,Y,0.0,1.0,2010,3.0,1.0,3.0,3,561.0,30000,0,0,0,0,0,0,26850,30000,26850,3150,26850,0,0,3333,0,0,0,0,1,3333,0,176,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,3333,0,0,3333,0,3333,0,0,0,0,0,0,0,0,0,0,3581,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133808182201012,1338081822010,rtf10pf,10,0,0,10016.0,SUSAN W ROSE FUND FOR MUSIC INC,MORRIS MANSFIELD,200 MADISON AVENUE 5TH FLOOR,NEW YORK,NY,10016-3903,0.0,3.0,1.0,199509.0,1.0,4.0,561.0,90.0,602.0,1.0,0.0,1.0,12,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.688,A,A68,A,36061.0,5602.0,5600.0,
10079,133830526,91,201012,201144.0,29491288013041,T20Z,N,Y,0.0,1.0,2010,3.0,5.0,4.0,3,602.0,0,89,0,-107300,0,0,0,98000,-107211,125342,-232553,124406,0,0,853130,0,0,0,0,0,853130,0,48808,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,89,0,27342,936,26406,936,0,6127,0,0,853130,0,853130,0,0,0,0,0,0,0,0,0,0,991016,48808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133830526201012,1338305262010,rtf10pf,10,0,0,10019.0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,WINDELS MARX,156 W 56TH ST,NEW YORK,NY,10019-3800,0.0,3.0,1.0,199506.0,1.0,4.0,602.0,0.0,0.0,1.0,0.0,1.0,12,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.51264,A,A40,A,36061.0,5602.0,5600.0,
10083,133832587,91,201006,201122.0,29491141016181,A56I,N,Y,0.0,1.0,2009,2.0,5.0,6.0,3,60.0,1208025,190,4,0,0,6795,0,0,1215014,1254680,-39666,1189114,194,0,630631,0,0,0,0,0,630631,0,37274,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,194,6989,1254680,0,1189114,0,19824,93883,0,0,630631,0,630631,4,0,0,108,0,0,0,0,104,4,756828,0,1,0,0,0,1,27779,27590,22883,18030,96282,1,0,0,0,1,0,0,0,0,0,24849,25531,19471,17151,87002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133832587201006,1338325872010,rtf10pf,10,-104,0,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,0.0,1.0,6,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.91704,A,A70,A,36061.0,5602.0,5600.0,
10086,133834448,91,201008,201109.0,29491029031041,A60Z,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,995.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133834448201008,1338344482010,rtf10pf,10,0,0,10023.0,CHOREOTECTONICS INC,RUKA KITO,155 W 70TH ST PH 2G,NEW YORK,NY,10023-4429,0.0,3.0,2.0,199605.0,1.0,4.0,995.0,90.0,0.0,1.0,0.0,1.0,8,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.38101,B,A60,A,36061.0,5602.0,5600.0,
10091,133838457,91,201012,201133.0,93491220000031,Z99Z,N,Y,0.0,1.0,2010,2.0,9.0,7.0,3,91.0,403505,380,1196202,3511106,0,23570,360000,1352975,5134763,2895766,2238997,2507944,3108223,0,164663984,0,15529190,5663828,21193018,1,169854709,0,2980887,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,3482533,0,1542791,374310,1154969,374310,0,121038,0,29852002,169854709,0,164663984,62164,0,0,11071,0,88000,0,1261,35646,62164,60525629,2918723,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133838457201012,1338384572010,rtf10pf,10,-35646,0,10022.0,THE PIERRE AND TANA MATISSE FOUNDATION,,1 EAST 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1.0,199512.0,1.0,3.0,91.0,0.0,0.0,1.0,0.0,1.0,12,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.51802,C,A40,A,36061.0,5602.0,5600.0,
10171,133885307,91,201009,201136.0,29491239012001,A51Z,N,Y,0.0,1.0,2009,2.0,7.0,6.0,3,91.0,40300,0,28002,27849,0,4134,115110,10000,100285,384591,-284306,343350,43035,14894,9913845,421330,232253,0,653583,2478,9926842,0,42830,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,55851,32136,374591,12816,333350,12816,17242,0,0,0,9926842,0,9911367,430,0,0,1253,0,0,0,0,823,430,869650,0,14894,23486,31880,43124,113384,333350,9963,380460,372121,1095894,9926842,10193593,10749944,10950528,41820907,8291146,8448071,8501821,8596371,33837409,28553,32316,46497,52544,159910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,133885307201009,1338853072010,rtf10pf,10,-823,0,10001.0,NANCY GRAVES FOUNDATION INC,HECHT AND COMPANY P C,450 WEST 31ST ST 2NDFL,NEW YORK,NY,10001-4608,0.0,3.0,1.0,199704.0,1.0,3.0,91.0,0.0,0.0,1.0,0.0,1.0,9,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50264,B,A51,A,36061.0,5602.0,5600.0,
