,KeyID,EIN,DocCD,TAXPER,NTEEIRS,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,LONGITUDE,LATITUDE,NAICS,VerifyBy
8880,10931,133721844,91,201212,,1.0,2012,N,,,3,955,889,12390,2848,0,0,0,18100,17082,24721,-7639,18100,16127,0,275611,0,198424,0,198424,0,490365,25546,25707,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,16127,0,6621,0,0,0,0,4523,0,32275,490365,0,275611,161,0,0,0,0,0,0,0,0,161,521971,25546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133721844201212,1337218442012,NCCS_Form990PF_2012_Extract,161,0,10003.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,MICHAEL HAUSMAN,736 BROADWAY FL 8,NEW YORK,NY,10003-9544,0.0,3.0,1.0,199311.0,1.0,4.0,40.0,0.0,0.0,1.0,1.0,12.0,,,,,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7386,A,A31,A,36061.0,5602.0,5600.0,-73.9891,40.7316,512110.0,
8919,10978,133741817,91,201212,A53Z,1.0,2012,N,,,3,0,1,0,0,0,0,0,0,1,579,-578,0,1,1,1268,0,0,0,0,0,1268,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,579,0,0,0,0,0,0,0,1268,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133741817201212,1337418172012,NCCS_Form990PF_2012_Extract,0,0,10025.0,ORGANIZATION OF THE MOROCCAN COMMUNITY IN THE UNITED STATES INC,RYAN & RYAN,817 W END AVE APT 2B,NEW YORK,NY,10025-5317,0.0,3.0,1.0,199507.0,1.0,4.0,994.0,119.0,0.0,1.0,1.0,12.0,,,,,,A53,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.90981,B,A53,A,36061.0,5602.0,5600.0,-73.971455418,40.797773799999995,,
8949,11012,133747036,91,201212,,1.0,2012,Y,,,3,3138060,88250,279862,170970,0,67331,293000,5850,3749273,1928579,1820694,773005,652244,0,29198650,1597072,7188343,257100,9042515,1,34001584,0,546066,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4800,0,652244,454796,1922729,0,767155,0,1147574,227404,0,0,34001584,0,29198650,6522,0,0,6203,0,8000,0,0,7681,6522,11087624,0,1,0,0,0,1,773005,772463,674929,623630,2844027,34001584,31701419,27951434,26801177,120455614,22730004,21042250,20457241,20039675,84269170,363997,386685,306548,265582,1322812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133747036201212,1337470362012,NCCS_Form990PF_2012_Extract,-7681,7681,10128.0,CLASSICAL AMERICAN HOMES PRESERVATION TRUST,KATHLEEN HEALY-GILLEN,69 E 93RD ST,NEW YORK,NY,10128-1331,0.0,3.0,1.0,199409.0,1.0,3.0,62.0,0.0,0.0,1.0,1.0,12.0,,,,,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.64537,B,A82,A,36061.0,5602.0,5600.0,-73.955033,40.785065,,
8953,11017,133747492,91,201206,A20J,1.0,2011,N,,,3,3000,0,0,0,0,0,0,0,3000,1025,1975,0,0,0,12575,0,0,0,0,72456,12575,0,148,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1025,0,0,0,0,2575,0,0,12575,0,-59881,0,0,0,0,0,0,0,0,0,0,3010,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133747492201206,1337474922012,NCCS_Form990PF_2012_Extract,0,0,10022.0,TO THE STRUGGLE AGAINST WORLD TERRORISM CORP,WOLF POPPER LLP,845 3RD AVE FL 12,NEW YORK,NY,10022-6623,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,1.0,6.0,,,,,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.29485,B,A20,A,36061.0,5602.0,5600.0,-73.9703152,40.756898433,710000.0,
8954,11018,133747516,91,201212,,1.0,2012,N,,,3,2100,0,0,0,0,1026,0,0,3126,3126,0,0,0,0,8126,0,0,0,0,1,8126,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3126,0,0,0,0,8126,0,0,8126,0,8126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133747516201212,1337475162012,NCCS_Form990PF_2012_Extract,0,0,10031.0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR,NYC,NY,10031-7201,0.0,3.0,1.0,199410.0,1.0,4.0,994.0,88.0,0.0,1.0,1.0,12.0,,,,,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.10864000000000001,C,A60,A,36061.0,5602.0,5600.0,-73.95513129999999,40.8240604,711100.0,
8955,11019,133747781,91,201211,,1.0,2011,Y,,,3,0,0,14621,30011,0,0,16075,25250,44632,153255,-108623,132652,31011,14621,666350,0,297168,0,297168,1107,727001,0,23286,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,44632,14621,128005,13621,107402,13621,0,0,0,0,727001,0,665243,310,0,0,0,0,0,0,0,0,310,472806,0,14621,28527,17312,14252,74712,132652,127837,117823,148769,527081,1,0,0,0,1,0,0,0,0,0,15524,19018,21340,21954,77836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133747781201211,1337477812012,NCCS_Form990PF_2012_Extract,310,0,10017.0,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,CITRIN COOPERMAN,529 5TH AVE,NEW YORK,NY,10017-4608,0.0,3.0,1.0,199405.0,1.0,3.0,994.0,199.0,0.0,1.0,1.0,11.0,,,,,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.65864,B,A25,A,36061.0,5602.0,5600.0,-73.9801144,40.7549208,611610.0,
8993,11066,133759462,91,201212,,1.0,2012,N,,,3,50000,0,0,0,0,0,0,0,50000,35261,14739,0,0,0,19549,0,0,0,0,0,19549,0,1187,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,35261,0,0,0,0,19549,0,0,19549,0,19549,0,0,0,0,0,0,0,0,0,0,24100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133759462201212,1337594622012,NCCS_Form990PF_2012_Extract,0,0,10044.0,PROVENANCE PRODUCTIONS INC,JONATHAN H MANN,PO BOX 275,NEW YORK,NY,10044-0205,0.0,3.0,2.0,199408.0,1.0,4.0,994.0,122.0,0.0,1.0,1.0,12.0,,,,,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6573899999999999,C,A60,A,36061.0,5602.0,5600.0,-73.9496,40.7621,711100.0,
9012,11089,133772926,91,201212,A51Z,1.0,2012,N,,,3,200,0,0,0,0,0,0,200,200,200,0,200,0,0,3652,0,0,0,0,0,3952,0,195,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,3952,0,0,3952,0,3652,0,0,0,0,0,0,0,0,0,0,3951,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133772926201212,1337729262012,NCCS_Form990PF_2012_Extract,0,0,10010.0,V I A ART INC,FRANK E BUNTS,15 W 24TH ST,NEW YORK,NY,10010-3214,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,91.0,0.0,1.0,1.0,12.0,,,,,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.15794,B,A51,A,36061.0,5602.0,5600.0,-73.987447143,40.741710593,712110.0,
9030,11111,133781874,91,201212,A51Z,1.0,2012,N,,,3,0,46341,119999,1045509,0,324,52250,347400,1212173,506713,705460,427853,1135496,0,7257821,64234,4705853,1348645,6118732,1,10425041,321706,414392,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,1212173,0,159313,76677,80453,76677,0,37230,0,326766,10425041,0,7257821,11355,0,0,3000,0,11260,0,5,2900,11355,8414060,403037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133781874201212,1337818742012,NCCS_Form990PF_2012_Extract,-2900,2900,10011.0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,511 AVENUE OF THE AMERICAS NO 387,NEW YORK,NY,10011-8436,0.0,3.0,1.0,199503.0,1.0,4.0,60.0,0.0,0.0,1.0,1.0,12.0,,,,,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.15207,B,A51,A,36061.0,5602.0,5600.0,-73.99718844,40.73742298,712110.0,
9040,11122,133787024,91,201306,T70J,1.0,2012,N,,,3,2950,22296,0,0,-1219,0,0,0,24027,100034,-76007,61886,22296,0,3963817,0,0,0,0,2210136,3963816,63688,63911,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,3078,22296,0,100034,0,61886,0,0,5517,0,1100000,3963816,2175000,1753681,223,0,0,1222,0,0,0,0,999,223,1297688,63688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,133787024201306,1337870242013,NCCS_Form990PF_2012_Extract,-999,999,10024.0,PARMENIDES TRADITIONAL PHILOSOPHY FOUNDATION,ZEIDMAN LACKOWITZ & CO,39 W 88TH ST,NEW YORK,NY,10024-2534,0.0,3.0,1.0,199503.0,1.0,4.0,561.0,91.0,0.0,1.0,1.0,6.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5176,A,A70,A,36061.0,5602.0,5600.0,-73.96964,40.787073,710000.0,
9134,11226,133808182,91,201212,B82J,1.0,2012,N,,,3,45000,0,0,0,0,0,0,34000,45000,34000,11000,34000,0,0,11333,0,0,0,0,1,11333,0,385,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,11333,0,0,11333,0,11333,0,0,0,0,0,0,0,0,0,0,7808,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133808182201212,1338081822012,NCCS_Form990PF_2012_Extract,0,0,10016.0,SUSAN W ROSE FUND FOR MUSIC INC,JOHN A GACINSKI,200 MADISON AVENUE 5TH FLOOR,NEW YORK,NY,10016-3903,0.0,3.0,1.0,199509.0,1.0,4.0,561.0,90.0,602.0,1.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.61336,A,A68,A,36061.0,5602.0,5600.0,-73.9826556,40.7486889,711130.0,
9144,11238,133830526,91,201212,T20Z,1.0,2012,N,,,3,0,113,0,-2500,0,0,0,0,-2387,25227,-27614,24436,0,0,713162,0,0,0,0,1,713162,0,35803,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,113,0,25227,791,24436,791,0,1586,0,0,713162,0,713162,0,0,0,0,0,0,0,0,0,0,726969,35803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133830526201212,1338305262012,NCCS_Form990PF_2012_Extract,0,0,10019.0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,WINDELS MARX,C/O SCHWABACHER/WINDELS/156 W 56 ST,NEW YORK,NY,10019-0000,0.0,3.0,1.0,199506.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,12.0,,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5985699999999999,A,A40,A,36061.0,5602.0,5600.0,-73.979444714,40.764389096,710000.0,
9147,11242,133832587,91,201206,A56I,1.0,2011,Y,,,3,1249759,109,0,0,0,7702,0,0,1257570,1284965,-27395,1235980,109,0,481384,0,0,0,0,3073,481384,0,7655,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,109,7811,1284965,0,1235980,0,7811,5673,0,0,481384,0,478311,2,0,0,99,0,0,0,0,97,2,155436,0,1,0,0,0,1,9327,24738,27779,27590,89434,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133832587201206,1338325872012,NCCS_Form990PF_2012_Extract,-97,97,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,1.0,6.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.53092,A,A70,A,36061.0,5602.0,5600.0,-73.9789,40.7586,710000.0,
9154,11251,133838457,91,201212,Z99Z,1.0,2012,Y,,,3,0,0,1590520,2289973,0,3884,360000,1830300,3884377,3534615,349762,3090567,3508602,0,171525146,0,26501848,6749208,33251056,1,216682629,0,3047436,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,3884377,0,1704315,375775,1260267,375775,0,220730,0,21768235,216682629,0,171525146,70172,0,0,47580,0,75000,0,0,52408,70172,61876881,2977264,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133838457201212,1338384572012,NCCS_Form990PF_2012_Extract,-52408,52408,10022.0,THE PIERRE AND TANA MATISSE FOUNDATION,,1 EAST 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1.0,199512.0,1.0,3.0,91.0,0.0,0.0,1.0,1.0,12.0,,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.32305,C,A40,A,36061.0,5602.0,5600.0,-73.975992,40.760557,710000.0,
9167,11265,133852316,91,201212,A26I,1.0,2012,N,,,3,0,1,1605,3065,0,0,0,23500,4671,23510,-18839,23500,4671,1606,161328,0,102925,49741,152666,0,160170,0,8206,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4671,1606,10,0,0,0,0,0,0,0,160170,0,161328,47,0,0,259,0,0,0,0,212,47,166625,8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133852316201212,1338523162012,NCCS_Form990PF_2012_Extract,-212,212,10023.0,SARAFIAN FOUNDATION,FRANCIS J HARVEY JR,320 W END AVE APT 6B,NEW YORK,NY,10023-8115,0.0,3.0,1.0,199602.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,12.0,HARVEY FRANCIS J JR TTEE,,,,,A26,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.30635999999999997,B,A26,A,36061.0,5602.0,5600.0,-74.0389,40.7322,710000.0,
9228,11332,133885307,91,201209,A51Z,1.0,2011,Y,,,3,48300,0,15516,26527,0,111795,89250,10000,202138,302155,-100017,266720,142289,115411,9574563,326949,111160,0,438109,10808,9628549,0,30889,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,149973,127311,292155,7684,256720,7684,11900,0,0,0,9628549,0,9563755,1423,0,0,0,0,5300,0,0,3877,1423,627189,0,30889,10510,14894,23486,79779,266720,268322,333350,9963,878355,9628549,9696561,9926842,10193593,39445545,8225421,8272146,8294146,8448071,33239784,20594,24677,28553,32316,106140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133885307201209,1338853072012,NCCS_Form990PF_2012_Extract,-3877,3877,10001.0,NANCY GRAVES FOUNDATION INC,HECHT & COMPANY P C,450 WEST 31ST ST 2NDFL,NEW YORK,NY,10001-4608,0.0,3.0,1.0,199704.0,1.0,3.0,91.0,0.0,0.0,1.0,1.0,9.0,,,,,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5271100000000001,B,A51,A,36061.0,5602.0,5600.0,-73.98613320000001,40.74682,712110.0,
9234,11339,133888511,91,201303,A20Z,1.0,2012,N,,,3,377005,0,0,0,0,0,0,367000,377005,373679,3326,373679,0,0,9241,0,0,0,0,4500,9241,0,1792,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6679,0,6679,0,0,9241,0,0,9241,0,4741,0,0,0,0,0,0,0,0,0,0,36389,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,133888511201303,1338885112013,NCCS_Form990PF_2012_Extract,0,0,10022.0,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,TOSHU FUKAMI,245 EAST 58TH STREET,NEW YORK,NY,10022-1338,0.0,3.0,2.0,199610.0,1.0,4.0,119.0,0.0,0.0,1.0,0.0,3.0,,,,,,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.9951399999999999,B,A1220,A,36061.0,5602.0,5600.0,-73.967594101,40.760390438,813219.0,
9235,11340,133889608,91,201212,S41I,1.0,2012,N,,,3,0,0,0,0,55093,0,0,0,55093,0,55093,0,0,55093,473629,0,0,0,0,1,473629,0,21970,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,166907,0,55093,0,0,0,0,0,473629,0,0,473629,0,473629,0,0,0,0,0,0,0,0,0,0,446083,0,21970,15595,10262,0,47827,0,0,0,0,0,473629,418536,205245,0,1097410,473629,418536,205245,0,1097410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133889608201212,1338896082012,NCCS_Form990PF_2012_Extract,0,0,10002.0,WEB CINEMA GROUP,JONATHAN SARNO,179 ORCHARD ST APT 4,NEW YORK,NY,10002-1482,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,205.0,0.0,1.0,1.0,12.0,,,,,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.84486,A,A31,A,36061.0,5602.0,5600.0,-73.98837900000001,40.715523,512110.0,
9264,11376,133912268,91,201212,A65,1.0,2012,N,,,3,75000,0,0,0,0,7408,0,45755,82408,104979,-22571,45755,0,0,181164,0,0,0,0,1,181164,0,1658,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,7408,59224,0,0,0,53191,17935,0,0,181164,0,181164,0,0,0,0,0,0,0,0,0,0,33659,0,0,0,0,3,3,45755,51800,6742,16524,120821,181163,203735,299627,253092,937617,163229,198138,246248,241106,848721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133912268201212,1339122682012,NCCS_Form990PF_2012_Extract,0,0,10017.0,FATHER FAME FOUNDATION INC,WALLIN ETAL,370 LEXINGTON AVE RM 1207,NEW YORK,NY,10017-6584,0.0,3.0,1.0,199701.0,1.0,4.0,994.0,88.0,0.0,1.0,1.0,12.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.32782,B,A65,A,36061.0,5602.0,5600.0,-73.97679208,40.75093932,711110.0,
9281,11393,133915359,91,201212,T20J,1.0,2012,N,,,3,195150,114,0,0,0,0,0,220638,195264,220847,-25583,220690,0,114,81451,0,0,0,0,0,81451,0,4678,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,114,114,209,157,52,157,0,62896,0,18549,81451,0,81451,0,0,0,0,0,0,6,0,0,0,94990,4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133915359201212,1339153592012,NCCS_Form990PF_2012_Extract,-6,6,10018.0,VIOLA FOUNDATION,BERNATH & ROSENBERG P C,1430 BROADWAY RM 7,NEW YORK,NY,10018-9399,0.0,3.0,1.0,199701.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9108299999999999,A,A68,A,36061.0,5602.0,5600.0,-73.98699232,40.75437948,711130.0,
9291,11404,133917282,91,201212,A76Z,1.0,2012,Y,,,3,3000,0,0,0,0,0,0,0,3000,24385,-21385,0,0,0,18368,0,0,0,0,1,18368,0,468,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,24385,0,0,0,0,3283,0,0,18368,0,18368,0,0,0,20,0,0,0,0,20,0,9500,468,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133917282201212,1339172822012,NCCS_Form990PF_2012_Extract,-20,20,10065.0,BEITLER FAMILY FOUNDATION INC,,245 E 63RD ST APT 29E,NEW YORK,NY,10065-7400,0.0,3.0,2.0,199807.0,1.0,3.0,62.0,0.0,0.0,1.0,1.0,12.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.55718,B,A70,A,36061.0,5602.0,5600.0,-73.970718,40.836217,710000.0,
9332,11448,133921831,91,201212,A99Z,1.0,2012,N,,,3,300000,127145,2259823,4058148,0,-2553453,0,609250,4191663,611977,3579686,610392,5777725,5777725,11189003,2854066,0,0,2854066,0,14982480,0,570376,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5777725,5777725,2727,0,1142,0,0,0,0,3197435,14982480,0,11189003,115555,0,0,10600,0,0,0,0,0,115555,11581246,454821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133921831201212,1339218312012,NCCS_Form990PF_2012_Extract,104955,0,10017.0,BARBARA M ZALAZNICK FOUNDATION,ERIC KAPLAN,335 MADISON AVE STE 1500,NEW YORK,NY,10017-4611,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,12.0,,,,,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.37501,B,A99,A,36061.0,5602.0,5600.0,-73.978832367,40.753882867,710000.0,
9372,11494,133929462,91,201212,A40Z,1.0,2012,Y,,,3,390241,429,56841,0,0,0,0,114575,447511,117393,330118,114825,57220,0,3356932,0,2339132,0,2339132,1,3596586,47942,158643,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,57270,0,2818,50,250,50,0,3240,0,783560,3596586,0,3356932,1144,0,0,0,0,0,0,26,0,1144,3221183,157499,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133929462201212,1339294622012,NCCS_Form990PF_2012_Extract,1170,0,10010.0,THE ALVIN E FRIEDMAN-KEIN FOUNDATION INC,ROBERT H HOROWITZ,1 LEXINGTON AVE APT 2A,NEW YORK,NY,10010-5539,0.0,3.0,1.0,199612.0,1.0,3.0,91.0,0.0,0.0,1.0,1.0,12.0,,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.51864,B,A40,A,36061.0,5602.0,5600.0,-73.985867,40.738488000000004,710000.0,
9374,11496,133930172,91,201212,A99Z,1.0,2012,N,,,3,3200000,372,0,0,0,0,0,1502000,3200372,1530594,1669778,1530594,372,0,515050,0,30000,0,30000,0,515050,40786,40790,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,372,0,28594,0,28594,0,0,485050,0,0,515050,0,515050,4,0,0,23583,0,0,0,0,23579,4,828223,40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133930172201212,1339301722012,NCCS_Form990PF_2012_Extract,-23579,23579,10022.0,TOMORROW FOUNDATION,LAURA BAUDO SILLERMAN,430 PARK AVE FL 6,NEW YORK,NY,10022-3539,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,12.0,,,,,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.13877,B,A99,A,36061.0,5602.0,5600.0,-73.97122320000001,40.76430317,710000.0,
