,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,TOTREV,PROGREV,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,FUNDINC,PROGREV2
12330,132575101,32500,10820,0,0,2008,0,0,0,2008,2008,45328,33672,35534,0,0,23878,35534,0,0,0,0,0,0,0,0,0,0,0,0,0,,A74Z,,1.0,1.0,1.0,AMERICAN PORTUGUESE SOCIETY INC,% BANCO TOTTA & ACOPES,555 MADISON AVENUE 7TH FL,NEW YORK,NY,10022-3390,0.0,3.0,3.0,2000.0,196701.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,161.0,180.0,59.0,B9710,,1.0,1,1,6.0,1,36061.0,,A74Z,A70,,PC,O,AR,A,IN,,1990,A,A74Z,0.742734,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A70,199012,45328,0,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A70,A,,0
12334,132578697,4949022,0,0,0,25319,301734,0,35390,6678196,6678196,11627218,13020224,-1755867,0,0,2434690,860003,2474111,2615869,0,0,0,0,0,0,0,0,0,0,0,,A63I,,3.0,6.0,6.0,FOUNDATION JOFFREY BALLET,% SQUADRON ALTER & WEINRIB ESQ,130 W 56 ST,NEW YORK,NY,10019-3818,0.0,3.0,3.0,2000.0,196409.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A63I,A11,6.0,PC,S,ZA,A,IN,,1989,A,A63I,0.437666,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199006,11627218,0,NY,10019.0,NEW YORK,,,PC,S,ZA,A,IN,,A1163,A,,6617487
12339,132583793,405780,0,32512,28312,101394,0,0,0,3915258,3886946,4321038,4046908,1394596,249020,0,1549128,1706143,321517,311547,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,4.0,4.0,4.0,THEATREWORKS USA CORPORATION,,890 BROADWAY,NEW YORK,NY,10003-1211,0.0,3.0,3.0,1200.0,196708.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.5617449999999999,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A65,199106,4292726,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,3785552
12340,132584273,2050482,0,0,0,0,255193,80199,-14736,4878388,4798189,6928870,6846650,-876010,96459,0,605184,1731789,1351746,2607799,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,4.0,5.0,5.0,DANCE THEATRE FOUNDATION,,211 W 61ST ST 3RD FLR,NEW YORK,NY,10023-7832,0.0,3.0,3.0,1200.0,196803.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,0.0,0,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.9347620000000001,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,6848671,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,4812925
12353,132588377,57800,0,0,0,323,0,0,0,23187,23187,80987,79502,25309,14049,0,26060,26441,2236,1132,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,A62P,1.0,1.0,1.0,LAROCQUE BEY SCHOOL OF DANCE THEATRE INC,,180 W 135TH ST,NEW YORK,NY,10030-2902,0.0,3.0,3.0,1200.0,197004.0,1.0,11.0,1.0,13.0,0.0,10.0,12,,46.0,30.0,59.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1988,A,A6EZ,0.730418,10030.0,10030.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1988,A6E,198812,80987,0,NY,10030.0,NEW YORK,,,PC,O,AR,A,IN,,A6E,A,,22864
12355,132590315,35612,0,0,0,35472,0,0,0,69018,69018,104630,96186,-35694,11380,0,200,1958,44338,37652,35694,0,0,0,0,0,0,0,0,0,0,,N52Z,A68Z,1.0,2.0,1.0,BAR HARBOR FESTIVAL CORPORATION,,741 W END AVE SUITE 4 B,NEW YORK,NY,10025-6222,0.0,3.0,3.0,1230.0,196712.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,N52Z,N52,,PC,O,HS,N,IN,,1990,N,N52Z,0.714522,10025.0,10025.0,5602.0,5600.0,N,1,HU,HU,36061.0,,HU,1990,A68,199012,104630,0,NY,10025.0,NEW YORK,,,PC,O,HS,N,IN,,A68,A,,33546
12357,132590805,1980626,96811,0,0,63915,0,0,0,739884,739884,2817321,2349149,2020479,0,0,4839233,4555798,2702517,2535319,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,4.0,4.0,4.0,STUDIO MUSEUM IN HARLEM INC,,144 W 125TH ST,NEW YORK,NY,10027-4423,0.0,3.0,3.0,2000.0,196711.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,59.0,60.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1989,A,A51Z,0.00214815,10027.0,10027.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A53,199006,2817321,0,NY,10027.0,NEW YORK,,,PC,O,AR,A,IN,,A53,A,,675969
12366,132596350,5300,0,0,0,4832,0,23585,4329,51170,27585,56470,26920,73563,0,0,96090,89703,28492,16140,0,0,0,0,0,0,0,0,0,0,0,,A33Z,V26Z,1.0,1.0,1.0,COLUMBIA JOURNAL OF LAW & SOCIAL PROBLEMS INC,,435 W 116TH ST,NEW YORK,NY,10027-7201,0.0,3.0,3.0,2000.0,196712.0,1.0,17.0,1.0,13.0,0.0,10.0,6,,59.0,120.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.23444,10027.0,10027.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A33,199006,32885,0,NY,10027.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A,,18424
12367,132596500,5339047,233573,0,0,38295,373109,0,0,1277446,1276294,6850066,4623184,6549118,95506,14872,8964598,11515757,4518378,4966639,0,0,0,0,0,0,0,0,0,0,0,S,A55Z,A82Z,6.0,5.0,4.0,SOUTH STREET SEAPORT MUSEUM,,207 FRONT ST,NEW YORK,NY,10038-2121,0.0,3.0,3.0,2000.0,198903.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,0.0,0.0,B9702,1997.0,1.0,1,0,0.0,0,36061.0,,A50Z,A50,,PC,O,AR,A,IN,,1990,A,A50Z,0.118302,10038.0,10038.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A50,199012,6848914,0,NY,10038.0,NEW YORK,,,PC,O,AR,A,IN,,A50,A,,1237999
12368,132596741,0,606447,0,0,82404,0,0,0,96240,96240,702687,760654,897121,95500,0,1067726,1095274,112638,198153,0,0,0,0,0,0,0,0,0,0,0,S,A20A,,4.0,3.0,3.0,BUSINESS COMMITTEE FOR THE ARTS INC,% FINANCIAL DEPT,1775 BROADWAY,NEW YORK,NY,10019-1903,0.0,3.0,3.0,1200.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,120.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20A,A01,2.0,PC,O,AR,A,IN,,1990,A,A20A,0.8881899999999999,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A90,199012,702687,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A90,A,,13836
12371,132597744,499006,0,0,0,2182,0,0,0,232388,232388,731394,767369,-50931,0,0,387770,241944,402726,292875,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,2.0,3.0,3.0,PUERTO RICAN TRAVELING THEATER COMPANY INC,,141 W 94TH ST,NEW YORK,NY,10025-7016,0.0,3.0,3.0,1200.0,196903.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.5700890000000001,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199009,731394,0,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,230206
12373,132598476,68681,0,0,0,3500,0,0,0,304306,302567,372987,383568,-52343,26000,0,46937,36486,86960,88829,0,0,0,0,0,0,0,0,0,0,0,,A6BC,,1.0,2.0,2.0,NATIONAL CHORAL COUNCIL INC,M J LEVERSON,1650 BROADWAY RM 301,NEW YORK,NY,10019-6833,0.0,3.0,3.0,2000.0,196712.0,1.0,16.0,1.0,13.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A6BC,A03,6.0,PC,O,AR,A,IN,,1989,A,A6BC,0.057300199999999996,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A03,199009,371248,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A03,A,,299067
12380,132601303,828956,0,0,0,7255,0,0,0,40292,40292,869248,866284,-17977,44858,0,125618,121843,140883,139820,0,0,0,0,0,0,0,0,0,0,0,,A26Z,,2.0,3.0,3.0,BRONX COUNCIL ON THE ARTS INC,,1738 HONE AVE,BRONX,NY,10461-1403,0.0,3.0,3.0,2000.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,0.0,0,1,4.0,0,36005.0,,A26Z,A26,,PC,O,AR,A,IN,,1988,A,A26Z,0.863241,10461.0,10461.0,5602.0,5600.0,A,1,AR,AR,36005.0,,AR,1989,A26,198906,869248,0,NY,10461.0,BRONX,,,PC,O,AR,A,IN,,A26,A,,33037
12392,132608326,743674,0,18644,0,3396,86759,0,0,36257,36257,779931,885036,109222,0,46514,260136,114884,45809,5662,0,0,0,0,0,0,120,0,120,0,0,,A30G,,2.0,3.0,3.0,MORALITY IN MEDIA INC,,475 RIVERSIDE DR,NEW YORK,NY,10115-0099,0.0,3.0,3.0,2000.0,196312.0,1.0,15.0,5.0,13.0,0.0,10.0,12,,328.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A30G,A19,3.0,PC,O,AR,A,IN,,1990,A,A30G,0.18,10115.0,10115.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A19,199012,779931,0,NY,10115.0,NEW YORK,,,PC,O,AR,A,IN,,A1930,A,,32861
12398,132613352,2301348,145079,0,0,133063,87200,0,0,1833775,1833775,4280202,4078280,115848,0,0,2167472,1760595,2199630,1644747,0,0,0,0,0,0,0,0,0,0,0,,A26Z,,4.0,4.0,4.0,CULTURAL COUNCIL FOUNDATION,,625 BROADWAY,NEW YORK,NY,10012-2611,,3.0,,,,,,,,,,12,,,,,ALM97,1992.0,1.0,1,0,0.0,0,36061.0,,A26Z,A26,,PC,O,AR,A,IN,,1989,A,A26Z,0.784172,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A26,198912,4280202,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A26,A,,1700712
12404,132614483,563916,0,0,0,1178,0,0,0,167081,167081,730997,735517,585964,0,0,1791267,1845112,1155232,1259148,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,4.0,3.0,3.0,JAZZMOBILE INC,,154 W 127TH ST,NEW YORK,NY,10027-3722,0.0,3.0,3.0,1200.0,196803.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.13613599999999998,10027.0,10027.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A68,199006,730997,0,NY,10027.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A,,165903
12407,132615433,93570,0,0,0,1321,0,0,0,50968,50968,144538,103421,40006,0,0,71797,63343,22802,23337,40006,0,0,0,0,0,0,0,0,0,0,,A6EZ,A68P,1.0,2.0,2.0,MANNA HOUSE WORKSHOPS INC,,338 E 106TH ST,NEW YORK,NY,10029-4833,0.0,3.0,3.0,1200.0,196804.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,1,5.0,1,36061.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1989,A,A6EZ,0.374183,10029.0,10029.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6E,199006,144538,0,NY,10029.0,NEW YORK,,,PC,O,AR,A,IN,,A6E,A,,49647
12422,132620443,511426,0,0,0,6235,50776,0,0,458319,458319,969745,909047,111166,0,0,237078,281625,186609,170458,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,2.0,3.0,3.0,FILM VIDEO ARTS INC,,817 BROADWAY,NEW YORK,NY,10003-4709,0.0,3.0,3.0,1200.0,196810.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,602.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1989,A,A31Z,0.33245399999999997,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A31,199006,969745,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,452084
12424,132620861,711038,0,0,0,70,31103,0,0,368014,368014,1079052,1099614,-85280,56049,0,216165,203930,280883,289210,0,0,0,0,0,0,0,0,0,0,0,,A6FZ,,2.0,4.0,4.0,LA MAMA EXPERIMENTAL THEATRE CLUB INC,,74 E 4TH ST,NEW YORK,NY,10003-8903,0.0,3.0,3.0,1230.0,196708.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A6FZ,A60,,PC,O,AR,A,IN,,1990,A,A6FZ,0.438158,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A61,199106,1079052,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A61,A,,367944
12434,132623376,228926,43722,0,0,1800,5034,0,0,41817,41817,314465,307156,71147,46000,5034,119894,86316,56056,15169,0,0,0,0,0,0,0,0,0,0,0,,A40E,A00D,1.0,2.0,2.0,INTERNATIONAL FOUNDATION FOR ART RESEARCH INC,,500 FIFTH AVE STE 1234,NEW YORK,NY,10110-1299,0.0,3.0,3.0,2000.0,196901.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A40E,A05,4.0,PC,O,AR,A,IN,,1990,A,A40E,0.321497,10110.0,10110.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A05,199012,314465,0,NY,10110.0,NEW YORK,,,PC,O,AR,A,IN,,A0520,A,,40017
12439,132624257,70632,0,0,0,0,0,0,0,73974,73974,144606,137716,-31980,0,0,25926,30245,103369,62226,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,1.0,2.0,2.0,CAMERA NEWS INC D B A THIRD WORLD NEWSREEL,,335 W 38TH ST,NEW YORK,NY,10018-2916,0.0,3.0,3.0,1000.0,198811.0,1.0,15.0,1.0,11.0,0.0,10.0,2,,122.0,126.0,119.0,B9710,,0.0,0,0,0.0,0,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1988,A,A31Z,0.272922,10018.0,10018.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A31,198902,144606,0,NY,10018.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A,,73974
12440,132624440,271197,0,0,0,364,2693,0,0,472796,472796,743993,699882,-214253,0,0,106301,91064,325496,305317,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,3.0,3.0,NIKOLAIS LOUIS FOUNDATION FOR DANCE,,611 BROADWAY SUITE 221,NEW YORK,NY,10012-2608,0.0,3.0,3.0,1000.0,198611.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,91.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.800046,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A61,199012,743993,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,472432
12450,132628036,975538,0,6105754,5692733,628502,142292,0,0,7305433,1612700,8280971,2011434,9499805,70000,0,11329490,12561011,2370008,3061206,0,0,0,0,0,0,0,0,0,0,0,S,A6CZ,,6.0,5.0,4.0,CHAMBER MUSIC SOCIETY OF LINCOLN CENTER INC,,70 LINCOLN CENTER PLAZA,NEW YORK,NY,10023-6548,0.0,3.0,3.0,1200.0,196903.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,40.0,B9710,,1.0,1,1,3.0,1,36061.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1989,A,A6CZ,0.9836729999999999,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6C,199006,2588238,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A6C,A,,984198
12459,132632596,239799,0,0,0,0,27779,0,0,320479,320479,560278,336458,192357,25361,0,2905153,5955101,2796335,5762744,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,5.0,3.0,2.0,NATIONAL BLACK THEATRE WORKSHOP INCORPORATED,,213 W 137TH ST,NEW YORK,NY,10030-2406,0.0,3.0,3.0,2300.0,197005.0,1.0,16.0,1.0,13.0,0.0,10.0,10,,119.0,59.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.6414810000000001,10030.0,10030.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199010,560278,0,NY,10030.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,320479
12469,132637811,10075,0,0,0,10764,0,0,0,134446,134446,144521,134678,125161,0,0,205949,189456,86312,64299,0,0,0,0,0,0,0,0,0,0,0,,A62I,,2.0,2.0,2.0,BRIANSKY SARATOGA BALLET CENTER INC,,220 W 93RD ST,NEW YORK,NY,10025-7411,0.0,3.0,3.0,2000.0,197012.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,30.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A62I,A11,6.0,PC,S,ZA,A,IN,,1989,A,A62I,0.587853,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A11,199009,144521,0,NY,10025.0,NEW YORK,,,PC,S,ZA,A,IN,,A1163,A,,123682
12470,132638292,735681,0,0,0,9622,124427,0,0,1177098,1177098,1912779,1826981,-54213,50000,0,427975,522492,539103,576705,0,0,0,0,0,0,0,0,0,0,0,,A69Z,,3.0,4.0,4.0,ORPHEON INC,,220 W 42ND ST,NEW YORK,NY,10036-7211,0.0,3.0,3.0,1000.0,197112.0,1.0,16.0,1.0,13.0,0.0,10.0,8,,59.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A69Z,A69,,PC,O,AR,A,IN,,1989,A,A69Z,0.650112,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A69,199008,1912779,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A69,A,,1167476
12481,132642091,4583752,0,0,0,71487,642935,0,0,1638460,1638460,6222212,5884048,799167,0,60000,2494698,3695303,2033695,2896136,0,0,0,0,0,0,0,0,0,0,0,S,A62Z,,4.0,5.0,5.0,DANCE THEATRE OF HARLEM INC,,466 W 152ND ST,NEW YORK,NY,10031-1814,0.0,3.0,3.0,1200.0,196903.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A62Z,A63,,PC,O,AR,A,IN,,1989,A,A62Z,0.574855,10031.0,10031.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A63,199009,6222212,0,NY,10031.0,NEW YORK,,,PC,O,AR,A,IN,,A63,A,,1566973
12502,132655731,21827690,0,25937866,25428218,5910771,460300,30043484,6365369,104685068,49213366,126512758,52016544,71017666,875829,0,90055826,108503164,38427768,37485498,71017666,0,0,0,0,0,54452,0,54452,0,0,S,A32Z,,6.0,6.0,6.0,CHILDRENS TELEVISION WORKSHOP,,ONE LINCOLN PLZ,NEW YORK,NY,10023-7129,0.0,3.0,3.0,2000.0,197004.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,30.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A32Z,A32,,PC,O,AR,A,IN,,1989,A,A32Z,0.783095,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A32,199006,71041056,0,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A32,A,,36937226
12511,132661632,155200,0,0,0,2274,0,0,0,373236,373236,528436,403550,213544,123520,0,187642,293766,98984,80222,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,2.0,3.0,2.0,BYRD HOFFMAN FOUNDATION,,131 VARICK ST,NEW YORK,NY,10013-1410,0.0,3.0,3.0,2300.0,197012.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1990,A,A20Z,0.178359,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A11,199106,528436,370962,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A116E,A,,370962
12519,132665475,1545225,0,0,0,8859,255219,0,0,1303264,1303264,2848489,3139610,39656,62081,0,1470105,1019531,1089928,979875,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,4.0,4.0,4.0,PAUL TAYLOR DANCE FOUNDATION INC,,552 BROADWAY 2ND FLR,NEW YORK,NY,10012-3947,0.0,3.0,3.0,1000.0,198309.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,59.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.588835,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,2848489,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,1294405
12525,132666489,28931,0,0,0,0,0,13972,3637,20459,6487,49390,38241,2677,0,0,9820,5354,7143,2677,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,CINQUE GALLERY INC,,560 BROADWAY 5TH FL,NEW YORK,NY,10012-3938,0.0,3.0,3.0,3000.0,197103.0,1.0,15.0,1.0,13.0,0.0,10.0,9,,119.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.423062,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A40,199009,35418,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A,,2850
12533,132667790,83000,0,0,0,13628,0,0,0,13628,13628,96628,73576,65880,0,0,218242,240880,958,175000,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,2.0,1.0,1.0,TWYLA THARP DANCE FOUNDATION,% STARR & COMPANY,350 PARK AVE,NEW YORK,NY,10022-6022,0.0,3.0,3.0,2000.0,197102.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,59.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.42777299999999996,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,96628,0,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,0
12546,132672382,134363,0,0,0,0,17224,0,0,142579,142579,276942,296170,-108704,0,0,45089,129594,134565,238298,0,0,0,0,0,0,0,0,0,0,0,,A25Z,A23Z,2.0,2.0,2.0,PRINTMAKING WORKSHOP INC,,55 W 17TH ST,NEW YORK,NY,10011-5513,0.0,3.0,3.0,1200.0,197012.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,119.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36061.0,,A25Z,A25,,PC,O,AR,A,IN,,1988,A,A25Z,0.515571,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A25,198908,276942,0,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A25,A,,142579
12547,132672755,844339,0,0,0,24783,37000,0,0,597383,597383,1441722,1432376,312765,0,37000,602427,1062494,299006,749729,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,4.0,4.0,4.0,SPANISH THEATRE REPERTORY CO LTD,,138 E 27TH ST,NEW YORK,NY,10016-9001,0.0,3.0,3.0,2000.0,197210.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,59.0,119.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.651133,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A65,199008,1441722,0,NY,10016.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,572600
12561,132677007,13950,0,0,0,1412,0,0,0,35386,35386,49336,56827,33559,0,0,41050,33559,0,0,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,MARY ANTHONY DANCE THEATRE FOUNDATION INC,,736 BROADWAY,NEW YORK,NY,10003-9519,0.0,3.0,3.0,2000.0,197111.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.839253,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A62,199006,49336,0,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,33974
