,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,Randnum,MSA_NECH,NTEESRC,nteeConf,nteedraft,Ntee2005b,Confidence2005b,ntee42005b,LAT,LON,FipsOldA,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
27599,133335286,200306,2002,56514,130,0,0,0,0,0,0,4449,4449,61093,62369,-1276,0,0,0,8050,0,6060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4449,,61093,3,7,0,0,0,0,0,0,0,0,0,0,0,0,61093,-1276,0,0,0,0,0,0,0,0,0,201616,770,0,0,0,0,202386,202386,0,0,0,994,,29409347035153,2003,N,10301-2226,10301.0,133335286200306,1333352862003,6,994.0,119.0,0.0,425 JERSEY ST,3.0,199306.0,STATEN ISLAND,1.0,,1.0,13.0,15.0,10.0,0.0,UNIVERSAL TEMPLE OF THE ARTS INC,1.0,198903.0,,NY,CORE02PC,,,,,A,A99,IN,,AR,A,A99Z,PC,O,AR,A,,,AR,AR,,5600.0,36085.0,0.8792209999999999,5602.0,1,B,A99,A99,,,-74.0874,40.64067,36085.0,NY,10301.0,STATEN ISLAND,A61,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,,,,PC,O,AR,A,IN,,0.0,3a,2003.0,3119.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A99,A
27601,133335670,200309,2002,73310,0,0,0,60,0,0,0,25751,25751,99061,174001,4527,0,0,80117,21226,650,16700,0,0,0,0,0,0,0,0,0,0,0,0,0,25691,0,0,,99061,3,7,0,0,0,0,0,60,0,0,0,0,0,0,99061,-74940,0,0,0,0,0,0,0,0,79467,536327,0,514550,6058,0,0,1056935,542385,0,0,0,90,1.0,29409255039244,2003,N,10011-0000,10011.0,133335670200309,1333356702003,9,90.0,0.0,0.0,PO BOX 143,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,CROSS PERFORMANCE INC,1.0,198705.0,,NY,RTF03PC,1.0,1.0,1.0,2.0,A,A60,IN,,AR,A,A60Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.6964130000000001,5602.0,1,A,A60,A60,,,0.0,0.0,36061.0,NY,10011.0,NEW YORK,A60,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,1101.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A60,A
27605,133336695,200312,2003,310900,0,0,0,52,0,0,0,384318,384318,695218,569470,119045,12000,0,206290,243798,126435,124753,0,0,0,0,0,0,0,0,0,0,0,0,86558,127866,169842,0,,608660,3,9,0,0,52,0,0,0,0,0,0,0,256400,0,608660,39190,0,109843,8525,0,0,0,0,0,79855,807798,0,1274441,320,0,0,2082559,808118,0,0,0,120,1.0,29490241106284,2003,N,11217-1506,11217.0,133336695200312,1333366952003,12,120.0,995.0,0.0,80 HANSEN PL,3.0,198712.0,BROOKLYN,1.0,,1.0,11.0,16.0,10.0,0.0,NEW ART PUBLICATIONS INC,1.0,198608.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,A20Z,AR,AR,5602.0,5600.0,36047.0,0.790533,5602.0,1,A,A33,A33,,,0.0,0.0,36047.0,NY,11217.0,BROOKLYN,A33,,56500.0,3a,2003.0,0.0,3a,2003.0,119045.0,3a,2003.0,2201.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,254400.0,3a,2003.0,4902.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,153062.0,3a,2003.0,0.0,3a,2003.0,12705.0,3a,2003.0,A33,A
27606,133338257,200306,2002,1999,5944,0,0,54,0,0,0,18990,18990,26933,31805,22010,0,0,26882,22010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18936,0,0,,26933,3,9,0,0,0,0,0,54,0,0,0,0,0,0,26933,-4872,0,0,0,0,0,0,0,0,26882,51659,16788,70658,1116,0,0,140221,69563,0,0,0,90,1.0,29409066053404,2003,N,10014-2980,10014.0,133338257200306,1333382572003,6,90.0,0.0,0.0,332 BLEECKER ST STE K 48,3.0,0.0,NEW YORK,2.0,RICHARD FRANGELLO,1.0,13.0,15.0,10.0,0.0,TRIMUSICANGLE INC,1.0,198811.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A68,IN,,AR,A,A68Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.104405,5602.0,1,B,A68,A68,,,-74.00173000000001,40.73064,36061.0,NY,10014.0,NEW YORK,A68,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A68,A
27622,133344728,200306,2002,1615,7315,0,0,1156,0,0,0,90623,90623,99553,87515,182327,0,0,170289,182326,0,0,182326,0,0,0,0,0,0,0,0,0,0,0,0,87563,1280,0,,99553,3,9,0,1156,0,0,0,0,0,624,0,624,1280,0,99553,12038,0,0,0,0,0,0,0,170289,170289,58918,31025,320017,11098,0,0,426060,106043,0,0,0,91,,29490305107233,2003,N,10013-1342,10013.0,133344728200306,1333447282003,6,91.0,995.0,149.0,481 WASHINGTON ST,3.0,199106.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,MANHATTAN GRAPHICS CENTER INC,1.0,198804.0,,NY,CORE02PC,,,,,A,A40,IN,,AR,A,A44Z,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.450543,5602.0,1,A,A40,A40,,,-74.01001,40.72152,36061.0,NY,10013.0,NEW YORK,A40,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,12002.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1615.0,3a,2003.0,15208.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,54608.0,3a,2003.0,A40,A
27627,133346540,200308,2002,2095,0,0,0,0,0,0,0,54630,54630,56725,53845,-43319,9000,0,15221,15772,61420,59091,0,0,0,0,0,0,0,0,0,0,0,0,0,51923,0,2707,,56725,3,9,0,0,0,0,0,0,0,0,0,0,0,0,56725,2880,0,0,427,0,0,0,0,0,-46199,31438,0,156547,521,0,0,192570,36023,0,0,0,122,1.0,29490038011214,2003,N,10011-0000,10011.0,133346540200308,1333465402003,8,122.0,0.0,0.0,PO BOX 1348,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,JEZEBEL PRODUCTIONS INC,1.0,199111.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A31,IN,,AR,A,A31Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.0716385,5602.0,1,A,A31,A31,,,0.0,0.0,36061.0,NY,10011.0,NEW YORK,A31,,0.0,3a,2003.0,0.0,3a,2003.0,-43319.0,3a,2003.0,9041.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,2095.0,3a,2003.0,6509.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,5927.0,3a,2003.0,0.0,3a,2003.0,703.0,3a,2003.0,A31,A
27632,133347764,200312,2003,837254,0,0,0,0,0,10000,24431,42481,32481,879735,115721,23381057,18700,0,22627043,23393072,0,12015,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,0,0,,869735,3,9,0,0,0,0,0,0,0,0,0,0,0,34431,869735,754014,0,27958,0,0,0,0,0,0,22627043,0,0,0,0,0,0,0,0,0,0,0,61,1.0,29490199268234,2003,N,10012-3326,10012.0,133347764200312,1333477642003,12,61.0,0.0,0.0,132 CROSBY ST 3RD FL,3.0,0.0,NEW YORK,1000.0,,1.0,1.0,15.0,10.0,0.0,ARCHIVE OF CONTEMPORARY MUSIC,1.0,198611.0,,NY,RTF03PC,,3.0,3.0,2.0,A,A68,IN,,AR,A,A68Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.184859,5602.0,1,B,A68,A68,,,-73.99880999999999,40.722159999999995,36061.0,NY,10012.0,NEW YORK,A68,,0.0,4,2007.0,0.0,4,2007.0,23381057.0,4,2007.0,7445.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,7201.0,4,2007.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A68,A
27642,133349320,200406,2003,24812,0,0,0,0,0,651,720,16445,15794,41257,32311,32969,0,0,24674,33189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14172,0,902,,40606,3,7,0,0,0,0,0,0,0,0,0,0,0,1342,40606,8295,0,0,0,0,0,0,0,0,24674,39819,0,38360,0,0,0,78179,39819,0,0,0,90,1.0,29409290026104,2004,N,10113-0910,10113.0,133349320200406,1333493202004,6,90.0,0.0,0.0,PO BOX 910,3.0,0.0,NEW YORK,1.0,RON LAPINSKI,1.0,13.0,15.0,10.0,0.0,GREENWICH VILLAGE ORCHESTRA LTD,1.0,198609.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A69,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.289997,5602.0,1,C,A69,A69,,,0.0,0.0,36061.0,NY,10113.0,NEW YORK,A69,,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,20237.0,3c,2003.0,0.0,3c,2003.0,0.0,3c,2003.0,A69,A
27652,133351673,200406,2003,450477,8195,11166,10520,1769,99495,7714,5029,138311,120077,596983,527176,590729,68778,0,603481,616487,27713,25758,0,0,0,0,0,0,0,0,0,0,0,0,36612,32734,43287,0,,542137,3,7,0,1769,0,0,0,0,646,0,0,0,79899,12743,542137,14961,0,191171,29968,0,0,0,0,0,575768,1661984,68041,277512,6685,0,0,2014222,1736710,0,0,0,60,1.0,29490318300074,2004,N,10301-1114,10301.0,133351673200406,1333516732004,6,60.0,0.0,0.0,1000 RICHMOND TER BLDG D,3.0,0.0,STATEN ISLAND,2.0,,1.0,13.0,15.0,10.0,0.0,NOBLE MARITIME COLLECTION,1.0,198704.0,,NY,RTF03PC,3.0,3.0,3.0,3.0,A,A51,IN,,AR,A,A51Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36085.0,0.24180300000000002,5602.0,1,A,A51,A51,,,0.0,0.0,36085.0,NY,10301.0,STATEN ISLAND,A51,,364653.0,2,2005.0,0.0,2,2005.0,590729.0,2,2004.0,291590.0,3c,2003.0,0.0,2,2004.0,0.0,2,2004.0,0.0,3c,2003.0,0.0,3c,2003.0,85689.0,2,2005.0,271217.0,3c,2003.0,PC,O,AR,A,IN,,0.0,3c,2003.0,0.0,3c,2003.0,10728.0,3c,2003.0,62630.0,3c,2003.0,A51,A
27656,133352195,200306,2002,153675,6800,0,0,31,0,9583,21331,65021,55438,225496,220860,-2290,64359,0,30930,13580,28273,15870,-2290,0,0,0,0,0,0,0,0,0,0,0,0,33651,0,425,,215913,3,9,0,31,0,0,0,0,0,0,0,0,0,30914,215913,-4947,0,0,0,0,0,0,0,2657,2657,637110,9058,130757,627,0,0,806365,675608,0,0,0,90,1.0,29490066038044,2003,N,10013-3414,10013.0,133352195200306,1333521952003,6,90.0,91.0,0.0,275 CHURCH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,MELA FOUNDATION INC,1.0,198710.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A20,IN,,AR,A,A20Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.11351199999999999,5602.0,1,A,A20,A20,,,-74.00764000000001,40.716,36061.0,NY,10013.0,NEW YORK,A20,,4702.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,4929.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,148973.0,3a,2003.0,2402.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,2012.0,3a,2003.0,0.0,3a,2003.0,905.0,3a,2003.0,A20,A
27658,133352849,200312,2003,127400,0,0,0,569,0,0,0,107443,107443,234843,233637,62028,47331,0,111228,143073,50406,81045,0,0,0,0,0,0,0,0,0,0,0,0,0,106874,0,0,,234843,3,9,0,569,0,0,0,0,0,0,0,0,0,0,234843,1206,0,32448,10822,0,0,50406,81045,0,60822,510302,0,736463,2114,0,0,1248879,512416,0,0,0,88,1.0,29490137071214,2003,N,11101-1441,11101.0,133352849200312,1333528492003,12,88.0,994.0,0.0,3711 35TH AVE,3.0,199006.0,LONG IS CITY,1.0,,1.0,11.0,15.0,10.0,0.0,IN COLLABORATION INCORPORATED,1.0,198702.0,READERS THEATRE WORKSHOP,NY,RTF03PC,2.0,2.0,2.0,2.0,A,A19,IN,,AR,A,A65P,PC,O,AR,A,6.0,,AR,AR,5602.0,5600.0,36081.0,0.387912,5602.0,1,A,A19,A19,,,0.0,0.0,36081.0,NY,11101.0,LONG IS CITY,A19,6E,102600.0,3a,2003.0,0.0,3a,2003.0,62028.0,3a,2003.0,34017.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,24800.0,3a,2003.0,11603.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,5503.0,3a,2003.0,0.0,3a,2003.0,18209.0,3a,2003.0,A196E,A
27659,133353110,200307,2002,96700,0,0,0,607,9238,2680,-51,103013,100333,199713,203966,39945,51995,0,55254,50843,8376,10898,0,0,0,0,0,0,0,0,0,0,0,0,0,99777,0,0,,197033,3,9,0,607,0,0,0,0,0,0,0,0,0,2629,197033,-6933,0,29143,7369,0,0,0,0,0,46878,383934,0,519217,3704,0,0,906855,387638,0,0,0,90,1.0,29490192102064,2003,N,10029-4603,10029.0,133353110200307,1333531102003,7,90.0,0.0,0.0,1680 LEXINGTON AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,LOS PLENEROS DE LA 21,1.0,199310.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A68,IN,,AR,A,,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.302489,5602.0,1,C,A68,A68,,,-73.94659,40.79181,36061.0,NY,10029.0,NEW YORK,A68,,89200.0,3a,2003.0,0.0,3a,2003.0,39945.0,3a,2003.0,8307.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,7500.0,3a,2003.0,8408.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A68,A
27670,133355697,200306,2002,373784,0,0,0,0,0,0,0,271734,271734,645518,454415,-134578,31042,0,563640,755461,889321,890039,0,0,0,0,0,0,0,0,0,0,0,0,0,271089,0,645,,645518,3,7,0,0,0,0,0,0,0,0,0,0,0,0,645518,191103,0,35753,7282,0,0,0,0,0,-325681,508878,0,867911,1815,0,0,1388256,520345,0,0,0,88,,29490340228023,2003,N,10010-2907,10010.0,133355697200306,1333556972003,6,88.0,0.0,0.0,123 E 24TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BLUE HERON THEATRE INC,1.0,198611.0,,NY,CORE02PC,,,,,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.40607,5602.0,1,A,A65,A65,,,-73.98739,40.742059999999995,36061.0,NY,10010.0,NEW YORK,A65,,12203.0,3a,2003.0,0.0,3a,2003.0,-134578.0,3a,2003.0,46404.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,361581.0,3a,2003.0,51904.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,420434.0,3a,2003.0,258521.0,3a,2003.0,1700.0,3a,2003.0,A65,A
27673,133357408,200312,2003,1206202,34058,0,0,991,51725,0,0,55934,55934,1296194,1242838,151215,33588,0,99409,152765,1550,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,54943,0,0,,1296194,3,7,0,991,0,0,0,0,0,0,0,0,0,0,1296194,53356,0,94357,12734,0,0,0,0,0,97859,2525135,107410,152975,9432,0,0,2794952,2641977,0,0,0,90,1.0,29490339395154,2003,N,10013-1205,10013.0,133357408200312,1333574082003,12,90.0,995.0,0.0,161 6TH AVE,3.0,0.0,NEW YORK,1.0,THE FIELD,1.0,13.0,16.0,10.0,0.0,PERFORMANCE ZONE INC,1.0,198611.0,,NY,RTF03PC,2.0,4.0,4.0,4.0,A,A12,IN,,AR,A,A62J,PC,S,ZB,A,6.0,,AR,AR,5602.0,5600.0,36061.0,0.131833,5602.0,1,A,A12,A12,,,0.0,0.0,36061.0,NY,10013.0,NEW YORK,A12,60,65500.0,3a,2003.0,2500.0,3a,2003.0,32503.0,3a,2003.0,2401.0,3a,2003.0,118612.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1138102.0,3a,2003.0,4700.0,3a,2003.0,PC,S,ZB,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A1260,A
27674,133357417,200312,2003,0,15760,100000,100000,38090,0,0,0,510644,410644,526404,174590,687010,0,0,720315,687010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285119,83995,3440,0,,141285,3,9,0,144,37946,0,0,0,0,0,0,0,288559,0,141285,-33305,0,0,0,0,0,0,0,0,720315,74404,61523,1114662,151335,0,0,1401924,287262,0,0,0,205,1.0,29490185157074,2003,N,10018-7033,10018.0,133357417200312,1333574172003,12,205.0,35.0,0.0,1375 BROADWAY STE 1600,3.0,0.0,NEW YORK,1.0,CITRIN COOPERMAN & CO LLP,1.0,13.0,16.0,10.0,0.0,UNDERFASHION CLUB INC,1.0,198707.0,,NY,RTF03PC,3.0,2.0,3.0,2.0,A,A03,IN,,AR,A,A44Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.0254641,5602.0,1,B,A03,A03,,,-73.98748,40.74966,36061.0,NY,10018.0,NEW YORK,A03,40,0.0,3c,2002.0,0.0,3c,2002.0,687010.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3c,2002.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,578508.0,3a,2003.0,0.0,3a,2003.0,A0340,A
27679,133358147,200112,2001,85826,3275,0,0,2909,59526,0,0,2909,2909,92010,86772,79046,0,16912,73808,79046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92010,3,7,0,2909,0,0,0,0,0,0,0,0,0,0,92010,5238,0,0,0,0,0,0,0,0,73808,467511,13509,0,2842,0,0,483862,483862,0,0,0,92,1.0,29490143044414,2001,N,10185-2446,10185.0,133358147200112,1333581472001,12,92.0,995.0,0.0,PO BOX 2446,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,NEW YORK ASSOC OF BLACK JOURNALISTS INC,1.0,199010.0,,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.05807280000000001,5602.0,1,B,A33,A33,,,0.0,0.0,36061.0,NY,10185.0,NEW YORK,A33,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,1801.0,3a,2001.0,0.0,3a,2001.0,85826.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,77245.0,3a,2001.0,A33,A
27691,133363655,200312,2003,118208,0,0,0,4829,15123,0,0,18281,18281,136489,209753,314022,0,0,387286,314022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13452,0,0,,136489,3,9,0,4829,0,0,0,0,0,0,0,0,0,0,136489,-73264,0,75217,28316,0,0,0,0,0,387286,490590,0,37147,35604,0,0,564439,527292,0,0,0,62,1.0,29490262019114,2003,N,10023-6257,10023.0,133363655200312,1333636552003,12,62.0,995.0,0.0,45 W 67TH ST,3.0,199012.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,LANDMARK WEST INC,1.0,198706.0,,NY,RTF03PC,2.0,2.0,2.0,2.0,A,A80,IN,,AR,A,A82Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.5222899999999999,5602.0,1,A,A80,A80,,,-73.97952,40.77355,36061.0,NY,10023.0,NEW YORK,A82,,29445.0,2,2004.0,0.0,2,2004.0,314022.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,2,2004.0,88763.0,2,2004.0,400.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A82,A
27703,133367694,200312,2003,53468,0,0,0,454,0,0,0,85375,85375,138843,160549,-180566,30000,0,55841,29197,214703,209736,-180566,0,0,0,0,0,0,0,0,0,0,0,0,84921,0,0,,138843,3,9,0,454,0,0,0,0,0,0,0,0,0,0,138844,-21704,0,24334,14400,0,0,0,0,-158862,-158862,322563,0,293084,0,0,0,615648,322563,0,0,0,90,1.0,29490164060124,2003,N,10014-2840,10014.0,133367694200312,1333676942003,12,90.0,0.0,0.0,154 CHRISTOPHER ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,WINGS THEATRE COMPANY INC,1.0,198606.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.7799689999999999,5602.0,1,B,A65,A65,,,-74.00863000000001,40.73264,36061.0,NY,10014.0,NEW YORK,A65,,7009.0,3a,2003.0,0.0,3a,2003.0,-180566.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,46459.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,4615.0,3a,2003.0,A65,A
27709,133369451,200306,2002,493449,0,0,0,4959,154429,0,0,433751,433751,927200,995708,1729376,90000,0,3018703,2591666,1173324,862290,0,0,0,0,0,0,0,0,0,0,0,0,51168,122447,111717,6851,,876032,3,7,0,0,4959,136609,136609,0,0,0,0,0,162885,0,876032,-119676,3673,240797,66705,0,0,1082029,836385,0,1845379,3815179,0,844405,572675,0,0,5245322,4400917,0,0,0,88,1.0,29490066045024,2003,N,10023-7842,10023.0,133369451200306,1333694512003,6,88.0,90.0,0.0,55 W END AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,THE WOMENS PROJECT & PRODUCTIONS,1.0,198610.0,,NY,RTF03PC,4.0,3.0,3.0,3.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.04551,5602.0,1,A,A65,A65,,,0.0,0.0,36061.0,NY,10023.0,NEW YORK,A65,,54500.0,1b,2003.0,0.0,1b,2003.0,1555268.0,3a,2003.0,1995743.0,1b,2003.0,174108.0,3a,2003.0,0.0,3a,2003.0,0.0,1b,2003.0,0.0,1b,2003.0,438949.0,1b,2003.0,2015797.0,1b,2003.0,PC,O,AR,A,IN,,0.0,1b,2003.0,2705.0,1b,2003.0,79825.0,1b,2003.0,315349.0,1b,2003.0,A65,A
