,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,fincheckv,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,Verifyby,NAICS,epostcard
30436,131917963,9,200912,2009,A230,0,0,36000,46496,9661,0,0,0,0,0,45907,36942,958777,0,0,1056336,994190,60028,35413,958777,0,0,0,0,0,0,0,0,0,0,0,,-589,-589,0,-10496,0,0,0,0,0,-37531,0,0,0,0,0,0,0,996308,0,0,0,0,0,9661,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,5,1,201036,29493233151020,93,1,2009,3,Y,1,N,1,0,2009,10003-6608,10003.0,IN,,131917963200912,1319179632009,12,119.0,59.0,61.0,1 WASHINGTON MEWS,3.0,0.0,NEW YORK,1.0,GLUCKMAN IRELAND HOUSE NYU,1.0,1.0,16.0,10.0,0.0,IRISH INSTITUTE INC,1.0,195503.0,,NY,rtf09pc,,3.0,0.0,1.0,1.0,A23,A,0,L,0,36061.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.84531,A,,,,,,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,957215.0,6,2003.0,36903.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,1435.0,6,2003.0,35507.0,6,2003.0,,710000.0,
30444,131923626,9,200906,2008,A610,34705381,0,0,0,206206,0,0,0,0,0,71398143,62121971,106818699,2314447,0,126237871,129293808,18558040,22475109,0,0,0,0,0,0,0,10112889,0,25683983,0,397997,,61285254,61285254,58665,0,0,0,0,0,0,-836717,0,18827967,0,0,0,0,0,107679831,0,0,0,0,0,206206,10171554,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,9,1,201023,93493137042620,93,1,2009,9,Y,1,N,1,0,2008,10019-3210,10019.0,IN,,131923626200906,1319236262009,6,119.0,59.0,399.0,881 SEVENTH AVE,3.0,0.0,NEW YORK,1.0,,1.0,1.0,16.0,10.0,0.0,CARNEGIE HALL CORPORATION,1.0,196202.0,,NY,rtf09pc,,6.0,,,,A61,A,346,M,2007,36061.0,5600.0,5600.0,A61,A,PC,O,AR,A,A,1,AR,AR,AR,0.38763000000000003,A,3124364.0,1,2008.0,31580925.0,1,2008.0,0.0,1,2008.0,106818699.0,4,2007.0,0.0,1,2008.0,48752.0,1,2008.0,10878834.0,1,2008.0,0.0,1,2008.0,108576941.0,1,2008.0,107600411.0,1,2008.0,0.0,4,2007.0,0.0,4,2007.0,0.0,1,2008.0,8717141.0,1,2008.0,53404830.0,1,2008.0,,711100.0,
30455,131927751,8,200812,2008,A23Z,2625642,0,2170026,2312470,91059,0,0,0,0,0,5139859,2887343,4655463,188598,0,5914951,4862592,246958,207129,0,0,0,0,0,0,0,0,80534,68069,66557,37972,,2746855,2746855,0,-142444,0,0,0,147091,0,-140488,0,555426,59733,0,0,0,0,5667993,0,0,0,0,0,91059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201003,29493002262170,93,1,2008,7,Y,1,N,1,0,2008,10001-5010,10001.0,IN,,131927751200812,1319277512008,12,59.0,927.0,602.0,330 SEVENTH AVE 21ST FL,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,FOUNDATION FOR JEWISH CULTURE INC,1.0,196104.0,,NY,rtf09pc,,4.0,4.0,5.0,4.0,A23,A,12,D,2007,36061.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.78088,A,1769675.0,3,2007.0,855880.0,3,2007.0,0.0,3,2007.0,1222040.0,3,2007.0,0.0,6,2003.0,6212.0,6,2003.0,3441964.0,6,2003.0,51245.0,6,2003.0,39789.0,3,2007.0,48467.0,8,2007.0,4633779.0,3,2007.0,1243724.0,3,2007.0,0.0,3,2007.0,254014.0,3,2007.0,2315529.0,3,2007.0,,710000.0,
30476,131945149,9,200906,2008,A320,131661283,0,15685239,7456660,2167462,21662915,0,0,0,0,166790582,155859024,180095263,2398406,1012525,282587075,242756285,54593777,62661022,0,0,0,0,0,0,0,457882,2139695,8290729,-459937,6675702,,156736345,156736345,172527,8228579,0,0,0,1679758,0,877321,-48775356,45817812,3615556,0,0,0,0,227993298,0,0,0,0,0,2167462,630409,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,9,1,201023,93493133045320,93,1,2009,9,Y,1,Y,1,0,2008,10001-2603,10001.0,IN,,131945149200906,1319451492009,6,119.0,59.0,120.0,450 W 33RD ST,3.0,0.0,NEW YORK,2.0,THOMAS A CONWAY,1.0,1.0,15.0,10.0,0.0,EDUCATIONAL BROADCASTING CORP,1.0,196105.0,,NY,rtf09pc,KP1,6.0,6.0,6.0,6.0,A32,A,794,M,2007,36061.0,5600.0,5600.0,A32,A,PC,O,AR,A,A,1,AR,AR,AR,0.85096,A,88069231.0,1,2008.0,15506978.0,1,2008.0,0.0,1,2008.0,64851948.0,4,2007.0,0.0,1,2008.0,12577777.0,1,2008.0,96111428.0,1,2008.0,4421958.0,1,2008.0,25998539.0,1,2008.0,32828480.0,1,2008.0,48490391.0,4,2007.0,66752841.0,4,2007.0,28084981.0,1,2008.0,17348127.0,1,2008.0,115096776.0,1,2008.0,AMID,513120.0,
30481,131947036,9,200908,2008,,59864,0,0,0,0,0,0,0,0,0,158269,155229,-24989,0,0,3409,4438,31488,29427,0,0,0,0,0,0,0,0,0,97825,0,580,,158269,158269,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,0,-28079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,1,1,201017,29492100004360,92,1,2009,4,Y,1,N,1,0,2008,10022-3059,10022.0,IN,,131947036200908,1319470362009,8,119.0,59.0,0.0,410 E 57TH ST APT 8D,3.0,0.0,NEW YORK,1.0,DAVID GOLDSMITH,1.0,1.0,15.0,10.0,0.0,AMOR ARTIS INC,1.0,196311.0,,NY,rtf09pc,,1.0,2.0,2.0,2.0,A99,A,0,L,0,36061.0,5600.0,5600.0,A99,A,PC,O,AR,A,A,1,AR,AR,AR,0.39326,C,59864.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,-24989.0,5,2006.0,,,,,,,,,,,,,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,-28613.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,155229.0,4,2006.0,,710000.0,
30490,131951681,9,200906,2008,A680,1369868,0,6719332,6728733,184637,0,0,0,0,0,9199922,3209108,8750559,564500,0,11291317,8940230,198191,189671,0,0,0,0,0,0,0,0,0,892145,33940,0,,2471189,2471189,0,-9401,0,0,0,33940,0,-737919,0,555390,76219,0,0,0,0,11093126,0,0,0,0,0,184637,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,7,1,201012,29493058044050,93,1,2009,7,Y,1,N,1,0,2008,10107-0001,10107.0,IN,,131951681200906,1319516812009,6,119.0,0.0,0.0,250 W 57TH ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,YOUNG CONCERT ARTISTS INC,1.0,196302.0,,NY,rtf09pc,,5.0,4.0,5.0,4.0,A68,A,15,M,2007,36061.0,5600.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.7088,A,1298745.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,231832.0,4,2007.0,0.0,6,2003.0,288872.0,6,2003.0,8360190.0,6,2003.0,26741.0,6,2003.0,4895.0,4,2007.0,6182.0,3,2007.0,3851185.0,4,2007.0,4667470.0,4,2007.0,71123.0,4,2007.0,592846.0,4,2007.0,2415324.0,4,2007.0,,711130.0,
30520,131972960,9,200904,2008,A650,524824,0,50088,50000,4622,0,0,0,0,0,1097146,1082006,292366,127838,0,366588,292366,0,0,0,0,0,0,0,0,0,0,39362,476750,0,0,,1007784,1007784,0,88,1500,0,1500,39362,0,-74222,0,348057,40440,0,0,0,0,366588,0,0,0,0,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,4,1,201017,29493100016270,93,1,2009,6,Y,1,N,1,0,2008,10002-5503,10002.0,IN,,131972960200904,1319729602009,4,119.0,59.0,0.0,185 E BROADWAY,3.0,0.0,NEW YORK,1.0,J LISS,1.0,1.0,15.0,10.0,0.0,PAPER BAG PLAYERS INC,1.0,196207.0,J MARTIN,NY,rtf09pc,,2.0,4.0,4.0,4.0,A65,A,12,M,2007,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.98564,A,497504.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,292366.0,4,2007.0,0.0,6,2003.0,1223.0,6,2003.0,0.0,6,2003.0,119017.0,6,2003.0,4084.0,4,2007.0,5120.0,3,2007.0,0.0,4,2007.0,0.0,4,2007.0,27320.0,4,2007.0,324954.0,4,2007.0,677721.0,4,2007.0,,711110.0,
30526,131975005,9,200912,2009,A33Z,46781,0,-32675,0,7248,0,0,0,0,0,345263,382535,477881,0,0,532687,538238,38677,60357,0,0,0,0,0,0,0,0,20702,312151,-9774,830,,324561,324561,0,-32675,0,0,0,10928,0,-57974,0,142697,17858,0,0,0,0,494010,0,0,0,0,0,7248,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,120,N,5,1,201041,29493261137100,93,1,2009,4,Y,1,N,1,0,2009,10025-7847,10025.0,IN,,131975005200912,1319750052009,12,120.0,59.0,0.0,2875 BROADWAY STE 3,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,SPECTATOR PUBLISHING COMPANY INC,1.0,196604.0,,NY,rtf09pc,,3.0,2.0,2.0,2.0,A33,A,9,M,2006,36061.0,5600.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.54191,A,46781.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,477881.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,442.0,6,2003.0,39940.0,4,2006.0,39528.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,66868.0,4,2006.0,315667.0,4,2006.0,,511100.0,
30530,131978163,9,200912,2009,A60J,563731,0,1833985,1813877,180424,0,0,0,0,0,2646964,764910,9360457,128513,0,8878163,9692754,342700,332297,0,0,0,0,0,0,0,0,0,0,0,68824,,833087,833087,0,20108,0,0,0,0,0,68177,0,67816,14059,0,0,0,0,8535463,0,0,0,0,0,180424,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,602,N,7,1,201051,29493331060210,93,1,2009,6,Y,1,N,1,0,2009,10014-5134,10014.0,IN,,131978163200912,1319781632009,12,602.0,0.0,0.0,820 GREENWICH STREET,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,FOUNDATION FOR CONTEMPORARY ARTS INC,1.0,199912.0,,NY,rtf09pc,,5.0,3.0,4.0,3.0,A1260,A,3,M,2006,36061.0,5600.0,5600.0,A126,A,PC,S,ZB,A,A,1,AR,AR,AR,0.18824000000000002,A,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,9360457.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,8875105.0,6,2003.0,114796.0,6,2003.0,7218.0,4,2006.0,6612.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,112117.0,4,2006.0,603965.0,4,2006.0,,813219.0,
30540,131985514,9,200906,2008,,1560881,0,2427298,3016673,69041,0,14011,15266,0,0,4628708,2127615,2500254,125000,0,3612203,2805790,291822,305536,0,0,0,0,0,0,0,0,29982,249468,214178,20731,,1568042,1568042,26125,-589375,1727,0,1727,244160,29277,-559573,0,832115,0,0,0,0,60000,3320381,0,0,0,0,0,69041,26125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,62,N,6,1,201012,29493065043010,93,1,2009,6,Y,1,N,1,0,2008,10306-1125,10306.0,IN,,131985514200906,1319855142009,6,62.0,0.0,0.0,441 CLARKE AVE,3.0,0.0,STATEN ISLAND,2.0,CHASE MANHATTAN BANK TTEE,1.0,1.0,15.0,10.0,0.0,STATEN ISLAND HISTORICAL SOCIETY INC,1.0,194401.0,,NY,rtf09pc,,4.0,4.0,4.0,4.0,A82,A,41,M,2007,36085.0,5600.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.25319,A,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,1730838.0,4,2007.0,0.0,6,2003.0,0.0,6,2003.0,1623882.0,6,2003.0,161395.0,6,2003.0,0.0,4,2007.0,0.0,3,2007.0,449969.0,4,2007.0,319373.0,4,2007.0,970525.0,4,2007.0,452631.0,4,2007.0,1256886.0,4,2007.0,,,
30541,131985627,9,200906,2008,A500,2623241,0,5109707,6826130,121287,0,506215,539741,0,0,10500142,10205541,3126633,633844,0,43181893,34790747,32363135,31664114,0,0,0,0,0,0,0,0,190069,338106,219681,852095,,2977728,2977728,0,-1716423,0,0,0,409750,1045956,-7227813,0,1941000,170880,0,29945000,0,0,10818758,0,0,0,0,0,121287,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,N,8,1,201031,29493198015080,93,1,2009,8,Y,1,Y,1,0,2008,10022-0000,10022.0,IN,,131985627200906,1319856272009,6,60.0,0.0,0.0,6TH FLOOR,3.0,0.0,NEW YORK,2.0,,1.0,1.0,15.0,10.0,0.0,AMERICAN FOLK ART MUSEUM,1.0,196407.0,,NY,rtf09pc,,,4.0,,,A53,A,55,M,2007,36061.0,5600.0,5600.0,A53,A,PC,O,AR,A,A,1,AR,AR,AR,0.19114,A,2511465.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,1492134.0,4,2007.0,0.0,6,2003.0,14615140.0,6,2003.0,54661.0,6,2003.0,254071.0,6,2003.0,15975565.0,4,2007.0,19828695.0,3,2007.0,321214.0,4,2007.0,1313285.0,4,2007.0,111776.0,4,2007.0,851404.0,4,2007.0,8136982.0,4,2007.0,,,
30544,131991118,9,200908,2008,A6E0,5458982,0,2698627,3063242,160663,0,0,0,0,0,12505173,6259618,26817214,225715,25000,27574452,29343313,2978825,2526099,0,0,0,0,0,0,0,763870,82631,3509510,-46181,0,,8595430,8595430,-122929,-364615,0,0,0,36450,0,2335812,0,3198007,260239,0,0,0,1472640,24595627,0,0,0,0,0,160663,640941,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,46,N,8,1,201024,93493159011040,93,1,2009,8,Y,1,N,1,0,2008,10023-5915,10023.0,IN,,131991118200908,1319911182009,8,46.0,30.0,0.0,129 W 67TH ST,3.0,0.0,NEW YORK,2.0,,1.0,1.0,11.0,10.0,0.0,ELAINE KAUFMAN CULTURAL CENTER-LUCY MOSES SCHOOL FOR MUSIC AND DANCE,1.0,196412.0,,NY,rtf09pc,,,5.0,,5.0,A6E,A,182,R,2008,36061.0,5600.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.4481,A,5350018.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,12996269.0,4,2006.0,0.0,6,2003.0,1341798.0,6,2003.0,12958523.0,6,2003.0,764836.0,6,2003.0,10293731.0,4,2006.0,9673209.0,4,2006.0,10244986.0,4,2006.0,3575782.0,4,2006.0,108964.0,4,2006.0,225642.0,4,2006.0,5204396.0,4,2006.0,,611610.0,
30558,131997644,9,200906,2008,A65Z,219016,0,0,0,32,0,0,0,0,0,622629,621007,131097,0,0,166412,185007,31843,53910,0,0,0,0,0,0,0,0,3219,382501,17861,0,,617535,617535,0,0,0,1875,-1875,21080,0,-3472,0,0,0,0,0,0,0,134569,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,4,1,201031,29492198362410,92,1,2009,5,Y,1,N,1,0,2008,10036-3746,10036.0,IN,,131997644200906,1319976442009,6,59.0,0.0,0.0,630 9TH AVE STE 809,3.0,0.0,NEW YORK,2.0,JENNIFER BARNETTE,1.0,1.0,15.0,10.0,0.0,AMERICAN PLACE THEATRE INC,1.0,196407.0,,NY,rtf09pc,,2.0,3.0,3.0,3.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.8392799999999999,A,213674.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,126388.0,4,2007.0,0.0,6,2003.0,34385.0,6,2003.0,0.0,6,2003.0,19289.0,6,2003.0,9655.0,4,2007.0,8684.0,3,2007.0,0.0,4,2007.0,4709.0,4,2007.0,5342.0,4,2007.0,38930.0,4,2007.0,394059.0,4,2007.0,,711110.0,
30559,131997754,8,200806,2007,A250,1633843,0,93916,61224,131336,328399,0,0,1208419,1147195,2842262,2603458,2573318,175831,48500,3017537,2864005,219334,290687,0,0,0,0,0,0,0,0,186747,803363,-7983,1040,,2594291,2594291,0,32692,0,0,0,178764,0,-9167,-215718,794111,76439,0,0,0,0,2798203,0,0,0,0,131336,0,0,0,0,0,0,5291411,0,5181309,231110,0,0,10703830,5522521,3,7,0,0,119,N,6,1,200928,29490178058149,90,1,2008,6,Y,1,N,1,0,2007,10022-4200,10022.0,IN,,131997754200806,1319977542008,6,119.0,59.0,0.0,ONE EAST 53RD ST 9TH FL,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,YOUNG AUDIENCES-NEW YORK INC,1.0,197005.0,,NY,CORE08pc,,4.0,4.0,4.0,4.0,A25,A,16,D,2007,36061.0,5600.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.56625,A,1249035.0,3,2007.0,0.0,3,2007.0,0.0,3,2007.0,1966176.0,3,2007.0,0.0,6,2003.0,0.0,6,2003.0,908836.0,6,2003.0,1321126.0,6,2003.0,107632.0,3,2007.0,113404.0,8,2007.0,203331.0,3,2007.0,403627.0,3,2007.0,384636.0,3,2007.0,350934.0,3,2007.0,1951238.0,3,2007.0,,611610.0,
30562,131999454,9,200908,2008,A650,68435,0,0,0,12805,0,0,0,0,0,116290,219822,2093459,0,0,2414503,2301653,172342,208194,0,0,0,0,0,0,0,0,0,35000,0,50,,116290,116290,0,0,0,0,0,0,0,-103532,0,0,0,0,0,0,0,2242161,0,0,0,0,0,12805,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,6,1,201030,93492196011010,92,1,2009,4,Y,1,N,1,0,2008,10014-2126,10014.0,IN,,131999454200908,1319994542009,8,119.0,59.0,279.0,120 BANK ST,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,H B PLAYWRIGHTS FOUNDATION INC,1.0,196403.0,,NY,rtf09pc,,4.0,2.0,2.0,2.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.40157,A,68435.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,1929466.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,309885.0,6,2003.0,8405.0,6,2003.0,1908760.0,4,2006.0,2002347.0,4,2006.0,163993.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,24694.0,4,2006.0,188183.0,4,2006.0,,711110.0,
30568,132501829,9,200906,2008,,0,0,0,0,16957,0,281948,124369,0,0,40232184,37935613,9661586,1688026,0,48436510,51607678,39400476,41946092,0,0,0,0,0,0,0,1061431,0,37945903,0,240551,,38561164,38561164,-43864,0,604889,327641,277248,0,406317,625551,0,9981599,1048588,0,0,0,33123785,9036034,0,0,0,0,0,16957,1017567,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,46,N,9,1,201023,93493134008310,93,1,2009,8,Y,1,Y,1,0,2008,10023-7832,10023.0,IN,,132501829200906,1325018292009,6,46.0,30.0,119.0,211 WEST 61ST STREET,3.0,0.0,NEW YORK,2.0,,1.0,1.0,11.0,10.0,0.0,AMERICAN MUSICAL & DRAMATIC ACADEMY,1.0,196405.0,AMDA,NY,rtf09pc,,,,,,A6E,A,436,M,2008,36061.0,5600.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.12886,B,,,,,,,0.0,4,2008.0,9661586.0,4,2008.0,0.0,4,2008.0,3519676.0,4,2008.0,0.0,4,2008.0,692236.0,4,2008.0,45053541.0,4,2008.0,42285109.0,4,2008.0,0.0,4,2008.0,0.0,4,2008.0,,,,6346328.0,4,2008.0,31589191.0,4,2008.0,,611610.0,
30569,132502177,9,200906,2008,A620,3798210,0,0,0,9010,0,0,0,0,0,6525149,5457186,3224586,695948,0,2754245,3984373,434997,759787,0,0,0,0,0,0,0,0,142675,2513178,0,34473,,6362524,6362524,0,0,20500,19950,550,142675,0,905338,0,1530169,151697,0,0,0,430000,2319248,0,0,0,0,0,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,N,6,1,201031,29493198209090,93,1,2009,7,Y,1,N,1,0,2008,10014-0000,10014.0,IN,,132502177200906,1325021772009,6,119.0,59.0,40.0,55 BETHUNE STREET,3.0,0.0,NEW YORK,1.0,,1.0,1.0,15.0,10.0,0.0,CUNNINGHAM DANCE FOUNDATION INC,1.0,196608.0,,NY,rtf09pc,,4.0,5.0,5.0,5.0,A62,A,43,M,2007,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.80175,A,3506941.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,943532.0,4,2007.0,0.0,6,2003.0,59848.0,6,2003.0,0.0,6,2003.0,1148465.0,6,2003.0,207072.0,4,2007.0,143141.0,3,2007.0,0.0,4,2007.0,2280910.0,4,2007.0,291269.0,4,2007.0,941589.0,4,2007.0,4257082.0,4,2007.0,,711120.0,
30575,132506620,9,200903,2008,A030,14728,0,460419,559854,39262,0,0,0,0,0,2472259,2061234,1147732,281408,0,1764586,1512958,296152,365226,0,0,0,0,0,0,0,0,0,1957850,0,0,,1912405,1912405,0,-99435,0,0,0,0,0,-148829,0,295443,42842,0,0,0,0,1468434,0,0,0,0,0,39262,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,59,N,6,1,201013,29493072126180,93,1,2009,6,Y,1,N,1,0,2008,10018-8063,10018.0,IN,,132506620200903,1325066202009,3,59.0,602.0,0.0,28 W 36TH ST RM 602,3.0,0.0,NEW YORK,2.0,,1.0,1.0,16.0,10.0,0.0,ASSOCIATION OF AMERICAN UNIVERSITY PRESSES INC,1.0,196506.0,,NY,rtf09pc,,4.0,4.0,4.0,4.0,A0333,A,10,R,2008,36061.0,5600.0,5600.0,A033,A,PC,O,AR,A,A,1,AR,AR,AR,0.2788,A,,,,,,,0.0,4,2007.0,1147732.0,4,2007.0,0.0,6,2003.0,31252.0,6,2003.0,896735.0,6,2003.0,269969.0,6,2003.0,0.0,4,2007.0,0.0,3,2007.0,0.0,4,2007.0,0.0,4,2007.0,,,,1181571.0,4,2007.0,879554.0,4,2007.0,,813920.0,
30579,132509176,9,200912,2009,A400,83379,0,0,0,479,0,0,0,0,0,86522,90525,52480,20246,0,68582,54216,12099,1736,0,0,0,0,0,0,0,0,0,0,0,2565,,86522,86522,0,0,0,0,0,0,0,-4003,0,0,1299,0,0,0,0,56483,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,90,N,3,1,201029,29493184165040,93,1,2009,3,Y,1,N,1,0,2009,10001-1224,10001.0,IN,,132509176200912,1325091762009,12,90.0,91.0,0.0,210 11TH AVE RM 902,3.0,0.0,NEW YORK,1.0,,1.0,1.0,16.0,10.0,0.0,PHOENIX GALLERY INC,1.0,199612.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A40,A,1,K,0,36061.0,5600.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.47286000000000006,A,0.0,6,2003.0,0.0,6,2003.0,0.0,4,2006.0,52480.0,4,2006.0,0.0,6,2003.0,9493.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,13897.0,4,2006.0,17580.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,6,2003.0,7027.0,4,2006.0,83498.0,4,2006.0,,710000.0,
