,EIN,FisYr,TAXPER,SUBSECCD,ACTIV,P1TOTREV,P2TOTAST,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,ACTIV1,ACTIV2,ACTIV3,RULEDATE,NAME,CITY,STATE,ZIP5,ADDRESS,ZIP,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,P6TEXCTX,CONTACT,GEN,AFCD,CLASSCD,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,FIPS,MSA_NECH,PMSA,RandNum,STYEAR,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,NTEE1,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,NTEECC,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7928,133802861,1996,199611,3,602,0,951,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199604.0,SAUL P STEINBERG ART FOUNDATION,NEW YORK,NY,10055,PARK AVE PLZ,10055-0000,0,0,0,0,0,0,0,840000,841436,-841436,0,0,0,0,0,0,0,0,951,0,88,0,0,0,1436,0,0,0,0,951,0,0,951,0,951,0,0,0,0,0,0,0,0,0,1800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% RELIANCE GROUP HOLDINGS,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,11,,,36061.0,5602.0,5600.0,0.8187949999999999,1995,NY,10055,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,T20,T
7941,133808182,1996,199612,3,561,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,561.0,90.0,602.0,199509.0,SUSAN W ROSE FUND FOR MUSIC INC,NEW YORK,NY,10016,200 MADISON AVE,10016-3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% MORRIS MANSFIELD,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.872331,1996,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
7942,133809561,1997,199712,3,90,57097,61137,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,199505.0,ARTUR BALSAM FOUNDATION FOR CHAMBER MUSIC,NEW YORK,NY,10025,825 W END AVE 2C,10025-5349,52483,167,1911,1234,24,1278,0,500,27101,29996,26326,2537,2537,0,42673,0,42673,0,73007,0,2683,0,3312,3312,26601,775,25826,775,775,0,0,0,73007,0,61137,25,0,0,0,0,0,0,0,0,54500,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,% MOSHE MIRSKY,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.6542180000000001,1997,NY,10025,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A6C,,,,,,,A6C,A
7944,133818000,1996,199612,3,200,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,200.0,0.0,0.0,199508.0,AMERICAN FRIENDS OF THE YEMENITE JEWISH MUSEUM,NEW YORK,NY,10038,132 NASSAU ST STE 812,10038-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% NAGAR ORGANIZATION,0.0,3.0,1000.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.307838,1996,NY,10038,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A11,,,,,,,A1150,A
7949,133830526,1997,199712,3,602,4761,1921100,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,602.0,0.0,0.0,199506.0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,NEW YORK,NY,10006,61 BROADWAY 18TH FLR,10006-2701,24465,1093,0,0,0,0,0,112350,148253,-143492,148238,1093,0,0,0,0,0,0,1921100,0,98148,0,1093,0,35903,0,35888,0,0,23537,0,0,1921100,0,1921100,11,0,0,0,0,0,0,0,0,1992800,98100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,% BRAUNER BARON ROSENZWEIG & KLEIN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.21599899999999997,1997,NY,10006,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
7955,133832587,1997,199706,3,60,1061077,153135,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.0,199.0,119.0,199508.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,NE YORK,NY,10020,1270TH AVE OF THE AMERICAS,10020-1700,1055500,92,0,0,0,5485,0,758500,910552,150525,906377,92,5577,0,0,0,0,0,153135,0,1468,0,92,5577,152052,0,147877,0,0,94916,0,0,153135,0,153135,2,0,0,0,0,0,0,0,0,29800,0,1468,0,0,0,1468,906377,742440,0,0,1648817,0,0,0,0,0,0,0,0,0,0,979,366,3,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,% MILLBURN CORPORATION,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.8903909999999999,1996,NY,10020,NE YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A70,,,,,,,A70,A
7966,133838457,1996,199612,3,91,5561,2364,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,91.0,0.0,0.0,199512.0,PIERRE AND MARIA-GAETANA MATISSE CHARITABLE FOUNDATION,NEW YORK,NY,10022,1 E 53RD ST,10022-4200,5500,61,0,0,0,0,0,0,13197,-7636,2286,0,0,0,0,0,0,0,2364,0,232,0,61,61,13197,837,2286,837,837,0,0,0,2364,0,2364,0,0,0,0,0,0,0,0,0,4700,0,1,0,0,0,1,2286,0,0,0,2286,0,10000,0,0,10000,0,10000,0,0,10000,155,25,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,3.0,1.0,11.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.47211400000000003,1996,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
8003,133861108,1997,199712,3,602,89,2402,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199611.0,BRAZILIAN ARTS FOUNDATION INC,NEW YORK,NY,10022,645 MADISON AVE 17TH FLR,10022-1010,0,89,0,0,0,0,0,0,3534,-3445,0,89,0,0,0,0,0,0,2402,0,186,0,89,89,3534,0,0,0,3534,0,0,0,2402,0,2402,1,0,0,0,0,0,0,0,0,3800,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,% GRANT HERRMANN SCHWARTZ & KLINGER,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.84298,1997,NY,10022,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
8053,133876967,1997,199712,3,119,584091,147750,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,119.0,602.0,0.0,199606.0,ELF AQUITAINE INTERNATIONAL FOUNDATION INC,NEW YORK,NY,10022,444 MADISON AVE 20TH FLR,10022-6903,639492,0,0,0,-55401,0,0,0,170408,413683,170408,0,0,0,0,0,0,158622,147750,0,0,0,0,-55401,170408,0,170408,0,170408,75137,0,0,147750,0,-10872,0,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,170408,977983,0,0,1148391,147750,477918,0,0,625668,0,0,0,0,0,0,0,0,0,0,628116,599377,0,0,1227493,11376,46476,0,0,57852,0,0,0,0,0,0,% EUGENE G MCGUIRE,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.140597,1997,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A54,,,,,,,A54,A
8064,133885307,1997,199709,3,91,10021402,9859734,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,91.0,0.0,0.0,199704.0,NANCY GRAVES FOUNDATION INC,NEW YORK,NY,10012,69 WOOSTER ST 4A,10012-4351,10015056,2877,0,2017,0,1452,66859,0,161668,9859734,158379,2877,2877,0,0,0,0,0,9859734,0,14881,0,2877,4329,161668,0,158379,0,1452,0,0,0,9859734,0,9859734,1,0,0,0,0,0,0,0,0,302100,0,2877,0,0,0,2877,2445,0,0,0,2445,9859734,0,0,0,9859734,9688621,0,0,0,9688621,9921,0,0,0,9921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,% HECHT & COMPANY,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,9,,,36061.0,5602.0,5600.0,0.857987,1996,NY,10012,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A51,,,,,,,A51,A
8072,133888511,1997,199703,3,119,726489,22296,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,199610.0,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,NEW YORK,NY,10017,100 UNITED NATIONS PLZ APT 40C,10017-1756,605518,1099,0,0,0,119872,0,120000,728408,-1919,703209,1099,0,0,0,0,0,24215,22296,0,813,0,1099,0,608408,0,583209,0,0,0,0,0,22296,0,-1919,22,0,0,0,0,0,0,0,0,17900,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,% TOSHU FUKAMI,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,3,,,36061.0,5602.0,5600.0,0.920891,1996,NY,10017,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1220,A
8076,133893379,1997,199703,3,91,405291,1482,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,91.0,119.0,120.0,199703.0,AMERICAN FOUNDATION FOR TEXTILE ART INC,NEW YORK,NY,10022,499 PARK AVENUE,10022-1240,405200,91,0,0,0,0,0,0,423518,-18227,423376,91,91,0,0,0,0,19709,1482,0,1714,0,91,91,423518,0,423676,0,0,0,0,0,1482,0,-18227,2,0,0,0,0,0,0,0,0,34800,0,91,0,0,0,91,424371,0,0,0,424371,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,,36061.0,5602.0,5600.0,0.586318,1996,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
8092,133902358,1997,199712,3,602,118294,104697,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,119.0,0.0,199702.0,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,NEW YORK,NY,10012,PO BOX 672 PRINCE ST STATION,10012-0013,117978,316,0,0,0,0,0,10000,33597,84697,10000,316,316,0,0,0,0,0,104697,0,3071,0,316,316,23597,0,0,0,0,0,0,0,104697,0,104697,6,0,0,0,0,0,0,0,0,62400,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,% JAY S HARRIS,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.608819,1997,NY,10012,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1260,A
8121,133915359,1997,199712,3,602,24752,45001,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199701.0,VIOLA FOUNDATION,NEW YORK,NY,10036,1140 AVENUE OF THE AMERICAS,10036-5803,22105,177,121,2349,0,0,0,6255,6751,18001,6255,2151,0,0,0,0,0,0,45001,0,1773,0,2647,0,496,496,0,496,0,14774,0,0,45001,0,45001,22,0,0,0,0,0,0,0,0,36000,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,% JAMES BERNATH,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.24231999999999998,1997,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
8122,133915372,1997,199712,3,914,31961,9962,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,914.0,92.0,119.0,199803.0,DACTYL FOUNDATION FOR THE ARTS & HUMANITIES INC,NEW YORK,NY,10013,64 GRAND STREET,10013-2267,31655,0,0,0,0,306,0,0,21999,9962,21693,0,0,0,0,0,0,0,9962,0,310,0,0,306,21999,0,21693,0,306,9962,0,0,9962,0,9962,0,0,0,0,0,0,0,0,0,6300,0,310,0,0,0,310,21387,0,0,0,21387,0,0,0,0,0,0,0,0,0,0,207,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% VICTORIA N ALEXANDER,0.0,3.0,1.0,1.0,3.0,1.0,11.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.9250229999999999,1997,NY,10013,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,W70,W
8202,133923541,1996,199612,3,602,60300,60300,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199805.0,FOUNDATION FOR THE ADVANCEMENT OF ARCHITECTURAL THOUGHT,NEW YORK,NY,10036,1114 AVENUE OF THE AMERICAS,10036-7703,60300,0,0,0,0,0,0,0,0,60300,0,0,0,0,60300,0,60300,0,60300,16,16,0,0,0,0,0,0,0,0,0,0,0,60300,0,60300,0,0,0,0,0,0,0,0,0,60300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% KRONISH LIEB ET AL,0.0,3.0,1.0,1.0,4.0,2.0,11.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.75537,1996,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A01,,,,,,,A0140,A
8213,133926887,1997,199712,3,119,838260,471995,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,90.0,0.0,199703.0,LAURA PELS INTERNATIONAL FOUNDATION INC,NEW YORK,NY,10036,234 W 44TH STREET,10036-3909,800115,36559,1706,0,0,0,0,364333,366265,471995,365244,37244,0,299859,0,0,299859,0,481418,30153,30898,0,38265,0,1932,1021,911,1021,0,188,0,0,481418,0,471995,745,0,0,0,0,0,0,51,0,627400,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,% LAURA PELS,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.6151220000000001,1997,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A60,,,,,,,A60,A
8261,133935995,1997,199712,3,602,51233623,51189136,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199706.0,LILY AUCHINCLOSS FOUNDATION INC,NEW YORK,NY,10111,630 FIFTH AVE,10111-0100,50416171,0,379522,437930,0,0,0,0,44463,51189160,16193,898557,0,18227530,28888112,0,47115642,0,54113354,1248304,536677,0,926827,0,44463,28270,16193,28270,0,44128,0,2000000,54113354,0,51189136,17971,0,0,0,0,35000,0,0,17029,10897000,518700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17971,% ALEXANDRA HERZAN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.215928,1997,NY,10111,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
8453,135635801,1995,199512,3,200,3568003,16021645,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,200.0,0.0,0.0,199201.0,ADIRONDACK HISTORICAL ASSOCIATION,NEW YORK,NY,10022,477 MADISON AVE,10022-5802,2079347,75307,78867,448908,0,885574,65563,0,2644234,923769,2503030,461878,1001505,0,5462624,0,5462624,174415,17611615,0,367991,0,603082,1142709,2644234,141204,2503030,141204,141204,324572,0,0,17611615,0,15847230,4619,0,0,0,0,0,0,0,0,7471900,0,367991,323367,299583,262074,1253015,2503030,2091884,2171749,2179727,8946390,17611615,17312501,17046544,15670350,67641010,0,0,9984311,9768096,19752407,245327,215578,199722,174716,835343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619,% YOHALEM GILLMAN & CO,0.0,3.0,1.0,1.0,15.0,1.0,13.0,199612.0,10.0,12,,,36061.0,5602.0,5600.0,0.640074,1995,NY,10022,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A54,,,,,,,A54,A
8466,136000245,1997,199706,3,119,49632,151,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,119.0,59.0,927.0,194710.0,BALLET SOCIETY INC,NEW YORK,NY,10128,1107 FIFTH AVE,10128-0145,49632,0,0,0,0,0,0,0,63101,-13469,63101,0,0,0,0,0,0,21609,151,0,237,0,0,0,63101,0,63101,0,0,151,0,0,151,0,-21458,0,0,0,0,0,0,0,0,0,4800,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.16784000000000002,1996,NY,10128,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A63,,,,,,,A63,A
8481,136019220,1996,199609,3,119,425290,403037,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,119.0,0.0,0.0,193705.0,POETRY SOCIETY OF AMERICA,NEW YORK,NY,10003,15 GRAMERCY PARK,10003-1705,299127,0,13296,0,0,112867,46125,8300,425451,-161,295820,6638,5739,115433,0,0,115433,245184,407657,0,13535,0,13296,126163,417151,6658,287520,6658,120424,18467,0,0,407657,0,157853,133,0,0,6,0,0,0,0,0,274800,0,5739,6867,5255,8138,25999,295820,244372,231001,238542,1009735,0,0,0,0,0,0,0,0,0,0,9023,4578,3503,5425,22529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,,0.0,3.0,3.0,1.0,4.0,5.0,13.0,0.0,1.0,9,,,36061.0,5602.0,5600.0,0.6875180000000001,1995,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A03,,,,,,,A0370,A
8522,136031962,1997,199712,3,602,124736,994317,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,197302.0,NEIGHBORHOOD PLAYHOUSE TR,NEW YORK,NY,10081,1 CMP STE 5TH FL,10081-0000,0,0,36674,88062,0,0,14377,21240,38016,86720,22932,111714,0,0,0,0,0,0,1354531,25546,60711,0,124617,0,16776,12903,1692,12903,0,0,0,992641,1354531,0,994317,2234,0,0,1791,0,0,0,0,0,1232700,58500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,% CHASE MANHATTAN BANK,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,12,T-15246,,36061.0,5602.0,5600.0,0.848608,1997,NY,10081,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A61,,,,,,,A61,A
8597,136059836,1997,199712,3,161,61242,478511,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,161.0,180.0,59.0,196204.0,HISTORICAL RESEARCH FOUNDATION,NEW YORK,NY,10018,1430 BROADWAY STE 6TH FLR,10018-3308,245,643,28991,31362,0,0,0,94560,111857,-50615,111629,51059,0,231838,115238,125653,472729,470,619507,0,31018,0,60996,0,17297,9937,17069,9937,0,1051,0,0,619507,0,478041,511,0,0,0,0,0,0,36,0,629800,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,% DINO J PIONZIO,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.7166560000000001,1997,NY,10018,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1282,A
8656,136066414,1997,199712,3,602,2,111,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,195508.0,JOSEPH M MAY MEMORIAL ASSOCIATION INC,NEW YORK,NY,10170,420 LEXINGTON AVE STE 2817,10170-0002,0,2,0,0,0,0,0,0,36,-34,0,0,0,0,0,0,0,0,111,0,7,0,2,0,36,36,0,36,0,0,0,0,111,0,111,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% JACOBS EVALL & BLUMENFELD,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.7018939999999999,1997,NY,10170,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A80,,,,,,,A80,A
8687,136069185,1997,199712,3,602,100277,3833,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,195406.0,S FOREST COMPANY INC,NEW YORK,NY,10016,90 PARK AVE,10016-1301,100277,0,0,0,0,0,0,94500,101042,-765,94500,0,0,0,0,0,0,0,3833,0,1004,0,0,0,6542,0,0,0,0,2571,0,0,3833,0,3833,0,0,0,0,0,0,0,0,0,20400,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ALEXANDER & GREEN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.939415,1997,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A60,,,,,,,C99,C
8841,136085361,1996,199605,3,602,24640,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,196012.0,WARNER COMMUNICATIONS FOUNDATION INC,NEW YORK,NY,10020,1271 AVE OF THE AMERICAS,10020-1401,0,0,14745,9895,0,0,0,0,0,24640,0,24640,0,0,0,0,0,0,0,0,16988,0,24640,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,567300,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,,0.0,3.0,1000.0,1.0,4.0,1.0,13.0,0.0,1.0,5,,,36061.0,5602.0,5600.0,0.692522,1995,NY,10020,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A30,,,,,,,A30,A
8878,136086859,1997,199712,3,602,65077125,633212206,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,602.0,0.0,0.0,196004.0,LILA WALLACE READERS DIGEST FUND INC,NEW YORK,NY,10016,2 PARK AVE 23RD FLR,10016-5603,171018,2652318,29088542,33165247,0,0,330752,26683198,34266480,30810645,31703896,63302509,0,55418559,417015145,116001282,588434986,10047943,633212206,4244199,32009851,0,64906107,0,7583282,1603598,4495532,1603598,0,0,0,0,633212206,0,623164263,1266050,0,0,1332700,0,0,0,14108,52542,649946200,30743800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266050,% CFO,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,M,36061.0,5602.0,5600.0,0.120598,1997,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A33,,,,,,,A33,A
