,FILER,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P1GRENTS,P2CASHBV,P2MORTG
16261,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237044630,1997,1996,1,0,119,0,0,0,0,0,0,0,0,0,0,1280,-1280,1280,0,0,0,1500,0,0,0,0,0,1500,0,1,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,Z,Z99,0.997966,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,196912.0,199705,199705,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
16383,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237055841,1995,1995,6,4,119,0,486,146435,0,0,0,0,30794,85721,146921,158267,-11346,116196,106040,2121,104850,1919855,51298,0,1849779,1901077,0,2008763,0,92756,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,Z,Z99,0.9274950000000001,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,197002.0,199512,199512,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,605 3RD AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
16538,,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237075252,1994,1994,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,Z,Z99,0.71653,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,,199412,199412,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A65,A,,,
16616,PF,2,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237087276,1996,1995,6,4,59,0,0,9220,245399,0,0,-43538,75300,144431,211081,343510,-132429,262976,194422,1944,0,1526217,0,434715,0,434715,32565,3365378,0,126311,PEARSON ART FND,NEW YORK,NY,10118-0000,Z,Z99,0.71597,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,197011.0,199609,199609,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,350 57TH AVE STE 2822,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
16733,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237108615,1996,1995,4,1,119,3118,336,0,0,0,0,0,0,448,5954,6983,-1029,5983,1836,37,0,207639,0,0,0,0,428,234980,0,11672,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,Z,Z99,0.660385,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,197112.0,199610,199610,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
16937,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237162976,1996,1996,2,2,119,13505,0,0,0,0,0,0,0,0,13505,15710,-2205,11877,0,0,0,11872,0,0,0,0,0,6705,0,0,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,Z,Z99,0.719252,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,197212.0,199612,199612,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
17005,PF,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237177774,1995,1995,0,1,59,8,0,598,0,-1607,0,0,0,8687,-1000,11467,-12467,11467,598,12,0,0,0,0,0,0,0,0,0,294,ELEANOR ROOSEVELT NEWSPAPER WOMENS MEM FND,NEW YORK,NY,10003-1705,Z,Z99,0.24465,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A33,A,,,
17013,PF,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237179844,1997,1996,3,1,602,4558,3645,0,0,0,0,0,0,3000,8203,3095,5108,3000,3645,36,3645,97907,0,0,0,0,0,97907,0,4696,RANDI PRESS FND,BROOKLYN,NY,11234-4518,Z,Z99,0.055788300000000006,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,197302.0,199701,199701,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
17164,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237228901,1995,1995,2,1,65,0,15,1028,0,0,0,0,0,0,1043,1032,11,0,10,0,0,20373,0,0,0,0,0,20373,0,1003,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,Z,Z99,0.874259,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,197212.0,199512,199512,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
17267,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237259908,1996,1996,2,1,560,4220,0,0,0,0,0,0,0,3920,4220,4223,-3,3920,0,0,0,10153,10121,0,0,10121,0,10153,0,498,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,Z,Z99,0.42340900000000004,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,197302.0,199612,199612,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1247 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
17324,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237292189,1996,1996,4,3,119,0,7891,18903,480,0,0,3,0,0,27277,5112,22165,4866,27277,546,26797,417655,0,185899,0,185899,0,410664,0,19688,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,Z,Z99,0.817124,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,197312.0,199612,199612,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,,
17550,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237363420,1996,1996,3,1,602,0,2865,0,0,0,0,0,0,8800,2865,11364,-8499,8800,312,6,312,54968,0,0,0,0,0,54968,0,2806,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,Z,Z99,0.696998,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,197412.0,199612,199612,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
17559,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237365710,1995,1995,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,Z,Z99,0.770849,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,197405.0,199512,199512,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,,
17621,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237381454,1996,1995,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,Z,Z99,0.787974,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,197411.0,199609,199609,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,,
17726,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237412320,1996,1996,3,1,994,0,909,0,0,0,0,0,0,175,909,1742,-833,1742,909,18,0,29118,0,0,0,0,0,29118,0,1455,FLARE FND ARTS,NEW YORK,NY,10019-1415,Z,Z99,0.8892530000000001,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,197411.0,199612,199612,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,64.0,200 CENTRAL PARK S 21E,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,,
17977,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237443020,1995,1995,6,6,602,4500000,205191,0,0,0,0,0,0,3726487,4705191,3726757,978434,3725947,205191,2052,205191,1999069,0,0,0,0,0,1999069,0,164780,ABC BROADCASTING FND,NEW YORK,NY,10023-0000,Z,Z99,0.574629,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,197504.0,199512,199512,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,11TH FLOOR 77 W 66TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
26624,PF,2,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,382415253,1995,1995,5,3,90,0,35630,0,0,0,0,0,0,35780,35630,42338,-6708,40977,35630,0,35630,821380,224431,0,0,224431,785,826024,0,40575,CTR ALTERNATIVE MEDIA & CULTURE,NEW YORK,NY,10022-6022,Z,Z99,0.500025,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,2.0,,198303.0,199512,199512,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,350 PARK AVE,3.0,0.0,1000.0,% STARR & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
33376,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,510254205,1996,1996,5,4,602,440876,0,129,0,0,0,0,0,824759,441005,788311,-347306,824759,129,1,129,705340,0,50534,0,50534,12,709370,0,45575,MUS SCOTLAND & HERITAGE TRUST FND,NEW YORK,NY,10021-4335,Z,Z99,0.195444,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198012.0,199612,199612,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,165 E 72ND ST,3.0,0.0,1000.0,% SLOANE & HINSHAW INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
39016,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,592343891,1996,1996,1,0,92,0,0,0,0,0,0,0,0,0,0,291,-291,0,0,0,0,87,0,0,0,0,3267,87,0,1,RED BASS PRODUCTIONS,NEW YORK,NY,10013-3926,Z,Z99,0.112823,36061.0,10013.0,10013.0,5602.0,5600.0,36061.0,4.0,,198810.0,199612,199612,NY,10013.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,373 BROADWAY F 19,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,,
39149,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,592653271,1995,1995,4,3,60,19804,47,0,0,0,1147,54950,0,500,75949,99019,-23070,63273,47,1,0,123185,0,5187,0,5187,0,124304,0,2089,PAN AM HIST FND,NEW YORK,NY,10169-0099,Z,Z99,0.256509,36061.0,10169.0,10169.0,5602.0,5600.0,36061.0,4.0,,198702.0,199512,199512,NY,10169.0,NEW YORK,PF,O,UN,Z,IN,,12,62.0,0.0,230 PARK AVE 1450,3.0,0.0,2000.0,% JAUN T TRIPPE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,,
47088,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,840572016,1994,1994,2,1,59,0,468,0,0,0,0,0,0,6850,468,6854,-6386,6850,468,5,0,15649,0,0,0,0,0,15649,0,886,ASPEN CTR CONTEMPORARY ART,NEW YORK,NY,10017-3610,Z,Z99,0.217427,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,196705.0,199412,199412,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,60.0,535 FIFTH AVE,3.0,0.0,2000.0,% HOLLAND & HART CHARLES T BRANDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,,
51597,PF,3,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,953697181,1996,1995,0,1,88,0,478,0,0,0,0,0,0,0,478,41035,-40557,40599,478,10,42,0,0,0,0,0,0,0,0,1932,ONE WORLD ARTS FND,NEW YORK,NY,10024-6210,Z,Z99,0.26720700000000003,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,,199606,199606,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,6,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A12,A,,,
52597,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,954532569,1997,1996,4,5,602,751920,8807,0,0,0,0,0,0,357565,760727,439294,321433,357565,8807,176,0,348418,0,0,0,0,26985,348418,0,17160,EMI MUSIC CHARITABLE FND,NEW YORK,NY,10019-3301,T,T20,0.81271,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199704.0,199703,199703,NY,10019.0,NEW YORK,PF,S,ZC,T,IN,,3,0.0,0.0,152 WEST 57TH ST 42ND FL,3.0,0.0,1000.0,% PAMELA VAUGHN,1.0,13.0,1.0,0.0,1.0,EMI MUSIC FOUNDATION,T,PU,PU,OT,3.0,,,,,,,A68,A,,,
