,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,ntmaj12,nteeConf,TOTREV,PROGREV,RENTEXP,OTHINC,SPEVTG,FUNDINC,v_errorCd,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
12447,132885288,210489,0,0,0,745,21620,0,0,55700,55700,266189,284765,-27898,38112,0,59493,36055,68815,63953,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,SOHO REPERTORY THEATRE INC SOHO REP,,46 WALKER ST,NEW YORK,NY,10013-3514,0.0,3.0,3.0,2000.0,199104.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,88.0,90.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.25153200000000003,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,266189,54955,0,0,0,0,,1989,A65,198906,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12455,132887818,426948,35947,517,0,24480,0,22142,22510,103205,81063,566100,221574,1612137,0,0,1808884,2044603,456552,432466,0,0,0,0,0,0,0,0,0,0,0,,A53Z,,4.0,3.0,2.0,UKRAINIAN MUSEUM,,203 SECOND AVE,NEW YORK,NY,10003-5739,0.0,3.0,3.0,1200.0,197809.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,60.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A53Z,A50,,PC,O,AR,A,IN,,1989,A,A53Z,0.811868,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,543958,33556,0,0,0,0,,1989,A53,198912,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A53,A
12456,132887872,517122,0,0,0,9880,66648,0,0,263574,263574,780696,661169,1974111,0,0,1904986,1974111,0,0,0,0,0,0,0,0,0,0,0,0,0,,A51Z,,4.0,3.0,3.0,DRAWING CENTER INC,,35 WOOSTER ST,NEW YORK,NY,10013-5300,0.0,3.0,3.0,2000.0,197705.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A51Z,A51,,PC,O,AR,A,IN,,1989,A,A51Z,0.566132,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,780696,253694,0,0,0,0,,1990,A40,199006,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A40,A
12461,132890709,35800,900,0,0,1400,0,0,0,21825,21825,58525,56500,9145,8000,0,21938,22900,14818,13755,0,0,0,0,0,0,0,0,0,0,0,,A6CZ,A6EZ,1.0,1.0,1.0,CHINESE MUSIC ENSEMBLE OF NEW YORK INC,,224 CANAL ST 6TH FLR,NEW YORK,NY,10013-4101,0.0,3.0,3.0,2000.0,197704.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,90.0,149.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6CZ,A6C,,PC,O,AR,A,IN,,1988,A,A6CZ,0.23116399999999998,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,58525,20425,0,0,0,0,,1989,A6C,198906,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A6C,A
12465,132890779,775649,0,328000,154387,2732,180566,0,0,594072,439685,1369721,998605,194201,80000,0,391564,561661,324510,367460,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,3.0,4.0,3.0,NATIONAL DANCE INSTITUTE INC,,594 BROADWAY RM 805,NEW YORK,NY,10012-3257,0.0,3.0,3.0,1200.0,197704.0,1.0,15.0,1.0,13.0,198109.0,10.0,9,,994.0,149.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1988,A,A62Z,0.28963099999999997,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,1215334,263340,0,0,0,0,,1989,A6E,198909,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A6E,A
12467,132891539,120879,0,0,0,0,8058,0,0,49335,49335,170214,183150,26594,0,0,54557,49253,15027,22659,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,1.0,2.0,2.0,HARVESTWORKS INC,,596 BROADWAY 602,NEW YORK,NY,10012-3233,0.0,3.0,3.0,2000.0,197706.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9702,1997.0,1.0,1,1,4.0,1,36061.0,,A20Z,A20,,PC,O,AR,A,IN,,1988,A,A20Z,0.11714000000000001,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,170214,49335,0,0,0,0,,1989,A20,198906,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A20,A
12475,132894350,74900,0,0,0,1,0,0,0,3392,3392,78292,74548,-1182,0,0,4574,7568,9500,8750,0,0,0,0,0,0,0,0,0,0,0,,A31Z,A30Z,1.0,1.0,1.0,CINE INFORMATION INC,,215 W 90TH ST 9C,NEW YORK,NY,10024-1224,0.0,3.0,3.0,2100.0,197808.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,122.0,124.0,123.0,B9710,,0.0,1,1,4.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1989,A,A31Z,0.7728470000000001,10024.0,10024.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,78292,3391,0,0,0,0,,1989,A31,198912,NY,10024.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A
12478,132894709,380746,0,0,0,1040,39656,0,0,168378,168378,549124,536212,-40003,35840,0,191413,254214,243361,294217,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,2.0,3.0,3.0,PAN ASIAN REPERTORY THEATRE INC,,47 GREAT JONES ST,NEW YORK,NY,10012-1114,0.0,3.0,3.0,2000.0,197711.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,88.0,149.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.401508,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,549124,167338,0,0,0,0,,1989,A65,198908,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12482,132896207,394236,0,0,0,2130,14002,0,0,28686,28686,422922,404376,33751,0,0,143341,312499,128136,278748,0,0,0,0,0,0,0,0,0,0,0,,A31Z,A65Z,2.0,2.0,2.0,SIDEWALKS OF NEW YORK PRODUCTIONS INC,,40 W 27TH ST 3RD FLOOR,NEW YORK,NY,10001-6908,0.0,3.0,3.0,1200.0,197711.0,1.0,15.0,1.0,13.0,198212.0,10.0,12,,994.0,90.0,119.0,B9702,1997.0,1.0,1,1,4.0,1,36061.0,,A31Z,A31,,PC,O,AR,A,IN,,1989,A,A31Z,0.739454,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,422922,26556,0,0,0,0,,1989,A31,198912,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A31,A
12486,132898796,21750,0,0,0,2155,0,0,0,104761,104761,126511,65350,11333,0,0,41617,26492,15165,15159,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,2.0,1.0,MIDTOWN ARTS COMMON AT SAINT PETERS CHURCH,,619 LEXINGTON AVE,NEW YORK,NY,10022-4610,0.0,3.0,3.0,2000.0,197708.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A60Z,A60,,PC,O,AR,A,IN,,1988,A,A60Z,0.11070899999999999,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,126511,102606,0,0,0,0,,1989,A60,198908,NY,10022.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
12488,132898806,36175,0,0,0,0,200,0,0,21792,21792,57967,62791,-4904,5200,0,4375,159,4455,5063,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,POMERIUM MUSICES INCORPORATED,,375 RIVERSIDE DR STE 10E,NEW YORK,NY,10025-2148,0.0,3.0,3.0,1000.0,197707.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A68Z,A68,,PC,O,AR,A,IN,,1988,A,A68Z,0.9512450000000001,10025.0,10025.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,57967,21792,0,0,0,0,,1989,A68,198908,NY,10025.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A
12493,132899496,379518,0,0,0,0,0,0,0,62050,62050,441568,101020,-427768,0,0,889,1741,769205,429509,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,2.0,2.0,PUBLIC FORUM PRODUCTIONS LTD,,PO BOX 2073,NEW YORK,NY,10013-0874,0.0,3.0,3.0,,,,15.0,,,,,4,,,,,C92,1992.0,0.0,1,1,4.0,1,36061.0,,Z99Z,Z99,,PC,O,UN,Z,IN,,1988,Z,Z99Z,0.652304,10013.0,10013.0,5602.0,5600.0,Z,Q,UN,OT,36061.0,UN,N,441568,62050,0,0,0,0,,1989,Z99,198904,NY,10013.0,NEW YORK,,,PC,O,UN,Z,IN,,A60,A
12504,132903180,29025,0,0,0,0,4222,0,0,92600,92600,121625,115859,-3765,17335,0,2048,131,11579,3896,0,0,0,0,0,0,0,0,0,0,0,,A6CZ,,1.0,2.0,2.0,NEW YORK VOCAL ARTS ENSEMBLE,,12 W 72ND ST STE 24B,NEW YORK,NY,10023-4167,0.0,3.0,3.0,2000.0,198206.0,1.0,15.0,1.0,13.0,0.0,10.0,8,,89.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1988,A,A6BZ,0.0218261,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,121625,92600,0,0,0,0,,1989,A6B,198908,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A6B,A
12506,132903944,23630,0,0,0,12,0,0,0,175344,175344,198974,212668,4252,6200,0,19594,16049,1648,11797,4252,0,0,0,0,0,0,0,0,0,0,,A63Z,,1.0,2.0,2.0,DANCE RING,,30 E 31ST ST,NEW YORK,NY,10016-6825,0.0,3.0,3.0,0.0,197902.0,1.0,16.0,1.0,13.0,0.0,10.0,7,,995.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A63Z,A63,,PC,O,AR,A,IN,,1988,A,A63Z,0.18137999999999999,10016.0,10016.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,198974,175332,0,0,0,0,,1989,A63,198907,NY,10016.0,NEW YORK,,,PC,O,AR,A,IN,,A63,A
12510,132904738,26635,0,0,0,660,0,0,0,161864,161864,188499,168671,9583,0,0,-8509,47005,1736,37422,9583,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,WESTBETH THEATRE CENTER INC,,151 BANK ST,NEW YORK,NY,10014-2049,0.0,3.0,3.0,2000.0,197709.0,1.0,16.0,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.11342999999999999,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,188499,161204,0,0,0,0,,1990,A65,199005,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12513,132905420,22500,0,0,0,5617,0,0,0,243091,243091,265591,265064,2286,17000,0,98274,196939,96515,194653,-214,0,0,0,0,0,0,0,0,0,0,,A65Z,,2.0,2.0,2.0,AMERICAN JEWISH THEATRE INC,,307 W 26TH ST,NEW YORK,NY,10001-5812,0.0,3.0,3.0,2000.0,198704.0,1.0,16.0,1.0,13.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.987231,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,265591,237474,0,0,0,0,,1989,A65,198906,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12515,132906037,2285,0,0,0,1714,17757,17294,32801,260134,242840,262419,369638,1106457,17308,0,2047396,1755980,816426,649523,0,0,0,0,0,0,0,0,0,0,0,,A6GZ,,4.0,2.0,2.0,BIG APPLE CIRCUS LTD,,35 W 35TH ST,NEW YORK,NY,10001-2205,0.0,3.0,3.0,1200.0,197905.0,1.0,11.0,1.0,13.0,0.0,10.0,1,,46.0,30.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6GZ,A60,,PC,O,AR,A,IN,,1987,A,A6GZ,0.112024,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,245125,208325,0,0,0,0,,1988,A60,198801,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
12516,132906649,157746,0,0,0,34129,9751,0,0,98583,98583,256329,166625,507488,0,0,482238,507490,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60J,,3.0,2.0,2.0,FRIARS NATIONAL ASSOCIATION FOUNDATION INC,,57 E 55TH ST,NEW YORK,NY,10022-3205,0.0,3.0,3.0,1000.0,197803.0,1.0,15.0,1.0,13.0,0.0,10.0,7,,602.0,0.0,0.0,B9710,,1.0,1,1,5.0,1,36061.0,,A60J,A12,6.0,PC,S,ZB,A,IN,,1988,A,A60J,0.915889,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,256329,64454,0,0,0,0,,1989,A12,198907,NY,10022.0,NEW YORK,,,PC,S,ZB,A,IN,,A12,A
12526,132909805,96350,0,0,0,254,1196,0,0,19308,19308,115658,115119,-3309,25240,0,10988,10241,14836,13550,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,CREATION PRODUCTION COMPANY INC,,127 GREENE STREET,NEW YORK,NY,10012-3201,0.0,3.0,3.0,1000.0,197711.0,1.0,15.0,1.0,13.0,0.0,20.0,6,,88.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.918917,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,115658,19054,0,0,0,0,,1990,A65,199006,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12527,132909809,161890,0,0,0,2543,0,0,0,2543,2543,164433,234415,34717,0,0,179231,132250,74532,97533,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,2.0,2.0,2.0,HAVA KOHAV THEATRE DANCE FOUNDATION,,118 RIVERSIDE DR,NEW YORK,NY,10024-3708,0.0,3.0,3.0,1000.0,197801.0,1.0,16.0,5.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.388744,10024.0,10024.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,164433,0,0,0,0,0,,1989,A62,198912,NY,10024.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
12535,132911089,269219,0,0,0,5571,0,0,0,8978,8978,278197,249987,217999,0,0,187630,221704,15653,3705,0,0,0,0,0,0,0,0,0,0,0,,P84Z,,2.0,2.0,2.0,VIETNAMESE AMERICAN CULTURAL ORGANIZATION INC,,113 BAXTER ST,NEW YORK,NY,10013-3603,0.0,3.0,3.0,1000.0,198208.0,1.0,15.0,1.0,13.0,198409.0,10.0,6,,994.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,P84Z,P84,,PC,O,HS,P,IN,,1988,P,P84Z,0.5207229999999999,10013.0,10013.0,5602.0,5600.0,P,1,HU,HU,36061.0,HU,N,278197,3407,0,0,0,0,,1989,P84,198906,NY,10013.0,NEW YORK,,,PC,O,HS,P,IN,,A23,A
12548,132913176,200435,142768,0,0,478,0,0,0,133677,133677,476880,408215,-12307,0,0,5771,40524,3926,52831,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,NATIONAL CORPORATE THEATRE FUND,,745 FIFTH AVE,NEW YORK,NY,10151-0099,0.0,3.0,3.0,1000.0,197712.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.8505530000000001,10151.0,10151.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,476880,133199,0,0,0,0,,1989,A12,198906,NY,10151.0,NEW YORK,,,PC,O,AR,A,IN,,A1265,A
12549,132913228,22663,0,0,0,0,0,0,0,6931,6931,29594,30391,106,0,0,2453,1106,1550,1000,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,RED WING PERFORMING GROUP INC,% STEPHANIE SKURA,853 BROADWAY 1101,NEW YORK,NY,10003-4703,0.0,3.0,3.0,2000.0,197902.0,1.0,15.0,1.0,13.0,0.0,10.0,5,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.750028,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,29594,6931,0,0,0,0,,1989,A98,198905,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A60,A
12563,132917939,15150,2765,0,0,2081,0,0,0,16388,16388,34303,31637,28413,0,0,28062,28413,0,0,0,0,0,0,0,0,0,0,0,0,0,,A80Z,,1.0,1.0,1.0,METROPOLITAN HISTORIC STRUCTURES ASSOCIATION INC,NEIGHBORHOOD PRESERVATION CENTER,ONE WORLD TRADE CENTER RM 2611,NEW YORK,NY,10048-0000,0.0,3.0,3.0,2.0,197712.0,1.0,15.0,1.0,1.0,0.0,10.0,1,,994.0,123.0,603.0,ALM97,1992.0,1.0,1,0,0.0,0,36061.0,,A80Z,A80,,PC,O,AR,A,IN,,1989,A,A80Z,0.477534,10048.0,10048.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,34303,14307,0,0,0,0,,1990,A80,199001,NY,10048.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A
12564,132918155,1400,0,0,0,706,0,0,0,41773,41773,43173,20623,23216,0,0,5773,23216,0,0,0,0,0,0,0,0,0,0,0,0,0,,B99Z,,1.0,1.0,1.0,KOREAN SCHOOL OF STATEN ISLAND,,570 BRITTON AVE,STATEN ISLAND,NY,10304-4501,0.0,3.0,3.0,2000.0,197806.0,1.0,11.0,1.0,13.0,0.0,20.0,12,,46.0,30.0,0.0,B9710,,1.0,1,0,0.0,0,36085.0,,A74Z,A70,,PC,O,AR,A,IN,,1988,A,A74Z,0.750197,10304.0,10304.0,5602.0,5600.0,A,1,AR,AR,36085.0,AR,N,43173,41067,0,0,0,0,,1988,A70,198812,NY,10304.0,STATEN ISLAND,,,PC,O,AR,A,IN,,A23,A
12567,132918236,52555,0,0,0,1605,0,0,0,21704,21704,74259,67094,41535,0,0,34370,41535,0,0,0,0,0,0,0,0,0,0,0,0,0,,A33Z,,1.0,1.0,1.0,SEGUE FOUNDATION INC,% STROOCK & STROOCK & LAVAN,303 E 8TH ST,NEW YORK,NY,10009-5248,0.0,3.0,3.0,1000.0,197803.0,1.0,15.0,1.0,13.0,198212.0,10.0,12,,120.0,92.0,994.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.75143,10009.0,10009.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,74259,20099,0,0,0,0,,1989,A33,198912,NY,10009.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
12570,132918290,53142,4550,0,0,2498,2340,0,0,3698,3266,61390,42050,299331,0,0,280423,299331,0,0,0,0,0,0,0,0,0,0,0,0,0,,A23Z,,2.0,1.0,1.0,TURKISIANIAN AMERICAN ASSOCIATION,,2302 W 13TH ST,BROOKLYN,NY,11223-5639,0.0,3.0,3.0,1000.0,198206.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,119.0,319.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A23Z,A23,,PC,O,AR,A,IN,,1989,A,A23Z,0.859132,11223.0,11223.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,60958,768,0,0,0,0,,1989,A23,198912,NY,11223.0,BROOKLYN,,,PC,O,AR,A,IN,,A23,A
12578,132923296,142950,0,0,0,0,36659,0,0,107885,107885,250835,254617,23382,61385,0,90474,181125,63310,157743,0,0,0,0,0,0,0,0,0,0,0,,A20L,,2.0,2.0,2.0,ALLIANCE FOR THE ARTS INC,,330 W 42ND ST,NEW YORK,NY,10036-6902,0.0,3.0,3.0,1000.0,197801.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A20L,A19,2.0,PC,O,AR,A,IN,,1989,A,A20L,0.702812,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,250835,107885,0,0,0,0,,1989,A02,198912,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A01,A
12581,132923721,76500,35,0,0,13717,0,0,0,119377,119377,195912,138724,391692,0,0,410246,415993,75742,24301,-224800,0,0,0,0,0,0,0,0,0,0,,A71Z,,2.0,2.0,2.0,ARCHITECTURAL HISTORY FOUNDATION INC,PAUL SCHERER & CO,330 MADISON AVE 15TH FL,NEW YORK,NY,10017-5001,0.0,3.0,3.0,2300.0,197803.0,1.0,16.0,1.0,13.0,0.0,10.0,12,,120.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A71Z,A70,,PC,O,AR,A,IN,,1989,A,A71Z,0.18454600000000002,10017.0,10017.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,195912,105660,0,0,0,0,,1989,A70,198912,NY,10017.0,NEW YORK,,,PC,O,AR,A,IN,,A80,A
12582,132923727,234403,5594,0,0,1017,100659,0,0,75613,75613,315610,304671,14726,48531,0,97505,101185,26349,86459,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,2.0,2.0,2.0,VETERANS ENSEMBLE THEATRE CO,,496 A HUDSON ST E23,NEW YORK,NY,10014-2822,0.0,3.0,3.0,,,,15.0,,,,,7,,,,,C92,1992.0,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.161635,10014.0,10014.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,315610,74596,0,0,0,0,,1989,A65,198907,NY,10014.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12587,132925815,93260,0,0,0,463,0,0,0,17307,17307,110567,100138,-14733,25000,0,16250,19624,39207,34357,0,0,0,0,0,0,0,0,0,0,0,,A66Z,A65Z,1.0,2.0,2.0,FRANK SILVERA WRITERS WORKSHOP FOUNDATION INC,,PO BOX 1791 MANHATTANVILL,NEW YORK,NY,10027-1791,0.0,3.0,3.0,3000.0,197601.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,92.0,123.0,0.0,B9710,,0.0,0,0,0.0,0,36061.0,,A66Z,A65,,PC,O,AR,A,IN,,1989,A,A66Z,0.0390534,10027.0,10027.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,110567,16844,0,0,0,0,,1990,A03,199006,NY,10027.0,NEW YORK,,,PC,O,AR,A,IN,,A0365,A
12591,132926488,39225,0,0,0,0,375,0,0,42925,42925,82150,92147,965,11100,0,12515,5571,20530,4606,0,0,0,0,0,0,0,0,0,0,0,,A65Z,A65P,1.0,1.0,1.0,TALKING BAND INC,,PO BOX 293 PRINCE ST STA,NEW YORK,NY,10012-0005,0.0,3.0,3.0,2300.0,197801.0,1.0,16.0,1.0,13.0,198206.0,10.0,6,,995.0,90.0,123.0,B9710,,1.0,1,0,0.0,0,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.777949,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,82150,42925,0,0,0,0,,1989,A65,198906,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
12596,132928469,381374,0,0,0,10116,0,0,0,10117,10117,391491,412523,240530,39996,0,262222,256094,659,15563,0,0,0,0,0,0,0,0,0,0,0,,A53I,,2.0,2.0,2.0,AMERICAN FRIENDS OF BETH HATEFUTSOTH,% SHIBOLETH ROBERTS & ZELLERMAYER,110 E 59TH ST,NEW YORK,NY,10022-1304,0.0,3.0,3.0,1200.0,197806.0,1.0,15.0,1.0,13.0,0.0,10.0,4,,602.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A53I,A11,5.0,PC,S,ZA,A,IN,,1989,A,A53I,0.824358,10022.0,10022.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,391491,1,0,0,0,0,,1990,A11,199004,NY,10022.0,NEW YORK,,,PC,S,ZA,A,IN,,A1150,A
12597,132928554,23073,0,0,0,3353,0,0,0,26583,26583,49656,45286,41386,0,0,37316,41686,300,300,0,0,0,0,0,0,0,0,0,0,0,,A23Z,A24Z,1.0,1.0,1.0,NEW YORK CHINESE CULTURAL CENTER INC,,390 BROADWAY,NEW YORK,NY,10013-3512,0.0,3.0,3.0,1200.0,197812.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,149.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A23Z,A23,,PC,O,AR,A,IN,,1989,A,A23Z,0.10227,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,49656,23230,0,0,0,0,,1989,A23,198912,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
12601,132928942,2062050,0,0,0,101137,0,0,0,101137,101137,2163187,2118120,779900,126385,0,2414302,3791146,1679469,3011246,0,0,0,0,0,0,0,0,0,0,0,,A6DZ,,4.0,4.0,4.0,MEET THE COMPOSER INC,,2112 BROADWAY,NEW YORK,NY,10023-2142,0.0,3.0,3.0,1000.0,197807.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,602.0,603.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A6DZ,A68,,PC,O,AR,A,IN,,1988,A,A6DZ,0.8864360000000001,10023.0,10023.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,2163187,0,0,0,0,0,,1989,A68,198906,NY,10023.0,NEW YORK,,,PC,O,AR,A,IN,,A68,A
