,EIN,DocCD,TAXPER,TaxPer_OLD,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,NAICS,LONGITUDE,LATITUDE,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,epostcard
34394,134027804,92,201012,201012,N,1,1,3,Y,1,1,0,2010,201121,A68,2010,2000,0,0,0,0,0,0,0,0,0,41650,38108,4602,0,0,1060,4602,0,0,0,0,0,0,0,0,0,0,0,39650,0,0,,41650,41650,0,0,0,0,0,0,0,3542,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492132025361,2010,N,10039-3093,10039.0,IN,,134027804201012,1340278042010.0,12,0.0,0.0,0.0,330 WEST 145TH ST,3.0,0.0,NEW YORK,2.0,GREGORY D EVANS,1.0,16.0,10.0,0.0,MANHATTAN BRASS QUINTET INC,1.0,199912.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A68,A,0,L,0,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,,AR,AR,AR,0.17185,B,2000,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,711130.0,-73.94344565600001,40.823525963,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34415,134031810,93,201008,201008,N,1,1,4,Y,1,1,0,2009,201133,A650,2009,112420,0,0,0,0,0,0,0,0,0,135042,131325,4991,0,0,1274,4991,0,0,4991,0,0,0,0,0,0,0,0,22622,0,0,,135042,135042,0,0,0,0,0,0,0,3717,0,0,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493211006101,2010,N,10023-4130,10023.0,IN,,134031810201008,1340318102010.0,8,0.0,0.0,0.0,32 W 72ND ST APT 2B,3.0,0.0,NEW YORK,1.0,PETER DOBBINS,1.0,15.0,10.0,0.0,STORM THEATRE INC,1.0,200402.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A65,A,0,L,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.06079,A,93018,c4,2006,0,c4,2006,0,dd,2003,4991.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,4991,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,19402,c4,2006,,,,,,,711110.0,-73.977012687,40.776606275,,u,,55907,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,10506,dd,2003,,u,,,u,,0,dd,2003,26265,dd,2003,0,dd,2003,,u,,,u,,
34417,134032058,92,201006,201006,N,1,1,3,Y,1,1,0,2009,201052,A65,2009,14241,0,0,0,0,0,0,0,0,0,27310,21342,-9767,0,0,7904,501,23639,10268,0,0,0,0,0,0,0,0,0,12519,0,550,,27310,27310,0,0,0,0,0,0,0,5968,0,0,0,0,0,0,0,-15735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492349001120,2010,N,11215-1493,11215.0,IN,,134032058201006,1340320582010.0,6,0.0,0.0,0.0,540 PRESIDENT ST,3.0,0.0,BROOKLYN,1.0,BROOKLYN CREATIVE LEAGUE,1.0,15.0,10.0,0.0,REVERIE PRODUCTIONS INC,1.0,199910.0,A NEW YORK NON PROFIT CORP,NY,CORE09pc,,,,,A65,A,0,L,0,36047.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.36946,B,14241,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,711110.0,-73.984711,40.677193,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34423,134033743,92,200912,201012,N,3,1,3,Y,1,1,0,2009,201020,A80,2009,26852,0,0,0,62,0,0,0,0,0,26914,21696,33330,0,0,28212,33430,100,100,0,0,0,0,0,0,0,0,0,0,0,0,,26914,26914,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,28112,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492126011060,2009,N,10128-0706,10128.0,IN,,134033743200912,1340337432009.0,12,0.0,0.0,0.0,8 E 96TH ST,3.0,0.0,NEW YORK,1.0,ELIZABETH ASHBY,1.0,15.0,20.0,0.0,HISTORIC NEIGHBORHOOD ENHANCEMENT ALLIANCE INC,1.0,199903.0,,NY,CORE09pc,,,,,A82,A,0,L,0,36061.0,5602.0,5600.0,A82,A,PC,O,AR,A,A,,AR,AR,AR,0.1744,B,26852,c4,2005,0,c4,2005,0,dd,2002,33330.0,c4,2006.0,0,dd,2002,0,dd,2002,0,dd,2002,0,dd,2002,0,dd,2002,0.0,dd,2002.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2005,,,,,,,,-73.955599722,40.787841648000004,,u,,0,dd,2002,0,dd,2002,0,dd,2002,0,dd,2002,0,dd,2002,,u,,,u,,0,dd,2002,0,dd,2002,0,dd,2002,,u,,,u,,
34428,134034400,93,201008,201008,N,4,1,4,Y,1,1,0,2009,201113,A6B,2009,40743,0,0,0,831,0,0,0,0,0,199323,179646,157747,0,0,236941,244687,98871,86940,0,0,0,0,0,0,0,0,0,156827,0,922,,199323,199323,0,0,0,0,0,0,0,19677,0,0,0,0,0,0,0,138070,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493071055111,2010,N,10024-6437,10024.0,IN,,134034400201008,1340344002010.0,8,0.0,0.0,0.0,150 W 79TH ST APT 9A,3.0,0.0,NEW YORK,1.0,MEL MILLER,1.0,15.0,10.0,0.0,MUSICALS TONIGHT INC,1.0,199902.0,,NY,rtf10pc,2.0,2.0,2.0,2.0,A65,A,0,L,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.00787,A,38135,c4,2006,0,c4,2006,0,dd,2003,157747.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,211097,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,2608,c4,2006,,,,,,,711110.0,-73.97709,40.782575,,u,,27455,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,25422,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34431,134035109,92,201012,201012,N,0,1,3,Y,1,1,0,2010,201130,A30,2010,70200,0,0,0,0,0,0,8174,0,0,85060,96234,-831,0,0,10342,-831,0,0,0,0,0,0,0,0,0,0,0,0,0,6685,,85061,85060,0,0,0,0,0,0,8174,-11173,0,0,0,0,0,0,0,10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492183081331,2010,N,10012-0000,10012.0,IN,,134035109201012,1340351092010.0,12,0.0,0.0,0.0,217 THOMPSON ST STE 353,3.0,0.0,NEW YORK,1.0,RAM DEVINENI,1.0,15.0,10.0,0.0,RATTAPALLAX INCORPORATED,1.0,200405.0,,NY,rtf10pc,0.0,1.0,1.0,1.0,A30,A,0,L,0,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,,AR,AR,AR,0.10505,B,18881,c4,2006,0,c4,2006,0,ag,0,-831.0,c4,2006.0,-11,ag,0,-135,ag,0,-227,ag,0,-42,ag,0,-283,ag,0,3444.0,ag,0.0,0.0,c4,2006.0,0.0,c4,2006.0,51319,c4,2006,,,,,,,510000.0,-73.999079153,40.729549893000005,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
34434,134036032,92,201006,201106,N,3,1,3,N,1,1,0,2009,201113,A33,2009,27950,0,0,0,40,0,0,0,0,0,27990,34673,25282,0,0,31966,25282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27989,27990,0,0,0,0,0,0,0,-6684,0,0,0,0,0,0,0,31966,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492352292150,2010,N,10025-1625,10025.0,IN,,134036032201006,1340360322010.0,6,0.0,0.0,0.0,531 W 112TH ST APT 6A,3.0,0.0,NEW YORK,2.0,REINHOLD MARTIN,1.0,15.0,20.0,0.0,GREY ROOM INC,1.0,199909.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A33,A,0,L,0,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,,AR,AR,AR,0.19179000000000002,A,27950,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,,,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,511100.0,-73.963825135,40.804703334,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34453,134038993,92,201006,201006,N,4,1,4,Y,1,1,0,2009,201103,A65,2009,232238,0,0,0,162,0,0,0,0,0,337424,266740,157618,0,0,132852,169090,23418,11472,0,0,0,0,0,0,0,0,22500,53004,29519,0,,314924,314924,0,0,0,0,0,52019,0,48184,0,0,0,0,0,0,0,109433,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492352132290,2010,N,11101-5610,11101.0,IN,,134038993201006,1340389932010.0,6,0.0,0.0,0.0,549 49TH AVE,3.0,0.0,LONG IS CITY,2.0,SHEILA LEWANDOWSKI,1.0,15.0,10.0,0.0,THEATER ET AL,1.0,199908.0,,NY,rtf10pc,2.0,2.0,2.0,2.0,A65,A,0,L,0,36081.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.061029999999999994,B,232238,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,13048,av,0,25669,av,0,15124,av,0,48856,av,0,38386.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,711110.0,-73.955636028,40.743356256999995,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
34462,134042855,92,201009,201009,N,1,1,3,Y,1,1,0,2009,201108,A68,2009,14300,0,0,0,0,0,0,0,0,0,32825,34874,-2290,0,0,4877,228,5118,2518,0,0,0,0,0,0,0,0,0,18350,0,0,,32825,32825,0,0,175,0,175,0,0,-2049,0,0,0,0,0,0,0,-241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492045008371,2010,N,10040-3856,10040.0,IN,,134042855201009,1340428552010.0,9,0.0,0.0,0.0,100 OVERLOOK TER APT 86,3.0,0.0,NEW YORK,1.0,MONICA BAUCHWITZ,1.0,15.0,20.0,0.0,STRING ORCHESTRA OF NEW YORK CITY INC,1.0,200005.0,SONYC,NY,rtf10pc,1.0,1.0,1.0,1.0,A69,A,0,L,0,36061.0,5602.0,5600.0,A69,A,PC,O,AR,A,A,,AR,AR,AR,0.8154,A,14300,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,711130.0,-73.935158287,40.856232869,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34469,134044429,93,201006,201006,N,6,1,5,Y,1,1,0,2009,201129,A70,2009,501146,0,0,0,1582,0,0,0,0,0,515362,595172,1012244,0,0,1479050,1013162,563,918,0,0,0,0,0,0,0,0,0,12634,0,0,,515362,515362,0,0,0,0,0,0,0,-79810,0,164365,0,0,0,0,0,1478487,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493176044071,2010,N,10065-7405,10065.0,IN,,134044429201006,1340444292010.0,6,0.0,0.0,0.0,149 E 63RD ST,3.0,0.0,NEW YORK,2.0,WORLD MONUMENTS FUND,1.0,15.0,10.0,0.0,CENTER FOR KHMER STUDIES INC,1.0,199911.0,,NY,rtf10pc,4.0,3.0,3.0,3.0,A23,A,5,K,0,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.44836000000000004,A,501146,c4,2006,0,c4,2006,0,dd,2003,183292.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,413106,dd,2003,129278,dd,2003,188724.0,dd,2003.0,0.0,c4,2006.0,828952.0,c4,2006.0,0,c4,2006,,,,,,,710000.0,-73.9663176,40.7647424,,u,,5933,dd,2003,0,dd,2003,0,dd,2003,10021,dd,2003,38632,dd,2003,,u,,,u,,0,dd,2003,3560,dd,2003,0,dd,2003,,u,,,u,,
34471,134044709,92,201012,201012,N,2,1,4,Y,1,1,0,2010,201146,A23,2010,92527,0,0,0,0,0,0,0,0,0,108527,104700,4449,0,0,14339,22106,13717,17657,0,0,0,0,0,0,0,0,0,16000,0,0,,108527,108527,0,0,0,0,0,0,0,3827,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492295026011,2010,N,10030-0602,10030.0,IN,,134044709201012,1340447092010.0,12,0.0,0.0,0.0,PO BOX 575,3.0,0.0,NEW YORK,2.0,,1.0,15.0,10.0,0.0,YAFFA CULTURAL ARTS INC,1.0,199903.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A23,A,0,L,0,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.8697600000000001,B,92527,ez,2010,0,ez,2010,0,ag,0,,u,,0,av,0,979,av,0,1418,av,0,1954,av,0,12922,av,0,20.0,av,0.0,,u,,,u,,0,ez,2010,,,,,,,710000.0,,,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
34479,134045547,92,201012,201012,N,1,1,3,Y,1,1,0,2010,201131,F30,2010,0,0,0,0,0,0,0,0,0,0,99538,98910,-1017,0,0,9383,58,11028,1075,0,0,0,0,0,0,0,0,0,99538,0,0,,99538,99538,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,-1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492207007071,2010,N,10011-4213,10011.0,IN,,134045547201012,1340455472010.0,12,0.0,0.0,0.0,20 W 20TH ST,3.0,0.0,NEW YORK,1.0,ROGERS & CO CPAS PC,1.0,15.0,10.0,0.0,CREATIVE MUSIC THERAPY STUDIO,1.0,200212.0,TURRY ANNE E GEN PTR,NY,rtf10pc,1.0,1.0,1.0,1.0,A6E,A,0,L,0,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,,AR,AR,AR,0.6016699999999999,A,0,a,2010,0,a,2010,0,dd,2003,-1017.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,58,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,a,2010,,,,,,,611610.0,-73.99175825,40.740276812,,u,,6255,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,261,dd,2003,,u,,,u,,0,dd,2003,130,dd,2003,0,dd,2003,,u,,,u,,
34487,134046782,92,201006,201006,N,3,1,4,Y,1,1,0,2009,201126,A60,2009,203019,0,0,0,0,0,0,0,0,0,389399,378711,-220283,0,0,41237,64393,272208,284676,0,0,0,0,0,0,0,0,0,186380,0,0,,389399,389399,0,0,0,0,0,0,0,10688,0,0,0,0,0,0,0,-230971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492155198111,2010,N,10032-6915,10032.0,IN,,134046782201006,1340467822010.0,6,0.0,0.0,0.0,566 WEST 159TH STREET,3.0,0.0,NEW YORK,2.0,,1.0,16.0,10.0,0.0,CLASSICAL THEATRE OF HARLEM INC,1.0,200105.0,CLASSICAL THEATRE OF HARLEM,NY,rtf10pc,1.0,2.0,2.0,2.0,A65,A,0,L,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.4144,B,203019,c4,2006,0,c4,2006,0,dd,2003,-220283.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,711110.0,-73.992568156,40.753705768,,u,,0,dd,2003,3659,dd,2003,0,dd,2003,0,dd,2003,13721,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34496,134048380,92,200912,201012,N,3,1,4,Y,1,1,0,2009,201103,A25,2009,125417,0,0,0,30,0,0,0,0,0,125447,188993,35552,0,0,132428,67552,33330,32000,0,0,0,0,0,0,0,0,0,0,0,0,,125447,125447,0,0,0,0,0,0,0,-63546,0,0,0,0,0,0,0,99098,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492352386320,2009,N,10009-6989,10009.0,IN,,134048380200912,1340483802009.0,12,0.0,0.0,0.0,721 EAST 6TH STREET,3.0,0.0,NEW YORK,1.0,,1.0,16.0,10.0,0.0,ART START INCORPORATED,1.0,199904.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A25,A,0,L,0,36061.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,,AR,AR,AR,0.54175,B,123561,c4,2004,0,c4,2004,0,c4,2004,35552.0,c4,2007.0,0,c4,2004,6068,c4,2004,0,c4,2004,14832,c4,2004,43551,c4,2004,85378.0,c4,2004.0,0.0,c4,2007.0,0.0,c4,2007.0,1856,c4,2004,,,,,,,611610.0,-73.97892312,40.723731473,,u,,30616,c4,2004,0,c4,2004,0,c4,2004,0,c4,2004,11834,c4,2004,,u,,,u,,10057,c4,2004,5901,c4,2004,0,c4,2004,,u,,,u,,
34499,134050560,93,201012,201012,N,2,1,4,Y,1,1,0,2010,201133,B80,2010,203589,0,0,0,10,0,0,0,0,0,203599,205086,-9471,0,0,15564,11388,23548,20859,0,0,0,0,0,0,0,0,0,0,0,0,,203599,203599,0,0,0,0,0,0,0,-1487,0,0,0,0,0,0,0,-7984,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493197016101,2010,N,10027-5537,10027.0,IN,,134050560201012,1340505602010.0,12,0.0,0.0,0.0,135 W 123RD ST BSMT,3.0,0.0,NEW YORK,1.0,RICHARD GREGORY CALTON,1.0,15.0,10.0,0.0,HARLEMLIVE INC,1.0,199911.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A33,A,0,L,0,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,,AR,AR,AR,0.59539,A,189670,c4,2006,0,c4,2006,0,dd,2002,-9471.0,c4,2006.0,0,dd,2002,689,dd,2002,0,dd,2002,662,dd,2002,10037,dd,2002,41333.0,dd,2002.0,0.0,c4,2006.0,0.0,c4,2006.0,13919,c4,2006,,,,,,,511100.0,-73.94748851,40.806930224,,u,,63949,dd,2002,563,dd,2002,0,dd,2002,31552,dd,2002,23100,dd,2002,,u,,,u,,0,dd,2002,6479,dd,2002,0,dd,2002,,u,,,u,,
34500,134051235,92,201012,201012,N,2,1,4,Y,1,1,0,2010,201137,A310,2010,83605,0,0,0,0,0,0,0,0,0,103917,106895,16438,0,0,21242,16438,0,0,0,0,0,0,0,0,0,0,0,17987,0,0,,102091,102091,0,0,2325,1826,499,0,0,-4804,0,0,0,0,0,0,0,21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29492232109031,2010,N,11201-6527,11201.0,IN,,134051235201012,1340512352010.0,12,0.0,0.0,0.0,384 WARREN ST APT 2R,3.0,0.0,BROOKLYN,2.0,TERENCE MULLIGAN,1.0,15.0,10.0,0.0,FILM FLEADH FOUNDATION,1.0,199908.0,,NY,rtf10pc,1.0,2.0,2.0,2.0,A31,A,0,L,0,36047.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,,AR,AR,AR,0.40612,A,74075,c4,2006,0,c4,2006,0,dd,2003,16438.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,9530,c4,2006,,,,,,,512110.0,-73.98945855,40.68462115,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
34506,134052607,92,201010,201010,N,2,1,3,Y,1,1,0,2009,201109,A25,2009,1175,3775,0,0,10,0,0,0,0,0,74646,75408,6812,0,0,19005,13956,9006,7144,0,0,0,0,0,0,0,0,0,69686,0,0,,72221,72221,0,0,0,2425,-2425,0,0,-3187,0,0,0,0,0,0,0,9999,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,93492049000001,2010,N,11238-4962,11238.0,IN,,134052607201010,1340526072010.0,10,0.0,0.0,0.0,225 STERLING PL APT 4H,3.0,0.0,BROOKLYN,2.0,JESSICA CERULLO,1.0,15.0,10.0,0.0,MICHAEL CHEKHOV ASSOCIATION INC,1.0,199909.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A0360,A,0,L,0,36047.0,5602.0,5600.0,A036,A,PC,O,AR,A,A,,AR,AR,AR,0.90554,B,1175,c4,2005,0,c4,2005,0,dd,2003,6812.0,c4,2005.0,0,dd,2003,1108,dd,2003,0,dd,2003,12848,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2005.0,0.0,c4,2005.0,0,c4,2005,,,,,,,813920.0,,,,u,,1125,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,20709,dd,2003,,u,,,u,,0,dd,2003,2476,dd,2003,0,dd,2003,,u,,,u,,
34520,134056937,93,201006,201106,N,1,1,3,Y,1,1,0,2009,201052,A650,2009,24250,0,0,0,0,0,0,0,0,0,67734,61963,573,12000,0,2690,573,0,0,573,0,0,0,0,0,0,0,7888,12949,22647,0,,59846,59846,0,0,0,0,0,30535,0,-2117,0,0,1020,0,0,0,0,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493345069120,2010,N,10017-4813,10017.0,IN,,134056937201006,1340569372010.0,6,0.0,0.0,0.0,333 E 43RD ST APT 505,3.0,0.0,NEW YORK,1.0,BARRY SHAPIRO,1.0,16.0,20.0,0.0,THE ROUNDTABLE ENSEMBLE LTD,1.0,199910.0,,NY,CORE09pc,,,,,A65,A,0,I,2003,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.74695,A,24250,dd,2003,0,dd,2003,0,dd,2003,573.0,dd,2003.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,dd,2003.0,0.0,dd,2003.0,0,dd,2003,,,,,,,711110.0,-73.97044586,40.75017914,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
