,EIN,TAXPER,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,NAICS,DocCd
24106,208574404,200812,N,8,1,5,Y,1,1,0,2008,200946,S47,2008,0,0,0,0,0,0,0,0,0,0,883664,2410,15102724,0,0,75885,15102724,0,0,-2526426,0,0,0,0,0,0,0,0,883664,0,0,,883664,883664,0,0,0,0,0,0,0,881254,0,0,0,0,0,0,0,75885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29493290212029,2008,N,10163-5005,10163.0,208574404200812,2085744042008,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,COMMINGLED PENSION TR FUND SS OF,2.0,1.0,0.0,10.0,0.0,SSPF ALISO CREEK INC,1.0,200905,,NY,rtf08co,,3.0,3.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.26358000000000004,C,A23,A,710000.0,93
24263,208794205,200902,N,2,36,3,Y,1,1,0,2008,200950,,2008,68471,0,0,0,0,0,0,0,0,0,68471,87814,17991,0,0,37334,17991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,68471,68471,0,0,0,0,0,0,0,-19343,0,0,0,0,0,0,0,37334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29492220094329,2009,N,11237,11237.0,208794205200902,2087942052009,2.0,,,,,,,,,,,,,,,ASIAN AMERICAN RESTAURANT ASSOCIATION CORP,,0,,NY,rtf08co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.13310999999999998,A,A23,A,710000.0,92
24389,208970506,200712,N,3,31,3,Y,1,1,0,2007,200839,,2007,56495,0,0,0,0,0,0,0,0,0,56495,38497,27998,0,0,10000,27998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56495,56495,0,0,0,0,0,0,0,17998,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29409152102358,2007,N,10016,10016.0,208970506200712,2089705062007,12.0,,,,,,,,,,,,,,,REGIONAL TIBETAN WOMENS ASSOCIATION OF NEW YORK AND,,0,,NY,CORE07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.89786,A,A23,A,710000.0,9
26734,222701258,200812,N,4,1,4,Y,1,1,0,2008,200946,,2008,24850,0,0,0,1899,0,0,0,0,0,242945,220978,163743,0,0,136776,163743,0,0,0,0,0,0,0,0,0,0,0,216196,0,0,,242945,242945,0,0,0,0,0,0,0,21967,0,0,0,0,0,0,0,136776,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493304086089,2008,N,10019-3922,10019.0,222701258200812,2227012582008,12.0,200.0,229.0,0.0,156 W 56TH ST STE 1902,3.0,0.0,NEW YORK,1.0,FRUCHTER ROSEN & COMPANY P C,2.0,1.0,0.0,10.0,0.0,BOOKBINDERS GUILD OF NEW YORK INC,5.0,198610,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8168,C,A20,A,710000.0,93
27033,222924636,200904,N,1,1,3,Y,1,1,0,2008,200943,,2008,0,21150,0,0,250,0,0,0,0,0,41115,49413,5993,0,0,18780,6629,4489,636,0,0,0,0,0,0,0,0,0,19715,0,0,,41115,41115,0,0,0,0,0,0,0,-8298,0,0,0,0,0,0,0,14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119,1,29492290030369,2009,N,10023-5539,10023.0,222924636200904,2229246362009,4.0,119.0,40.0,279.0,185 WEST END AVE,9.0,0.0,NEW YORK,3.0,ANNA MARIA BISHOP-HARRIS,2.0,1.0,0.0,10.0,1520.0,LINKS INC,1.0,196112,METRO MANHATTAN LINKS INC,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28226,C,A99,A,710000.0,92
27334,223075802,200812,N,6,1,6,Y,1,1,0,2008,200946,,2008,0,0,0,0,5202,0,0,0,0,0,2289417,1985560,1067347,0,0,781943,1145205,18453,77858,0,0,0,0,0,0,0,0,0,2221086,0,63129,,2289417,2289417,0,0,0,0,0,0,0,303857,0,0,0,0,0,0,0,763490,0,0,0,0,0,5202,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,1,29493290155019,2008,Y,10001-0000,10001.0,223075802200812,2230758022008,12.0,123.0,200.0,0.0,322 EIGTH AVE STE 501,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,7 X 24 EXCHANGE INC,1.0,199201,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.12467,C,A70,A,710000.0,93
27560,223199519,200812,N,3,99,4,Y,1,1,0,2008,200934,,2008,0,0,0,0,0,0,0,0,0,0,114135,0,96345,0,0,79024,96345,0,0,0,0,0,0,0,0,0,0,96814,0,17321,0,,17321,17321,0,0,0,0,0,114135,0,17321,0,0,0,0,0,0,0,79024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,29492213134469,2008,N,10016,10016.0,223199519200812,2231995192008,12.0,0.0,,,419 PARK AVENUE SOUTH #12,,,NEW YORK,,,,,,,,ASSOC OF INDIAN IN CONSTRUCTION IND INC,,0,,NY,rtf08co,1.0,1.0,2.0,0.0,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.37121,A,A23,A,710000.0,92
28651,226067322,200808,N,1,1,3,Y,1,1,0,2007,200910,A62Z,2007,0,2382,0,0,0,0,0,0,23888,23888,26270,19696,-3134,0,0,5652,7226,15360,10360,0,0,0,0,0,0,0,0,0,23888,0,0,,26270,26270,0,0,0,0,0,0,0,6574,0,0,0,0,0,0,0,-9708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,1,29409292100248,2008,N,11361-0533,11361.0,226067322200808,2260673222008,8.0,119.0,59.0,205.0,PO BOX 610533,3.0,0.0,BAYSIDE,2.0,ROBERT MANN,2.0,1.0,0.0,10.0,0.0,DANCE MASTERS OF AMERICA NEW YORK CITY CHAPTER INC,1.0,196406,,NY,rtf08co,1.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A62,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.7197399999999999,A,A62,A,711120.0,9
33938,237055265,200712,N,6,1,4,Y,1,1,0,2007,200850,,2007,0,0,153239,114219,92196,0,0,0,315637,201418,315637,100288,1928378,6000,0,1915053,1999638,56418,71260,0,0,0,0,0,0,0,0,0,70202,0,0,,201418,201418,0,39020,0,0,0,0,0,101130,-31387,0,0,0,0,0,0,1858635,0,0,0,0,3345,88851,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,211,1,29490306163128,2007,N,10003-9502,10003.0,237055265200712,2370552652007,12.0,211.0,279.0,265.0,730 BROADWAY,3.0,0.0,NEW YORK,1.0,AMALGAMATED LIFE,2.0,13.0,0.0,10.0,0.0,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,2.0,197001,,NY,CORE07co,4.0,2.0,2.0,2.0,36061,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.10767,A,A40,A,710000.0,90
37627,237164969,200806,N,5,1,5,Y,1,1,0,2007,200849,,2007,25000,777650,33587,0,22452,0,0,0,197089,197089,999739,1087017,532009,162868,0,730573,594762,42551,62753,532009,0,0,0,0,0,0,0,0,123345,0,17705,,999739,999739,0,33587,0,0,0,0,0,-87278,-68735,304367,36872,0,0,0,0,688022,0,0,0,0,22452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,688022,920,1,29490313103248,2008,N,10022-3673,10022.0,237164969200806,2371649692008,6.0,920.0,59.0,119.0,120 E 56TH ST RM 520,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM DIRECTORS,1.0,197203,,NY,CORE07co,3.0,3.0,3.0,4.0,36061.0,5602.0,5600.0,A035,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.88634,A,A0351,A,813920.0,90
38050,237179226,200712,N,7,1,6,Y,1,1,0,2007,200903,,2007,0,2579557,5039,0,268936,0,0,0,273975,273975,2853532,1044441,7031535,328951,0,5221070,7034425,4028,2890,0,0,0,0,0,0,0,0,0,0,0,0,,2853532,2853532,0,5039,0,0,0,0,0,1809091,5402,0,14541,0,0,0,0,5217042,0,0,0,0,0,268936,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,1,29490348180138,2007,N,10022-4221,10022.0,237179226200712,2371792262007,12.0,920.0,0.0,0.0,9 E 53RD ST FL 5,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,RADIO MUSIC LICENSE,5.0,197209,,NY,rtf08co,5.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.03857,A,A34,A,513110.0,90
42202,237411166,200812,N,4,1,4,Y,1,1,0,2008,200926,,2008,0,0,0,0,5237,0,0,0,0,0,304244,268447,-201651,0,0,234301,272379,471749,474030,-136349,0,0,0,0,0,0,0,0,299007,0,0,,304244,304244,0,0,0,0,0,0,0,35797,0,113020,8112,0,0,0,0,-237448,0,0,0,0,0,5237,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493150007249,2008,N,10016-1609,10016.0,237411166200812,2374111662008,12.0,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,LIBERIAN SHIPOWNERS COUNCIL LTD,1.0,197612,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9804700000000001,A,A23,A,710000.0,93
42831,237444871,200809,N,3,1,3,Y,1,1,0,2007,200915,,2007,0,67181,0,0,0,0,0,0,9610,9610,76791,81150,61422,0,0,65779,61422,0,0,0,0,0,0,0,0,0,0,0,1749,0,7861,,76791,76793,0,0,0,0,0,0,0,-4357,0,0,0,0,0,0,0,65779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29409080039089,2008,N,11226-3236,11226.0,237444871200809,2374448712008,9.0,263.0,0.0,0.0,61 MARTENSE ST APT 5A,9.0,0.0,BROOKLYN,3.0,MARY J HARMON,2.0,1.0,0.0,10.0,1002.0,CIVIL SERVICE EMPLOYEES ASSOCIATION,5.0,197007,646 SUNY HEALTH SCIENCE CENTER,NY,rtf08co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A57,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.3405,A,A57,A,712110.0,9
43266,237532275,200712,N,1,1,3,Y,1,1,0,2007,200828,,2007,1002,4542,0,0,0,0,0,0,26826,26826,32370,9512,3413,0,0,1579,3413,0,0,0,0,0,0,0,0,0,0,21024,0,5802,0,,11346,11346,0,0,0,0,0,26827,0,1834,0,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,1,29409166033138,2007,N,11207-4732,11207.0,237532275200712,2375322752007,12.0,279.0,265.0,0.0,398 SHEFFIELD AVE APT 3F,9.0,0.0,BROOKLYN,1.0,SHARON WILLIAMS,1.0,11.0,0.0,20.0,1075.0,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA,5.0,197209,74 ABU-BEKR COURT,NY,CORE07co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A80,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.23085999999999998,C,A80,A,712120.0,9
46529,251580195,200903,N,4,1,4,Y,1,1,0,2008,200937,,2008,169608,0,0,0,2591,0,0,0,0,0,172199,151708,115555,0,0,95064,115555,0,0,115555,0,0,0,0,0,0,0,0,0,0,0,,172199,172199,0,0,0,0,0,0,0,20491,0,0,0,0,0,0,0,95064,0,0,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,559,1,29493241003039,2009,N,10011-0000,10011.0,251580195200903,2515801952009,3.0,559.0,0.0,0.0,511 AVE OF AMERICAS STE 601,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,2.0,198811,,NY,rtf08co,2.0,2.0,2.0,2.0,36061,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.38666999999999996,A,A30,A,510000.0,93
48128,260460046,200812,N,9,36,7,Y,1,1,0,2008,200945,,2008,0,0,0,0,11434,0,0,0,0,0,7024481,3231582,98727583,0,0,97305751,99129380,591360,401797,24591,0,0,0,0,0,0,0,0,7013047,0,0,M,7024481,7024481,0,0,0,0,0,0,0,3792899,0,330960,0,0,0,0,0,96714391,0,0,0,0,0,11434,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,-873003,0,1,29493290231079,2008,N,10163,10163.0,260460046200812,2604600462008,12.0,,,,,,,,,,,,,,,CONCAR ACQUISITION COMPANY INC,,0,,NY,rtf08co,,5.0,5.0,4.0,36061,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.22596,C,A60,A,711100.0,93
48164,260509362,200812,N,8,40,6,Y,1,1,0,2008,200945,,2008,0,0,0,0,0,0,0,0,0,0,2421703,300,34197391,0,0,14652570,34197391,0,0,133091,0,0,0,0,0,0,0,0,2421703,0,0,,2421703,2421703,0,0,0,0,0,0,0,2421403,0,0,0,0,0,0,0,14652570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29493290212079,2008,N,10163-0000,10163.0,260509362200812,2605093622008,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESEMENT MANAGEMENT I,2.0,1.0,0.0,10.0,0.0,FOURTH & HARRISON FUNDING COMPANY INC,1.0,200905,,NY,rtf08co,,4.0,4.0,1.0,36061,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.70192,C,A60,A,711100.0,93
48192,260542856,200812,N,7,36,5,Y,1,1,0,2008,200951,,2008,0,0,0,0,0,0,0,0,0,0,828200,5967,5152700,0,0,7173366,5152700,0,0,1210366,0,0,0,0,0,0,0,0,828200,0,0,,828200,828200,0,0,0,0,0,0,0,822233,0,0,0,0,0,0,0,7173366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29493339044099,2008,N,10163-0000,10163.0,260542856200812,2605428562008,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT I,2.0,1.0,0.0,10.0,0.0,URBAN W FUNDING COMPANY,1.0,201002,,NY,rtf08co,5.0,3.0,3.0,1.0,36061,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8261200000000001,C,A60,A,711100.0,93
48359,260744293,200812,N,6,36,3,Y,1,1,0,2008,200938,,2008,0,0,0,0,0,0,0,0,0,0,64359,300,1967796,0,0,1384231,1967796,0,0,69326,0,0,0,0,0,0,0,0,64359,0,0,,64359,64359,0,0,0,0,0,0,0,64059,0,0,0,0,0,0,0,1384231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,29493241017029,2008,N,10163-0000,10163.0,260744293200812,2607442932008,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANGAGMT INC,2.0,1.0,0.0,10.0,0.0,MIRAMAR FUNDING COMPANY,1.0,201002,,NY,rtf08co,4.0,1.0,1.0,1.0,36061,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.71206,C,A60,A,711100.0,93
48426,260837381,200801,N,1,40,3,Y,1,1,0,2007,200845,,2007,0,0,0,0,0,0,0,0,66565,66565,66565,66947,-382,0,0,0,686,0,1068,0,0,0,0,0,0,0,0,0,66565,0,0,,66565,66565,0,0,0,0,0,0,0,-382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,29409194177128,2008,N,10021,10021.0,260837381200801,2608373812008,1.0,,,,,,,,,,,,,,,PUSHKIN RUSSIAN SOCIETY,,0,,NY,CORE07co,1.0,1.0,1.0,1.0,36061,5602.0,5600.0,A23,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.05367,C,A23,A,710000.0,9
49024,261923979,200712,N,1,40,4,Y,1,1,0,2007,200840,,2007,19000,0,0,0,0,0,0,0,81942,81942,100942,126349,100,9067,0,0,100,0,0,0,0,0,0,0,0,0,0,402,77506,958,3076,,100540,100540,0,0,0,0,0,1360,0,-25809,25909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,1,29490173091008,2007,N,10001-5074,10001.0,261923979200712,2619239792007,12.0,0.0,0.0,0.0,115 W 29TH ST RM 606,3.0,0.0,NEW YORK,1.0,JUANA PONCE DE LEON,1.0,1.0,15.0,10.0,0.0,NEW YORK COMMUNITY MEDIA ALLIANCE,1.0,201003,,NY,CORE07co,1.0,2.0,2.0,2.0,36061,5602.0,5600.0,A30,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.02134,B,A30,A,510000.0,90
49457,262752840,200812,N,4,1,3,Y,1,1,0,2008,200925,A20,2008,57973,0,0,0,1004,0,0,0,0,0,58977,73810,106520,0,0,0,106520,0,0,106520,0,0,0,0,0,0,0,0,0,0,0,,58977,58977,0,0,0,0,0,0,0,-14833,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29493157090049,2008,N,10013-4125,10013.0,262752840200812,2627528402008,12.0,0.0,0.0,0.0,207 CANAL ST FL 3,3.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,CHAO CHIU ASSOCIATION INC,1.0,200806,,NY,rtf08co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.81034,B,A20,A,710000.0,93
49737,263376239,200812,N,4,1,3,Y,1,1,0,2008,200939,J40,2008,89652,0,0,0,7212,0,0,0,0,0,96864,153840,300629,0,0,357605,300629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96864,96864,0,0,0,0,0,0,0,-56976,0,0,0,0,0,0,0,357605,0,0,0,0,0,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,29493255047199,2008,N,10019-2925,10019.0,263376239200812,2633762392008,12.0,0.0,0.0,0.0,555 W 57TH ST STE 1230,3.0,0.0,NEW YORK,3.0,IRA CURE,2.0,1.0,0.0,10.0,0.0,INTERNATIONAL AFFILIATION OF WRITERS GUILDS,5.0,200904,,NY,rtf08co,2.0,1.0,1.0,2.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.23674,A,A70,A,710000.0,93
49912,264321526,200712,N,0,36,3,Y,1,1,0,2007,200944,,2007,25750,0,0,0,0,0,0,0,0,0,25750,24039,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25750,25750,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29409108069229,2007,N,10007,10007.0,264321526200712,2643215262007,12.0,,,,,,,,,,,,,,,BLACK AND HISPANIC CAUCUS OF THE NYC COUNCIL INC,,0,,NY,rtf08co,0.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.227,A,A23,A,710000.0,9
50103,270207636,200712,N,3,36,3,Y,1,1,0,2007,200947,,2007,0,0,0,0,0,0,0,0,85923,85923,85923,72594,42562,0,0,29233,42562,0,0,0,0,0,0,0,0,0,0,0,85548,0,375,,85923,85923,0,0,0,0,0,0,0,13329,0,0,0,0,0,0,0,29233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29409192009129,2007,N,11215-3313,11215.0,270207636200712,2702076362007,12.0,0.0,0.0,0.0,291 8TH ST,3.0,0.0,BROOKLYN,2.0,MARGARET SHARP DOUGLAS,1.0,1.0,15.0,10.0,0.0,MAGIS THEATRE COMPANY INC,1.0,201002,,NY,rtf08co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.36775,A,A65,A,711110.0,9
50485,300379922,200812,N,3,1,3,Y,1,1,0,2008,200928,Y22,2008,0,33480,0,0,1330,0,0,0,0,0,35954,22226,67329,0,0,54178,67429,577,100,0,0,0,0,0,0,0,0,0,0,0,1144,,35954,35954,0,0,0,0,0,0,0,13728,0,0,0,0,0,0,0,53601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,29492171209309,2008,N,10025-1509,10025.0,300379922200812,3003799222008,12.0,0.0,0.0,0.0,PO BOX 250807,3.0,0.0,NEW YORK,1.0,WOLDE G MARIAM,2.0,1.0,0.0,10.0,0.0,ETHIOPIAN EDIR MUTUAL ASSISTANCE ASSOCIATION IN NEW YORK INC,1.0,200711,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6321899999999999,A,A23,A,710000.0,92
50548,300459786,200812,N,4,1,4,Y,1,1,0,2008,200936,Y43,2008,135120,0,0,0,769,0,0,0,0,0,135889,20468,115421,0,0,0,115721,0,300,0,0,0,0,0,0,0,0,0,0,0,0,,135889,135889,0,0,0,0,0,0,0,115421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,29492234022059,2008,N,10003-1211,10003.0,300459786200812,3004597862008,12.0,0.0,0.0,0.0,890 BROADWAY,3.0,0.0,NEW YORK,1.0,KARIN ELLIS-WENTZ,2.0,1.0,0.0,10.0,0.0,ABT DANCERS BENEFIT TR FUND,2.0,200808,KARIN ELLIS-WENTZ TTEE,NY,rtf08co,2.0,2.0,2.0,1.0,36061.0,5602.0,5600.0,A62,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.0030600000000000002,A,A62,A,711120.0,92
54628,320176279,200612,N,1,40,3,Y,1,1,0,2006,200748,,2006,23834,12825,0,0,0,0,0,0,58273,58273,94932,99331,-952,0,0,2971,48,0,0,0,0,0,0,0,0,0,0,0,58273,0,0,,94932,94932,0,0,0,0,0,0,0,-4399,476,0,0,0,0,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,29409202230297,2006,N,10003-4554,10003.0,320176279200612,3201762792006,12.0,0.0,0.0,0.0,70 UNIVERSITY PL APT 5,3.0,201012.0,NEW YORK,2.0,MICHAEL HORN,1.0,1.0,16.0,10.0,0.0,THE MICHAEL CHEKHOV THEATRE COMPANY INC,1.0,200802,,NY,CORE07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.64115,A,A65,A,711110.0,9
54708,320280830,200812,N,9,36,7,Y,1,1,0,2008,200942,,2008,0,0,0,0,0,0,0,0,0,0,7869203,7869203,195001000,0,0,1000,195001000,0,0,0,0,0,0,0,0,0,0,0,7869203,0,0,M,7869203,7869203,0,0,0,0,0,0,0,0,195000000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29493164102059,2008,N,10167,10167.0,320280830200812,3202808302008,12.0,,,,,,,,,,,,,,,FRM Funding Company Inc,,0,,NY,rtf08co,6.0,5.0,5.0,5.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.45008000000000004,C,A60,A,711100.0,93
54998,330274349,200812,N,5,1,6,Y,1,1,0,2008,200928,,2008,579638,0,0,0,18993,0,0,0,0,0,1306627,1230139,507711,0,0,431223,507711,0,0,507711,0,0,0,0,0,0,0,0,571153,0,0,,1306627,1306627,0,0,0,0,0,0,0,76488,0,447607,0,0,0,0,0,431223,0,0,0,0,0,18993,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,29493178091239,2008,Y,10001-3507,10001.0,330274349200812,3302743492008,12.0,200.0,0.0,0.0,875 SIXTH AVE STE 2302,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,THEATRICAL DEALERS ASSOCIATION,1.0,198809,,NY,rtf08co,3.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.54985,B,A65,A,711110.0,93
