,EIN,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,p6ExmPF,p6DomOrg,p7Polit,p7Liquid,p7PoFClm,p7DisSal,p7DisBor,p7DisSer,p7DisPay,p7DisTra,p7PayGvt,p7UndInc,p7BusInt,p7JeoInv,p7Propag,p7Elect,p7IndGrt,p7OrgGrt,p7OthPur,P1GRENTS,pgoods,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6INVTAX,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,PF112,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,ASCD,INCCD,FRCD,ACCPER,ASSETS,INCOME,NEGINCOM,SEC_NAME,FIPS,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,CONVTOCO,SUBSEC2,ZIP5,ntee1,nteecc,RandNum,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,FisYr,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7311,133747492,199906,200014,29491036027200,A20J,N,Y,0,1,1998,3,1,1,3,994,0,242,0,0,0,0,0,0,0,242,26496,-26254,26496,242,2,242,5737,0,0,0,0,55375,5737,0,1476,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,242,242,26496,0,26496,0,0,5737,0,0,5737,0,-49638,2,0,0,0,0,0,0,0,2,0,29977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,% WOLF POPPER LLP,845 THIRD AVE 12TH FL,NEW YORK,NY,10022-6601,0.0,3.0,1000.0,199505.0,1.0,4.0,1.0,13.0,199806.0,0.0,0.0,10.0,6,0,0,,,36061.0,994.0,119.0,63.0,B9710,,,3.0,10022,A,A20,0.689388,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A20,A
7312,133747516,199912,200034,29491218054030,,N,Y,0,1,1999,3,1,1,3,994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR 10J,NEW YORK,NY,10031-7214,0.0,3.0,1000.0,199410.0,1.0,4.0,1.0,13.0,199712.0,0.0,0.0,20.0,12,0,0,,,36061.0,994.0,88.0,0.0,B9710,,,3.0,10031,Z,Z99,0.374354,10031,5602.0,5600.0,36061.0,,1999,NY,10031,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A60,A
7313,133747781,199911,200045,29491288043110,A25Z,N,Y,0,1,1998,3,5,4,3,994,170046,9115,11114,24432,0,0,0,0,1500,214707,39679,175028,36969,44661,893,44661,725280,0,577010,0,577010,814,845655,0,39310,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,44661,44661,38179,0,35469,0,0,117721,0,23000,845655,0,724466,893,0,0,8728,0,0,0,0,-7835,1000,798168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTITUTE FOR COOPERATION OF ART AND RESEARCH INC,% ARKADI PLOTNITSKY,36 BANKS ST,NEW YORK,NY,10014-5207,0.0,3.0,1000.0,199405.0,1.0,3.0,1.0,13.0,199811.0,5.0,4.0,10.0,11,522582,437936,,,36061.0,994.0,199.0,0.0,B9710,,,3.0,10014,A,A25,0.803606,10014,5602.0,5600.0,36061.0,,1999,NY,10014,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A25,A
7347,133753037,199912,200040,29491253128230,,N,Y,0,1,1999,3,1,0,3,124,0,0,0,0,0,0,0,0,0,0,18,-18,0,0,0,0,865,0,0,0,0,1950,865,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,18,0,0,0,0,0,0,0,865,0,-1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC OPINION INC,% MICHAEL BARNETT,60 SUTTON PL S STE 3DS,NEW YORK,NY,10022-4168,0.0,3.0,1000.0,199408.0,1.0,4.0,1.0,13.0,0.0,1.0,0.0,1.0,12,1111,0,,,36061.0,124.0,125.0,0.0,B9710,,,3.0,10022,Z,Z99,0.293162,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A70,A
7381,133771298,199912,200041,29491225009090,A31Z,N,Y,0,1,1999,3,1,2,3,994,15800,131,0,0,0,0,0,0,0,15931,13674,2257,13674,131,3,131,3534,0,0,0,0,0,3534,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,131,131,139674,0,13674,0,0,3534,0,0,3534,0,3534,3,0,0,0,0,0,0,0,3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PENNY MORELL PRODUCTIONS INC,% PENNY MORELL,67 BEDFORD ST,NEW YORK,NY,10014-4013,0.0,3.0,1000.0,199505.0,1.0,4.0,1.0,13.0,199812.0,0.0,0.0,20.0,12,0,0,,,36061.0,994.0,122.0,0.0,B9710,,,3.0,10014,A,A31,0.422432,10014,5602.0,5600.0,36061.0,,1999,NY,10014,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A31,A
7387,133772926,199912,200032,29491204008230,A51Z,N,Y,0,1,1999,3,3,3,3,994,25243,0,0,0,0,0,0,0,0,25243,25409,-166,0,0,0,0,25606,0,0,0,0,0,25606,0,23,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,0,25409,0,0,0,0,363,0,0,25606,0,25606,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V I A ART INC,% FRANK E BUNTS,15 W 24TH ST 7TH FLR,NEW YORK,NY,10010-3214,0.0,3.0,1000.0,199505.0,1.0,4.0,1.0,13.0,199712.0,0.0,0.0,10.0,12,0,0,,,36061.0,994.0,91.0,0.0,B9710,,,3.0,10010,A,A51,0.930024,10010,5602.0,5600.0,36061.0,,1999,NY,10010,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A51,A
7412,133781874,199912,200033,29491211077140,A51Z,N,Y,0,1,1999,3,4,2,3,60,0,791,13949,0,0,0,0,0,10864,14740,49646,-34906,23259,10551,106,0,196888,0,0,177663,177663,0,193764,0,10845,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,11677,0,38782,1126,12395,1126,0,8267,0,0,193764,0,196888,106,0,0,236,0,0,0,0,-130,130,220203,10739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COBY FOUNDATION LTD,MILBANK TWEED HADLEY & MCCLOY,20 E 65TH ST,NEW YORK,NY,10021-7032,0.0,3.0,1000.0,199503.0,1.0,4.0,1.0,13.0,0.0,3.0,3.0,1.0,12,61438,64538,,,36061.0,60.0,0.0,0.0,B9710,,,3.0,10021,A,A51,0.817369,10021,5602.0,5600.0,36061.0,,1999,NY,10021,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A51,A
7419,133783618,199912,200031,29491197014190,A65Z,N,Y,0,1,1999,3,1,1,3,994,3342,0,0,0,0,0,0,0,0,3342,3939,-597,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WORLD CITY PICTURES INC,% ANTHONY LISTROM,562 HUDSON ST STE 6,NEW YORK,NY,10014-2464,0.0,3.0,1000.0,199601.0,1.0,4.0,1.0,13.0,199812.0,0.0,0.0,10.0,12,0,0,,,36061.0,994.0,92.0,0.0,B9710,,,3.0,10014,A,A65,0.9336190000000001,10014,5602.0,5600.0,36061.0,,1999,NY,10014,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A65,A
7427,133787051,199912,200020,29491113009150,,N,Y,0,1,1999,3,1,1,3,350,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6846,0,0,0,0,6846,6846,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,0,0,0,0,0,0,0,0,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FELISSIMO FOUNDATION,,10 W 56TH ST,NEW YORK,NY,10019-3801,0.0,3.0,1000.0,199409.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,12,6036,1,,,36061.0,350.0,0.0,0.0,B9710,,,3.0,10019,Z,Z99,0.5558890000000001,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A12,A
7443,133794021,199812,200005,82491331061149,A60Z,N,Y,0,1,1998,3,3,4,3,602,120000,597,0,0,0,0,0,0,126000,120597,126501,-5904,126000,97,1,0,46351,0,0,0,0,0,46351,0,2428,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,597,0,501,500,0,500,0,0,0,0,46351,0,46351,1,0,0,0,0,0,0,0,1,0,49303,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,% WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1000.0,199505.0,1.0,4.0,1.0,13.0,0.0,4.0,4.0,1.0,12,109286,130000,,,36085.0,602.0,0.0,0.0,B9710,,,3.0,10314,A,A60,0.0725635,10314,5602.0,5600.0,36085.0,,1998,NY,10314,STATEN ISLAND,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A60,A
7448,133795322,199907,200033,29491211058090,A40Z,N,Y,0,1,1998,3,1,2,3,994,10000,0,0,0,0,0,0,0,0,10000,3795,6205,3795,0,0,0,8270,0,0,0,0,0,8270,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3795,0,3795,0,0,8270,0,0,8270,0,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTERNATIONAL SOCIETY FOR CONSCIOUSNESS AND THE ARTS,% NINA REZNICK,28 E 10TH ST APT 12L,NEW YORK,NY,10003-6214,0.0,3.0,1000.0,199509.0,1.0,4.0,1.0,13.0,199807.0,0.0,0.0,10.0,7,0,0,,,36061.0,994.0,123.0,0.0,B9710,,,3.0,10003,A,A40,0.0708395,10003,5602.0,5600.0,36061.0,,1999,NY,10003,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A03,A
7451,133795843,199909,200016,29491050017000,A51Z,N,Y,0,1,1998,2,4,3,3,559,36000,0,21352,0,0,0,36377,0,0,93729,1145,92584,931,57729,577,57729,350454,0,0,0,0,0,575950,20787,21364,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,57729,57729,1145,0,931,0,0,1619,0,206334,575950,0,350454,577,0,0,0,0,0,0,0,577,0,433786,0,21364,21319,20560,12345,75588,53256,31850,29425,21280,135811,1,0,0,0,1,0,0,0,0,0,14243,14213,13707,8230,50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEANE & SUSAN PENN ART FOUNDATION INC,% WOLLIN,450 7TH AVE RM 500,NEW YORK,NY,10123-0101,0.0,3.0,1000.0,199507.0,1.0,3.0,1.0,11.0,0.0,3.0,3.0,1.0,9,88269,61217,,,36061.0,559.0,0.0,0.0,B9710,,,3.0,10123,A,A51,0.668417,10123,5602.0,5600.0,36061.0,,1999,NY,10123,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A12,A
7526,133801734,199906,200017,29491050052040,A99Z,N,Y,0,1,1998,3,4,2,3,119,0,13281,0,0,0,0,0,0,0,13281,2656,10625,2656,13281,266,13281,336378,0,0,0,0,0,339303,0,18199,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,13281,13281,2656,0,2656,0,0,1151,0,99255,339303,0,336378,266,0,0,0,0,0,0,0,266,0,369532,17933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HARRY M STEVENS FAMILY FOUNDATION INC,% WILLIAM M HUNT,186 RIVERSIDE DR APT 16D,NEW YORK,NY,10024-1007,0.0,3.0,1000.0,199601.0,1.0,4.0,1.0,13.0,0.0,4.0,1.0,1.0,6,414608,496,,,36061.0,119.0,0.0,0.0,B9710,,,3.0,10024,A,A99,0.161683,10024,5602.0,5600.0,36061.0,,1999,NY,10024,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7528,133802490,199912,200041,29491253082130,A76Z,N,Y,0,1,1999,2,4,5,3,93,793931,1267,0,0,0,0,60705,57400,363797,855903,832430,23473,363797,1267,13,25099,317667,0,0,0,0,11580,255139,0,1034,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1267,61972,468633,0,0,0,36873,164650,0,0,255139,0,306087,13,0,0,0,0,14,0,0,-1,1,21000,0,1034,0,0,0,1034,363797,140003,178817,230037,912654,317667,292515,243450,210274,1063906,129825,15000,10000,12737,167562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOUNDATION FOR HELLENIC CULTURE INC,% GREGORY A SIORIS,7 W 57TH ST,NEW YORK,NY,10019-3402,0.0,3.0,1000.0,199504.0,1.0,3.0,1.0,13.0,0.0,4.0,4.0,1.0,12,402654,341368,,,36061.0,93.0,0.0,0.0,B9710,,,3.0,10019,A,A76,0.585792,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A12,A
7541,133808182,199812,200003,29491001047190,B82J,N,Y,0,1,1998,3,1,4,3,561,157000,0,0,0,0,0,0,0,176198,157000,176567,-19567,0,0,0,0,3477,0,0,0,0,0,3477,0,702,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,369,0,0,176198,0,0,0,0,3477,0,3477,0,0,0,0,0,0,0,0,0,0,14252,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUSAN W ROSE FUND FOR MUSIC INC,% MORRIS MANSFIELD,200 MADISON AVE,NEW YORK,NY,10016-3903,0.0,3.0,1000.0,199509.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,561.0,90.0,602.0,B9710,,,3.0,10016,B,B82,0.090656,10016,5602.0,5600.0,36061.0,,1998,NY,10016,NEW YORK,PF,O,ED,B,B,IN,,ED,ED,ED,,,,,,,A68,A
7542,133809561,199912,200051,29491302016080,A50Z,N,Y,0,1,1999,3,3,3,3,90,2650,209,1585,23323,0,0,0,0,9000,27767,58351,-30584,51498,24065,481,7541,53627,0,47906,0,47906,0,77049,0,5174,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,25117,8593,49351,1052,42498,1052,1052,0,0,0,77049,0,53627,481,0,0,0,0,200,0,0,288,0,105055,4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARTUR BALSAM FOUNDATION FOR CHAMBER MUSIC,% MOSHE MIRSKY,825 W END AVE 2C,NEW YORK,NY,10025-5349,0.0,3.0,1000.0,199505.0,1.0,4.0,1.0,13.0,0.0,3.0,3.0,1.0,12,31141,45565,,,36061.0,90.0,0.0,0.0,B9710,,,3.0,10025,A,A50,0.586221,10025,5602.0,5600.0,36061.0,,1999,NY,10025,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A6C,A
7550,133830526,199912,200032,29491134129190,T20Z,N,Y,0,1,1999,3,6,0,3,602,0,1190,0,0,-11515,0,0,0,178650,-10325,195379,-205704,195356,1190,12,0,1766674,0,0,0,0,0,1766674,0,88320,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1190,0,16729,0,16706,0,0,254,0,0,1766674,0,1766674,12,0,0,0,0,0,0,0,12,0,1793301,88308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,% BRAUNER BARON ROSENZWEIG & KLEIN,61 BROADWAY 18TH FLR,NEW YORK,NY,10006-2701,0.0,3.0,1000.0,199506.0,1.0,4.0,1.0,13.0,0.0,6.0,4.0,1.0,12,2064592,421458,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10006,T,T20,0.563897,10006,5602.0,5600.0,36061.0,,1999,NY,10006,NEW YORK,PF,S,ZC,T,T,IN,,PU,PU,OT,,,,,,,A40,A
7553,133832587,199906,200016,29491085031160,A56I,N,Y,0,1,1998,2,3,4,3,60,270916,753,195,0,0,0,17438,0,0,289302,298145,-8843,264688,948,19,0,85310,0,0,0,0,0,85310,0,5226,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,948,18386,298145,0,264688,0,18386,5680,0,0,85310,0,85310,19,0,0,0,0,25,0,0,-6,6,106102,0,1,0,1468,549,2017,264688,262679,906377,742440,2176184,1,0,0,0,1,0,0,0,0,0,3484,2019,979,366,6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,% MILLBURN CORPORATION,1270 AVE OF THE AMERICAS,NEW YORK,NY,10020-1700,0.0,3.0,1200.0,199508.0,1.0,3.0,1.0,13.0,0.0,1.0,5.0,1.0,6,2610,645100,,,36061.0,60.0,199.0,119.0,B9710,,,3.0,10020,A,A56,0.252959,10020,5602.0,5600.0,36061.0,,1999,NY,10020,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A70,A
7561,133838457,199812,200005,82491331014139,A45Z,N,Y,0,1,1998,2,4,4,3,91,200000,1472,0,0,0,0,0,53846,0,201472,218987,-17515,217724,212,2,1472,169548,0,0,0,0,3022,169548,0,8707,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1472,1472,218984,1260,217724,1260,0,0,0,0,169548,0,166526,2,0,0,0,0,0,0,0,2,0,176793,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIERRE AND MARIA-GAETANA MATISSE CHARITABLE FOUNDATION,,1 E 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1000.0,199512.0,1.0,3.0,1.0,13.0,0.0,2.0,2.0,1.0,12,10000,10000,,,36061.0,91.0,0.0,0.0,B9710,,,3.0,10022,A,A45,0.48773999999999995,10022,5602.0,5600.0,36061.0,,1998,NY,10022,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A40,A
7569,133842734,199912,200032,29491204046060,A99Z,N,Y,0,1,1999,3,1,1,3,561,373,0,0,0,0,0,0,0,0,373,373,0,0,0,0,0,1,0,0,0,0,0,1,373,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LINDA CHESTER FOUNDATION,% LINDA CHESTER,44 W 77TH ST,NEW YORK,NY,10024-5150,0.0,3.0,1000.0,199604.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,561.0,0.0,0.0,B9710,,,3.0,10024,A,A99,0.501242,10024,5602.0,5600.0,36061.0,,1999,NY,10024,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7578,133849152,200006,200049,29491316052170,A23Z,N,Y,0,1,1999,2,1,2,3,89,16810,0,0,0,0,-4644,0,0,3160,12166,15011,-2845,13023,0,0,0,8336,0,0,0,0,0,9086,0,179,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,5181,0,-4644,11851,0,9863,0,1988,1586,0,0,9086,0,8336,0,0,0,0,0,0,0,0,0,0,3640,0,1,0,164,0,164,13023,9577,5069,44064,71733,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIGOLDENE KEYT THE GOLDEN CHAIN LTD,% MARK ZUCKERMAN,275 W 96TH ST,NEW YORK,NY,10025-6200,0.0,3.0,1000.0,199601.0,1.0,3.0,1.0,13.0,0.0,1.0,2.0,1.0,6,8439,24319,,,36061.0,89.0,0.0,0.0,B9710,,,3.0,10025,A,A23,0.169973,10025,5602.0,5600.0,36061.0,,2000,NY,10025,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A23,A
7591,133857674,199912,200030,29491190150020,A32Z,N,Y,0,1,1999,2,1,1,3,121,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC INTEREST TELEVISION INC,% SOUTHPAW PRODUCTIONS INC,132 WEST 21ST STREET,NEW YORK,NY,10011-3203,0.0,3.0,1000.0,199604.0,1.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,121.0,0.0,0.0,B9710,,,3.0,10011,A,A32,0.0490411,10011,5602.0,5600.0,36061.0,,1999,NY,10011,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A0132,A
7603,133861108,199812,200016,29491085002140,,N,Y,0,1,1998,3,1,1,3,602,2100,37,0,0,0,0,0,0,0,2137,4342,-2205,4342,0,0,0,197,0,0,0,0,0,87,58,58,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,37,37,4342,4342,4342,4342,4342,67,0,0,87,0,197,0,0,0,0,0,0,0,0,0,0,1190,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRAZILIAN ARTS FOUNDATION INC,% GRANT HERRMANN SCHWARTZ & KLINGER,645 MADISON AVE 17TH FLR,NEW YORK,NY,10022-1010,0.0,3.0,1000.0,199611.0,1.0,4.0,1.0,13.0,0.0,1.0,1.0,1.0,12,5957,5864,,,36061.0,602.0,0.0,0.0,bm981,,,3.0,10022,Z,Z99,0.7990229999999999,10022,5602.0,5600.0,36061.0,,1998,NY,10022,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A12,A
7615,133862867,199909,200010,29491001046020,Z99Z,N,Y,0,1,1998,3,4,4,3,90,113120,6050,384,0,0,0,0,0,50000,119554,53212,66342,53100,6409,128,6434,189356,0,16714,0,16714,0,165418,0,8147,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6434,6434,3212,25,3100,25,0,566,0,0,165418,0,189356,128,0,0,0,0,0,0,0,128,0,165418,8019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCHNEIDER FUND FOR YOUNG MUSICIANS,% THEODORE HARRIS,432 PARK AVE S STE 401,NEW YORK,NY,10016-8013,0.0,3.0,1000.0,199603.0,1.0,4.0,2.0,13.0,0.0,3.0,3.0,1.0,9,56225,56301,,,36061.0,90.0,149.0,0.0,B9710,,,3.0,10016,Z,Z99,0.48882,10016,5602.0,5600.0,36061.0,,1999,NY,10016,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A68,A
