,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,STYEAR,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,NteeFinal,nteeFinal1
9797,133591637,200612,200724.0,29491146159107.0,,N,Y,0.0,1.0,3.0,4.0,6.0,3,90.0,266740,3418,8868,2686,0,23260,0,0,304972,312894,-7922,303763,240954,29843,492837,0,0,0,0,0,492837,0,15074,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,246657,35546,312894,5703,303763,5703,5703,241265,0,0,492837,0,492837,2410,0,0,3200,0,0,0,4,786,2410,306075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133591637200612.0,1335916372006.0,rtf06pf,-786,0,10022.0,ROBERT CRAFT MUSIC FOUNDATION INC,KELLEY DRYE & WARREN,505 PARK AVE FL 20,NEW YORK,NY,10022-9306,0.0,3.0,2.0,199012.0,1.0,4.0,90.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.14811,PC,O,AR,A,,,A40,A
9803,133593706,200612,200752.0,29491335208037.0,,N,Y,0.0,1.0,3.0,4.0,1.0,3,602.0,1676,0,6192,0,0,0,0,2000,7868,4054,3814,2000,4138,4138,147794,0,0,0,0,0,147794,0,7185,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6192,6192,2054,2054,0,2054,2054,0,0,0,147794,0,147794,83,0,0,0,0,83,0,0,0,83,145887,7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133593706200612.0,1335937062006.0,rtf06pf,0,0,10011.0,BARBARA AND HOWARD WISE ENDOWMENT FOR THE ARTS INC,,110 W 13TH ST,NEW YORK,NY,10011-7802,0.0,3.0,2.0,199202.0,1.0,4.0,602.0,561.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.46316,PC,S,ZB,A,,,A12,A
9827,133599581,200512,200709.0,29491336112026.0,,N,Y,0.0,25.0,3.0,4.0,4.0,3,200.0,411575,564,0,0,0,0,0,118806,412139,429608,-17469,375385,564,0,134250,0,0,0,0,53255,134250,0,9121,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,564,0,310802,0,256579,0,0,0,0,0,134250,0,80995,6,0,0,0,0,0,0,0,0,6,185188,9115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,133599581200512.0,1335995812005.0,rtf06pf,6,0,10016.0,FRIENDS OF FAI THE ITALIAN ENVIRONMENT FOUNDATION INC,ERE,440 PARK AVE S,NEW YORK,NY,10016-8012,0.0,3.0,1.0,199105.0,1.0,4.0,200.0,0.0,0.0,1.0,13.0,200712.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A1123,23,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.99913,PC,S,ZA,A,,,A1123,A
9850,133614414,200612,200751.0,29491335139167.0,,N,Y,0.0,1.0,3.0,6.0,4.0,3,92.0,0,53412,20602,857,0,0,0,19075,104871,63611,41260,27714,59478,59478,2124687,0,291600,0,291600,8521,1683957,0,109256,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30000,0,104014,104014,44536,44536,8639,44536,44536,82473,0,0,1683957,0,2116166,595,0,0,0,0,900,0,36,269,595,2218394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133614414200612.0,1336144142006.0,rtf06pf,-269,0,11103.0,ATHANASIADES CULTURAL FOUNDATION INC,,30 96 42 ST,ASTORIA,NY,11103-0000,0.0,3.0,1.0,199302.0,1.0,4.0,92.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A1220,20,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.88955,PC,S,ZB,A,,,A1220,A
9851,133614971,200611,200747.0,29491300058167.0,,N,Y,0.0,1.0,2.0,9.0,8.0,3,123.0,13735914,163215,0,0,0,0,50000,76171,13899129,159181,13739948,151592,163177,163177,132540109,0,0,0,0,0,142090109,0,224862,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,163215,163215,83010,38,75421,38,38,8935700,0,0,142090109,0,132540109,3264,0,0,1748,0,5000,0,0,3484,3264,4565726,0,163177,65130,252554,0,480861,151592,14479186,107992,240368,14979138,142090109,128350161,107004918,89908090,467353278,133154409,128154409,95978813,89904409,447192040,149908,223205,219521,69,592703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133614971200611.0,1336149712006.0,rtf06pf,-3484,0,10019.0,SOLOW ART AND ARCHITECTURE FOUNDATION,SHELDON H SOLOW,9 W 57TH ST,NEW YORK,NY,10019-2701,0.0,3.0,2.0,199108.0,1.0,3.0,123.0,124.0,0.0,1.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.69597,PC,O,AR,A,,,A40,A
9869,133620909,200606,200724.0,29491146065007.0,,N,Y,0.0,1.0,3.0,8.0,6.0,3,602.0,0,0,732561,329837,0,1877119,40600,1718300,2939517,2229573,709944,2012546,2861534,0,18239848,2508897,10119890,3149178,15777965,0,18239848,0,858969,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,2939517,0,511273,77983,294246,77983,0,0,0,130225,18239848,0,18239848,57231,0,0,62517,0,30000,0,124,35162,57231,17440993,801738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133620909200606.0,1336209092006.0,rtf06pf,-35162,0,10022.0,AARON COPLAND FUND FOR MUSIC INC,ELLIS J FREEDMAN,900 THIRD AVE 23RD FLR,NEW YORK,NY,10022-4728,0.0,3.0,2.0,199108.0,1.0,4.0,602.0,119.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.64546,PC,O,AR,A,,,A68,A
9877,133626727,200612,200736.0,29491230097087.0,,N,Y,0.0,1.0,2.0,6.0,4.0,3,123.0,0,74,118001,-8012,0,0,18750,234760,110063,300037,-189974,260735,81539,0,3909520,59580,300590085,501487,301151152,0,4530200,0,205870,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,118075,0,65277,36536,25975,36536,0,342468,0,0,4530200,0,3909520,1631,0,0,1866,0,0,0,0,235,1631,4180105,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133626727200612.0,1336267272006.0,rtf06pf,-235,0,10024.0,JOHN CONLEY FOUNDATION FOR ETHICS AND PHILOSOPHY IN MEDICINE INC,HARRY T FORLENZA TREASURER,211 CENTRAL PARK W,NEW YORK,NY,10024-6020,0.0,3.0,1.0,199112.0,1.0,3.0,123.0,162.0,0.0,1.0,13.0,0.0,1.0,12,,,2.0,N,,36061.0,5602.0,5600.0,,A70,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.40105999999999997,PC,O,AR,A,,,A70,A
9878,133626986,200606,,,,,,,,,,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133626986200606.0,1336269862006.0,core05pf,0,0,10018.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,ROSE & BOXER,1065 AVE OF THE AME,NEW YORK,NY,10018-0000,0.0,3.0,1.0,199201.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A1151,51,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.45819,PC,S,ZA,A,,,A1151,A
9943,133641609,200512,200705.0,29491013004177.0,,N,Y,0.0,1.0,3.0,3.0,1.0,3,321.0,0,238,0,0,0,0,0,0,238,200,38,0,238,38,67830,0,0,0,0,0,368855,0,613,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,238,238,200,0,0,0,200,12455,0,0,368855,0,67830,2,0,0,0,0,0,0,0,0,2,12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,133641609200512.0,1336416092005.0,rtf06pf,2,0,10003.0,ALEXANDER JEROME WILLOWS GREENBURGER MEMORIAL FIELDS INC,TIME EQUITIES INC,55 5TH AVE,NEW YORK,NY,10003-4301,0.0,3.0,1.0,199302.0,1.0,4.0,321.0,349.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A80,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.02999,PC,O,AR,A,,,A80,A
9980,133667916,200512,,,,,,,,,,,3,,835449,0,0,0,0,38844,76045,15,874293,756724,117569,677836,0,0,1411523,0,0,0,0,5260,1411523,0,148,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,38844,756709,0,677821,0,38844,28313,0,0,0,0,1406263,0,0,0,0,0,0,0,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,133667916200512.0,1336679162005.0,core05pf,0,0,10022.0,AXIS THEATER CO INC,J ABLAMSKY,545 MADISON AVENUE,NEW YORK,NY,10022-4219,0.0,3.0,1.0,199311.0,1.0,4.0,88.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A65,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9409,PC,O,AR,A,,,A65,A
9997,133674360,200512,,,,,,,,,,,3,,0,41216,15502,0,0,0,0,0,56718,38356,18362,51,44764,44764,3382190,0,1307355,0,1307355,0,3382190,127230,128176,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,56718,56718,38356,11954,51,11954,11954,341,0,0,0,0,3382190,895,0,0,0,0,1000,0,16,0,895,2602551,127281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,133674360200512.0,1336743602005.0,core05pf,0,0,10013.0,CIVITELLA RANIERI FOUNDATION,JD MILLER & CO LLP,28 HUBERT ST,NEW YORK,NY,10013-2041,0.0,3.0,1.0,199302.0,1.0,4.0,90.0,62.0,93.0,2.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5284399999999999,PC,O,AR,A,,,A20,A
10010,133680271,200607,200717.0,29491104000127.0,,N,Y,0.0,1.0,3.0,3.0,3.0,3,60.0,60000,918,0,0,0,0,39500,0,60918,60413,505,60408,913,0,50116,0,0,0,0,0,50116,0,3555,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,918,0,60413,5,60408,5,0,0,0,0,50116,0,50116,9,0,0,0,0,0,0,0,0,9,72185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133680271200607.0,1336802712006.0,rtf06pf,9,0,10010.0,MUSEUM VIEWS LTD,LILA A SHERMAN,2 PETER COOPER RD APT 9G,NEW YORK,NY,10010-6731,0.0,3.0,1.0,199301.0,1.0,4.0,60.0,0.0,0.0,1.0,13.0,0.0,1.0,7,MUSEUM VIEWS,,0.0,N,,36061.0,5602.0,5600.0,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.78276,PC,O,AR,A,,,A50,A
10031,133685701,200612,200740.0,29491258156047.0,A60Z,N,Y,0.0,1.0,3.0,1.0,6.0,3,90.0,0,75,0,0,94535,0,0,0,94610,174956,-80346,98056,75,94535,6292,0,0,0,0,359815,6292,0,1238,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1030594,75,94535,174956,0,98056,0,0,6292,0,0,6292,0,-353523,2,0,0,0,0,0,0,0,0,2,25142,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133685701200612.0,1336857012006.0,rtf06pf,2,0,11104.0,LIVING ARTS INC,PETER KLEIN,5223 39TH AVE,SUNNYSIDE,NY,11104-1008,0.0,3.0,1.0,199305.0,1.0,4.0,90.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A26,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.07647000000000001,PC,O,AR,A,,,A26,A
10041,133690790,200610,200716.0,29491097004157.0,,N,Y,0.0,1.0,3.0,7.0,6.0,3,29.0,0,658,100022,2164239,0,0,37503,159400,2264919,232309,2032610,228903,2192010,0,5124749,26891,947000,3520211,4494102,0,556764,0,212548,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2264919,0,72909,72909,69503,72909,0,22171,0,0,5556764,0,5124749,21920,0,0,1463,0,22000,0,0,1543,21920,4315704,190628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133690790200610.0,1336907902006.0,rtf06pf,-1543,0,10017.0,PRESERVATION FUND,JULIUS PAIGE,529 5TH AVE,NEW YORK,NY,10017-4608,0.0,3.0,1.0,199308.0,1.0,4.0,29.0,560.0,602.0,1.0,13.0,0.0,1.0,10,,,0.0,N,,36061.0,5602.0,5600.0,,A82,,B,A,T,PU,OT,PU,IN,,PF,S,ZC,T,0.42496999999999996,PF,S,ZC,T,,,A82,A
10052,133693565,200606,200723.0,29491132020217.0,,N,Y,0.0,1.0,3.0,4.0,6.0,3,994.0,822868,1351,4760,67554,-158149,0,90466,0,738384,746763,-8379,718010,948575,0,346964,0,0,0,0,92638,346964,0,30360,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,162610,954888,-152038,746763,6313,718010,6313,6111,259817,0,0,346964,0,254326,9486,0,0,7200,0,5000,0,149,2565,9486,616441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133693565200606.0,1336935652006.0,rtf06pf,-2565,0,10013.0,CROWING ROOSTER ARTS INC,,100 LAFAYETTE ST STE 602,NEW YORK,NY,10013-4400,0.0,3.0,1.0,199306.0,1.0,4.0,994.0,122.0,0.0,1.0,13.0,199706.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5057,PC,O,AR,A,,,A20,A
10073,133699100,200612,200729.0,29491181107037.0,,N,Y,0.0,1.0,3.0,3.0,2.0,3,602.0,7000,0,1644,3274,0,0,0,0,11918,6177,5741,2981,2052,0,54957,0,50542,0,50542,0,58373,2529,2550,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,4918,0,6177,2866,2981,2866,0,4415,0,0,58373,0,54957,21,0,0,0,0,0,0,0,0,21,51773,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133699100200612.0,1336991002006.0,rtf06pf,21,0,10174.0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,R J HOROWITZ,405 LEXINGTON AVE FL 19,NEW YORK,NY,10174-1800,0.0,3.0,1.0,199305.0,1.0,4.0,602.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A12,,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.9904299999999999,PC,S,ZB,A,,,A12,A
10080,133702827,200612,200733.0,29491209082207.0,,N,Y,0.0,1.0,3.0,1.0,4.0,3,994.0,242600,0,0,0,0,0,0,915,252200,255823,-3623,255823,0,0,7431,0,0,0,0,2045,7431,365,365,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9600,0,0,0,254908,0,254908,0,0,1933,0,0,7431,0,5386,0,0,0,0,0,0,0,0,0,0,7431,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133702827200612.0,1337028272006.0,rtf06pf,0,0,10019.0,MILLENIAL ARTS INCORPORATED,GMH CONSULTING INC,130 W 56TH ST 705,NEW YORK,NY,10019-3866,0.0,3.0,1.0,199407.0,1.0,4.0,994.0,90.0,94.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A99,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.0901,PC,O,AR,A,,,A99,A
10109,133719303,200703,200740.0,29491258114097.0,A75Z,N,Y,0.0,1.0,2.0,1.0,0.0,3,914.0,0,0,0,0,0,0,0,0,0,590,-590,0,0,0,305,0,0,0,0,34234,305,0,15,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,590,0,0,0,0,305,0,0,305,0,-33929,0,0,0,0,0,0,0,0,0,0,305,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,133719303200703.0,1337193032007.0,rtf06pf,0,0,10017.0,KAWAMURA CULTURAL FOUNDATION INC,KISO & TANAKA,675 3RD AVE RM 3008,NEW YORK,NY,10017-5704,0.0,3.0,2.0,199504.0,1.0,3.0,914.0,119.0,0.0,1.0,13.0,0.0,1.0,3,,,0.0,N,,36061.0,5602.0,5600.0,,A1220,20,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.21084,PC,S,ZB,A,,,A1220,A
10113,133721844,200612,200725.0,29491153092237.0,,N,Y,0.0,1.0,3.0,4.0,3.0,3,40.0,0,0,8340,11484,0,0,0,8850,19824,15189,4635,12045,19824,0,211990,0,155246,0,155246,0,282189,4771,12971,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,19824,0,6339,0,3195,0,0,0,0,0,282189,0,211990,198,0,0,233,0,0,0,0,35,198,263368,12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133721844200612.0,1337218442006.0,rtf06pf,-35,0,10003.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,MICHAEL HAUSMAN,736 BROADWAY,NEW YORK,NY,10003-9519,0.0,3.0,1.0,199311.0,1.0,4.0,40.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A31,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.97839,PC,O,AR,A,,,A31,A
10179,133745510,200612,200732.0,29491209001047.0,,N,Y,0.0,1.0,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133745510200612.0,1337455102006.0,rtf06pf,0,0,10010.0,HISTORIC MUSIC BROADCASTS INC,CLEMENTE DALESSIO,110 E 23RD ST STE 900,NEW YORK,NY,10010-4546,0.0,3.0,1.0,199912.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A30,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.39502,PC,O,AR,A,,,A30,A
10198,133747036,200611,200733.0,29491097011177.0,,N,Y,0.0,1.0,2.0,8.0,6.0,3,62.0,1749309,23109,224203,101751,0,32175,0,10000,2130547,875283,1255264,333123,798357,0,18131229,2245527,3465877,0,5711404,0,18986509,0,323863,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,809607,279487,865283,11250,323123,11250,520640,113017,0,0,18986509,0,18131229,15967,0,0,20888,0,0,0,0,4921,15967,6575893,0,323863,0,0,0,323863,333123,314152,276617,305459,1229351,18986509,17264059,16313342,15656687,68220597,13008069,12907919,12588074,12314035,50818097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133747036200611.0,1337470362006.0,rtf06pf,-4921,0,10128.0,CLASSICAL AMERICAN HOMES PRESERVATION TRUST,CSAM,69 E 93RD ST,NEW YORK,NY,10128-1331,0.0,3.0,1.0,199409.0,1.0,3.0,62.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,0.0,N,,36061.0,5602.0,5600.0,,A82,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.66519,PC,O,AR,A,,,A82,A
10203,133747492,200606,200725.0,29491160071167.0,A20J,N,Y,0.0,1.0,3.0,2.0,1.0,3,994.0,0,133,0,0,0,0,0,0,133,47948,-47815,47948,133,133,12210,0,0,0,0,70706,12210,0,2148,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,133,133,0,0,47948,0,0,2210,0,0,12210,0,-58496,3,0,0,0,0,0,0,0,0,3,43616,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,133747492200606.0,1337474922006.0,rtf06pf,3,0,10022.0,INTERNATIONAL CENTER OF DESIGN ART TO GOD TO THE WORLD AND TO MAN INC,WOLF POPPER LLP,845 3RD AVE FL 12,NEW YORK,NY,10022-6623,0.0,3.0,1.0,199505.0,1.0,4.0,994.0,119.0,63.0,1.0,13.0,0.0,1.0,6,,,0.0,N,,36061.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.13155,PC,O,AR,A,,,A20,A
10204,133747516,200612,200722.0,29491125065167.0,,N,Y,0.0,1.0,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5000,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,133747516200612.0,1337475162006.0,rtf06pf,0,0,10031.0,OMNIFICENT INK PRODUCTIONS INC,,626 RIVERSIDE DR APT 10J,NEW YORK,NY,10031-7214,0.0,3.0,1.0,199410.0,1.0,4.0,994.0,88.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A60,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.33221999999999996,PC,O,AR,A,,,A60,A
