,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY,NetLandEstimate,NetLandCode,NetLandYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,NumEmpEstimate,NumEmpCode,NumEmpYr,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,PayAfflEstimate,PayAfflCode,PayAfflYr
166646,201900264,ILAND INC,,140 SECOND AVENUE,NEW YORK,NY,10003-8364,10003.0,JENNIFER MONSON,A60,3,16.0,200502.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,60063,28217,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,1190,89470,89470,89470,,,,,65141,24329,0.0,18834.0,33000,,,,,,13823.0,3660,,,5011.0,29340,N,0,0,,,9,0,0,0,0,0,291666,54199,0,0,0,345865,1,core2012pc,201212.0,2012.0,92.0,89868.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,90450.0,148699.0,-58249.0,,,,,92,201900264_201312_990EZ,IN,,201900264201312,2019002642013,93492316017064.0,A60,A,36061.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.42299,B,711100.0,,,,,0,rtf13_990EZ_VER,219723,0,13240,ar,0.0,0,ar,0.0,0,ar,0,4445,ar,0,4228,ar,0,0,ez,2013,60063,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,65141,ez,2013,0,ez,2013
166866,562322737,ARTS IN ACTION V A P INC,,70 WEST 95TH STREET,NEW YORK,NY,10025-6721,10025.0,TRIPIWEISS,A40,3,15.0,200403.0,1.0,6.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,7361,159843,8,,,,,,,,,,,,,0,,0,,0,0.0,3365.0,,,0.0,,,3365,869,2496,0,0,0,0,169708,169708,170577,,,,,157399,12309,0.0,30534.0,42843,,,,,,0.0,0,,,30534.0,42843,N,0,0,,,9,0,0,0,0,0,53062,663165,0,0,29,724994,1,core2012pc,201306.0,2013.0,92.0,9909.0,131332.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,141247.0,150772.0,-9525.0,,,,,92,562322737_201406_990EZ,IN,,562322737201406,5623227372014,93492316019974.0,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.8620399999999999,B,710000.0,,,,,0,rtf13_990EZ_VER,219995,0,16457,ag,0.0,598,ag,0.0,25,ag,0,6288,ag,0,3571,ag,0,0,ez,2014,7361,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,157399,ez,2014,0,ez,2014
166877,161696658,OUTPOST ARTISTS RESOURCES INC,,1665 NORMAN ST,RIDGEWOOD,NY,11385-5702,11385.0,JOHN KOEGEL,A31,3,15.0,200703.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,55128,950,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,56078,56078,56078,,,,,55782,296,0.0,28127.0,28423,,,,,,513.0,513,,,27614.0,27910,N,0,0,,,7,228709,0,0,0,20543,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,63885.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65581.0,66848.0,-1267.0,,,,,92,161696658_201312_990EZ,IN,,161696658201312,1616966582013,93492316020504.0,A90,A,36081.0,5602.0,5600.0,A90,A,PC,O,AR,A,A,1,AR,AR,AR,0.16537000000000002,A,813219.0,,,,,0,rtf13_990EZ_VER,220013,0,10918,ag,0.0,397,ag,0.0,17,ag,0,4171,ag,0,2369,ag,0,0,ez,2013,55128,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,55782,ez,2013,0,ez,2013
167091,510162358,WOMENS CAUCUS FOR ART,,PO BOX 1498,NEW YORK,NY,10013-0878,10013.0,KARIN LUNER,A99Z,3,16.0,197509.0,1.0,6.0,92.0,120.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,15340,143727,630,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,945,160642,160642,160642,,,,,158413,2229,0.0,122210.0,162334,,,,,,11333.0,49228,,,110877.0,113106,N,0,0,,,9,0,0,0,0,0,376236,387937,0,0,1162,774069,1,core2012pc,201306.0,2013.0,92.0,26283.0,138454.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,845.0,165917.0,134061.0,31856.0,,,,,92,510162358_201406_990EZ,IN,,510162358201406,5101623582014,93492316025064.0,A0340,A,36061.0,5602.0,5600.0,A034,A,PC,O,AR,A,A,1,AR,AR,AR,0.32893,A,813920.0,,,,,0,rtf13_990EZ_VER,220299,0,62356,ag,0.0,2265,ag,0.0,96,ag,0,23824,ag,0,13529,ag,0,0,ez,2014,15340,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,158413,ez,2014,0,ez,2014
167092,112706055,DANCING IN THE STREET INC,,545 8TH AVE RM 8SE,NEW YORK,NY,10018-2431,10018.0,DARIN WEBB-THE BOOKKEEPING C,A600,3,15.0,198604.0,1.0,12.0,90.0,119.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,137098,33000,6,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,170104,170104,170104,,,,,179062,-8958,0.0,41086.0,19575,,,,,,12721.0,168,,,28365.0,19407,N,0,0,,,9,0,0,0,0,0,837154,142134,0,0,74,979362,1,core2012pc,201212.0,2012.0,92.0,159144.0,29200.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,188367.0,187885.0,482.0,,,,,92,112706055_201312_990EZ,IN,,112706055201312,1127060552013,93492316025074.0,A60,A,36061.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.59359,A,711100.0,,,,,0,rtf13_990EZ_VER,220300,0,7854,ar,0.0,0,ar,0.0,0,ar,0,2637,ar,0,2508,ar,0,38164,c4,2005,98934,c4,2005,0,c4,2005,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,179062,ez,2013,0,ez,2013
167371,113306633,ASSOCIATION FOR THE STUDY OF PERSIANATE SOCIETIES INC,,387 PARK AVE S FL 3,NEW YORK,NY,10016-8810,10016.0,HABIB BORJIAN,V30,3,15.0,199609.0,1.0,12.0,995.0,0.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,124795,37846,2,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,162643,162643,162643,,,,,167775,-5132,0.0,13652.0,8520,,,,,,0.0,0,,,13652.0,8520,N,0,0,,,9,0,0,0,0,0,278940,0,0,15200,166,294306,1,core2012pc,201212.0,2012.0,92.0,54893.0,7492.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,62389.0,71189.0,-8800.0,,,,,92,113306633_201312_990EZ,IN,,113306633201312,1133066332013,93492317003204.0,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.23725,A,710000.0,,,,,0,rtf13_990EZ_VER,220667,0,4402,ar,0.0,0,ar,0.0,0,ar,0,298,ar,0,1279,ar,0,0,ez,2013,124795,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,167775,ez,2013,0,ez,2013
167535,113591749,CHINESE AMERICAN PARENT STUDENT COUNCIL OF NEW YORK CITY INC,,C/O 133-10 39TH AVE BASEMENT,FLUSHING,NY,11354-0000,11354.0,,B94,3,15.0,200106.0,1.0,12.0,0.0,0.0,0.0,1.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,30550,0,4,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,30554,30554,30554,,,,,38760,-8206,-5872.0,23976.0,9554,,,,,,5344.0,5000,,,18632.0,4554,N,0,0,,,7,187380,0,0,321,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,89529.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,89544.0,77072.0,12472.0,,,,,92,113591749_201312_990EZ,IN,,113591749201312,1135917492013,93492317007404.0,A23,A,36081.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.23406999999999997,A,710000.0,,,,,0,rtf13_990EZ_VER,220875,0,4936,ar,0.0,0,ar,0.0,0,ar,0,335,ar,0,1434,ar,0,8772,c4,2006,21778,c4,2006,0,c4,2006,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,38760,ez,2013,0,ez,2013
167562,133477887,EMPIRE QUILTERS INC,,PO BOX 1293,NEW YORK,NY,10113-1293,10113.0,,,3,16.0,199009.0,1.0,6.0,0.0,0.0,0.0,3.0,1000.0,0.0,1.0,2.0,0.0,201406,2014,2013,2013,3.0,23943,20598,47,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,44588,44588,44588,,,,,35654,8934,0.0,57084.0,66018,,,,,,0.0,0,,,57084.0,66018,N,0,0,,,7,191526,0,0,786,0,0,0,0,0,0,0,1,rtf2014_990EZ,201306.0,2013.0,92.0,17615.0,20581.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,38269.0,38770.0,-501.0,,,,,92,133477887_201406_990EZ,IN,,133477887201406,1334778872014,93492317008294.0,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.91707,A,710000.0,,,,,0,rtf13_990EZ_VER,220912,0,25359,ag,0.0,921,ag,0.0,39,ag,0,9689,ag,0,5502,ag,0,0,ez,2014,23943,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,35654,ez,2014,0,ez,2014
167574,461908996,LIFE FORCE ARTS INC,,10 S OXFORD ST,BROOKLYN,NY,11217-1394,11217.0,JOEL HARRISON,A68,3,15.0,201305.0,1.0,12.0,0.0,0.0,0.0,3.0,7000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,89112,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,89112,89112,89112,,,,,40820,48292,0.0,0.0,48292,,,,,,0.0,0,,,0.0,48292,N,0,0,,,7,89112,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,461908996_201312_990EZ,IN,,461908996201312,4619089962013,93492317008474.0,A68,A,36047.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.86536,B,711130.0,,,,,0,rtf13_990EZ_VER,220928,0,19376,ar,0.0,0,ar,0.0,0,ar,0,6505,ar,0,6187,ar,0,0,ez,2013,89112,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,40820,ez,2013,0,ez,2013
167611,112785443,HOLOCAUST MEMORIAL COMMITTEE,,60 W END AVE,BROOKLYN,NY,11235-4813,11235.0,,,3,15.0,198602.0,1.0,12.0,63.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,14950,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,14950,14950,14950,,,,,13379,1571,168.0,8862.0,10601,,,,,,0.0,0,,,8862.0,10601,N,0,0,,,7,90488,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,9674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9674.0,9449.0,225.0,,,,,92,112785443_201312_990EZ,IN,,112785443201312,1127854432013,93492317011434.0,A80,A,36047.0,5602.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.64684,B,712120.0,,,,,0,rtf13_990EZ_VER,220978,0,4461,av,0.0,281,av,0.0,29,av,0,2902,av,0,382,av,0,0,ez,2013,14950,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,13379,ez,2013,0,ez,2013
167636,454716667,DANCE4LIFE USA INC,,101 E 15TH ST FL 3,NEW YORK,NY,10003-2168,10003.0,,O50,3,15.0,201206.0,1.0,12.0,0.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,58500,0,0,,,,,,,,,,,,,0,,0,,0,0.0,11281.0,,,0.0,,,11281,11281,0,0,0,0,0,58500,58500,69781,,,,,101794,-43294,0.0,108547.0,140287,,,,,,185008.0,260042,,,-76461.0,-119755,N,0,0,,,7,149603,0,0,0,11281,0,0,0,0,0,0,1,core2012pc,201212.0,2012.0,92.0,88470.0,0.0,0.0,0.0,0.0,0.0,0.0,11333.0,0.0,0.0,99803.0,176264.0,-76461.0,,,,,92,454716667_201312_990EZ,IN,,454716667201312,4547166672013,93492317012274.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.23958000000000002,A,711120.0,,,,,0,rtf13_990EZ_VER,221012,0,56286,ar,0.0,0,ar,0.0,0,ar,0,18896,ar,0,17972,ar,0,0,ez,2013,58500,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,101794,ez,2013,0,ez,2013
167879,202352155,KS JAMM DANCE TROUPE INC,,15 DUNHAM PL APT 7L,BROOKLYN,NY,11249-5807,11249.0,KASHANI STOKLEY,A62,3,15.0,200509.0,1.0,6.0,0.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,11285,129129,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,140414,140414,140414,,,,,129704,10710,-28898.0,48961.0,41305,,,,,,0.0,10532,,,48961.0,30773,N,0,0,,,7,505922,0,0,0,0,0,0,0,0,0,0,1,rtf2014_990EZ,201306.0,2013.0,92.0,2500.0,120120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122620.0,101926.0,20694.0,,,,,92,202352155_201406_990EZ,IN,,202352155201406,2023521552014,93492317015734.0,A62,A,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.21673,A,711120.0,,,,,0,rtf13_990EZ_VER,221337,0,16572,ar,0.0,0,ar,0.0,0,ar,0,5564,ar,0,5292,ar,0,0,ez,2014,11285,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,129704,ez,2014,0,ez,2014
167964,273139616,FRIENDS OF THE FORUM FOR AFRICAN WOMEN EDUCATIONALISTS INC,,PO BOX 153,NEW YORK,NY,10021-0012,10021.0,SUSAN YORK,Q70,3,15.0,201009.0,1.0,6.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,7086,0,1,,,,,,,,,,,,,0,,0,,0,0.0,6522.0,,,0.0,,,6522,2088,4434,0,0,0,0,11521,11521,13609,,,,,12690,-1169,0.0,2033.0,864,,,,,,0.0,0,,,2033.0,864,N,0,0,,,9,0,0,0,0,0,254788,10455,0,0,99,265342,1,rtf2014_990EZ,201306.0,2013.0,92.0,33000.0,981.0,0.0,14.0,0.0,0.0,0.0,16499.0,0.0,0.0,50494.0,86244.0,-35750.0,,,,,92,273139616_201406_990EZ,IN,,273139616201406,2731396162014,93492317017244.0,A1123,A,36061.0,5602.0,5600.0,A112,A,PC,S,ZA,A,A,1,AR,AR,AR,0.58924,A,813219.0,,,,,0,rtf13_990EZ_VER,221447,0,133,av,0.0,47,av,0.0,0,av,0,195,av,0,50,av,0,0,ez,2014,7086,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,12690,ez,2014,0,ez,2014
168010,582674169,BE PROUD INC,,2805 E 26TH STREET STE 2-D,BROOKLYN,NY,11235-2748,11235.0,RAISA I CHERNINA,A23,3,15.0,200312.0,1.0,12.0,0.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,41135,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,41135,41135,41135,,,,,40710,425,0.0,18858.0,16501,,,,,,26576.0,23794,,,-7718.0,-7293,N,0,0,,,9,0,0,0,0,0,184822,0,0,0,0,184822,1,core2012pc,201212.0,2012.0,92.0,35120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35120.0,44262.0,-9142.0,,,,,92,582674169_201312_990EZ,IN,,582674169201312,5826741692013,93492317018344.0,A23,A,36047.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.036789999999999996,B,710000.0,,,,,0,rtf13_990EZ_VER,221505,0,8525,ar,0.0,0,ar,0.0,0,ar,0,578,ar,0,2477,ar,0,0,ez,2013,41135,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,40710,ez,2013,0,ez,2013
168068,222954688,WHITE MOUNTAIN SUMMER DANCE FESTIVAL INC,,162 W 21ST ST,NEW YORK,NY,10011-3202,10011.0,,,3,15.0,198111.0,1.0,12.0,200.0,0.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201312,2013,2013,2013,3.0,0,7071,1024,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,8095,8095,8095,,,,,56988,-48893,0.0,281228.0,232335,,,,,,0.0,0,,,281228.0,232335,N,0,0,,,9,0,0,0,0,0,0,137103,0,0,14203,153210,1,core2012pc,201212.0,2012.0,92.0,0.0,34587.0,0.0,951.0,0.0,0.0,0.0,0.0,0.0,1904.0,37442.0,54701.0,-17259.0,,,,,92,222954688_201312_990EZ,IN,,222954688201312,2229546882013,93492317020144.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.21094000000000002,A,711120.0,,,,,0,rtf13_990EZ_VER,221584,0,93218,ar,0.0,0,ar,0.0,0,ar,0,31295,ar,0,29765,ar,0,0,a,2013,0,a,2013,0,a,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,56988,ez,2013,0,ez,2013
168425,270972681,AMERICAN FRIENDS OF THE ROYAL DANISH BALLET INC,,C/O HOLLAND KNIGHT 31 W 52ND ST NO,NEW YORK,NY,10019-0000,10019.0,HOLLAND & KNIGHT LLP,A196,3,15.0,200911.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201312,2013,2013,2013,3.0,95572,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,95572,95572,95572,,,,,62173,33399,0.0,24378.0,57777,,,,,,0.0,0,,,24378.0,57777,N,0,0,,,9,0,0,0,0,0,244472,0,0,0,0,244472,1,core2012pc,201212.0,2012.0,92.0,76300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76300.0,84981.0,-8681.0,,,,,92,270972681_201312_990EZ,IN,,270972681201312,2709726812013,93492317026244.0,A1163,A,36061.0,5602.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.10315999999999999,A,813219.0,,,,,0,rtf13_990EZ_VER,222059,0,8896,av,0.0,3143,av,0.0,0,av,0,13049,av,0,3349,av,0,0,ez,2013,95572,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,62173,ez,2013,0,ez,2013
168535,800582462,PROTEUS GOWANUS INTERDISCIPLINARY GALLERY INC,,543 UNION STREET,BROOKLYN,NY,11215-1072,11215.0,TAMARA PITTMAN,A50,3,15.0,201011.0,1.0,6.0,0.0,0.0,0.0,3.0,1200.0,1.0,1.0,1.0,0.0,201406,2014,2013,2013,3.0,26821,45311,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,13550,9633,3917,0,76049,76049,85682,,,,,74597,1452,0.0,17560.0,20812,,,,,,0.0,1800,,,17560.0,19012,N,0,0,,,9,0,0,0,0,0,99991,137827,0,0,2,237820,1,core2012pc,201306.0,2013.0,92.0,15876.0,34405.0,0.0,0.0,0.0,0.0,0.0,0.0,2987.0,0.0,53268.0,73603.0,-20335.0,,,,,92,800582462_201406_990EZ,IN,,800582462201406,8005824622014,93492317027824.0,A50,A,36047.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.9518200000000001,B,712110.0,,,,,0,rtf13_990EZ_VER,222209,0,9451,ar,0.0,0,ar,0.0,0,ar,0,2272,ar,0,1109,ar,0,0,ez,2014,26821,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,0,ez,2014,74597,ez,2014,0,ez,2014
168591,61129274,WORKS INC,,C/O L GLENN HERSHEY 162 WEST 21ST,NEW YORK,NY,10011-0000,10011.0,L GLENN,A62Z,3,15.0,198605.0,1.0,6.0,90.0,0.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201406,2014,2013,2013,3.0,11839,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,11839,11839,11839,,,,,9095,2744,0.0,4691.0,7435,,,,,,0.0,0,,,4691.0,7435,N,0,0,,,9,0,0,0,0,0,55362,5737,0,0,2,61101,1,core2012pc,201306.0,2013.0,92.0,8550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.0,5780.0,2770.0,,,,,92,061129274_201406_990EZ,IN,,61129274201406,611292742014,93492317028624.0,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.8694799999999999,A,711120.0,,,,,0,rtf13_990EZ_VER,222288,0,2983,ar,0.0,0,ar,0.0,0,ar,0,1001,ar,0,953,ar,0,0,ez,2014,11839,ez,2014,0,ez,2014,0,ez,2014,6108,j8,2008,1480,j8,2008,0,j8,2008,0,j8,2008,0,j8,2008,776,j8,2008,0,j8,2008,776,j8,2008,0,j8,2008,0,j8,2008,0,j8,2008,0,j8,2008,731,j8,2008,0,j8,2008
