,fincheckv,VerifyBy,STYEAR,EIN,NAME,STATE,NTEE1,NTEECC,ADDRESS,CITY,ZIP5,ZIP,FIPS,MSA_NECH,PMSA,TAXPER,FisYr,OUTNCCS,OUTREAS,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,NTEESRC,MAJGRPB,ACTIV,ACTIV1,ACTIV2,ACTIV3,P1INTREV,P1DIVID,P1NGASTS,P1TCONT,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P1GRENTS,P6DOMORG,P7POLIT,P1INVRV,P7LIQUID,P1NADJRV,P7POFCLM,P1ADMEXP,P7DISSAL,P7DISBOR,P1INVEXP,P7DISSER,P1CHAEXP,P7DISPAY,P1TINVEX,P7DISTRA,P1TADJEX,P7PAYGVT,P2CASHBV,P7UNDINC,P2MORTG,P7BUSINT,P2EYOTIN,P7JEOINV,P2EYASST,P7PROPAG,P2MTGNTS,P7ELECT,P3EYTFND,P7INDGRT,P6TX4940,P7ORGGRT,P6TX511,P7OTHPUR,P6TXSUBA,P6ESTTX,P6TEXCTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NTEE,RULEDATE,FNDNCD,FRCD,AFCD,ARED,CONTACT,SEC_NAME,GEN,DISTRICT,LEVEL1,LEVEL2,LEVEL3,LEVEL4,CLASSCD,DEDUCTCD,ORGCD,P1GOODS,DLN,ARC,RandNum,ACCPER,TFLD,P6TXRFD,CALC4940,V1P6TX49,verify,V1P1TOTR,verfail,V1P1TOTE,V1P1EXCR,V1P1NETI,V1P1NADI,V1P3EYTF,V1P6TEXC,V1P14NAD,V1P14TNA,V1P14TQD,V1P14TAS,V1P14T49,V1P14TEN,V1P14TTS,V1P14TPS,V1P14TGI,V1P10MIR,VGOFCOMP,VGADMEXP,VGCONTPD,VGINVEXP,VGCHAEXP,VGTINVEX,VGTADJEX,VGTEXMEX,VGCASHBV,VGGVTINV,VGCRPSTK,VGCRPBND,VGMORTG,VGEYOTIN,VGMTGNTS,VGTASFMV,VGTOTAST,VGTASST,VIDIVID,VINGASTS,VIOTHINC,VITCONT,VIINTREV,VIGRENTS,VIGINVPF,VMREVEXP,VMASSETS,VMPOFCLM,nteeConf,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
13103,,,2002,137101223,KIKI KOGELNIK FOUNDATION,NY,A,A40,330 LAFAYETTE ST 7,NEW YORK,10012.0,10012-2739,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,91,91.0,0.0,0.0,51,0,0,66060,0,20871,0,0,86982,59898,27084,59898,0,20922,2951881,0,0,0,0,16961,4592643,0,4011,N,0,N,N,0,N,20922,Y,59898,N,N,0,N,59898,N,0,N,0,N,92643,N,0,N,2859238,N,4592643,N,0,N,2934920,N,0,N,0,N,0,20,0,0,0,0,0,20,81436,0,4011,0,0,0,4011,59898,12003,0,0,71901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A45Z,199705.0,3.0,1.0,3.0,0.0,STEPHEN KILDUNNE,,0.0,13.0,PF,O,AR,A,2.0,1.0,2.0,0,2,-5,0.391345,12,-20,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10012.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
13107,,,2001,137102174,RENATE HOFMANN ARTICLE 3 CHARITABLE TRUST 1874860,NY,A,A51,1211 AVE OF THE AMERICAS,NEW YORK,10036.0,10036-0000,36061.0,5602.0,5600.0,200209,2002,IN,,3,AR,AR,AR,1,A,326,326.0,91.0,0.0,6767,100115,-206457,0,0,0,49589,101400,-99575,155979,-255554,130185,80104,0,3076119,0,1790722,0,1790722,0,2977422,136915,161786,N,0,N,N,104898,N,0,N,54579,N,N,24794,N,28785,Y,24794,N,0,N,11269,N,0,N,600000,N,2977422,N,0,N,3076119,N,1602,N,0,N,0,2224,1602,0,0,0,0,622,3284997,160184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51Z,199705.0,4.0,1.0,3.0,0.0,CHASE MANHATTAN BANK TAX DEPT,,0.0,13.0,PF,O,AR,A,1.0,1.0,2.0,0,2,-5,0.155474,9,-622,0,1602,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,4,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,N,NY,10036.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,T22,T
15709,,,2002,222809914,MUSIC AND MORE INC,NY,A,A68,1995 BROADWAY 16TH FLR,NEW YORK,10023.0,10023-5882,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,90,90.0,0.0,0.0,512,41,0,35,0,0,0,28600,588,62230,-61642,28600,553,0,207902,0,0,0,0,0,113757,0,7500,N,0,N,N,553,N,0,N,33630,N,N,0,N,0,N,0,N,0,N,0,N,0,N,115654,N,113757,N,0,N,207902,N,11,N,0,N,0,0,11,0,0,0,0,0,152292,7489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A68Z,198708.0,4.0,1.0,3.0,0.0,GANER,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.119824,12,11,0,11,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10023.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A68,A
16000,,,2001,223047700,NEW YORK FOUNDATION FOR ARCHITECTURE INC,NY,A,A40,536 LAGUARDIA PL,NEW YORK,10012.0,10012-1401,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,59,59.0,0.0,0.0,2662,26217,-58942,381673,0,0,0,18000,351610,294081,57529,321464,26712,0,1098824,185697,0,0,185697,20605,1098824,0,48764,N,0,Y,N,28879,N,0,N,276081,N,N,2167,N,303464,N,2167,N,0,N,0,N,0,N,675412,N,1098824,N,0,N,1078219,Y,267,N,0,N,0,0,267,0,0,0,0,0,990132,48497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,196703.0,4.0,1.0,3.0,200312.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.179327,12,267,0,267,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10012.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A40,A
16717,,,2002,223527668,YATES ART FOUNDATION INC,NY,A,A40,350 FIFTH STE 2822,NEW YORK,10118.0,10118-2899,36061.0,5602.0,5600.0,200306,2003,IN,,3,AR,AR,AR,1,A,60,60.0,0.0,0.0,0,15072,0,250000,0,0,0,0,265072,15657,249415,500,15072,15072,1612325,0,968401,0,968401,0,1448942,0,55813,N,0,Y,N,15072,N,15072,Y,15657,N,N,0,N,500,N,0,N,0,N,12401,N,0,N,0,N,1448942,N,0,N,1612325,N,301,N,0,N,0,0,301,0,0,0,0,0,1133251,0,15072,14071,18632,7154,54929,78500,44075,43589,40233,206397,1,0,0,0,1,0,0,0,0,0,37209,34306,28921,22192,122628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A40Z,199803.0,3.0,1.0,3.0,0.0,WOLLIN,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.79333,6,301,0,151,7.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10118.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A12,A
17003,,,2001,223668584,CWJ CLASSIC AUTOMOBILE MUSEUM INC,NY,A,A99,358 FIFTH AVE 9TH FLR,NEW YORK,10001.0,10001-2209,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,475000,0,0,0,0,475000,208842,266158,178883,0,0,2012945,0,0,0,0,0,2082031,0,96014,N,0,N,N,0,N,0,Y,208842,N,N,0,N,178883,N,0,N,0,N,116506,N,0,N,0,N,2082031,N,0,N,2012945,N,0,N,0,N,0,0,0,0,0,0,0,0,1949524,0,1,0,0,0,1,178883,212133,322730,0,713746,2082031,1721991,1665624,0,5469646,2081031,1721991,1665624,0,5468646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A54,200009.0,3.0,1.0,3.0,0.0,BEHAN LING & RUTA CPAS PC,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.474605,6,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10001.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A50,A
23411,,,2002,300021188,JOEL FAN FOUNDATION,NY,A,A12,200 W 15TH ST,NEW YORK,10011.0,10011-6539,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,825,398,0,0,0,0,22500,1223,23250,-22027,0,825,0,117973,0,117897,0,117897,0,108432,0,6166,N,0,N,N,825,N,0,N,750,N,N,0,N,0,N,0,N,0,N,76,N,0,N,0,N,108432,N,0,N,117973,N,17,N,0,N,0,0,17,0,0,0,0,0,125199,6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A12,200305.0,4.0,1.0,3.0,0.0,JOEL FAN,,0.0,13.0,PF,S,ZB,A,1.0,1.0,1.0,0,2,-5,0.863951,12,17,0,17,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,C,NY,10011.0,NEW YORK,core2002pf_ver1,PF,S,ZB,A,IN,,A12,A
24699,YI.,JDD,2001,311584853,PRESERVATION AMERICA,NY,A,A80,907 FIFTH AVE STE 2A,NEW YORK,10021.0,10021-4156,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,62,62.0,0.0,0.0,369,0,0,0,0,0,0,0,369,8353,-7984,0,0,0,401723,0,0,0,0,453890,401723,0,0,N,0,N,N,369,N,3690,Y,8353,N,N,8353,N,0,N,8353,N,8353,N,0,N,0,N,0,N,401723,N,400000,N,-52167,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A82Z,199802.0,3.0,1.0,3.0,0.0,MARILYN MEYERS,,0.0,13.0,PF,O,AR,A,2.0,1.0,2.0,0,2,-5,0.590727,12,0,0,0,1.0,M,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,2.0,N,NY,10021.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A82,A
24767,,,2001,311599286,SASSON SOFFER FOUNDATION INC,NY,A,A51,78 GRAND ST,NEW YORK,10013.0,10013-2255,36061.0,5602.0,5600.0,200210,2002,IN,,3,AR,AR,AR,1,A,998,998.0,0.0,0.0,6,0,0,907648,0,0,0,98400,907654,104792,802862,104786,0,0,825712,0,0,0,0,0,825712,0,0,N,0,N,N,6,N,6,Y,6392,N,N,48,N,6386,N,48,N,6,N,712,N,0,N,0,N,825712,N,0,N,825712,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,1,8,0,0,9,104786,8690,0,0,113476,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A51,199903.0,3.0,1.0,3.0,0.0,SASSON SOFFER,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.600008,10,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,1,1,1,1,U,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10013.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A51,A
42924,,,2001,510393305,INSTITUTE FOR THE ADVANCEMENT OF CONTEMPORARY CHINESE ARCH LTD,NY,A,A23,350 FIFTH AVE STE 5411,NEW YORK,10118.0,10118-5411,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,61664,0,0,0,61664,61664,61664,0,61664,0,0,1,0,0,0,0,1,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A23,200001.0,15.0,20.0,3.0,200312.0,YI TUAN & BRUNSTEIN,,0.0,13.0,PC,O,AR,A,1.0,1.0,1.0,0,2,-5,0.169454,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10118.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A40,A
57266,,,2001,742798673,JUDD FOUNDATION,NY,A,A20,300 E 42ND ST,NEW YORK,10017.0,10017-5947,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,60,60.0,91.0,0.0,541,0,247500,4061927,0,99529,0,0,4409497,267104,4142393,129710,0,0,61696349,0,0,0,0,40200,61696349,0,6689,N,0,N,N,541,N,100070,Y,267104,N,N,1000,N,129710,Y,1000,N,100440,N,244592,N,0,N,0,N,61696349,N,0,N,61656149,N,0,N,0,N,0,0,0,0,0,0,0,0,135809,0,1,0,0,0,1,129710,27071,0,0,156781,61696350,61513756,895879,925986,125031971,61449634,61496742,890787,922765,124759928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20Z,199702.0,3.0,1.0,3.0,0.0,LUTZ AND CARR CPAS LLP,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.5828270000000001,6,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10017.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A20,A
60881,,,2002,770415802,NATIONAL ACADEMY OF EDUCATION,NY,A,A99,726 BROADWAY 5TH FLOOR,NEW YORK,10003.0,10003-9502,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,124,124.0,0.0,0.0,37674,0,0,22405,0,44152,78022,1450000,104231,2268903,-2164672,2267295,37674,81826,3965721,0,0,0,0,943209,3965721,0,95970,N,0,N,N,37674,N,81826,Y,818903,N,N,0,N,817295,N,0,N,0,N,351069,N,0,N,62077,N,3965721,N,0,N,3022512,Y,753,N,0,N,0,1342,753,0,0,0,0,589,1948631,0,81826,97193,96934,147496,423449,2267295,2376165,1897410,1733482,8274352,1,6313527,9466720,3782880,19563128,0,6313527,9466720,3782880,19563127,63980,64795,64623,151197,344595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199606.0,3.0,1.0,3.0,0.0,NEW YORK UNIVERSITY SCHOOL OF ED,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.906861,12,-589,0,753,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2,1,1,1,1,1,U,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A99,A
65169,,,2002,911898350,ROY LICHTENSTEIN FOUNDATION,NY,A,T23,745 WASHINGTON ST,NEW YORK,10014.0,10014-2042,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,124,124.0,0.0,0.0,495,232518,0,6575500,0,0,252297,0,6808513,931300,5877213,918758,149328,0,20499708,7935938,0,0,7935938,0,20815226,0,436864,N,0,N,N,149328,N,0,Y,931300,N,N,0,N,918758,N,0,N,0,N,34430,N,0,N,0,N,20815226,N,0,N,20499708,N,2987,N,0,N,0,7000,2987,0,0,0,60,3953,8870331,0,1,0,0,0,1,918758,671053,430917,178442,2199170,1,0,0,0,1,0,0,0,0,0,291243,268903,633,1460,562239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T99Z,199809.0,3.0,1.0,3.0,0.0,DOROTHY LICHTENSTEIN,,0.0,13.0,PF,O,ZC,A,1.0,1.0,1.0,0,2,-5,0.82996,12,-3953,0,2987,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,2.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10014.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,T23,T
71734,,,2002,113024142,COMMITTEE TO SAVE THE RKO KEITHS THEATRE OF FLUSHING INC,NY,A,A65,33 47 165TH ST,FLUSHING,11358.0,11358-1443,36081.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,352,352.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B99Z,199106.0,4.0,1.0,3.0,0.0,GERARD S ROTONDI,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,29491297019074,0,0.296327,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,11358.0,FLUSHING,core2003pf,PF,S,AR,A,IN,,A65,A
71743,,,2001,113265032,CHILDRENS TALENT UNLIMITED INC,NY,A,A20,1059 CLARKSON AVE,BROOKLYN,11212.0,11212-2040,36047.0,5602.0,5600.0,200211,2002,IN,,3,AR,AR,AR,1,A,994,994.0,88.0,90.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,0,N,N,0,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20Z,199601.0,4.0,1.0,3.0,0.0,JANICE ROBERTSON,,0.0,11.0,PF,O,AR,A,1.0,1.0,1.0,0,29491311029074,0,0.845067,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,11212.0,BROOKLYN,core2003pf,PF,S,AR,A,IN,,A20,A
71746,,,2002,113343213,ROY AND SHERRY DECARAVA FOUNDATION,NY,A,A25,201 EASTERN PKWY 5G,BROOKLYN,11238.0,11238-6137,36047.0,5602.0,5600.0,200309,2003,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,328,0,0,9008,0,0,20000,8000,9336,30281,-20945,10233,328,328,172033,0,0,0,0,60000,172033,0,3163,N,0,N,N,328,N,328,Y,22281,N,N,0,Y,2233,Y,0,N,0,N,28784,N,0,N,0,N,172033,N,0,N,112033,N,7,N,0,N,0,0,7,0,0,0,0,0,64214,0,328,293,1908,2370,4899,10233,13197,25407,20907,69744,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A25,199904.0,3.0,1.0,3.0,0.0,ROY & SHERRY & SUSAN W DECARAVA,,0.0,11.0,PF,O,AR,A,1.0,1.0,2.0,0,29491192020184,0,0.664334,9,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,11238.0,BROOKLYN,core2003pf,PF,O,AR,A,IN,,A25,A
71796,,,2002,132930528,EAST ASIAN HISTORY OF SCIENCE INC EAHS,NY,A,A80,1285 AVE OF AMER,NEW YORK,10019.0,10019-0000,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,124,124.0,0.0,0.0,204,0,0,0,0,0,0,0,204,1590,-1386,796,0,0,13364,0,0,0,0,1350,13364,0,688,N,0,N,N,204,N,0,N,1590,N,N,796,N,796,N,796,N,0,N,0,N,0,N,0,N,13364,N,0,N,12014,N,0,N,0,N,0,0,0,0,0,0,0,0,13979,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,197803.0,15.0,20.0,3.0,0.0,PAUL WEISS,,0.0,13.0,PC,O,AR,A,2.0,1.0,1.0,0,29491249056013,0,0.0468723,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10019.0,NEW YORK,core2003pf,PC,O,AR,A,IN,,A80,A
71802,,,2002,133070082,AMERICAN FRIENDS OF APHRODISIAS,NY,A,A11,410 PARK AVE S STE 1610,NEW YORK,10022.0,10022-9436,36061.0,5602.0,5600.0,200311,2003,IN,,3,AR,AR,AR,1,A,119,119.0,0.0,0.0,0,563,3100,0,0,0,0,3150,3663,5800,-2137,5138,3001,0,41096,0,40560,0,40560,0,41371,0,2003,N,0,N,N,3663,N,0,N,2650,N,N,662,N,1988,N,662,N,0,N,536,N,0,N,0,N,41371,N,0,N,41096,N,60,N,0,N,0,0,60,0,0,0,0,0,40673,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,198105.0,4.0,1.0,3.0,0.0,NINA J KOPRULU,,0.0,13.0,PF,S,ZA,A,1.0,1.0,1.0,0,29491311032064,0,0.722205,11,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,NY,10022.0,NEW YORK,core2003pf,PF,S,ZA,A,IN,,N99,N
71815,,,2002,133224878,TURNABOUT SONGS INC,NY,A,A20,315 RIVERSIDE DRIVE SUITE,NEW YORK,10025.0,10025-4100,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,123,123.0,0.0,0.0,28,0,0,22037,0,2267,0,0,24332,26948,-2616,25864,28,28,2040,0,0,0,0,0,2040,0,0,N,0,N,N,28,N,28,Y,26948,N,N,0,N,25864,N,0,N,0,N,0,N,0,N,0,N,2040,N,0,N,2040,N,0,N,0,N,0,0,0,0,0,0,0,0,2921,0,1,0,0,0,1,25864,13589,21427,34302,95182,2040,4656,4546,2538,13780,2040,4656,4546,2538,13780,0,0,0,0,0,24304,15804,18703,35396,94207,24304,15804,18703,35396,94207,28,17,11,19,75,A20Z,199112.0,3.0,1.0,3.0,0.0,,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,29491354006233,0,0.5501560000000001,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NY,10025.0,NEW YORK,core2003pf,PF,O,AR,A,IN,,A20,A
