,EIN,TAXPER,CYCLE,DLN,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,verfail,vMagS,vMagP,NTEECC,NteeCC4d,NTEEconf,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,RandNum,FIPS,MSA_NECH,PMSA,NteeOldB,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
15947,160876072,200612,200734.0,93490226000087,,2006,0,22581,1155666,1119112,43891,0,0,0,1199557,80445,1222138,130012,833997,0,0,859854,833997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,103026,103026,0,36554,0,0,0,0,0,-26986,1129,0,0,0,0,0,0,859854,0,0,0,0,2754,25921,0,15216,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,267,1,2006,N,10003-9522,10003.0,160876072200612.0,1608760722006.0,12,267.0,200.0,920.0,770 BROADWAY 5TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NATO THEATRE OWNERS OF NEW YORK STATE INC,1.0,196601.0,,NY,rtf06co,3.0,2.0,4.0,2.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.50032,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A65,A,711110.0,90
18274,200864170,200412,,29409092096315,,2004,0,0,0,0,0,0,0,0,79600,79600,79600,11850,6968,0,0,0,6968,0,0,0,0,0,0,0,0,0,0,60782,0,18818,0,,18818,18818,0,0,0,0,0,79600,0,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,2004,N,10005-1304,10005.0,,,12,0.0,0.0,0.0,40 WALL ST FLR 11,3.0,200812.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,SOUTH ASIAN AMERICAN ASSOCIATION INC,1.0,200512.0,,NY,CORE05co,,,,,,,,A23,,A,A,PC,O,AR,A,A,IN,,AR,AR,AR,0.51686,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A23,A,710000.0,9
18425,201036354,200612,200739.0,29490251323147,Y43,2006,0,0,0,0,764105,0,0,0,2057543,2057543,2057543,156031,7467642,0,0,5566130,7467642,0,0,7467642,0,0,0,0,0,0,0,0,1293438,0,0,,2057543,2057543,0,0,0,0,0,0,0,1901512,0,0,0,0,0,0,0,5566130,0,0,0,0,0,317611,0,446494,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5566130,0,1,2006,N,10016-1901,10016.0,201036354200612.0,2010363542006.0,12,0.0,0.0,0.0,600 3RD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN NONBARGAINED GROUP VEBA,1.0,200506.0,,NY,rtf06co,5.0,4.0,4.0,2.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.88234,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
18427,201036390,200612,200739.0,29490251328027,Y43,2006,0,0,0,0,1276771,0,0,0,1276771,1276771,1276771,1252,12123785,0,0,10848266,12123785,0,0,12123785,0,0,0,0,0,0,0,0,0,0,0,,1276771,1276771,0,0,0,0,0,0,0,1275519,0,0,0,0,0,0,0,10848266,0,0,0,0,0,534076,0,742695,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10848266,0,1,2006,N,10016-1901,10016.0,201036390200612.0,2010363902006.0,12,0.0,0.0,0.0,600 3RD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN BARGAINED GROUP VEBA,1.0,200508.0,,NY,rtf06co,,4.0,4.0,1.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.46271999999999996,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
18442,201048965,200503,,29409077041276,,2004,20000,0,0,0,103,0,6313,22455,28871,22558,48871,9825,32733,0,0,0,35230,0,2497,0,0,0,0,0,0,0,0,0,0,0,0,,42558,42558,0,0,0,0,0,0,28768,32733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,1,2005,N,11375-6411,11375.0,,,3,0.0,0.0,0.0,11114 76TH AVE APT 107,3.0,200903.0,FOREST HILLS,2.0,GUY TUDOR,1.0,1.0,16.0,20.0,0.0,BIODIVERSITY BOOKS INC,1.0,200705.0,,NY,CORE05co,,,,,,,,A33,,B,A,PC,O,AR,A,A,IN,,AR,AR,AR,0.24126,36081.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,C30,C,813312.0,9
19083,201575771,200706,200732.0,29409209009127,P81,2006,10635,0,0,0,0,0,0,0,27568,27568,38203,38757,-723,0,0,1641,1087,1810,1810,0,0,0,0,0,0,0,0,0,27568,0,0,,38203,38203,0,0,0,0,0,0,0,-554,0,0,0,0,0,0,0,-169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2007,N,10033-2214,10033.0,201575771200706.0,2015757712007.0,6,0.0,0.0,0.0,37 OVERLOOK TER APT 3E,3.0,0.0,NEW YORK,1.0,KLARA KUCHMENT,2.0,13.0,0.0,10.0,0.0,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,1.0,200512.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.77286,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,9
20611,203132925,200606,,29490343371066,,2005,0,987169,0,0,4564,0,0,0,88564,88564,1075733,500933,606483,187500,0,31683,619863,0,13380,0,0,0,0,0,0,0,0,0,84000,0,0,,1075733,1075733,0,0,0,0,0,0,0,574800,0,0,0,0,0,0,0,31683,0,0,0,0,4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2006,N,10010-2239,10010.0,,,6,0.0,0.0,0.0,41 MADISON AVE RM 4000,3.0,0.0,NEW YORK,2.0,ALLEN R BROMBERGER,2.0,13.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,1.0,200509.0,,NY,CORE05co,,,,,,,,A68,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.54609,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A68,A,711130.0,90
20709,203249437,200606,200740.0,29490196004147,,2005,500000,0,0,0,0,0,0,0,0,0,500000,19957,480043,0,0,0,482393,0,2350,480043,0,0,0,0,0,0,0,0,0,0,0,,500000,500000,0,0,0,0,0,0,0,480043,0,11538,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,1,2006,N,10018-3805,10018.0,203249437200606.0,2032494372006.0,6,0.0,0.0,0.0,25 W 39TH ST-11TH FL,3.0,201006.0,NEW YORK,1.0,THOR EQUITIES LLC,1.0,1.0,15.0,10.0,0.0,SEPHARDIC HERITAGE MUSEUM INC,1.0,200801.0,,NY,rtf06co,2.0,3.0,3.0,1.0,,,,A50,,A,A,PC,O,AR,A,A,IN,,AR,AR,AR,0.85945,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A50,A,712110.0,90
21124,203753340,200612,200727.0,29490168005117,S41,2006,0,598000,0,0,22069,0,0,0,1758004,1758004,2356004,2075580,1012705,385000,0,1083140,1642018,350859,629313,0,0,0,0,0,0,0,0,0,1735935,0,0,,2356004,2356004,0,0,0,0,0,0,0,280424,0,199087,48096,0,0,0,0,732281,0,0,0,0,22069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2006,Y,10019-4308,10019.0,203753340200612.0,2037533402006.0,12,0.0,0.0,0.0,888 7TH AVE,3.0,0.0,NEW YORK,1.0,BRUCE PAISNER,2.0,13.0,0.0,10.0,0.0,THE INTERNATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES INC,1.0,200606.0,,NY,rtf06co,4.0,4.0,4.0,4.0,,,,A32,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.49221000000000004,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A32,A,513120.0,90
22832,221010243,200706,200745.0,29490293255127,,2006,0,103915,0,0,0,0,0,0,0,0,103915,101195,26122,7935,0,23402,26122,0,0,26122,0,0,0,0,0,0,0,0,0,0,0,,103915,103915,0,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,23402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23402,263,1,2007,N,10011-7419,10011.0,221010243200706.0,2210102432007.0,6,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,BENJAMIN RODRIGUEZ,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,197301.0,0019,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.4254,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,S99,S,813410.0,90
24647,222701258,200612,200727.0,29490168109177,,2006,0,27075,0,0,594,0,0,0,209351,209351,236426,244132,94394,0,0,102100,94394,0,0,0,0,0,0,0,0,0,0,0,208757,0,0,,236426,236426,0,0,0,0,0,0,0,-7706,0,0,0,0,0,0,0,102100,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10019-3922,10019.0,222701258200612.0,2227012582006.0,12,200.0,229.0,0.0,156 W 56TH ST STE 1902,3.0,0.0,NEW YORK,1.0,FRUCHTER ROSEN & COMPANY P C,2.0,13.0,0.0,10.0,0.0,BOOKBINDERS GUILD OF NEW YORK INC,5.0,198610.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A20,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.36605,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A20,A,710000.0,90
25244,223075802,200612,200744.0,29490293057197,,2006,0,135000,0,0,7732,0,0,0,1515658,1515658,1650658,1590680,373463,0,0,534909,486012,221424,112549,0,0,0,0,0,0,0,0,0,1479792,0,28134,,1650658,1650658,0,0,0,0,0,0,0,59978,0,0,0,0,0,0,0,313485,0,0,0,0,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,1,2006,Y,10001-6796,10001.0,223075802200612.0,2230758022006.0,12,123.0,200.0,0.0,322 8TH AVE STE 501,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,7 X 24 EXCHANGE INC,1.0,199201.0,,NY,rtf06co,2.0,4.0,4.0,4.0,,,,A70,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.32183,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A70,A,710000.0,90
29342,232586662,200512,200703.0,29490351343066,,2005,0,29950,0,0,92,0,0,0,100727,100727,130677,228451,15215,69352,0,26106,15215,0,0,15215,0,0,0,0,0,0,0,0,84289,0,16346,,130677,130677,0,0,0,0,0,0,0,-97774,86883,37019,7929,0,0,0,0,26106,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,26106,200,1,2005,N,10017-8207,10017.0,232586662200512.0,2325866622005.0,12,200.0,0.0,0.0,12 E 49TH ST FL 24,3.0,0.0,NEW YORK,2.0,PETER Y SOLMSSEN MORGAN LEWIS,2.0,13.0,0.0,10.0,0.0,GERMAN-AMERICAN BUSINESS ASSOCIATION OF PHILADELPHIA INC,1.0,199004.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.07852,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
31679,237055265,200612,200745.0,29490293073207,,2006,0,0,551049,557767,79418,0,0,0,810142,252375,810142,237808,1858635,6000,0,1937525,1915053,127757,56418,0,0,0,0,0,0,0,0,0,179675,0,0,,252375,252375,0,-6718,0,0,0,0,0,14567,34300,0,0,0,0,0,0,1809768,0,0,0,0,2371,77047,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,211,1,2006,N,10003-9502,10003.0,237055265200612.0,2370552652006.0,12,211.0,279.0,265.0,730 BROADWAY,3.0,0.0,NEW YORK,1.0,AMALGAMATED LIFE,2.0,13.0,0.0,10.0,0.0,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,2.0,197001.0,,NY,rtf06co,4.0,2.0,3.0,2.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.28791,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
35190,237164969,200606,,29490350197236,,2005,0,695750,18543,0,22408,0,0,0,171861,171861,867611,813170,596893,150553,0,550832,629726,18675,32833,596893,0,0,0,0,0,0,0,0,114570,0,16340,,867611,867611,0,18543,0,0,0,0,0,54441,10295,202087,23412,0,0,0,0,532157,0,0,0,0,22408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,532157,920,1,2006,N,10022-3673,10022.0,,,6,920.0,59.0,119.0,120 E 56TH ST RM 520,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM DIRECTORS,1.0,197203.0,,NY,CORE05co,,,,,,,,A03,51,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.15184,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A0351,A,813920.0,90
35596,237179226,200612,200727.0,29490168096057,,2006,0,2594057,0,0,251318,0,0,0,251318,251318,2845375,924212,5217042,257323,0,3302101,5221070,6222,4028,0,0,0,0,0,0,0,0,0,0,0,0,,2845375,2845375,0,0,0,0,0,0,0,1921163,0,0,9797,0,0,0,0,3295879,0,0,0,0,251318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,1,2006,N,10022-4221,10022.0,237179226200612.0,2371792262006.0,12,920.0,0.0,0.0,9 E 53RD ST FL 5,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,RADIO MUSIC LICENSE,5.0,197209.0,,NY,rtf06co,5.0,4.0,4.0,3.0,,,,A34,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.55838,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A34,A,513110.0,90
39548,237411166,200612,200723.0,29490125130127,,2006,0,216968,0,0,6026,0,0,0,6026,6026,222994,207915,-273136,0,0,156551,172426,444766,445562,-207833,0,0,0,0,0,0,0,0,0,0,0,,222994,222994,0,0,0,0,0,0,0,15079,0,100000,8230,0,0,0,0,-288215,0,0,0,0,6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-222912,200,1,2006,N,10016-1601,10016.0,237411166200612.0,2374111662006.0,12,200.0,914.0,480.0,99 PARK AVE RM 1700,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,LIBERIAN SHIPOWNERS COUNCIL LTD,1.0,197612.0,,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.49909,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
40163,237444871,200609,200724.0,87490138000007,,2005,0,151265,0,0,0,0,0,0,3459,3459,154724,78806,76976,0,0,1058,76976,0,0,76976,0,0,0,0,0,0,0,0,1559,0,1900,,154724,154724,0,0,0,0,0,0,0,75918,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1058,263,1,2006,N,11226-3236,11226.0,237444871200609.0,2374448712006.0,9,263.0,0.0,0.0,61 MARTENSE ST APT 5A,9.0,0.0,BROOKLYN,3.0,CHERYL I PERKINS,2.0,11.0,0.0,20.0,1002.0,CIVIL SERVICE EMPLOYEES ASSOCIATION,5.0,197007.0,646 CSEA LOCAL,NY,rtf06co,1.0,2.0,2.0,1.0,,,,A57,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7542,36047.0,5602.0,5600.0,,PC,O,AR,A,IN,,A57,A,712110.0,90
43540,251580195,200703,200734.0,29490202251117,,2006,0,161300,0,0,2332,0,0,0,2332,2332,163632,168190,63762,0,0,68320,63762,0,0,63762,0,0,0,0,0,0,0,0,0,0,0,,163632,163632,0,0,0,0,0,0,0,-4558,0,0,0,0,0,0,0,68320,0,0,0,0,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,68320,559,1,2007,N,10103-0001,10103.0,251580195200703.0,2515801952007.0,3,559.0,0.0,0.0,666 FIFTH AVE 325,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PIPE FABRICATION INDUSTRY COMMUNICATIONS AND PRODUCTIVITY FU,2.0,198811.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7934399999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
46531,310971653,200606,200735.0,29409223088007,,2005,0,92122,0,0,0,0,0,0,47,47,92169,90500,18711,0,0,17042,18711,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,92169,92169,0,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,17042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,11691-1220,11691.0,310971653200606.0,3109716532006.0,6,263.0,264.0,0.0,430 BEACH 44TH ST,9.0,0.0,FAR ROCKAWAY,3.0,KEITH WEST,2.0,11.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,194107.0,0028,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7347199999999999,36081.0,5602.0,5600.0,,PC,O,AR,A,IN,,S99,S,813410.0,9
49431,320176279,200612,200748.0,29409202230297,,2006,23834,12825,0,0,0,0,0,0,58273,58273,94932,99331,-952,0,0,2971,48,0,0,0,0,0,0,0,0,0,0,0,58273,0,0,,94932,94932,0,0,0,0,0,0,0,-4399,476,0,0,0,0,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2006,N,10003-4554,10003.0,320176279200612.0,3201762792006.0,12,0.0,0.0,0.0,70 UNIVERSITY PL APT 5,3.0,201012.0,NEW YORK,2.0,MICHAEL HORN,1.0,1.0,16.0,10.0,0.0,THE MICHAEL CHEKHOV THEATRE COMPANY INC,1.0,200802.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A65,,A,A,PC,O,AR,A,A,IN,,AR,AR,AR,0.1313,36061,5602.0,5600.0,,PC,O,AR,A,OUT,S,A65,A,711110.0,9
49725,330274349,200612,200722.0,29490125079157,,2006,295777,343398,0,0,127888,0,0,0,632547,632547,1271722,1223692,495520,0,66859,447490,495520,0,0,495520,0,0,0,0,0,0,0,0,504659,0,0,,1271722,1271722,0,0,0,0,0,0,0,48030,0,337254,0,0,0,0,0,447490,0,0,0,0,22622,0,0,105266,0,0,0,0,0,0,0,0,0,0,0,6,0,0,447490,200,1,2006,Y,10001-3507,10001.0,330274349200612.0,3302743492006.0,12,200.0,0.0,0.0,875 SIXTH AVE STE 2302,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,THEATRICAL DEALERS ASSOCIATION,1.0,198809.0,,NY,rtf06co,2.0,4.0,4.0,4.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.14809,36061,5602.0,5600.0,,PC,O,AR,A,IN,,A65,A,711110.0,90
57136,352237120,200612,200732.0,29409097068257,A68,2006,60000,0,0,0,0,0,0,0,457,457,60457,77960,133290,0,0,150793,133290,0,0,0,0,0,0,0,0,0,0,0,0,0,457,,60457,60457,0,0,0,0,0,0,0,-17503,0,0,0,0,0,0,0,150793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2006,N,10025-6887,10025.0,352237120200612.0,3522371202006.0,12,0.0,0.0,0.0,711 W END AVE APT 7DS,3.0,0.0,NEW YORK,3.0,VIRINDER SETH,2.0,13.0,0.0,10.0,0.0,MUSIC ACCORD INC,1.0,200601.0,,NY,rtf06co,2.0,1.0,1.0,1.0,,,,A68,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7493,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A68,A,711130.0,9
57644,356048417,200612,200737.0,29490237128067,,2006,0,29500,0,0,277,0,0,0,277,277,29777,53982,32904,0,0,57109,32904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29777,29777,0,0,0,0,0,0,0,-24205,0,0,0,0,0,0,0,57109,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,65,1,2006,N,10033-0595,10033.0,356048417200612.0,3560484172006.0,12,65.0,207.0,200.0,PO BOX 757,1.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NATIONAL ASSOCIATION OF BAND INSTRUMENT MANUFACTURERS INCORPORA,1.0,193505.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A6C,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.38988,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A6C,A,711130.0,90
63675,370789523,200612,200752.0,29490335190127,,2006,0,27637,6396,0,3505,0,0,0,195223,195223,222860,201810,211288,0,0,190240,213796,0,2508,0,0,0,0,0,0,0,0,0,185322,0,0,,222860,222860,0,6396,0,0,0,0,0,21050,-2,23560,1802,0,0,0,0,190240,0,0,0,0,322,3183,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,59,1,2006,N,10010-0000,10010.0,370789523200612.0,3707895232006.0,12,59.0,0.0,0.0,BOX B8 240,3.0,0.0,NEW YORK,2.0,G GOLDBERG,2.0,13.0,0.0,10.0,0.0,ASSOCIATION FOR BUSINESS COMMUNICATION,5.0,195811.0,BARUCH COLLEGE CUNY,NY,rtf06co,2.0,2.0,2.0,2.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.40585,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A30,A,510000.0,90
79429,430721295,200612,200751.0,29490321132267,,2006,0,0,0,0,2541,0,0,0,31596,31596,31596,84753,56075,3000,0,159736,76681,50503,20606,0,0,0,0,0,0,0,0,0,29055,0,0,,31596,31596,0,0,0,0,0,0,0,-53157,-1,0,0,0,0,0,0,109233,0,0,0,0,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,264,1,2006,N,10003-9502,10003.0,430721295200612.0,4307212952006.0,12,264.0,265.0,0.0,730 BROADWAY,3.0,0.0,NEW YORK,1.0,AMALGAMATED LIFE,2.0,13.0,0.0,10.0,0.0,TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1053,2.0,196911.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.07825,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
85970,481150519,200612,200748.0,93490319020987,,2006,0,1110250,0,0,142009,0,0,0,4635596,4635596,5745846,5313953,3168377,332191,0,5731297,6101136,2364813,2932759,0,0,0,0,0,0,0,0,630000,3863587,0,0,,5115846,5115846,0,0,0,0,0,630000,0,-198107,0,1169260,133629,0,0,0,0,3366484,0,0,0,0,142009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123,1,2006,Y,10004-2956,10004.0,481150519200612.0,4811505192006.0,12,123.0,0.0,0.0,30 BROAD ST FL 28,3.0,0.0,NEW YORK,2.0,THOMAS F WRATTEN,2.0,13.0,0.0,10.0,0.0,COMMERCIAL MORTGAGE SECURITIES ASSOCIATION INC,1.0,199707.0,C M S A,NY,rtf06co,5.0,5.0,5.0,5.0,,,,A70,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.45388999999999996,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A70,A,710000.0,90
87251,510180605,200604,200719.0,29490111073277,,2005,0,27750,0,0,25,0,0,0,845,845,28595,21843,13804,0,0,10552,17530,3500,3726,0,0,0,0,0,0,0,0,0,820,0,0,,28595,28595,0,0,0,0,0,0,0,6752,0,0,0,0,0,0,0,7052,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200,1,2006,N,10022-2805,10022.0,510180605200604.0,5101806052006.0,4,200.0,0.0,0.0,220 E 57TH ST,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NATIONAL ANTIQUE AND ART DEALERS ASSOCIATION OF AMERICA INC,1.0,197602.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A03,26,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.42401000000000005,36061,5602.0,5600.0,,PC,O,AR,A,IN,,A0326,A,813920.0,90
87480,510192888,200704,200744.0,29490286081277,,2006,0,57150,0,0,0,0,0,0,21719,21719,78869,21650,2477,0,0,8307,2457,0,0,0,0,0,0,0,0,0,0,63049,0,-41330,0,,15820,15820,0,0,0,0,0,21719,0,-5830,0,0,0,0,0,0,0,8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,205,1,2007,N,10461-1930,10461.0,510192888200704.0,5101928882007.0,4,205.0,199.0,0.0,1300 MORRIS PARK AVE RM 502,3.0,0.0,BRONX,2.0,VICKI SELTZER MD,2.0,13.0,0.0,10.0,0.0,NEW YORK OBSTETRICAL SOCIETY INC,1.0,198407.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A69,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.95625,36005,5602.0,5600.0,,PC,O,AR,A,IN,,A69,A,711130.0,90
