,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,nteeFinal,nteeFinal1,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,Verifyby,fincheckv,VERIFY
9649,133783618,200812,200924,29491143326219,91,A65Z,N,Y,0,1,2008,3,1,1,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133783618200812,1337836182008,rtf08pf,8,0,0,10036.0,WORLD CITY PICTURES INC,,520 W 43RD ST APT 5L,NEW YORK,NY,10036-4345,0.0,3.0,1.0,199601.0,1.0,4.0,994.0,92.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.7134,B,,,
9653,133785670,200812,200915,29491080018029,91,A62Z,N,Y,0,1,2008,3,3,3,3,994,71150,133,0,0,0,0,27000,0,71283,61331,9952,0,133,0,72609,0,0,0,0,51646,72609,0.0,3351,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,133,0,61331,0,0,0,0.0,72609,0,0,71150,0,20963,3,0,0,0,0,0,0,0,0,3,68050,3348,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133785670200812,1337856702008,rtf08pf,8,3,0,10025.0,NEW MOVES INC,DENISE DARCELLE MCCLELLAN,448 CENTRAL PARK W APT 2C,NEW YORK,NY,10025-4371,0.0,3.0,1.0,199503.0,1.0,4.0,994.0,349.0,0.0,1.0,1.0,199812.0,3.0,12,,36061.0,5600.0,PMSA,A62,A,A62,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.36148,B,,,
9674,133794021,200812,200925,29491158039169,91,A60Z,N,Y,0,1,2008,3,4,4,3,602,0,7582,0,350,0,0,0,91500,7932,91650,-83718,91500,7782,0,278811,0,0,75000,75000,0,192295,0.0,13750,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,7932,0,150,150,0,150,0.0,0,0,180607,192295,0,278811,156,0,0,0,0,0,0,0,0,156,279192,13594,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133794021200812,1337940212008,rtf08pf,8,156,0,10314.0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,WEISS & COMPANY,724 COLLFIELD AVE,STATEN ISLAND,NY,10314-4253,0.0,3.0,1.0,199505.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36085.0,5600.0,PMSA,A60,A,A60,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.96888,B,,,
9676,133794783,200906,200945,93491306000059,91,A50Z,N,Y,0,25,2008,3,1,1,3,994,0,0,0,0,0,0,0,0,1,1069,-1068,0,0,0,3946,0,0,0,0,1,3946,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1069,0,0,0,0.0,2346,0,0,3946,0,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133794783200906,1337947832009,rtf08pf,9,0,0,10011.0,CONTEMPORARY ART FOR AMERICA,DELEY GAZINELLI,330 W 15TH ST,NEW YORK,NY,10011-5912,0.0,3.0,2.0,199507.0,1.0,4.0,994.0,60.0,0.0,1.0,25.0,201306.0,1.0,6,,36061.0,5600.0,PMSA,A50,A,A50,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.36146999999999996,B,,,
9680,133795843,200809,200913,29491066044099,91,A51Z,N,Y,0,1,2007,2,5,3,3,559,5221,29,28019,34698,0,0,0,80095,67967,93087,-25120,80095,62746,0,631341,0,0,0,0,77480,618285,0.0,18412,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,62746,0,12992,0,0,0,0.0,262,0,0,618285,0,553861,627,0,0,0,0,0,0,0,0,627,373845,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133795843200809,1337958432008,rtf08pf,8,627,0,10017.0,DEANE & SUSAN PENN ART FOUNDATION INC,L WOLLIN,866 UN PLZ STE 508,NEW YORK,NY,10017-1849,0.0,3.0,1.0,199507.0,1.0,3.0,559.0,0.0,0.0,1.0,1.0,0.0,1.0,9,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.55948,B,,,
9746,133801734,200906,200947,93491317007019,91,A99Z,N,Y,0,1,2008,3,4,1,3,119,0,584,0,0,0,0,0,25000,584,31820,-31236,29000,0,584,351013,0,0,0,0,1,358252,0.0,18704,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,584,584,6820,2820,4000,2820,0.0,7239,0,0,358252,0,351013,0,0,0,600,0,0,0,0,600,0,379773,18704,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133801734200906,1338017342009,rtf08pf,9,-600,0,10024.0,HARRY M STEVENS FAMILY FOUNDATION INC,WILLIAM M HUNT,186 RIVERSIDE DR APT 16D,NEW YORK,NY,10024-1007,0.0,3.0,1.0,199601.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.33347,B,,,
9760,133808182,200812,200947,93491317007189,91,B82J,N,Y,0,1,2008,3,1,1,3,561,5000,0,0,0,0,0,0,4500,5000,4500,500,4500,0,0,1983,0,0,0,0,1,1983,0.0,143,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,1983,0,0,1983,0,1983,0,0,0,0,0,0,0,0,0,0,2900,143,0,0,0.0,0,0,0,0,0,0,0,1983,1483,0,0,3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133808182200812,1338081822008,rtf08pf,8,0,0,10016.0,SUSAN W ROSE FUND FOR MUSIC INC,MORRIS MANSFIELD,200 MADISON AVE,NEW YORK,NY,10016-3903,0.0,3.0,1.0,199509.0,1.0,4.0,561.0,90.0,602.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.19887,A,,,
9771,133830526,200812,200950,29491325148019,91,T20Z,N,Y,0,1,2008,3,6,3,3,602,0,130,0,-11125,0,0,0,0,-10995,25818,-36813,24981,0,0,1169238,0,0,0,0,0,1169238,0.0,58492,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,130,0,25818,837,24981,837,0.0,1167,0,0,1169238,0,1169238,0,0,0,0,0,0,0,0,0,0,1187645,58492,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133830526200812,1338305262008,rtf08pf,8,0,0,10019.0,DOROTHY DEHNER FOUNDATION FOR THE VISUAL ARTS,WINDELS MARX,156 W 56TH ST,NEW YORK,NY,10019-3800,0.0,3.0,1.0,199506.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.35009,A,,,
9776,133832587,200806,200923,29491150065019,91,A56I,N,Y,0,1,2007,2,5,6,3,60,1606663,3340,2558,0,0,25258,0,0,1637819,1204548,433271,1132940,5898,0,951147,0,0,0,0,0,951147,0.0,29206,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5898,31156,1204548,0,1132940,0,37892.0,82560,0,0,951147,0,951147,118,0,0,72,0,200,0,0,154,118,593010,0,1,0,0.0,4923,4923,22883,18030,8053,194078,243044,0,0,0,0,0,0,0,0,0,0,19471,17151,7498,3282,47402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133832587200806,1338325872008,rtf08pf,8,-154,0,10020.0,INSTITUTE FOR AEGEAN PREHISTORY STUDY CENTER FOR EAST CRETE,MILLBURN CORPORATION,1270 6TH AVE,NEW YORK,NY,10020-1700,0.0,3.0,1.0,199508.0,1.0,3.0,60.0,199.0,119.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24645999999999998,A,,,
9780,133834448,200808,200910,29491052042129,91,A60Z,N,Y,0,1,2007,3,1,1,3,995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133834448200808,1338344482008,rtf08pf,8,0,0,10023.0,CHOREOTECTONICS INC,RUKA KITO,155 W 70TH ST PH 2G,NEW YORK,NY,10023-4429,0.0,3.0,2.0,199605.0,1.0,4.0,995.0,90.0,0.0,1.0,1.0,0.0,1.0,8,,36061.0,5600.0,PMSA,A60,A,A60,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.23808,B,,,
9785,133838457,200812,200947,93491320008149,91,Z99Z,N,Y,0,1,2008,2,9,8,3,91,0,67998,782696,-2103919,0,0,330000,5626925,-1253225,7166356,-8419581,6671781,480060,0,162286923,0,18216716,0,18216716,1,153798856,0.0,2395403,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,850694,0,1539431,370634,1044856,370634,0.0,0,0,28391954,153798856,0,162286923,4801,0,0,11000,0,10000,0,6,16193,4801,48637633,2390602,1,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133838457200812,1338384572008,rtf08pf,8,-16193,0,10022.0,THE PIERRE AND TANA MATISSE FOUNDATION,,1 EAST 53RD ST,NEW YORK,NY,10022-4200,0.0,3.0,1.0,199512.0,1.0,3.0,91.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.042230000000000004,C,,,
9866,133885307,200809,200935,29491234061169,91,A51Z,N,Y,0,1,2007,2,8,5,3,91,40000,2714,43843,71806,0,2870,137749,75000,161233,498318,-337085,455460,103864,31880,10524400,729277,342995,0,1072272,3156,10749944,0.0,69745,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,0,118363,49427,423318,14499,380460,14499,17547.0,0,0,0,10749944,0,10521244,1039,0,0,738,0,1800,0,9,1490,1039,1416139,0,31880,43124,45041.0,52635,172680,380460,372121,372992,334166,1459739,10749944,10950528,11194200,11524648,44419320,8501821,8596371,8607971,8739971,34446134,46497,52544,86278,93175,278494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133885307200809,1338853072008,rtf08pf,8,-1490,0,10001.0,NANCY GRAVES FOUNDATION INC,HECHT & CO P C,450 WEST 31ST ST 2NDFL,NEW YORK,NY,10001-0000,0.0,3.0,1.0,199704.0,1.0,3.0,91.0,0.0,0.0,1.0,1.0,0.0,1.0,9,,36061.0,5600.0,PMSA,A51,A,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04673,B,,,
9870,133888511,200803,200904,29491271078008,91,A20Z,N,Y,0,1,2007,3,5,4,3,119,115000,0,0,0,0,0,0,100000,115000,116464,-1464,116464,0,0,910740,0,0,0,0,8000,910740,0.0,657,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,16464,0,16464,0,0.0,12638,0,0,910740,0,902740,0,0,0,0,0,0,0,0,0,0,13332,657,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133888511200803,1338885112008,rtf08pf,8,0,0,10022.0,INTERNATIONAL FOUNDATION FOR ARTS & CULTURE INC,TOSHU FUKAMI,150 E 57TH ST APT 9D,NEW YORK,NY,10022-2785,0.0,3.0,2.0,199610.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,0.0,3,,36061.0,5600.0,PMSA,A1220,A,A122,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.14864000000000002,B,,,
9875,133893379,200903,200950,29491325173099,91,A20Z,N,Y,0,1,2008,2,2,0,3,91,0,0,0,0,0,0,0,255,0,255,-255,0,0,0,19142,0,0,0,0,25,19142,0.0,949,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,255,0,0,0,0.0,19142,0,0,19142,0,19117,0,0,0,0,0,0,0,0,0,0,19260,0,1,0,0.0,0,1,0,200,220,314,734,1,0,0,0,1,0,0,0,0,0,633,639,649,659,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133893379200903,1338933792009,rtf08pf,9,0,0,10022.0,AMERICAN FOUNDATION FOR TEXTILE ART INC,,499 PARK AVE STE 26TH FL,NEW YORK,NY,10022-1240,0.0,3.0,1.0,199703.0,1.0,3.0,91.0,119.0,120.0,1.0,1.0,0.0,1.0,3,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.84875,A,,,
9877,133893616,200812,200923,29491115073029,91,A99Z,N,Y,0,1,2008,3,1,1,3,994,0,5,0,0,0,0,0,0,5,113,-108,0,5,0,1176,0,0,0,0,0,1176,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5,0,0,0,0,0,0.0,0,0,0,1176,0,1176,1,0,0,0,0,0,0,0,0,1,1254,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133893616200812,1338936162008,rtf08pf,8,1,0,10019.0,TRIBUTE 21 FOUNDATION INC,,10 W 56TH ST,NEW YORK,NY,10019-3801,0.0,3.0,1.0,199702.0,1.0,4.0,994.0,119.0,90.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.6772699999999999,B,,,
9886,133902358,200812,200946,93491309001009,91,A60J,N,Y,0,1,2008,3,3,3,3,602,5219,105,9301,0,0,14700,78476,411706,29325,535572,-506247,519873,0,0,33421,0,0,0,0,17940,33421,0.0,14757,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,9406,0,123866,14664,108167,14664,0.0,0,0,0,33421,0,15481,0,0,0,0,0,0,0,0,0,0,299629,14757,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133902358200812,1339023582008,rtf08pf,8,0,0,10011.0,JONATHAN LARSON PERFORMING ARTS FOUNDATION INC,JAY S HARRIS,PO BOX 20062,NEW YORK,NY,10011-0008,0.0,3.0,1.0,199702.0,1.0,4.0,602.0,119.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1260,A,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.50855,A,,,
9918,133915359,200812,200950,29491325177009,91,T20J,N,Y,0,1,2008,3,4,4,3,602,105600,12169,0,16397,0,0,0,171802,134166,172641,-38475,171802,27727,12169,145514,0,0,0,0,0,145514,0.0,7645,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,28566,12169,839,839,0,839,0.0,128466,0,17048,145514,0,145514,555,0,0,0,0,0,0,14,0,555,155225,7090,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133915359200812,1339153592008,rtf08pf,8,569,0,10018.0,VIOLA FOUNDATION,BERNATH & ROSENBERG P C,1430 BROADWAY RM 7,NEW YORK,NY,10018-9399,0.0,3.0,1.0,199701.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.10618,A,,,
9966,133921831,200812,200950,29491332192139,91,A99Z,N,Y,0,1,2008,3,8,6,3,602,300000,600526,708514,853814,0,-1201363,0,1514800,1261491,1534428,-272937,1515744,2297345,107677,10180672,0,2854066,0,2854066,0,12480756,0.0,910221,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2303603,107677,19628,6258,944,6258,0.0,0,0,3963939,12480756,0,10180672,22973,0,0,13331,0,10000,0,0,358,22973,18481652,887248,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133921831200812,1339218312008,rtf08pf,8,-358,0,10017.0,BARBARA M ZALAZNICK FOUNDATION,ERIC KAPLAN,335 MADISON AVE STE 1500,NEW YORK,NY,10017-4611,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.79104,B,,,
10012,133929462,200812,200925,29491157052149,91,A40Z,N,Y,0,1,2008,2,6,3,3,91,50634,0,21441,1029,0,0,0,81917,73104,85100,-11996,81917,22470,0,2253510,0,1547279,0,1547279,0,1480311,0.0,92111,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,22470,0,3183,0,0,0,0.0,0,0,475231,1480311,0,2253510,449,0,0,0,0,0,0,0,0,449,1870268,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133929462200812,1339294622008,rtf08pf,8,449,0,10010.0,ALVIN E FRIEDMAN-KIEN FOUNDATION INC,ROBERT H HOROWITZ,ONE LEXINGTON AVE STE 2A,NEW YORK,NY,10010-5515,0.0,3.0,1.0,199612.0,1.0,3.0,91.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.41636000000000006,B,,,
10014,133930172,200712,200910,29491003023179,91,A99Z,N,Y,0,1,2007,3,9,8,3,602,41910000,380008,934518,3139532,0,100481,0,23375480,46464539,23595338,22869201,23435560,4504690,0,69581530,0,52235050,0,52235050,41250000,69581530,0.0,2048014,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4554539,0,109929,49849,60080,49849,0.0,17341413,0,0,69581530,0,28331530,45047,0,0,0,0,25000,0,4000,0,45047,41584049,2002967,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,133930172200712,1339301722007,rtf08pf,7,24047,0,10022.0,TOMORROW FOUNDATION,LAURA BAUDO SILLERMAN,650 MADISON AVE FL 16,NEW YORK,NY,10022-1029,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.86992,B,,,
10049,133935646,200812,200918,93491113005009,91,A99Z,N,Y,0,1,2008,3,6,4,3,602,0,70142,77895,32513,0,0,0,248500,180550,254226,-73676,248500,180550,0,4561477,0,921376,575000,1496376,1,4561477,0.0,257250,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,180550,0,5726,0,0,0,0.0,197289,0,0,4561477,0,4561477,3611,0,0,5200,0,0,0,0,1589,3611,5223355,253639,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133935646200812,1339356462008,rtf08pf,8,-1589,0,10022.0,SCHLOSS FAMILY FOUNDATION INC,WALTER J SCHLOSS,350 PARK AVE 9TH FLR,NEW YORK,NY,10022-6022,0.0,3.0,1.0,199704.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.38495,B,,,
10050,133935786,200812,200935,29491213085039,91,T22Z,N,Y,0,1,2008,3,1,1,3,119,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133935786200812,1339357862008,rtf08pf,8,0,0,10024.0,CLASSICAL MUSIC FOUNDATION OF NEW YORK,DON LEWIS,80 RIVERSIDE DR,NEW YORK,NY,10024-5725,0.0,3.0,1.0,199807.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.1942,A,,,
10053,133935995,200812,200950,29491332186149,91,A40J,N,Y,0,1,2008,3,9,8,3,602,0,0,1252256,-4290404,0,46484,0,3006780,-2991664,3967431,-6959095,3309560,741530,0,50748728,5684719,36160728,3604470,45449917,0,42049272,482897.0,2695130,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1253272,0,960651,511742,302780,511742,0.0,3423024,0,1868207,42049272,0,50748728,7415,0,0,73971,0,0,0,0,45000,7415,54723446,2687715,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133935995200812,1339359952008,rtf08pf,8,-66556,21556,10075.0,LILY AUCHINCLOSS FOUNDATION INC,ALEXANDRA HERZAN,16 E 79TH ST STE 31,NEW YORK,NY,10075-0150,0.0,3.0,1.0,199706.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.04197,B,,,
10068,133938484,200906,200943,29491283000049,91,A99I,N,Y,0,1,2008,3,4,2,3,119,0,0,11381,-67546,0,0,0,0,-56165,1205,-57370,0,0,0,323659,0,303668,0,303668,0,323659,0.0,17533,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,-56165,0,1205,1205,0,1205,0.0,7999,0,0,323659,0,323659,0,0,0,0,0,0,0,0,0,0,350663,17533,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133938484200906,1339384842009,rtf08pf,9,0,0,10016.0,BETTY RETTER FOUNDATION,DANIEL RETTER,2 PARK AVE FL 21,NEW YORK,NY,10016-9301,0.0,3.0,1.0,199707.0,1.0,4.0,119.0,0.0,0.0,2.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.40038,B,,,
